,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],1.994,0.403,1.223,2.731,0.01,0.007,1511.0,2352.0,1.0
epsilon[1],3.443,0.711,2.182,4.809,0.017,0.012,1607.0,2643.0,1.0
epsilon[2],2.069,0.424,1.296,2.874,0.01,0.007,1606.0,2483.0,1.0
epsilon[3],3.357,0.681,2.091,4.626,0.017,0.012,1538.0,2463.0,1.0
epsilon[4],3.049,0.614,1.925,4.21,0.015,0.011,1552.0,2479.0,1.0
epsilon[5],2.573,0.516,1.59,3.516,0.013,0.009,1547.0,2373.0,1.0
epsilon[6],2.074,0.419,1.326,2.888,0.011,0.008,1527.0,2435.0,1.0
epsilon[7],3.369,0.681,2.146,4.682,0.017,0.012,1543.0,2381.0,1.0
epsilon[8],3.661,0.745,2.22,5.028,0.019,0.013,1535.0,2568.0,1.0
epsilon[9],2.475,0.497,1.578,3.433,0.013,0.009,1526.0,2428.0,1.0
epsilon[10],2.104,0.426,1.289,2.879,0.011,0.008,1522.0,2363.0,1.0
epsilon[11],1.921,0.385,1.23,2.655,0.01,0.007,1489.0,2369.0,1.0
epsilon[12],2.321,0.468,1.429,3.173,0.012,0.008,1512.0,2498.0,1.0
epsilon[13],2.69,0.537,1.666,3.677,0.014,0.01,1502.0,2491.0,1.0
epsilon[14],1.188,0.238,0.761,1.642,0.006,0.004,1483.0,2486.0,1.0
epsilon[15],4.138,0.854,2.602,5.733,0.021,0.015,1620.0,2600.0,1.0
epsilon_k[0],0.152,0.138,0.0,0.411,0.001,0.001,6735.0,4502.0,1.0
epsilon_k[1],0.296,0.225,0.0,0.697,0.003,0.002,5839.0,4144.0,1.0
epsilon_k[2],1.386,0.415,0.659,2.163,0.006,0.005,4078.0,4581.0,1.0
epsilon_k[3],5.954,1.284,3.621,8.41,0.022,0.016,3316.0,4081.0,1.0
epsilon_k[4],1.327,0.583,0.242,2.37,0.008,0.006,4978.0,4184.0,1.0
epsilon_k[5],2.357,0.688,1.169,3.665,0.011,0.008,3762.0,4879.0,1.0
epsilon_k[6],2.102,0.635,0.952,3.292,0.01,0.007,3998.0,5011.0,1.0
epsilon_k[7],1.025,0.633,0.004,2.126,0.009,0.006,4647.0,3499.0,1.0
epsilon_k[8],5.217,1.19,3.069,7.493,0.019,0.014,3666.0,3802.0,1.0
epsilon_k[9],0.64,0.414,0.0,1.356,0.006,0.004,4410.0,2746.0,1.0
epsilon_k[10],2.878,0.732,1.591,4.26,0.012,0.008,3696.0,4505.0,1.0
epsilon_k[11],1.586,1.017,0.001,3.312,0.014,0.01,4780.0,3692.0,1.0
epsilon_k[12],0.484,0.435,0.0,1.278,0.005,0.003,6475.0,4600.0,1.0
epsilon_k[13],5.315,1.383,2.847,7.948,0.021,0.015,4179.0,5066.0,1.0
epsilon_k[14],0.177,0.174,0.0,0.497,0.002,0.001,5833.0,3898.0,1.0
epsilon_k[15],0.691,0.394,0.009,1.366,0.005,0.004,5289.0,4942.0,1.0
k_s,0.038,0.008,0.024,0.053,0.0,0.0,2889.0,3351.0,1.0
l_s,0.062,0.02,0.029,0.102,0.0,0.0,3866.0,4860.0,1.0
mu_p[0],-0.194,0.031,-0.257,-0.14,0.0,0.0,11038.0,6029.0,1.0
mu_p[1],0.35,0.064,0.233,0.468,0.001,0.001,8652.0,5422.0,1.0
mu_p[2],0.229,0.052,0.129,0.325,0.001,0.0,8297.0,6030.0,1.0
mu_p[3],0.033,0.05,-0.064,0.124,0.001,0.0,9709.0,6283.0,1.0
mu_p[4],-0.426,0.042,-0.504,-0.349,0.0,0.0,8471.0,5619.0,1.0
mu_p[5],-0.173,0.037,-0.246,-0.106,0.0,0.0,8098.0,6584.0,1.0
mu_p[6],-0.041,0.034,-0.103,0.022,0.0,0.0,8324.0,5915.0,1.0
mu_p[7],0.059,0.036,-0.008,0.125,0.0,0.0,7173.0,5649.0,1.0
mu_p[8],0.088,0.049,-0.003,0.18,0.0,0.0,10025.0,5150.0,1.0
mu_p[9],-0.305,0.032,-0.365,-0.244,0.0,0.0,9700.0,5860.0,1.0
mu_p[10],0.018,0.037,-0.051,0.088,0.0,0.0,9217.0,5931.0,1.0
mu_p[11],-0.018,0.018,-0.051,0.016,0.0,0.0,6891.0,6675.0,1.0
mu_p[12],0.116,0.019,0.081,0.153,0.0,0.0,9883.0,6182.0,1.0
mu_p[13],-0.273,0.027,-0.322,-0.217,0.0,0.0,8204.0,5607.0,1.0
mu_p[14],-0.075,0.013,-0.1,-0.052,0.0,0.0,9641.0,6400.0,1.0
mu_p[15],0.116,0.064,-0.007,0.23,0.001,0.001,7653.0,6465.0,1.0
sig_n,0.002,0.001,0.002,0.003,0.0,0.0,1517.0,2466.0,1.0
var_p,0.039,0.008,0.026,0.054,0.0,0.0,1404.0,2155.0,1.0
var_s[0],0.027,0.002,0.024,0.03,0.0,0.0,10433.0,6441.0,1.0
var_s[1],0.022,0.002,0.019,0.026,0.0,0.0,10009.0,6517.0,1.0
var_s[2],0.016,0.001,0.014,0.019,0.0,0.0,7834.0,6548.0,1.0
var_s[3],0.045,0.004,0.037,0.052,0.0,0.0,7181.0,6650.0,1.0
var_s[4],0.079,0.006,0.068,0.092,0.0,0.0,9741.0,5713.0,1.0
var_s[5],0.051,0.004,0.044,0.058,0.0,0.0,7786.0,6427.0,1.0
var_s[6],0.041,0.003,0.035,0.046,0.0,0.0,8732.0,6182.0,1.0
var_s[7],0.089,0.008,0.075,0.103,0.0,0.0,8218.0,6751.0,1.0
var_s[8],0.058,0.005,0.049,0.068,0.0,0.0,6985.0,6044.0,1.0
var_s[9],0.067,0.005,0.058,0.077,0.0,0.0,9366.0,6770.0,1.0
var_s[10],0.033,0.003,0.029,0.038,0.0,0.0,8312.0,6465.0,1.0
var_s[11],0.164,0.017,0.132,0.197,0.0,0.0,7163.0,5792.0,1.0
var_s[12],0.112,0.009,0.094,0.128,0.0,0.0,10222.0,6683.0,1.0
