,NSub,curDur,WMSize,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV
0,1,0.5,1,0.7232003954347827,0.16644049183591825,0.7846444695495066,0.1699322845257388,0.22320039543478265,0.2846444695495066,0.2301443595531436,0.21657233450368063
1,1,0.5,3,0.825336792125,0.20370056984990567,0.791947491561499,0.17349207533008773,0.325336792125,0.291947491561499,0.24680902607702304,0.21907017470061035
2,1,0.5,5,0.7792974794583333,0.20687239273001967,0.7949905138312324,0.17439163108636463,0.2792974794583333,0.2949905138312324,0.265460107575108,0.21936315975134518
3,1,0.8,1,0.9086305615,0.13234663175077768,0.886409703710713,0.18424598306021622,0.10863056149999994,0.08640970371071299,0.14565505207341375,0.20785645992921845
4,1,0.8,3,0.8999393347916667,0.24316250237301704,0.8859053621395753,0.18616317492191012,0.09993933479166661,0.08590536213957523,0.2701987711530672,0.2101388961822086
5,1,0.8,5,0.9173108639166667,0.16651677284451052,0.8862600894247947,0.18681797747800596,0.11731086391666667,0.08626008942479468,0.18152709119079807,0.21079362560403184
6,1,1.1,1,0.9392838166666667,0.17408697636672438,0.9629652456165114,0.19658253351654273,-0.16071618333333337,-0.13703475438348867,0.1853401211409399,0.2041429162801055
7,1,1.1,3,0.9666206347499999,0.2017906496901147,0.9571613009173232,0.19805786982667584,-0.13337936525000016,-0.14283869908267688,0.208758888891612,0.20692214534463663
8,1,1.1,5,0.9402067705217391,0.13737914342047086,0.955811053803225,0.198803664080673,-0.15979322947826102,-0.14418894619677514,0.14611588400308637,0.2079947321069601
9,1,1.4,1,0.988155366625,0.20081870888829775,1.0246378384051578,0.20825189934104182,-0.4118446333749999,-0.37536216159484215,0.20322584450882958,0.20324439673747025
10,1,1.4,3,1.0059624600416666,0.2971833513414322,1.0143532371555721,0.20857442085980657,-0.39403753995833335,-0.3856467628444278,0.29542191000757917,0.2056230642539147
11,1,1.4,5,0.9711575875833334,0.1871412867669465,1.0102543563133008,0.20911039235115791,-0.42884241241666654,-0.38974564368669906,0.19269919646371317,0.20698786503060468
12,1,1.7,1,1.1486189182083333,0.22001885965494505,1.0785453963349323,0.2179249257542059,-0.5513810817916667,-0.6214546036650677,0.19155078866203964,0.20205447679323396
13,1,1.7,3,1.115385270625,0.16804318028268542,1.0633803974801108,0.2169170263414078,-0.5846147293749999,-0.6366196025198891,0.15065931450620945,0.20398817474483769
14,1,1.7,5,1.038637588375,0.11150378889224864,1.0573151999217776,0.21747732147177684,-0.6613624116249999,-0.6426848000782224,0.1073558189499976,0.20568825785145836
15,2,0.5,1,0.7372948802083333,0.19461151945141375,0.7572530843309272,0.1639083644228625,0.23729488020833334,0.2572530843309272,0.2639534393571585,0.21645123382717435
16,2,0.5,3,0.7479513254583333,0.19012479232568,0.7632838514374478,0.16722798443568523,0.24795132545833332,0.2632838514374478,0.2541940709967649,0.21909016432190273
17,2,0.5,5,0.7346212765833333,0.20250039622476693,0.7662577301209776,0.1685445899509173,0.23462127658333332,0.26625773012097764,0.27565277875775746,0.2199580941575719
18,2,0.8,1,1.0226134972916665,0.18785860714453495,0.9570649277810334,0.19195334651846954,0.22261349729166646,0.15706492778103331,0.1837044080114997,0.20056460219842734
19,2,0.8,3,1.03429930725,0.18470398834517152,0.9579320989571964,0.19396505563035657,0.23429930724999992,0.1579320989571964,0.17857885725193356,0.20248309440878604
20,2,0.8,5,0.9346427287083333,0.11993882754502679,0.9591127227959857,0.19614982156206634,0.13464272870833327,0.15911272279598565,0.12832585528245752,0.20451175018328857
21,2,1.1,1,1.095959647875,0.15309598273830669,1.1208965645431541,0.21939353179475063,-0.004040352125000091,0.020896564543154028,0.1396912587385408,0.1957303989812559
22,2,1.1,3,1.1959402122083334,0.15243739909500273,1.1184263336569111,0.22119717185272955,0.09594021220833326,0.018426333656911043,0.1274623911286696,0.19777536096586945
23,2,1.1,5,1.0879426725416665,0.23286547970590313,1.1165945391746488,0.2227052731372943,-0.012057327458333544,0.016594539174648704,0.21404204980937058,0.19945044089317412
24,2,1.4,1,1.255896845375,0.23738305332706675,1.2640105337583851,0.2444367086980235,-0.144103154625,-0.1359894662416148,0.1890147699639983,0.19338186049068753
25,2,1.4,3,1.160607547625,0.30273582116600045,1.2577821484904568,0.24664588554907563,-0.23939245237499995,-0.14221785150954314,0.26084254043108845,0.19609587069198814
26,2,1.4,5,1.2592845496666667,0.18228889739151818,1.2545921895390015,0.24695461896617746,-0.14071545033333321,-0.14540781046099838,0.14475592306740376,0.19684055187440683
27,2,1.7,1,1.4199579037916665,0.25065730707369993,1.3929361168894,0.2683664089284441,-0.2800420962083334,-0.30706388311060007,0.17652446343964004,0.19266239540671812
28,2,1.7,3,1.39367237,0.3177696788345861,1.381331126084147,0.2696962510786813,-0.30632762999999996,-0.31866887391585297,0.22800888191145394,0.195243736991019
29,2,1.7,5,1.3727823802916665,0.24182103599684843,1.3761273296201677,0.26995578206328114,-0.3272176197083334,-0.32387267037983225,0.17615394797350925,0.19617064224557845
30,3,0.5,1,0.7013120331249999,0.15603934443216597,0.7265223369270469,0.13319378614947788,0.2013120331249999,0.22652233692704693,0.22249631699154654,0.18333061404945133
31,3,0.5,3,0.7419888927916666,0.1737407721282609,0.7374186400821761,0.13674550211638306,0.24198889279166658,0.23741864008217606,0.23415548914024417,0.18543808724599706
32,3,0.5,5,0.7739746162916666,0.13643459401072439,0.7415347724881843,0.13861184588454575,0.27397461629166664,0.24153477248818433,0.17627786640396745,0.18692561836235994
