,NSub,curDur,WMSize,gap,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV
0,1,0.5,1,1,0.5409698208332827,0.11072581864883516,0.5767242234948641,0.12693246755153162,0.04096982083328271,0.07672422349486407,0.2046802139133726,0.22009213828810503
1,1,0.5,1,2,0.5279924541673608,0.11525605726217636,0.5759527417420356,0.12689385189304428,0.027992454167360847,0.07595274174203559,0.21829110691351467,0.2203199024788721
2,1,0.5,3,1,0.5616020083335561,0.0847620247253694,0.5746739046737348,0.12684488594318247,0.06160200833355611,0.0746739046737348,0.15092899147010547,0.22072497969991756
3,1,0.5,3,2,0.5249760375004371,0.11118361706784666,0.5742544775298585,0.12715100625667994,0.024976037500437087,0.07425447752985848,0.2117879848330298,0.22141926834182793
4,1,0.5,5,1,0.5869703999999464,0.09438114671931055,0.5735676058094579,0.12730383437420398,0.08697039999994638,0.07356760580945787,0.16079370734762635,0.22195087917237602
5,1,0.5,5,2,0.5483451500006234,0.11558470201426749,0.573460650644423,0.12671946115435812,0.04834515000062345,0.07346065064442298,0.21078822711231435,0.22097324552601452
6,1,0.8,1,1,0.7906732000000242,0.11087347322802607,0.8147138748046947,0.13866198896017182,-0.009326799999975877,0.01471387480469466,0.14022667421638002,0.17019716154142117
7,1,0.8,1,2,0.7756337833339728,0.1408091695970213,0.8138792809918405,0.138469693117653,-0.02436621666602723,0.013879280991840437,0.18154078976778093,0.17013541977491528
8,1,0.8,3,1,0.8819572874999911,0.13121011931237303,0.8108443614049176,0.1386780990505361,0.0819572874999911,0.010844361404917513,0.14877151214919163,0.1710292451318945
9,1,0.8,3,2,0.874305545833702,0.16119217169973524,0.8113274840184033,0.1387841940091711,0.07430554583370197,0.011327484018403222,0.18436594902990003,0.17105816916467614
10,1,0.8,5,1,0.8739556041668616,0.12722906252587982,0.8091012685063086,0.13860451242285374,0.07395560416686153,0.009101268506308546,0.14557840457716018,0.17130675456575808
11,1,0.8,5,2,0.8652467833338923,0.20410392044479522,0.8095904472260499,0.13875675753817374,0.06524678333389222,0.009590447226049847,0.23589099015007034,0.17139129792551858
12,1,1.1,1,1,1.00661172916692,0.14142592822943922,1.0300438161091008,0.15939155027935964,-0.09338827083307999,-0.0699561838908993,0.1404970001159081,0.15474249520903596
13,1,1.1,1,2,1.0573161750001816,0.17360910588024925,1.0296406618411875,0.15977255656856207,-0.04268382499981849,-0.07035933815881257,0.16419790975033502,0.1551731225171889
14,1,1.1,3,1,0.9914484833336227,0.12241333772039815,1.024422896817314,0.15930928620137516,-0.10855151666637741,-0.07557710318268618,0.12346918652676585,0.15551125096512255
15,1,1.1,3,2,1.043933391667262,0.18805931569388906,1.0245574607639865,0.1597462850820555,-0.05606660833273813,-0.07544253923601363,0.18014493759371014,0.15591735085598493
16,1,1.1,5,1,1.0562682499999785,0.1694320745284975,1.0213887109339816,0.15973488788482088,-0.04373175000002161,-0.07861128906601844,0.16040629312535046,0.15638990932135483
17,1,1.1,5,2,1.014590850000701,0.12023853289653313,1.0224572688482803,0.15932411281191627,-0.08540914999929905,-0.07754273115171983,0.11850938030482934,0.1558247152874982
18,1,1.4,1,1,1.2479181541668016,0.14235265825147259,1.229532822089427,0.18376094733492038,-0.15208184583319828,-0.17046717791057286,0.11407211104042098,0.1494559104348619
19,1,1.4,1,2,1.2459325125005307,0.1633266313400712,1.2288711619032333,0.18326265495304847,-0.1540674874994692,-0.1711288380967666,0.13108786366950323,0.14913089397363477
20,1,1.4,3,1,1.2509652041672439,0.20531875772274208,1.2228636792876082,0.1835661508394669,-0.14903479583275603,-0.17713632071239171,0.1641282723442503,0.15011170414874472
21,1,1.4,3,2,1.1282754666674844,0.1796248340419361,1.2221573429097943,0.18281599356555592,-0.27172453333251556,-0.17784265709020564,0.1592029954993904,0.1495846624218575
22,1,1.4,5,1,1.1935865291667653,0.1569972812524879,1.2198340069052853,0.183287351501588,-0.20641347083323458,-0.1801659930947146,0.1315340592542433,0.15025597783307204
23,1,1.4,5,2,1.2612979000006608,0.20038755544579434,1.2195553234580407,0.18316995829536886,-0.13870209999933913,-0.18044467654195917,0.1588740894959782,0.15019405415409257
24,1,1.7,1,1,1.4570087208335092,0.18396782494599,1.417379058660105,0.2074437244072175,-0.24299127916649077,-0.282620941339895,0.12626405203720933,0.14635726634999172
25,1,1.7,1,2,1.3526402541673974,0.24268444801251968,1.4174143660724348,0.20785207395223473,-0.34735974583260254,-0.2825856339275652,0.17941536728987958,0.14664171531447057
26,1,1.7,3,1,1.4199195458335747,0.17194415169442268,1.4098887446804864,0.2067473835852684,-0.28008045416642524,-0.29011125531951354,0.12109429171459256,0.14664092068634973
27,1,1.7,3,2,1.3219381958339984,0.20774649934376668,1.4093007205131738,0.20666188486170733,-0.37806180416600155,-0.29069927948682617,0.15715295919163708,0.14664143844789548
28,1,1.7,5,1,1.4672646833335914,0.21426117626860272,1.4059004637233985,0.20680724426765829,-0.23273531666640856,-0.29409953627660146,0.1460276245331594,0.14709949217880494
29,1,1.7,5,2,1.355271012500206,0.22442225753054237,1.4058674974069452,0.2074675904795489,-0.34472898749979386,-0.2941325025930548,0.16559216235026517,0.1475726488180521
30,2,0.5,1,1,0.5525606083331999,0.08089066440763566,0.5890208237128064,0.15127800323297805,0.052560608333199865,0.0890208237128064,0.14639238336522487,0.2568296351212498
31,2,0.5,1,2,0.5876218833338195,0.14448875213049936,0.5892604584662904,0.15129768371571345,0.08762188333381948,0.08926045846629038,0.24588728947730049,0.2567585887393608
