,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale,reliable,experiment,ic_type,model
FreeParameters,0,-1182.3431052973676,73.2503371726583,0.0,0.9224427449205644,139.5655399341437,0.0,False,deviance,True,Reproduction,loo,FreeParameters
ReproductionOnly,1,-1181.2562027376969,72.2698928393512,1.0869025596706319,4.857845823007027e-18,139.62627777759644,2.1003008408974386,False,deviance,True,Reproduction,loo,ReproductionOnly
Experimentwise,2,-1180.893746334483,72.42885802893613,1.4493589628844639,6.128421799975704e-18,139.6210326413399,2.1217314153864844,False,deviance,True,Reproduction,loo,Experimentwise
NULL,3,-1130.4251691424902,62.46118443632781,51.91793615487737,0.0775572550794354,139.5123928637657,15.504005429711645,False,deviance,True,Reproduction,loo,NULL
EncodingOnly,4,-1128.082579250476,63.143875764243035,54.260526046891286,2.220446049250313e-16,139.31851194002186,15.731614261631364,False,deviance,True,Reproduction,loo,EncodingOnly
