"0","# ## read data"
"0","# dat = data.frame()"
"0","# readCSV <- function(fn){"
"0","#   filename = paste0(""../data/"",""Exp"",toString(fn),"".csv"")"
"0","#   read.csv(filename) %>% mutate(Exp = fn)"
"0","# }"
"0","# "
"0","# dat <- map_df(1:4, readCSV)"
"0","# dur <- sort(unique(dat$curDur))"
"0","# AllExpData <- dat %>% filter(valid == 1)"
"0","# AllExpData$Exp = paste0('Exp', AllExpData$Exp)"
"0","AllExpData = read.csv(""../data/AllValidData.csv"")"
"0","dur <- sort(unique(AllExpData$curDur))"
"0","AllExpData[which(AllExpData$Exp == 'Exp4'),""Exp""] = ""Exp4a"""
"0","AllExpData[which(AllExpData$Exp == 'Exp5'),""Exp""] = ""Exp4b"""
