"0","### change the table struction for spss"
"0","Bayparlist_list <-split(Baypar_WMSize %>% select(c(""NSub"",""Exp"",""WMSize"", ""wp"",""InP_curve"")), Baypar_WMSize$WMSize) "
"0","Bayparlist_spss = NULL"
"0","for (i in 1: length(Bayparlist_list)){"
"0","  temp = Bayparlist_list[[i]]"
"0","  WMSize = unique(temp$WMSize)"
"0","  temp$WMSize = NULL"
"0","  colnames(temp) = c('NSub','Exp', paste0('wp_',WMSize), paste0('InP_curve_',WMSize))"
"0","  if(i == 1)"
"0","    Bayparlist_spss = temp"
"0","  else"
"0","    Bayparlist_spss = left_join(Bayparlist_spss, temp, by=c(""Exp"",  ""NSub""))"
"0","}"
"0",""
