,Unnamed: 0,NSub,curDur,WMSize,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV,Exp,Gap
0,0,1,0.5,Low,0.7393169277826627,0.3388387309321204,0.7707240318885397,0.300944587942329,0.2393169277826626,0.2707240318885396,0.4583132323891939,0.3904699678364913,Encoding,0.5
1,1,1,0.5,Med,0.7239782955402915,0.295422728104693,0.763413381229221,0.3012366356655435,0.2239782955402914,0.263413381229221,0.4080546750151184,0.3945917678054097,Encoding,0.5
2,2,1,0.5,High,0.6739860528361223,0.3201435911345682,0.7609983589096766,0.3023900469468635,0.1739860528361223,0.2609983589096766,0.475000320536915,0.3973596570958629,Encoding,0.5
3,3,1,0.8,Low,0.975966552763415,0.2411251815800794,0.9321060943216186,0.2833055820125217,0.175966552763415,0.1321060943216185,0.2470629560996142,0.3039413471689721,Encoding,0.5
4,4,1,0.8,Med,1.0033147635156938,0.2715123683336695,0.91903469580865,0.2826074400481553,0.2033147635156937,0.1190346958086498,0.2706153424696641,0.3075046473620799,Encoding,0.5
5,5,1,0.8,High,1.013309129951722,0.2903589472441772,0.9148281172714308,0.2814056606263075,0.213309129951722,0.1148281172714308,0.2865452788903728,0.3076049536667378,Encoding,0.5
6,6,1,1.1,Low,1.093962878920138,0.2396588013385149,1.0619024265252064,0.2846795901665468,-0.0060371210798622,-0.0380975734747937,0.2190739795257811,0.2680845085721154,Encoding,0.5
7,7,1,1.1,Med,0.9546401335564956,0.2745299835994781,1.0420538221386466,0.2835425848716571,-0.1453598664435046,-0.0579461778613534,0.2875743161736993,0.2720997503658034,Encoding,0.5
8,8,1,1.1,High,1.044648032364269,0.2232898652796594,1.0350383703107813,0.2809649572409689,-0.055351967635731,-0.0649616296892188,0.2137465044320288,0.2714536632652625,Encoding,0.5
9,9,1,1.4,Low,1.0859794610266051,0.2376053065042041,1.1723680353888086,0.2941032989828258,-0.3140205389733947,-0.2276319646111912,0.2187935546033159,0.2508626046643179,Encoding,0.5
10,10,1,1.4,Med,1.2666221403639308,0.3214646720603831,1.1470959015470112,0.290656578728624,-0.133377859636069,-0.2529040984529886,0.2537968205482486,0.253384724273389,Encoding,0.5
11,11,1,1.4,High,1.1046308445003583,0.260420735295716,1.1360312504484775,0.2901427442199943,-0.2953691554996414,-0.2639687495515221,0.2357536335258756,0.2554003194062249,Encoding,0.5
12,12,1,1.7,Low,1.2206505765915,0.3617837229653357,1.2675242813379035,0.3061369710276913,-0.4793494234084998,-0.4324757186620964,0.2963859845751822,0.2415235554340277,Encoding,0.5
13,13,1,1.7,Med,1.2966292268985549,0.2830306886596579,1.238221361694293,0.3020991452338681,-0.4033707731014451,-0.461778638305707,0.2182818980076881,0.2439783019253499,Encoding,0.5
14,14,1,1.7,High,1.1759859991337482,0.3031829271878126,1.2265964434804555,0.3007180698698024,-0.5240140008662517,-0.4734035565195442,0.2578116809308464,0.245164635417104,Encoding,0.5
15,15,2,0.5,Low,0.5966580193695185,0.1757675012551606,0.6254206685564515,0.1885013760711908,0.0966580193695184,0.1254206685564515,0.2945866736877048,0.3013993389541721,Encoding,0.5
16,16,2,0.5,Med,0.6175402924526829,0.2552241524341897,0.6192891785654344,0.1882937500124359,0.1175402924526829,0.1192891785654344,0.4132914978235942,0.3040481838365286,Encoding,0.5
17,17,2,0.5,High,0.588629502987942,0.1511170160260376,0.6149277916943899,0.1891130008296444,0.088629502987942,0.1149277916943899,0.256726880421305,0.3075369228451311,Encoding,0.5
18,18,2,0.8,Low,0.8399679238266344,0.1523337920047418,0.8142663548102178,0.1941340836432576,0.0399679238266343,0.0142663548102177,0.181356677658304,0.2384159464485115,Encoding,0.5
19,19,2,0.8,Med,0.8006361879777161,0.1227315844992908,0.7998588298378871,0.1944170901873659,0.000636187977716,-0.0001411701621129,0.1532925770059081,0.2430642545094736,Encoding,0.5
20,20,2,0.8,High,0.8586272838848198,0.1634082932919744,0.792803487168387,0.1941032444997762,0.0586272838848197,-0.007196512831613,0.1903134181255469,0.2448314716589406,Encoding,0.5
21,21,2,1.1,Low,0.8719769305548651,0.2554047865748841,0.9709902148277616,0.2131728281230491,-0.2280230694451349,-0.1290097851722383,0.2929031464311359,0.2195416852484581,Encoding,0.5
22,22,2,1.1,Med,0.9779813486483514,0.2273224037712605,0.950228165616518,0.2123126628259731,-0.1220186513516486,-0.1497718343834821,0.2324404285270249,0.2234333505450477,Encoding,0.5
23,23,2,1.1,High,0.9746537955575908,0.2126404866588275,0.9418019300249872,0.2106849506304875,-0.1253462044424091,-0.1581980699750128,0.2181702750535925,0.2237040973412506,Encoding,0.5
24,24,2,1.4,Low,1.0746321643567471,0.2114757377137195,1.1136251292930108,0.234529633082613,-0.3253678356432528,-0.2863748707069891,0.1967889522833187,0.2106001624007039,Encoding,0.5
25,25,2,1.4,Med,1.0259753230139563,0.2473824647960323,1.0855445113674986,0.2311006271702549,-0.3740246769860436,-0.3144554886325013,0.2411193127621327,0.2128891305241177,Encoding,0.5
26,26,2,1.4,High,1.0319744434590727,0.2127008449512747,1.07427833636686,0.2300771250235189,-0.3680255565409271,-0.3257216636331399,0.2061105740548411,0.2141690074488748,Encoding,0.5
27,27,2,1.7,Low,1.2991976964380143,0.2317869065878633,1.2403210101958493,0.2553933117348354,-0.4008023035619856,-0.4596789898041507,0.1784077259552946,0.2059090426070492,Encoding,0.5
28,28,2,1.7,Med,1.2126335372872743,0.2341370939673217,1.2082929310531856,0.2513745116872559,-0.4873664627127256,-0.4917070689468144,0.1930814931039255,0.2080410347746966,Encoding,0.5
29,29,2,1.7,High,1.223971969529429,0.2750028980386321,1.1920954225092388,0.2505174682210548,-0.4760280304705708,-0.5079045774907611,0.2246807156411925,0.2101488383318687,Encoding,0.5
30,30,3,0.5,Low,0.8406534581674802,0.2089479056191094,0.8092617647285676,0.2020048664356955,0.3406534581674801,0.3092617647285676,0.2485541498569337,0.2496162246136137,Encoding,0.5
31,31,3,0.5,Med,0.8319695899511621,0.1999863103064268,0.8015028609293273,0.2019875322723371,0.3319695899511621,0.3015028609293273,0.2403769473330946,0.2520109934955646,Encoding,0.5
32,32,3,0.5,High,0.8566429723154366,0.2107213750071494,0.7978090224314939,0.2018400179112305,0.3566429723154366,0.2978090224314939,0.2459850624088896,0.2529928995990542,Encoding,0.5
33,33,3,0.8,Low,0.8873121892221816,0.2090385314648063,0.9168801937669117,0.2005608598100039,0.0873121892221815,0.1168801937669115,0.2355862277154669,0.2187427116142835,Encoding,0.5
34,34,3,0.8,Med,0.8602398143823489,0.1955939590740142,0.9020689591326568,0.1986976719097399,0.0602398143823488,0.1020689591326567,0.2273714327143186,0.2202688274528242,Encoding,0.5
35,35,3,0.8,High,0.8372993156887861,0.2014249427741506,0.8974637814250674,0.1989619887604787,0.037299315688786,0.0974637814250674,0.2405650392875966,0.221693613579091,Encoding,0.5
36,36,3,1.1,Low,0.9633178202977128,0.181605702619665,0.9975364549635698,0.206024328383513,-0.1366821797022873,-0.1024635450364302,0.1885210662494958,0.2065331320558476,Encoding,0.5
37,37,3,1.1,Med,0.9808491001069792,0.13412102852815,0.9795813022458912,0.2031155761437555,-0.1191508998930209,-0.1204186977541088,0.1367397171629374,0.2073493804731382,Encoding,0.5
38,38,3,1.1,High,0.9646490659779376,0.1681947006332747,0.9708937971393444,0.2027920897464118,-0.1353509340220625,-0.1291062028606557,0.1743584341345555,0.2088715473761614,Encoding,0.5
39,39,3,1.4,Low,1.088637999870988,0.1868526476628818,1.062523163184533,0.2122799891419613,-0.311362000129012,-0.3374768368154668,0.1716389173306695,0.1997885754374784,Encoding,0.5
40,40,3,1.4,Med,1.0359733002862863,0.18574430915057,1.0408936563459166,0.2091732404305469,-0.3640266997137136,-0.3591063436540833,0.1792944944616241,0.2009554378156696,Encoding,0.5
41,41,3,1.4,High,0.983305309099895,0.1712191883507938,1.0304803784467766,0.2086904566830827,-0.4166946909001049,-0.3695196215532232,0.174126170952464,0.2025176423035224,Encoding,0.5
42,42,3,1.7,Low,1.1779660273491568,0.2237091367355031,1.120238185525653,0.2192180554371368,-0.5220339726508432,-0.5797618144743473,0.1899113654736957,0.1956887903569119,Encoding,0.5
43,43,3,1.7,Med,1.1346402377458082,0.3518166196818046,1.0942818173300863,0.2159721499866952,-0.5653597622541917,-0.6057181826699136,0.3100688729149597,0.1973642863898085,Encoding,0.5
