,NSub,curDur,WMSize,gap,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV
0,1,0.5,1,1,0.5966436036666667,0.18610576922089933,0.6155214682022464,0.17622056572214884,0.09664360366666669,0.1155214682022464,0.31192116713761514,0.28629475140296284
1,1,0.5,3,1,0.5259800613333333,0.23080032954463295,0.6061730989539975,0.17572740111670043,0.025980061333333304,0.10617309895399751,0.438800529737887,0.28989640322200505
2,1,0.5,5,1,0.599990463125,0.2021334077033178,0.6016793676538899,0.1754214927293469,0.09999046312500004,0.10167936765388985,0.3368943677046513,0.291553113103018
3,1,0.8,1,1,0.8653156309166667,0.2464017030925822,0.823480893931088,0.19988791918690244,0.0653156309166667,0.023480893931087987,0.2847535561463949,0.24273534536143082
4,1,0.8,3,1,0.8093097997916666,0.1856156919658501,0.8061865699499399,0.19849588436008875,0.009309799791666573,0.006186569949939824,0.22935060469258062,0.24621581623769093
5,1,0.8,5,1,0.8586425558333333,0.1881650278891324,0.7995688959643812,0.19802265398065977,0.05864255583333322,-0.0004311040356188567,0.21914244362896002,0.2476617774654921
6,1,1.1,1,1,1.0546560575833335,0.16166186825812284,1.0012897355106414,0.22956309891785157,-0.045343942416666616,-0.09871026448935871,0.1532839707274418,0.2292674046047003
7,1,1.1,3,1,1.0253215465416667,0.20697166411900814,0.9785992904716728,0.22776111024552842,-0.07467845345833335,-0.12140070952832727,0.20186025039375027,0.232741953180602
8,1,1.1,5,1,0.9639723566666666,0.14483075605955364,0.9690952731949398,0.2274472616383001,-0.1360276433333335,-0.13090472680506027,0.1502436818420457,0.23470062018613064
9,1,1.4,1,1,1.1879713183333334,0.24181090465714503,1.1633175800700188,0.2610167810904639,-0.21202868166666655,-0.23668241992998107,0.20354944679674095,0.22437276420661809
10,1,1.4,3,1,1.1183206476521739,0.18420310781641624,1.1337637292139855,0.256966147715141,-0.28167935234782604,-0.2662362707860144,0.1647140363572256,0.22664876384190752
11,1,1.4,5,1,1.15996980225,0.1857127597078936,1.1205226902407937,0.2563705715598148,-0.2400301977499999,-0.27947730975920626,0.16010137449066822,0.22879551997712985
12,1,1.7,1,1,1.2346338593333333,0.2748190719602331,1.3106216979010394,0.29193802535800806,-0.4653661406666667,-0.3893783020989605,0.22259155609795722,0.22274774317070042
13,1,1.7,3,1,1.2272413876250001,0.3276626546429198,1.275392315323114,0.28639813615206167,-0.47275861237499983,-0.42460768467688603,0.2669912031544372,0.22455689336618295
14,1,1.7,5,1,1.237974952,0.3300205799638494,1.260486031817931,0.28593356025536976,-0.4620250479999999,-0.439513968182069,0.26658098326681606,0.22684389436905003
15,2,0.5,1,1,0.7119763982083334,0.16757091391967283,0.7303168869570857,0.12349408135629578,0.21197639820833336,0.23031688695708574,0.23536020904816488,0.16909657103896658
16,2,0.5,3,1,0.727971551625,0.1708956334430888,0.7295380303175378,0.1244671319438353,0.22797155162500005,0.22953803031753783,0.234755922895078,0.17061088904393357
17,2,0.5,5,1,0.6926369615833333,0.16013117561491336,0.7291864163745476,0.12469343493261943,0.19263696158333332,0.22918641637454762,0.2311906301518497,0.17100350765252115
18,2,0.8,1,1,0.9319699362916666,0.14359388531611966,0.9096561837993423,0.13983200439251434,0.13196993629166653,0.10965618379934228,0.1540756624483871,0.15371962163603492
19,2,0.8,3,1,0.94731767,0.12443658992619007,0.9030999537531083,0.14059576682736272,0.14731766999999996,0.10309995375310821,0.13135677066615897,0.1556812911384548
20,2,0.8,5,1,0.9366426100833333,0.11428248369896825,0.9009897761239807,0.141182626671157,0.13664261008333323,0.10098977612398063,0.12201290275359192,0.15669725718589017
21,2,1.1,1,1,1.051303163,0.1708550966355997,1.054735357162684,0.1574991446016875,-0.04869683700000005,-0.045264642837316016,0.1625174380223944,0.14932574653169098
22,2,1.1,3,1,1.0186442612916666,0.11119309322606602,1.043352192409335,0.1573459691737056,-0.08135573870833346,-0.05664780759066512,0.10915792436220116,0.15080810709790946
23,2,1.1,5,1,0.9873128689166667,0.11602242083082902,1.0395614470878316,0.1574347229616641,-0.11268713108333339,-0.060438552912168486,0.1175133278249833,0.15144340279518137
24,2,1.4,1,1,1.1886254960416667,0.1952734942702791,1.1803464192968562,0.17444901816878008,-0.21137450395833324,-0.21965358070314367,0.16428513011085022,0.14779476204341863
25,2,1.4,3,1,1.1852960897916667,0.13613782775417238,1.1642139596996783,0.17314950322088163,-0.21470391020833324,-0.23578604030032158,0.1148555444725213,0.14872653070192307
26,2,1.4,5,1,1.17330484675,0.14048787299637805,1.158588212725094,0.1733506400359753,-0.2266951532499999,-0.24141178727490598,0.11973688968005454,0.1496223059513444
27,2,1.7,1,1,1.2959652765833334,0.1482790840899491,1.292102754285378,0.18948105773099433,-0.4040347234166666,-0.40789724571462194,0.1144159390449644,0.14664550253651493
28,2,1.7,3,1,1.2559624059166667,0.15209886500734837,1.2721242935022756,0.1880805539151939,-0.4440375940833332,-0.42787570649772433,0.12110144721755323,0.14784762375490115
29,2,1.7,5,1,1.2899755385416667,0.15917125883622674,1.2647020814128311,0.18701521444564329,-0.41002446145833327,-0.4352979185871688,0.12339091252549782,0.14787293955958686
30,3,0.5,1,1,0.6792963935833334,0.1675285123512456,0.7091395476261355,0.1661977216303804,0.17929639358333338,0.2091395476261355,0.2466206414957124,0.2343653265238583
31,3,0.5,3,1,0.74264781825,0.1534253511987976,0.7171878627857636,0.16892519983447643,0.24264781825000004,0.21718786278576363,0.20659234084917155,0.23553828585208128
