,ks,ls,kr,ts,var_s,mu_log,sigma_log,var_n,mu_p,var_p,Exp,NSub,WMSize,Gap,var_wm,w_p
0,0.0,0.0,0.0,0.0,0.06300387291156641,-0.12068212482782036,0.12266096450844678,0.004883801626539777,0.8930084204804056,0.10995058514134586,Baseline,16,5,0.5,0.06300387291156641,0.36428013259011527
1,0.0,0.0,0.0,0.0,0.029281001468400857,0.2532997922461615,0.06913886523241453,0.009559178859901974,1.2913521963287058,0.08938942861718743,Baseline,9,3,0.5,0.029281001468400857,0.24674218714200846
2,0.0,0.0,0.0,0.0,0.029281001468400857,0.2532997922461615,0.06913886523241453,0.009559178859901974,1.2913521963287058,0.08938942861718743,Baseline,9,5,0.5,0.029281001468400857,0.24674218714200846
3,0.0,0.0,0.0,0.0,0.09762397695060548,-0.053482765700840706,0.0918075321863387,0.003775030075340946,0.9519255469658245,0.08757841169902635,Baseline,10,1,0.5,0.09762397695060548,0.5271205067192288
4,0.0,0.0,0.0,0.0,0.09762397695060548,-0.053482765700840706,0.0918075321863387,0.003775030075340946,0.9519255469658245,0.08757841169902635,Baseline,10,3,0.5,0.09762397695060548,0.5271205067192288
5,0.0,0.0,0.0,0.0,0.09762397695060548,-0.053482765700840706,0.0918075321863387,0.003775030075340946,0.9519255469658245,0.08757841169902635,Baseline,10,5,0.5,0.09762397695060548,0.5271205067192288
6,0.0,0.0,0.0,0.0,0.07697700946754174,-0.015771622785316585,0.1062997947665277,0.0024574238586606485,0.989929253417307,0.10552724084781405,Baseline,11,1,0.5,0.07697700946754174,0.42178200964925666
7,0.0,0.0,0.0,0.0,0.07697700946754174,-0.015771622785316585,0.1062997947665277,0.0024574238586606485,0.989929253417307,0.10552724084781405,Baseline,11,3,0.5,0.07697700946754174,0.42178200964925666
8,0.0,0.0,0.0,0.0,0.07697700946754174,-0.015771622785316585,0.1062997947665277,0.0024574238586606485,0.989929253417307,0.10552724084781405,Baseline,11,5,0.5,0.07697700946754174,0.42178200964925666
9,0.0,0.0,0.0,0.0,0.01860205878920928,-0.3994216225960375,0.14135021016375912,0.00722711098257355,0.6774417677117146,0.09623683420767225,Baseline,12,1,0.5,0.01860205878920928,0.16198396121525155
