,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],2.528,0.57,1.502,3.584,0.023,0.016,608.0,1314.0,1.01
epsilon[1],0.796,0.174,0.488,1.13,0.007,0.005,581.0,1073.0,1.01
epsilon[2],1.342,0.297,0.788,1.88,0.012,0.008,589.0,1037.0,1.01
epsilon[3],1.38,0.303,0.823,1.946,0.012,0.009,587.0,1160.0,1.01
epsilon[4],1.575,0.347,0.922,2.206,0.014,0.01,631.0,1169.0,1.01
epsilon[5],1.623,0.363,0.987,2.323,0.015,0.01,603.0,1259.0,1.01
epsilon[6],4.188,0.938,2.533,6.052,0.035,0.025,679.0,1327.0,1.01
epsilon[7],2.074,0.463,1.227,2.929,0.018,0.013,622.0,1201.0,1.01
epsilon[8],3.23,0.725,1.969,4.638,0.028,0.02,646.0,1140.0,1.01
epsilon[9],4.893,1.113,2.807,6.889,0.04,0.028,744.0,1539.0,1.01
epsilon[10],1.429,0.312,0.872,2.02,0.013,0.009,595.0,1131.0,1.01
epsilon[11],2.243,0.498,1.348,3.177,0.02,0.014,607.0,1198.0,1.01
epsilon[12],1.366,0.301,0.82,1.932,0.012,0.009,586.0,1190.0,1.01
epsilon[13],2.182,0.487,1.332,3.142,0.019,0.014,616.0,1240.0,1.01
epsilon[14],4.891,1.13,2.86,7.031,0.042,0.029,707.0,1544.0,1.01
epsilon[15],3.253,0.739,1.867,4.605,0.028,0.02,661.0,1070.0,1.01
epsilon_k[0],1.649,1.151,0.0,3.659,0.017,0.012,3586.0,2985.0,1.0
epsilon_k[1],1.795,1.329,0.002,4.156,0.018,0.013,3962.0,3023.0,1.0
epsilon_k[2],2.661,1.991,0.0,6.187,0.032,0.022,3060.0,2602.0,1.0
epsilon_k[3],1.879,1.505,0.002,4.581,0.023,0.016,2960.0,2354.0,1.0
epsilon_k[4],2.517,1.713,0.008,5.582,0.029,0.021,3154.0,3193.0,1.0
epsilon_k[5],0.493,0.457,0.0,1.313,0.007,0.005,2843.0,3008.0,1.0
epsilon_k[6],2.195,1.161,0.194,4.355,0.022,0.015,2594.0,2806.0,1.0
epsilon_k[7],1.667,1.3,0.001,4.041,0.024,0.017,2298.0,2144.0,1.0
epsilon_k[8],1.803,1.511,0.0,4.556,0.019,0.014,4814.0,2744.0,1.0
epsilon_k[9],1.069,0.757,0.002,2.364,0.013,0.009,2435.0,2120.0,1.0
epsilon_k[10],3.005,1.978,0.001,6.433,0.033,0.023,3079.0,2672.0,1.0
epsilon_k[11],2.414,1.673,0.001,5.413,0.03,0.022,3569.0,2505.0,1.0
epsilon_k[12],4.959,1.74,1.82,8.269,0.027,0.019,3797.0,3393.0,1.0
epsilon_k[13],1.057,0.869,0.0,2.632,0.013,0.009,3135.0,2897.0,1.0
epsilon_k[14],0.887,0.752,0.001,2.272,0.013,0.009,3003.0,3149.0,1.0
epsilon_k[15],3.077,1.276,0.925,5.462,0.026,0.019,1920.0,1304.0,1.0
k_r,0.017,0.011,-0.004,0.039,0.0,0.0,1288.0,725.0,1.0
k_s,0.05,0.025,0.008,0.099,0.001,0.001,1302.0,914.0,1.0
l_s,0.028,0.019,0.0,0.06,0.0,0.0,2091.0,2631.0,1.0
mu_p[0],-0.21,0.051,-0.312,-0.121,0.001,0.001,4022.0,2307.0,1.0
