,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_p[1],-0.002,0.019,-0.037,0.034,0.0,0.0,5739.0,5536.0,1.0
mu_p[2],-0.164,0.024,-0.21,-0.123,0.0,0.0,3236.0,2265.0,1.0
mu_p[3],-0.116,0.021,-0.155,-0.076,0.0,0.0,4918.0,4408.0,1.0
mu_p[4],0.136,0.027,0.088,0.188,0.0,0.0,4338.0,5327.0,1.0
mu_p[5],-0.041,0.045,-0.124,0.045,0.001,0.0,4455.0,1197.0,1.0
mu_p[6],0.084,0.106,-0.116,0.291,0.002,0.002,3332.0,1522.0,1.0
mu_p[7],0.094,0.034,0.029,0.158,0.001,0.0,3833.0,2910.0,1.0
mu_p[8],0.16,0.039,0.084,0.231,0.001,0.0,4481.0,3534.0,1.0
mu_p[9],-0.108,0.148,-0.381,0.177,0.003,0.002,2242.0,905.0,1.0
mu_p[10],-0.004,0.023,-0.048,0.039,0.0,0.0,4289.0,3549.0,1.0
mu_p[11],0.082,0.033,0.022,0.149,0.001,0.001,2941.0,855.0,1.0
mu_p[12],-0.296,0.038,-0.36,-0.219,0.001,0.0,5155.0,5520.0,1.0
mu_p[13],-0.054,0.04,-0.127,0.025,0.001,0.0,5416.0,5026.0,1.0
mu_p[14],0.135,0.104,-0.056,0.328,0.002,0.001,4229.0,4356.0,1.0
mu_p[15],-0.485,0.119,-0.72,-0.284,0.002,0.001,5952.0,4713.0,1.0
sig_n,0.003,0.001,0.002,0.004,0.0,0.0,702.0,1325.0,1.01
var_p,0.05,0.011,0.031,0.069,0.0,0.0,536.0,952.0,1.01
var_s[0],0.074,0.008,0.059,0.089,0.0,0.0,4415.0,4190.0,1.0
var_s[1],0.043,0.004,0.036,0.051,0.0,0.0,5058.0,4854.0,1.0
var_s[2],0.106,0.013,0.081,0.13,0.0,0.0,3824.0,3872.0,1.0
var_s[3],0.182,0.028,0.133,0.235,0.0,0.0,6147.0,4938.0,1.0
var_s[4],0.091,0.011,0.071,0.112,0.0,0.0,4132.0,4802.0,1.0
var_s[5],0.024,0.002,0.02,0.028,0.0,0.0,5932.0,5185.0,1.0
var_s[6],0.048,0.005,0.039,0.059,0.0,0.0,4796.0,3973.0,1.0
var_s[7],0.084,0.01,0.066,0.102,0.0,0.0,4232.0,4600.0,1.0
var_s[8],0.162,0.022,0.123,0.204,0.0,0.0,4447.0,5272.0,1.0
var_s[9],0.033,0.004,0.025,0.041,0.0,0.0,5850.0,3094.0,1.0
var_s[10],0.114,0.015,0.086,0.142,0.0,0.0,3962.0,5224.0,1.0
var_s[11],0.111,0.013,0.086,0.134,0.0,0.0,5290.0,5903.0,1.0
var_s[12],0.054,0.006,0.043,0.065,0.0,0.0,5392.0,5651.0,1.0
var_s[13],0.061,0.006,0.049,0.072,0.0,0.0,6049.0,6111.0,1.0
var_s[14],0.048,0.006,0.037,0.058,0.0,0.0,5795.0,5406.0,1.0
var_s[15],0.038,0.004,0.03,0.047,0.0,0.0,4561.0,4629.0,1.0
