"0","#change the table struction of slopes for spss"
"0","CVslopes_list <-split(CVslopes, CVslopes$WMSize) "
"0","CVslopes_spss = NULL"
"0","for (i in 1: length(CVslopes_list)){"
"0","  temp = CVslopes_list[[i]]"
"0","  WMSize = unique(temp$WMSize)"
"0","  temp$WMSize = NULL"
"0","  colnames(temp) = c('Exp',  'NSub', paste0('obs_cv_Intercept_',WMSize), paste0('obs_cv_slope_',WMSize))"
"0","  if(i == 1)"
"0","    CVslopes_spss = temp"
"0","  else"
"0","    CVslopes_spss = left_join(CVslopes_spss, temp, by=c(""Exp"",  ""NSub""))"
"0","}"
