WMSize,DurLevel,TPresent,NT,gap,NSub,curDur,repDur,presentColorDeg,respColorDeg,WMRP,WMTestTime,repWaitTime
3,4,1,34,2,11,1.4,0.9980418,4.64257581,4.64257581,1,0.619685,0.4322972
5,5,1,35,2,11,1.7,1.3899387,3.560471674,3.560471674,1,1.337057,0.4877298
5,4,2,36,2,11,1.4,1.3099111,4.468042885,0.034906585,2,1.2788977,0.5403373
1,1,2,37,2,11,0.5,0.4702071,1.588249619,3.874630939,2,0.543364,0.4730197
5,2,2,38,2,11,0.8,0.6858835,2.373647783,2.28638132,1,1.544265,0.4743971
3,1,2,39,2,11,0.5,0.581955,1.326450232,3.106686069,2,1.4917899,0.8153509
5,4,1,40,2,11,1.4,0.8220228,2.548180708,2.548180708,1,1.2886889,0.4888935
1,5,2,41,2,11,1.7,1.3179919,2.321287905,3.508111797,2,0.5795141,0.5623399
3,1,1,42,2,11,0.5,0.4380315,2.443460953,2.443460953,1,2.1325845,0.3770292
5,1,2,43,2,11,0.5,0.5339464,3.368485456,1.326450232,1,1.440141,0.4682104
1,3,1,44,2,11,1.1,0.6858778,3.089232776,3.089232776,1,0.913861,0.4593318
1,4,1,45,2,11,1.4,0.9900956,1.902408885,1.902408885,1,0.9173653,0.5419351
3,5,2,46,2,11,1.7,1.0218138,1.640609497,3.106686069,2,3.5806858,0.5175277
3,3,2,47,2,11,1.1,1.1580644,5.026548246,3.787364477,2,1.1592155,0.4260734
1,2,2,48,2,11,0.8,0.8700129,3.717551307,4.799655443,2,1.2063634,0.5215611
1,5,1,49,2,11,1.7,1.230016,2.111848395,2.111848395,1,0.9409524,0.6268399
5,2,1,50,2,11,0.8,0.613973,0.244346095,0.244346095,1,3.8697254,0.551923
3,2,2,51,2,11,0.8,0.6940293,0.122173048,1.169370599,2,2.0495497,0.4760641
3,2,1,52,2,11,0.8,0.9260846,1.762782545,1.762782545,1,0.8947272,0.4322118
5,3,1,53,2,11,1.1,0.9179538,2.408554368,2.408554368,2,1.9310432,0.4953461
1,3,2,54,2,11,1.1,1.2778623,4.694935688,1.535889742,2,1.2881593,0.4907298
1,4,2,55,2,11,1.4,0.9899432,1.448623279,0.383972435,2,0.8438155,0.965113
3,3,1,56,2,11,1.1,0.7739467,4.15388362,4.15388362,1,1.0536515,0.3668702
5,5,2,57,2,11,1.7,1.0618698,5.131268001,2.897246558,2,2.7746485,0.4965185
1,1,1,58,2,11,0.5,0.6780016,1.518436449,1.518436449,1,0.7212543,0.5170158
3,4,2,59,2,11,1.4,0.7500722,3.926990817,4.852015321,2,1.0973627,0.4530443
3,5,1,60,2,11,1.7,1.1578409,3.717551307,3.717551307,2,1.709694,0.4663166
3,4,2,61,2,11,1.4,1.382072,5.724679947,4.991641661,2,2.4744164,0.488781
3,1,2,62,2,11,0.5,0.5660972,5.183627878,3.490658504,2,2.251543,0.5561592
1,2,2,63,2,11,0.8,0.7499443,1.361356817,3.996803987,2,0.5015611,0.4904189
1,3,2,64,2,11,1.1,0.6700873,3.996803987,5.305800926,2,0.5783811,0.9255684
5,2,1,65,2,11,0.8,0.7100287,4.57276264,4.57276264,1,2.0520614,0.5960195
1,4,1,66,2,11,1.4,1.1739447,4.171336912,4.171336912,1,0.6611749,0.4829625
5,2,2,67,2,11,0.8,0.7339784,0.034906585,0.715584993,1,1.4924201,0.5473775
1,4,2,68,2,11,1.4,1.1738514,2.460914245,5.410520681,2,0.6096437,0.5296323
5,3,1,69,2,11,1.1,1.0140313,5.358160804,5.358160804,1,1.6015002,0.4060602
3,1,1,70,2,11,0.5,0.4939769,4.171336912,4.171336912,1,2.0825682,0.5021297
3,2,2,71,2,11,0.8,0.4620962,2.879793266,3.246312409,1,1.2196138,1.5600915
3,3,1,72,2,11,1.1,1.0140454,0.174532925,0.174532925,1,1.98242,0.5357466
1,5,1,73,2,11,1.7,1.4700825,2.548180708,2.548180708,1,0.9099334,0.387768
5,3,2,74,2,11,1.1,0.9979864,0.785398163,4.694935688,2,1.7276857,0.4788686
3,5,2,75,2,11,1.7,1.3179297,5.811946409,3.769911184,2,1.3884483,0.4716992
5,4,2,76,2,11,1.4,1.2700195,0.331612558,1.466076572,1,1.0297696,0.4459411
5,1,2,77,2,11,0.5,0.6859069,1.029744259,5.689773362,2,2.0900276,0.4095156
1,1,2,78,2,11,0.5,0.5659808,1.884955592,1.186823891,2,2.1756905,0.4268717
1,5,2,79,2,11,1.7,1.4618818,1.850049007,1.047197551,2,1.584855,0.3655978
1,3,1,80,2,11,1.1,0.9659709,1.221730476,1.221730476,1,0.7764136,0.6862279
5,5,2,81,2,11,1.7,1.2140528,4.625122518,5.358160804,2,2.3092898,0.3180625
3,3,2,82,2,11,1.1,1.3020723,0.645771823,2.303834613,2,1.548666,0.4377511
1,2,1,83,2,11,0.8,1.0221003,3.525565089,3.525565089,1,0.7461752,0.4156042
5,4,1,84,2,11,1.4,1.1978605,4.101523742,4.101523742,1,0.8656368,0.3972203
3,2,1,85,2,11,0.8,1.1980775,4.450589593,4.450589593,1,1.2285801,0.5914933
3,4,1,86,2,11,1.4,0.9019539,4.57276264,4.57276264,1,9.0728571,0.4923957
5,5,1,87,2,11,1.7,1.1580065,1.692969374,1.692969374,1,1.9924194,0.4358362
5,1,1,88,2,11,0.5,0.6298935,4.22369679,4.22369679,1,0.6828811,0.3414468
1,1,1,89,2,11,0.5,0.5098926,5.637413484,5.637413484,1,2.4681247,1.6041668
3,5,1,90,2,11,1.7,1.1577207,6.056292504,6.056292504,1,2.4361283,0.6064158
1,2,1,91,2,11,0.8,0.8539662,2.879793266,2.879793266,1,0.8382884,0.4623882
5,1,1,92,2,11,0.5,0.5978039,6.003932627,6.003932627,1,2.7175081,0.6094649
5,1,2,93,2,11,0.5,0.5338691,2.827433388,1.466076572,1,0.8628982,0.7498356
1,4,2,94,2,11,1.4,1.3898429,4.71238898,2.338741198,2,0.9720768,0.5493183
5,5,1,95,2,11,1.7,0.9100708,1.239183769,1.239183769,2,3.9609258,0.8352237
1,5,1,96,2,11,1.7,1.6620844,0.331612558,0.331612558,1,0.9702333,0.5836813
3,3,2,97,2,11,1.1,1.2379862,2.00712864,2.740166926,2,1.8580999,0.6242946
3,5,2,98,2,11,1.7,1.1019336,0.977384381,3.874630939,2,1.018308,0.6687151
5,3,1,99,2,11,1.1,1.2860046,2.914699851,2.914699851,2,0.9135709,0.5423415
3,4,2,100,2,11,1.4,1.3979501,1.151917306,2.338741198,2,3.2966684,0.4379708
3,4,1,101,2,11,1.4,1.4218605,1.396263402,1.396263402,1,1.8735679,0.3981507
1,2,2,102,2,11,0.8,1.1019228,4.415683008,4.50294947,1,0.9555922,0.5034196
5,2,2,103,2,11,0.8,0.7738165,3.054326191,5.672320069,2,0.9277612,0.4939867
1,3,2,104,2,11,1.1,0.9180555,4.747295565,5.567600314,2,0.6321593,0.5674637
1,3,1,105,2,11,1.1,1.1100501,2.635447171,2.635447171,1,0.6640424,0.491281
3,3,1,106,2,11,1.1,1.0859693,5.340707511,5.340707511,1,1.4762806,0.3704237
1,4,1,107,2,11,1.4,1.2700975,3.647738137,3.647738137,1,1.1800158,0.5941024
3,1,2,108,2,11,0.5,0.5981039,3.455751919,5.881759579,1,2.5857544,0.7055724
3,5,1,109,2,11,1.7,1.0780237,5.061454831,5.061454831,1,1.4092752,0.583373
5,5,2,110,2,11,1.7,1.3500358,5.393067389,0.733038286,2,2.0546749,0.3419288
5,3,2,111,2,11,1.1,1.0618442,1.239183769,4.555309348,2,9.4039654,0.5854843
5,2,1,112,2,11,0.8,0.6860807,2.530727415,2.530727415,2,4.1758442,0.5738865
3,2,1,113,2,11,0.8,0.7260075,5.462880559,5.462880559,1,1.5343608,0.4739895
5,4,1,114,2,11,1.4,0.9340025,0.942477796,0.942477796,1,1.9903991,0.4658403
1,1,1,115,2,11,0.5,0.9899669,3.351032164,3.351032164,1,0.8838257,0.5155745
5,4,2,116,2,11,1.4,1.3420167,4.729842273,5.602506899,1,1.527942,0.4011344
3,1,1,117,2,11,0.5,0.8777803,3.735004599,3.735004599,1,1.0325343,0.4077583
1,1,2,118,2,11,0.5,0.4380313,4.101523742,4.118977035,1,0.7348943,0.3957316
3,2,2,119,2,11,0.8,0.6539681,4.468042885,5.986479334,2,1.7485314,0.3941648
1,5,2,120,2,11,1.7,1.3339892,2.583087293,1.919862177,2,0.5666056,0.4994896
5,1,1,121,2,11,0.5,0.5978493,4.101523742,4.101523742,1,1.3426462,0.5021924
5,3,2,122,2,11,1.1,0.894017,0.41887902,3.647738137,2,1.1560322,0.4617038
3,5,2,123,2,11,1.7,0.917929,0.750491578,5.078908123,2,1.3138998,0.6023887
1,4,2,124,2,11,1.4,1.101937,1.291543646,2.652900463,2,1.4390244,0.581913
1,2,2,125,2,11,0.8,1.1499824,3.333578871,5.201081171,2,5.7754267,0.534199
3,2,2,126,2,11,0.8,0.9900042,3.717551307,5.811946409,2,0.9522293,0.5537405
5,2,1,127,2,11,0.8,0.8459283,0.977384381,0.977384381,1,2.8936864,0.7948924
1,5,2,128,2,11,1.7,1.2859167,2.478367538,5.794493117,2,0.670746,0.4310828
3,1,2,129,2,11,0.5,0.5740572,1.448623279,4.729842273,2,1.2761404,0.4487036
3,4,1,130,2,11,1.4,0.7500483,3.560471674,3.560471674,1,1.5511602,0.4338804
3,1,1,131,2,11,0.5,0.5259247,6.195918845,6.195918845,2,2.0248329,0.5018577
3,5,1,132,2,11,1.7,1.1020714,5.550147021,5.550147021,1,1.3953896,0.4447219
5,3,1,133,2,11,1.1,1.3098841,5.515240436,5.515240436,2,0.9087318,0.497024
5,2,2,134,2,11,0.8,0.8059542,0.558505361,4.22369679,2,0.9382779,0.4650377
1,2,1,135,2,11,0.8,0.7180105,0.680678408,0.680678408,1,0.6274174,0.4457658
5,1,2,136,2,11,0.5,0.7900165,3.822271062,1.535889742,2,0.8885774,0.4869087
1,4,1,137,2,11,1.4,0.9739887,4.15388362,4.15388362,1,1.1482524,0.5820001
5,5,1,138,2,11,1.7,1.4458048,2.932153143,2.932153143,2,0.9481235,0.4350378
3,3,2,139,2,11,1.1,0.8540836,0.34906585,4.921828491,2,1.1995502,0.3388281
1,3,2,140,2,11,1.1,1.1020171,4.118977035,0.06981317,2,2.7771105,0.484258
5,5,2,141,2,11,1.7,1.1260469,4.345869837,1.570796327,2,0.845711,0.4230957
3,3,1,142,2,11,1.1,1.0219796,3.735004599,3.735004599,2,1.2394343,0.5207765
3,2,1,143,2,11,0.8,0.8860986,6.265732015,6.265732015,1,2.0975484,0.5424178
1,5,1,144,2,11,1.7,0.9580249,2.792526803,2.792526803,1,0.688416,0.4025895
3,4,2,145,2,11,1.4,1.3580581,5.899212872,5.515240436,1,3.025362,0.4618073
1,1,2,146,2,11,0.5,0.5260428,5.183627878,3.839724354,2,0.5532654,0.2772006
1,1,1,147,2,11,0.5,0.3980184,1.884955592,1.884955592,1,0.885807,0.3598439
5,4,2,148,2,11,1.4,0.7899657,1.605702912,5.550147021,1,3.9274186,0.4191441
1,3,1,149,2,11,1.1,1.2458754,1.343903524,1.343903524,1,0.7593303,0.4715414
5,4,1,150,2,11,1.4,0.9659799,4.15388362,4.15388362,1,0.9121837,0.3777187
3,3,2,151,1,11,1.1,0.8219283,1.762782545,0.698131701,2,0.7317482,0.5420923
1,5,2,152,1,11,1.7,1.1979895,5.951572749,4.607669225,2,0.6715922,0.5950858
3,5,1,153,1,11,1.7,1.0779521,0.436332313,0.436332313,1,0.6839632,0.5697206
1,1,2,154,1,11,0.5,0.71797,4.747295565,1.256637061,2,0.8192506,0.6372301
1,4,2,155,1,11,1.4,1.1260456,6.003932627,3.316125579,2,1.1765652,0.8431945
5,3,2,156,1,11,1.1,0.6539195,0.733038286,1.588249619,2,1.217604,1.1662217
1,2,1,157,1,11,0.8,0.766123,0.383972435,0.383972435,1,2.7755735,1.5935537
3,3,1,158,1,11,1.1,0.9020118,5.794493117,5.794493117,1,2.0000126,1.1329945
3,1,2,159,1,11,0.5,0.581947,5.724679947,3.490658504,2,0.8800479,0.6448818
5,1,2,160,1,11,0.5,0.5979783,1.93731547,2.00712864,2,1.8657616,0.8975773
3,4,2,161,1,11,1.4,1.2059988,0.296705973,4.78220215,2,0.7514995,0.5120729
5,3,1,162,1,11,1.1,0.9180488,5.846852994,5.846852994,1,1.5863702,0.4780912
1,3,2,163,1,11,1.1,1.3419521,3.822271062,1.675516082,2,0.4340506,0.5133091
1,5,1,164,1,11,1.7,1.3339712,2.35619449,2.35619449,1,0.6829087,0.4293755
1,1,1,165,1,11,0.5,0.7179337,0.802851456,0.802851456,1,0.9497861,0.5481571
3,2,2,166,1,11,0.8,1.0539672,2.565634,2.792526803,1,1.4043006,0.3523878
5,4,1,167,1,11,1.4,0.9819663,5.166174586,5.166174586,1,0.9261384,0.5011507
5,2,1,168,1,11,0.8,1.0058279,5.061454831,5.061454831,1,1.6836172,0.6592734
5,5,2,169,1,11,1.7,1.3259937,0.959931089,5.951572749,2,1.311968,0.509207
1,4,1,170,1,11,1.4,1.278026,2.583087293,2.583087293,1,0.4424444,0.4765466
3,4,1,171,1,11,1.4,1.1580669,0.471238898,0.471238898,1,2.0357705,0.4893377
5,2,2,172,1,11,0.8,0.8538249,4.310963252,4.22369679,2,2.5688265,0.4990739
5,1,1,173,1,11,0.5,0.5978467,1.500983157,1.500983157,1,1.0518293,0.9830642
5,5,1,174,1,11,1.7,1.34989,2.757620218,2.757620218,2,2.6163987,0.5106126
1,2,2,175,1,11,0.8,0.8700451,3.368485456,5.637413484,2,0.5256131,0.5044714
3,5,2,176,1,11,1.7,1.454014,2.722713633,4.729842273,2,0.7416283,0.6452553
3,1,1,177,1,11,0.5,0.7898818,6.16101226,6.16101226,1,0.9240726,0.524536
3,2,1,178,1,11,0.8,0.6380672,3.106686069,3.106686069,1,1.1188228,0.4876718
5,4,2,179,1,11,1.4,1.0059333,2.35619449,1.448623279,2,1.2913999,0.4830666
1,3,1,180,1,11,1.1,1.0699533,3.595378259,3.595378259,1,0.5871025,0.4685551
1,4,1,181,2,11,1.4,1.0540066,5.777039824,5.777039824,1,0.8141099,0.4204539
1,5,1,182,2,11,1.7,1.7179949,3.368485456,3.368485456,1,1.02078,0.5297005
1,3,1,183,2,11,1.1,0.9018978,5.113814708,5.113814708,1,0.6444517,0.3128882
1,1,2,184,2,11,0.5,0.4861112,1.117010721,1.413716694,1,0.4011722,0.3752669
3,4,1,185,2,11,1.4,0.973986,3.752457892,3.752457892,2,3.569863,0.3379377
3,4,2,186,2,11,1.4,0.9339404,0.628318531,0.157079633,2,1.0247493,0.4600683
5,3,1,187,2,11,1.1,1.0702406,3.926990817,3.926990817,1,2.7203053,0.332396
1,4,2,188,2,11,1.4,1.205996,2.513274123,2.565634,1,0.424538,0.404771
1,5,2,189,2,11,1.7,1.357996,0.925024504,5.689773362,2,0.5856975,0.4123225
5,2,1,190,2,11,0.8,1.0619822,0.488692191,0.488692191,1,0.991562,0.3390139
5,5,2,191,2,11,1.7,1.2778667,5.183627878,1.710422667,2,5.3422825,0.3964772
3,2,2,192,2,11,0.8,0.8699166,2.338741198,0.174532925,2,2.2580799,0.4338291
5,4,1,193,2,11,1.4,1.0299555,6.073745797,6.073745797,1,1.0239039,0.4964319
3,1,2,194,2,11,0.5,0.5499838,6.108652382,3.490658504,1,2.1965383,0.3314545
1,2,1,195,2,11,0.8,0.6860507,4.398229715,4.398229715,1,0.9220644,0.355882
3,3,2,196,2,11,1.1,0.9499669,0.191986218,1.727875959,2,0.7209662,0.3861656
5,1,2,197,2,11,0.5,0.4540238,3.351032164,3.089232776,2,1.8924161,0.3607462
3,3,1,198,2,11,1.1,1.2140116,4.08407045,4.08407045,2,0.7421206,0.4855696
1,2,2,199,2,11,0.8,0.9820615,0.226892803,1.186823891,1,3.3111706,0.376883
3,5,1,200,2,11,1.7,1.2460364,3.141592654,3.141592654,2,4.5691326,0.6319238
3,5,2,201,2,11,1.7,1.0378161,5.934119457,4.747295565,2,0.9986705,0.5038025
5,3,2,202,2,11,1.1,1.1740169,1.710422667,1.570796327,2,0.8217351,0.4752746
1,1,1,203,2,11,0.5,0.8698883,0.872664626,0.872664626,1,1.0475927,0.4894533
5,4,2,204,2,11,1.4,1.0459822,3.054326191,2.722713633,2,2.3921378,0.4224189
5,1,1,205,2,11,0.5,0.5019336,1.204277184,1.204277184,1,2.1532427,0.5093692
5,5,1,206,2,11,1.7,1.2538775,5.375614096,5.375614096,1,1.4491481,0.4238885
5,2,2,207,2,11,0.8,0.7500643,0.174532925,0.27925268,2,1.1488458,0.4317956
1,3,2,208,2,11,1.1,0.9579461,2.827433388,4.747295565,2,0.5952653,0.3556196
3,2,1,209,2,11,0.8,0.8859119,2.251474735,2.251474735,1,1.8453471,0.3962732
3,1,1,210,2,11,0.5,0.6459553,4.15388362,4.15388362,1,1.7494238,0.3364391
3,2,1,211,1,11,0.8,0.6860772,3.473205211,3.473205211,1,1.0834415,0.6279756
1,1,2,212,1,11,0.5,0.6139618,0.750491578,4.345869837,2,0.9969896,0.8847796
1,2,2,213,1,11,0.8,0.8380302,4.380776423,2.635447171,2,1.0067104,0.6454991
5,3,1,214,1,11,1.1,0.9419781,2.14675498,2.14675498,2,1.1846084,0.4191192
1,4,2,215,1,11,1.4,1.1577182,3.438298626,3.351032164,1,1.8378463,0.4502318
3,1,1,216,1,11,0.5,0.7179102,0.052359878,0.052359878,1,1.5632888,0.5373856
1,3,2,217,1,11,1.1,1.0139708,1.972222055,1.745329252,1,0.86425,0.5216675
1,3,1,218,1,11,1.1,0.9898155,5.358160804,5.358160804,1,0.6080698,0.9623612
1,1,1,219,1,11,0.5,0.9579101,3.281218994,3.281218994,1,1.6170312,0.8284295
3,3,1,220,1,11,1.1,0.9660836,1.658062789,1.658062789,1,1.1264326,0.5090589
3,3,2,221,1,11,1.1,0.9819548,0.191986218,2.984513021,2,1.9175496,0.7341362
5,5,2,222,1,11,1.7,1.229928,3.612831552,3.089232776,2,0.9054021,0.7819396
3,4,2,223,1,11,1.4,1.3739311,4.22369679,2.600540585,2,1.8157405,0.4941166
3,5,2,224,1,11,1.7,1.4939213,1.204277184,5.375614096,2,0.7701913,0.4518847
3,4,1,225,1,11,1.4,1.0779774,0.610865238,0.610865238,1,0.966485,1.5723067
1,5,2,226,1,11,1.7,1.6140057,4.729842273,0.401425728,2,0.6305237,0.4448541
3,2,2,227,1,11,0.8,1.0779484,2.234021443,3.508111797,2,0.7548404,0.501759
3,5,1,228,1,11,1.7,1.2537544,2.775073511,2.775073511,1,1.0644854,0.4817253
5,5,1,229,1,11,1.7,1.3338726,3.281218994,3.281218994,2,0.8306773,0.4666791
1,5,1,230,1,11,1.7,1.2859958,3.543018382,3.543018382,1,0.5599861,0.4662209
5,2,2,231,1,11,0.8,1.0699414,1.919862177,1.448623279,2,0.8620271,0.5464118
5,2,1,232,1,11,0.8,0.7339582,5.846852994,5.846852994,2,2.9143794,0.6123495
1,2,1,233,1,11,0.8,1.070095,0.06981317,0.06981317,1,2.1953711,0.5187034
5,1,2,234,1,11,0.5,0.3979956,4.136430327,4.886921906,1,1.0399398,0.5205082
5,4,2,235,1,11,1.4,0.8860444,0.628318531,3.822271062,2,1.4163019,0.7827954
5,4,1,236,1,11,1.4,0.9020063,6.195918845,6.195918845,1,1.2434443,0.5283722
5,1,1,237,1,11,0.5,0.4540917,3.577924967,3.577924967,1,0.5943811,0.5423802
5,3,2,238,1,11,1.1,0.7738597,1.710422667,1.151917306,1,1.2323519,0.7034718
1,4,1,239,1,11,1.4,1.749968,1.239183769,1.239183769,1,0.5565619,0.6398391
3,1,2,240,1,11,0.5,0.5819562,4.450589593,1.884955592,2,3.3437811,0.5948166
3,5,1,241,1,11,1.7,1.3739984,0.052359878,0.052359878,1,0.7809918,0.4497134
5,3,2,242,1,11,1.1,0.7980265,2.42600766,0.244346095,2,0.8735227,0.7223155
5,3,1,243,1,11,1.1,0.8861393,0.06981317,0.06981317,1,0.8073089,0.5151546
3,3,1,244,1,11,1.1,1.1981149,5.270894341,5.270894341,1,0.9085369,0.4836093
5,1,1,245,1,11,0.5,0.5419945,0.663225116,0.663225116,1,1.1865325,0.6128275
5,1,2,246,1,11,0.5,0.4058599,1.954768762,0.261799388,2,0.9966654,0.5760865
5,2,2,247,1,11,0.8,0.7419498,1.79768913,3.857177647,2,0.9172238,1.1737687
1,5,1,248,1,11,1.7,1.8939241,2.862339973,2.862339973,1,0.6369339,0.421242
1,5,2,249,1,11,1.7,1.2539603,1.972222055,4.08407045,2,0.5485022,0.5441471
3,4,1,250,1,11,1.4,0.9979412,4.956735076,4.956735076,1,1.0944808,0.5271301
3,2,2,251,1,11,0.8,0.8060611,0.523598776,4.78220215,2,0.6396927,0.7954939
3,5,2,252,1,11,1.7,1.7900156,3.892084232,2.14675498,2,0.5393067,0.498726
3,1,2,253,1,11,0.5,0.33385,5.637413484,5.759586532,1,1.3354628,0.6422537
3,3,2,254,1,11,1.1,0.85411,3.385938749,1.884955592,2,1.3920232,0.6227758
1,3,1,255,1,11,1.1,1.0698735,2.740166926,2.740166926,1,0.4363126,0.4531182
3,2,1,256,1,11,0.8,0.7500033,3.211405824,3.211405824,1,0.7696872,0.6035425
1,1,2,257,1,11,0.5,0.6780437,1.431169987,4.276056667,2,0.4620845,0.4632955
1,4,2,258,1,11,1.4,1.4458862,2.530727415,4.01425728,2,0.5575937,0.428143
5,5,2,259,1,11,1.7,1.3257453,2.530727415,0.226892803,2,0.7290249,0.4438724
1,2,2,260,1,11,0.8,0.9900301,0.41887902,1.553343034,2,0.5598737,0.428452
1,1,1,261,1,11,0.5,0.5497937,2.879793266,2.879793266,1,0.6790841,0.5261666
3,4,2,262,1,11,1.4,1.2220176,5.986479334,2.617993878,2,0.647982,0.4043942
3,1,1,263,1,11,0.5,0.5500182,1.466076572,1.466076572,2,0.5591886,0.4433621
1,2,1,264,1,11,0.8,0.7101248,2.827433388,2.827433388,1,0.3420667,0.4731817
5,2,1,265,1,11,0.8,0.6459755,1.204277184,1.204277184,1,1.2358447,0.5849677
1,4,1,266,1,11,1.4,1.3019227,3.420845334,3.420845334,1,0.659523,0.595309
5,5,1,267,1,11,1.7,1.3022319,6.108652382,6.108652382,2,0.8183585,0.4858989
1,3,2,268,1,11,1.1,1.1820146,4.258603375,3.420845334,1,0.8808905,0.6543814
5,4,1,269,1,11,1.4,1.0301299,0.226892803,0.226892803,1,1.3175993,0.6949302
5,4,2,270,1,11,1.4,1.5098341,0.785398163,2.460914245,2,0.7205616,0.4176678
5,5,1,271,1,11,1.7,1.0458317,4.904375198,4.904375198,1,0.82652,0.4332508
3,5,1,272,1,11,1.7,1.3098674,5.567600314,5.567600314,2,0.9344195,0.5818468
1,5,2,273,1,11,1.7,1.5820085,4.904375198,1.815142422,2,0.6084348,0.4537481
5,2,1,274,1,11,0.8,0.9738695,3.717551307,3.717551307,1,2.8358562,0.4487524
5,3,2,275,1,11,1.1,0.7181956,5.777039824,3.822271062,2,0.9491184,0.6471173
1,4,2,276,1,11,1.4,1.4221461,1.570796327,4.869468613,2,0.427885,0.3837659
3,1,1,277,1,11,0.5,0.7100058,1.221730476,1.221730476,1,0.7972516,0.4470831
3,3,2,278,1,11,1.1,0.5819132,5.777039824,0.34906585,2,1.5208234,0.5460503
5,2,2,279,1,11,0.8,0.5579572,5.410520681,0.157079633,2,1.2061269,1.1249139
1,1,2,280,1,11,0.5,0.7419374,4.206243497,2.757620218,2,0.5984489,0.4581998
5,4,2,281,1,11,1.4,1.4380622,0.837758041,1.099557429,2,0.6543691,0.4871025
5,1,1,282,1,11,0.5,0.3820052,5.742133239,5.742133239,1,1.2513513,1.0569847
1,1,1,283,1,11,0.5,0.4858009,1.884955592,1.884955592,1,0.3965,0.6542746
1,3,1,284,1,11,1.1,1.2619424,1.692969374,1.692969374,1,0.4953952,0.6976363
5,3,1,285,1,11,1.1,0.7739589,2.757620218,2.757620218,2,2.3450561,0.5124242
1,5,1,286,1,11,1.7,1.8299479,1.151917306,1.151917306,1,0.7199886,0.6882557
5,5,2,287,1,11,1.7,1.6060218,2.460914245,0.261799388,2,0.7895974,0.3599561
3,2,2,288,1,11,0.8,0.846049,3.211405824,0.977384381,2,0.7393999,0.7345144
1,2,2,289,1,11,0.8,0.7499658,2.862339973,3.089232776,1,0.5068417,0.6383288
3,2,1,290,1,11,0.8,0.9579123,0.855211333,0.855211333,1,1.0023018,0.4637173
3,4,2,291,1,11,1.4,1.022052,2.827433388,6.178465552,2,0.4612294,0.4269865
3,4,1,292,1,11,1.4,1.1100194,5.235987756,5.235987756,1,1.1872708,0.3948239
1,4,1,293,1,11,1.4,1.4700251,0.558505361,0.558505361,1,0.3616422,0.5086435
1,3,2,294,1,11,1.1,0.9899337,3.176499239,6.056292504,1,0.7884006,0.5998763
5,4,1,295,1,11,1.4,1.0539854,1.623156204,1.623156204,2,0.7652354,0.4617918
1,2,1,296,1,11,0.8,0.7900259,0.715584993,0.715584993,1,0.6451116,0.367325
3,3,1,297,1,11,1.1,1.0059789,1.518436449,1.518436449,1,0.7229406,0.4240134
5,1,2,298,1,11,0.5,0.4620467,0.610865238,3.438298626,2,1.5278688,0.506433
3,5,2,299,1,11,1.7,2.0938983,5.131268001,0.41887902,2,0.7227634,0.3354224
3,1,2,300,1,11,0.5,1.5660038,2.740166926,5.131268001,1,0.6420256,0.7463703
5,4,1,301,1,11,1.4,0.8938777,3.333578871,3.333578871,1,0.9541352,0.4268035
1,2,2,302,1,11,0.8,0.7579077,0.06981317,2.879793266,2,0.8045862,0.3488619
5,4,2,303,1,11,1.4,1.1580808,4.974188368,2.338741198,2,0.7060942,0.4212354
3,2,1,304,1,11,0.8,0.9900332,5.061454831,5.061454831,1,0.5790454,0.3984075
3,1,2,305,1,11,0.5,0.8779863,0.750491578,3.961897402,2,0.7501755,0.4880435
5,3,2,306,1,11,1.1,1.0379106,5.393067389,5.567600314,1,0.8545811,0.4207886
3,3,1,307,1,11,1.1,0.8699781,5.672320069,5.672320069,1,0.7565322,0.3533105
1,5,2,308,1,11,1.7,1.4699013,2.530727415,4.031710572,2,0.4637374,0.5148929
5,1,2,309,1,11,0.5,0.3742264,5.253441049,1.099557429,2,0.7143764,0.7139842
1,2,1,310,1,11,0.8,0.8698643,4.904375198,4.904375198,1,0.5762401,0.3824866
1,4,1,311,1,11,1.4,1.4779056,3.560471674,3.560471674,1,0.4774459,0.3379048
1,3,1,312,1,11,1.1,0.9580671,3.368485456,3.368485456,1,0.3588937,0.3509153
1,3,2,313,1,11,1.1,1.389988,1.623156204,4.01425728,2,0.4929949,0.3171294
3,4,2,314,1,11,1.4,1.1419555,3.577924967,1.326450232,2,0.5528411,0.3859364
5,2,1,315,1,11,0.8,0.7579117,3.141592654,3.141592654,1,0.9655706,0.6914973
5,3,1,316,1,11,1.1,0.7500862,4.345869837,4.345869837,1,0.6495459,0.4036191
5,2,2,317,1,11,0.8,0.934061,3.979350695,0.733038286,2,0.656315,0.3681108
3,5,1,318,1,11,1.7,1.7899622,1.117010721,1.117010721,1,1.4875803,0.3947236
5,1,1,319,1,11,0.5,0.4060062,5.026548246,5.026548246,2,0.6957576,0.5290176
3,3,2,320,1,11,1.1,0.7179317,3.804817769,3.211405824,1,4.3432801,0.4248188
3,1,1,321,1,11,0.5,0.6220299,5.794493117,5.794493117,1,0.642543,0.3828065
5,5,1,322,1,11,1.7,1.2379033,0.471238898,0.471238898,1,0.8401289,0.4055885
1,1,1,323,1,11,0.5,0.5419272,0.907571211,0.907571211,1,0.3704942,0.3711101
5,5,2,324,1,11,1.7,1.197858,0.506145483,0.506145483,1,0.7020549,0.3683941
1,5,1,325,1,11,1.7,2.037833,4.01425728,4.01425728,1,0.8314524,0.454665
