,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],0.085,0.082,0.0,0.239,0.001,0.001,3550.0,4478.0,1.0
epsilon[1],0.396,0.166,0.078,0.71,0.004,0.003,1883.0,2119.0,1.0
epsilon[2],0.415,0.105,0.215,0.602,0.003,0.002,1590.0,2457.0,1.0
epsilon[3],0.978,0.215,0.583,1.382,0.006,0.004,1381.0,1950.0,1.0
epsilon[4],0.403,0.156,0.119,0.701,0.003,0.002,2758.0,3599.0,1.0
epsilon[5],0.588,0.154,0.323,0.889,0.004,0.003,1746.0,2858.0,1.0
epsilon[6],0.848,0.187,0.516,1.228,0.005,0.003,1416.0,1908.0,1.0
epsilon[7],1.384,0.299,0.846,1.973,0.008,0.006,1410.0,1764.0,1.0
epsilon[8],0.985,0.226,0.572,1.418,0.006,0.004,1424.0,1997.0,1.0
epsilon[9],0.756,0.188,0.422,1.111,0.005,0.003,1570.0,2103.0,1.0
epsilon[10],0.794,0.177,0.468,1.133,0.005,0.003,1395.0,1949.0,1.0
epsilon[11],1.14,0.272,0.639,1.648,0.007,0.005,1624.0,2461.0,1.0
epsilon[12],1.413,0.309,0.824,1.993,0.008,0.006,1444.0,1747.0,1.0
epsilon[13],1.001,0.256,0.544,1.483,0.006,0.004,1653.0,2437.0,1.0
epsilon[14],0.527,0.159,0.231,0.822,0.004,0.003,1968.0,2873.0,1.0
epsilon[15],0.602,0.168,0.304,0.93,0.004,0.003,1791.0,3055.0,1.0
k_r,0.092,0.03,0.039,0.145,0.001,0.001,1822.0,2720.0,1.0
k_s,0.255,0.069,0.142,0.39,0.002,0.001,1518.0,2335.0,1.0
l_s,0.038,0.009,0.022,0.055,0.0,0.0,1495.0,2323.0,1.0
mu_p[0],-0.211,0.037,-0.28,-0.137,0.0,0.0,6348.0,4648.0,1.0
mu_p[1],0.548,0.126,0.281,0.771,0.002,0.002,3709.0,2210.0,1.0
mu_p[2],0.242,0.053,0.145,0.341,0.001,0.0,7067.0,5469.0,1.0
mu_p[3],-0.192,0.053,-0.293,-0.094,0.001,0.001,4084.0,5539.0,1.0
mu_p[4],-0.441,0.031,-0.5,-0.382,0.0,0.0,7297.0,5948.0,1.0
mu_p[5],-0.22,0.03,-0.276,-0.161,0.0,0.0,5514.0,5621.0,1.0
mu_p[6],-0.027,0.024,-0.071,0.02,0.0,0.0,6020.0,5530.0,1.0
mu_p[7],0.166,0.031,0.106,0.224,0.0,0.0,9276.0,6071.0,1.0
mu_p[8],-0.046,0.047,-0.138,0.039,0.001,0.0,5422.0,5912.0,1.0
