,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_p[9],-0.247,0.025,-0.295,-0.202,0.0,0.0,7113.0,5321.0,1.0
mu_p[10],-0.016,0.03,-0.073,0.039,0.0,0.0,5250.0,5790.0,1.0
mu_p[11],-0.054,0.02,-0.091,-0.017,0.0,0.0,5262.0,4520.0,1.0
mu_p[12],0.152,0.023,0.108,0.196,0.0,0.0,8487.0,6051.0,1.0
mu_p[13],-0.389,0.027,-0.439,-0.339,0.0,0.0,6946.0,5795.0,1.0
mu_p[14],-0.065,0.013,-0.088,-0.04,0.0,0.0,7550.0,6347.0,1.0
mu_p[15],0.28,0.075,0.143,0.426,0.001,0.001,7049.0,5082.0,1.0
sig_n,0.109,0.024,0.069,0.154,0.001,0.0,1290.0,1683.0,1.0
sig_p[0],0.324,0.013,0.301,0.35,0.0,0.0,7727.0,5754.0,1.0
sig_p[1],0.449,0.039,0.38,0.522,0.001,0.0,5497.0,5231.0,1.0
sig_p[2],0.316,0.016,0.288,0.346,0.0,0.0,10518.0,6439.0,1.0
sig_p[3],0.394,0.021,0.357,0.436,0.0,0.0,8492.0,6453.0,1.0
sig_p[4],0.363,0.014,0.337,0.389,0.0,0.0,7127.0,6446.0,1.0
sig_p[5],0.327,0.014,0.3,0.352,0.0,0.0,6614.0,6665.0,1.0
sig_p[6],0.257,0.013,0.233,0.28,0.0,0.0,6190.0,6045.0,1.0
sig_p[7],0.295,0.016,0.265,0.325,0.0,0.0,9928.0,6172.0,1.0
sig_p[8],0.395,0.02,0.357,0.433,0.0,0.0,9449.0,6194.0,1.0
sig_p[9],0.296,0.015,0.267,0.323,0.0,0.0,6965.0,6513.0,1.0
sig_p[10],0.271,0.013,0.246,0.296,0.0,0.0,8750.0,6215.0,1.0
sig_p[11],0.241,0.013,0.215,0.265,0.0,0.0,6731.0,6057.0,1.0
sig_p[12],0.237,0.014,0.212,0.263,0.0,0.0,7857.0,5927.0,1.0
sig_p[13],0.321,0.016,0.291,0.35,0.0,0.0,6473.0,4922.0,1.0
sig_p[14],0.207,0.01,0.189,0.225,0.0,0.0,4897.0,4475.0,1.0
sig_p[15],0.435,0.028,0.382,0.486,0.0,0.0,8722.0,5842.0,1.0
sig_s[0],0.19,0.007,0.176,0.204,0.0,0.0,5934.0,4361.0,1.0
sig_s[1],0.165,0.014,0.141,0.191,0.0,0.0,2589.0,2577.0,1.0
sig_s[2],0.13,0.007,0.116,0.145,0.0,0.0,6209.0,6033.0,1.0
sig_s[3],0.194,0.013,0.171,0.218,0.0,0.0,8943.0,6115.0,1.0
sig_s[4],0.301,0.016,0.271,0.331,0.0,0.0,6133.0,5003.0,1.0
sig_s[5],0.224,0.013,0.199,0.248,0.0,0.0,6325.0,5861.0,1.0
sig_s[6],0.164,0.01,0.145,0.184,0.0,0.0,5695.0,6188.0,1.0
sig_s[7],0.201,0.017,0.17,0.232,0.0,0.0,7471.0,4556.0,1.0
sig_s[8],0.224,0.015,0.197,0.252,0.0,0.0,7666.0,5785.0,1.0
sig_s[9],0.237,0.015,0.209,0.266,0.0,0.0,6799.0,5442.0,1.0
sig_s[10],0.155,0.01,0.136,0.174,0.0,0.0,6610.0,5987.0,1.0
sig_s[11],0.303,0.03,0.246,0.359,0.0,0.0,6962.0,5429.0,1.0
sig_s[12],0.212,0.02,0.175,0.249,0.0,0.0,7575.0,5815.0,1.0
sig_s[13],0.343,0.032,0.286,0.401,0.0,0.0,5740.0,3128.0,1.0
sig_s[14],0.217,0.014,0.193,0.245,0.0,0.0,4784.0,4173.0,1.0
sig_s[15],0.195,0.014,0.169,0.221,0.0,0.0,3766.0,3688.0,1.0
