WMSize,DurLevel,TPresent,NT,NSub,curDur,repDur,repWaitTime,WMRP,WMRTTest,Crr,repBias
5,1,1,33,1,0.5,0.4939808,0.3421542,2,1.0090198,1,0.213062294
1,2,2,34,1,0.8,0.7739863,0.8380722,2,1.1694704,1,0.236798685
3,3,2,35,1,1.1,1.2699719,0.4945412,2,0.9962551,1,0.187122211
3,1,1,36,1,0.5,0.9180842,0.5687227,1,1.1136376,1,0.209179226
5,2,1,37,1,0.8,0.9419149,0.6863442,2,1.5370367,1,0.223241954
3,4,2,38,1,1.4,1.4139577,0.9819516,2,0.9783732,1,0.198394794
5,1,2,39,1,0.5,0.8779053,0.4151055,2,0.863474,1,0.213062294
3,2,2,40,1,0.8,0.83798,0.6808426,1,0.9440597,1,0.219278848
1,5,1,41,1,1.7,1.5899292,0.6214481,1,0.8251157,1,0.402553711
3,2,1,42,1,0.8,1.0459815,0.9661441,1,1.2816632,1,0.219278848
3,5,1,43,1,1.7,1.4777927,0.766406,1,1.088766,1,0.301394682
1,1,2,44,1,0.5,1.1821074,0.9576401,1,1.268143,1,0.206024252
3,4,1,45,1,1.4,1.1179795,0.6173467,1,0.9442274,1,0.198394794
1,5,2,46,1,1.7,1.4219804,0.7812076,2,0.512931,1,0.402553711
1,4,1,47,1,1.4,1.2140006,0.9659797,1,0.7388723,1,0.197426363
3,3,1,48,1,1.1,0.9899816,0.7597108,1,0.7336608,1,0.187122211
1,2,1,49,1,0.8,0.6460741,0.2824696,1,0.8010682,1,0.236798685
5,3,2,50,1,1.1,1.1101298,0.5502475,2,1.0800871,1,0.298499253
3,5,2,51,1,1.7,1.381969,1.1089443,2,0.9656326,1,0.301394682
1,1,1,52,1,0.5,0.7099567,0.3543139,1,0.9717144,1,0.206024252
5,3,1,53,1,1.1,1.1740058,0.3124289,-1,2.0000715,1,0.298499253
1,3,2,54,1,1.1,1.3101381,0.8138621,2,0.8613611,1,0.170647363
5,4,1,55,1,1.4,0.9099825,1.4662546,1,1.4156048,1,0.30338393
5,5,1,56,1,1.7,1.9019999,0.9163288,-1,2.0000987,1,0.271285525
5,4,2,57,1,1.4,1.1020365,1.7730118,1,0.9985538,1,0.30338393
1,3,1,58,1,1.1,1.1740515,1.2030783,2,1.1366238,1,0.170647363
5,2,2,59,1,0.8,0.7578734,0.4372091,2,1.6337453,1,0.223241954
3,1,2,60,1,0.5,0.8138344,0.6376701,2,0.7515472,1,0.209179226
1,5,1,61,1,1.7,1.1978979,0.8049842,1,0.8811686,1,0.402553711
5,5,2,62,1,1.7,1.797886,0.6538524,2,1.2882091,1,0.271285525
3,1,1,63,1,0.5,0.7660023,0.4608635,1,1.03985,1,0.209179226
5,1,2,64,1,0.5,0.4220778,0.7326345,2,1.322371,1,0.213062294
3,2,2,65,1,0.8,0.8698675,0.9432481,2,1.194968,1,0.219278848
1,4,2,66,1,1.4,1.1741427,0.6634025,2,0.8497861,1,0.197426363
3,3,2,67,1,1.1,1.029888,1.6868377,2,0.694588,1,0.187122211
3,5,1,68,1,1.7,1.2539622,1.0195432,1,1.4369509,1,0.301394682
1,3,2,69,1,1.1,1.3339095,0.8815233,2,1.4051208,1,0.170647363
5,4,1,70,1,1.4,1.3179331,2.2338595,-1,2.0564118,1,0.30338393
1,5,2,71,1,1.7,0.7019981,0.8129784,2,1.1005128,1,0.402553711
5,5,1,72,1,1.7,1.5340446,1.6655728,1,1.669989,1,0.271285525
5,1,1,73,1,0.5,0.4699788,0.3868492,2,1.0282116,1,0.213062294
1,3,1,74,1,1.1,1.0299321,0.8971832,-1,2.0000611,1,0.170647363
5,3,1,75,1,1.1,0.5500165,0.2691109,1,1.1925758,1,0.298499253
3,1,2,76,1,0.5,0.4140961,0.6535803,2,0.7750817,1,0.209179226
5,3,2,77,1,1.1,1.0058529,0.6679047,2,0.908755,1,0.298499253
3,4,1,78,1,1.4,1.2219822,0.625887,1,1.5638643,1,0.198394794
1,2,1,79,1,0.8,0.8779606,1.0086917,1,0.87328,1,0.236798685
3,4,2,80,1,1.4,0.9178775,0.5889227,2,0.7328627,1,0.198394794
3,3,1,81,1,1.1,1.2220259,0.6655248,1,0.8980581,1,0.187122211
3,2,1,82,1,0.8,0.9499493,0.5587823,2,0.958547,1,0.219278848
5,2,2,83,1,0.8,1.2140545,0.6832993,1,1.0993718,1,0.223241954
5,2,1,84,1,0.8,0.8458743,0.5843472,1,0.7871391,1,0.223241954
5,4,2,85,1,1.4,1.1820571,0.5198464,2,0.9278693,1,0.30338393
1,1,1,86,1,0.5,0.4540225,0.5809875,1,0.735873,1,0.206024252
3,5,2,87,1,1.7,1.3818566,0.6290518,2,0.7527359,1,0.301394682
1,2,2,88,1,0.8,0.419274,0.0005927,2,0.5851848,1,0.236798685
1,4,1,89,1,1.4,1.3422969,0.5342229,1,0.7434677,1,0.197426363
1,1,2,90,1,0.5,0.413952,0.5086424,2,0.5475361,1,0.206024252
5,2,1,91,1,0.8,1.1180361,0.6004431,1,0.903913,1,0.223241954
3,1,1,92,1,0.5,0.8218243,0.6367286,1,0.9823894,1,0.209179226
1,2,1,93,1,0.8,0.9579487,0.2351927,-1,2.000009,1,0.236798685
3,5,1,94,1,1.7,0.9339351,0.6526864,1,1.0335776,1,0.301394682
3,4,1,95,1,1.4,0.8700557,0.4862434,1,0.9879746,1,0.198394794
1,3,2,96,1,1.1,1.1339174,0.5047946,2,1.2352935,1,0.170647363
3,3,1,97,1,1.1,1.2779535,0.5604009,1,1.1231486,1,0.187122211
5,1,2,98,1,0.5,0.5500148,2.039553,2,0.9162902,1,0.213062294
5,2,2,99,1,0.8,0.8619325,0.6410261,-1,2.0000772,1,0.223241954
3,1,2,100,1,0.5,0.4379747,0.5103796,2,0.7084288,1,0.209179226
3,3,2,101,1,1.1,0.7179412,0.7052156,2,0.9244291,1,0.187122211
5,4,1,102,1,1.4,0.8057894,0.7131175,1,0.9044658,1,0.30338393
5,3,2,103,1,1.1,1.1100553,0.5092383,2,0.8086619,1,0.298499253
5,5,1,104,1,1.7,1.2619882,0.8376712,2,1.3655754,1,0.271285525
1,3,1,105,1,1.1,1.0860093,0.2185262,-1,2.1303024,1,0.170647363
1,2,2,106,1,0.8,0.5499854,0.7110956,2,0.6648219,1,0.236798685
1,4,2,107,1,1.4,0.949954,1.5657121,2,0.8133918,1,0.197426363
3,2,1,108,1,0.8,0.5738686,0.6659911,1,0.8444228,1,0.219278848
3,5,2,109,1,1.7,1.4379458,1.2894972,2,0.8329178,1,0.301394682
5,1,1,110,1,0.5,0.6138948,0.4695881,2,1.1102295,1,0.213062294
5,4,2,111,1,1.4,0.8060728,0.507302,1,1.018717,1,0.30338393
5,5,2,112,1,1.7,1.4299965,1.1039137,-1,2.0000609,1,0.271285525
1,5,2,113,1,1.7,1.5499933,0.6678504,2,0.7995362,1,0.402553711
1,1,1,114,1,0.5,0.6540453,1.4842697,1,1.1949397,1,0.206024252
3,2,2,115,1,0.8,1.1898969,0.7435055,1,1.1025571,1,0.219278848
3,4,2,116,1,1.4,1.085962,0.6755552,1,0.94555,1,0.198394794
5,3,1,117,1,1.1,1.0300376,0.4300907,2,0.8160676,1,0.298499253
1,4,1,118,1,1.4,1.3820976,0.7647496,1,0.6590848,1,0.197426363
1,5,1,119,1,1.7,1.6698974,0.8076864,1,1.1689804,1,0.402553711
1,1,2,120,1,0.5,0.549936,0.6132747,1,1.0425159,1,0.206024252
5,4,2,121,1,1.4,1.1979732,0.5437418,1,1.1582955,1,0.30338393
5,1,1,122,1,0.5,0.9259521,4.3150406,1,1.1980112,1,0.213062294
3,4,2,123,1,1.4,1.3340475,0.8427121,2,1.1281136,1,0.198394794
5,3,2,124,1,1.1,1.7419941,0.6371685,1,1.4421754,1,0.298499253
5,1,2,125,1,0.5,0.7419616,0.8390208,2,0.7560469,1,0.213062294
3,1,1,126,1,0.5,0.4378733,0.6726962,2,1.7525219,1,0.209179226
3,1,2,127,1,0.5,0.3980102,0.837533,2,1.3924181,1,0.209179226
5,5,2,128,1,1.7,1.4460048,1.3893665,2,0.8803387,1,0.271285525
3,3,2,129,1,1.1,1.1659852,0.6451185,-1,2.0000812,1,0.187122211
5,2,2,130,1,0.8,1.2858373,0.7737687,2,0.7836657,1,0.223241954
3,3,1,131,1,1.1,0.7020552,0.9324071,1,1.6633623,1,0.187122211
1,5,1,132,1,1.7,1.0299236,1.9879537,1,0.7276624,1,0.402553711
3,2,2,133,1,0.8,1.0698622,0.9568596,2,1.1279332,1,0.219278848
1,5,2,134,1,1.7,1.621936,0.7649521,2,1.6177586,1,0.402553711
1,4,2,135,1,1.4,1.2379192,0.8548227,2,0.9513207,1,0.197426363
1,2,2,136,1,0.8,1.2939373,0.8043654,2,1.4365435,1,0.236798685
1,4,1,137,1,1.4,1.0218862,0.6412821,1,0.77893,1,0.197426363
1,2,1,138,1,0.8,0.8538956,0.3355653,1,0.7959806,1,0.236798685
3,2,1,139,1,0.8,0.9420306,0.8886949,1,0.827811,1,0.219278848
1,1,1,140,1,0.5,0.2939876,0.4402248,1,0.5828956,1,0.206024252
5,4,1,141,1,1.4,1.3819323,0.5878616,1,1.1291353,1,0.30338393
5,5,1,142,1,1.7,1.6700017,0.7419561,1,1.0257084,1,0.271285525
3,5,1,143,1,1.7,1.0859757,1.030634,1,0.7263216,1,0.301394682
1,3,1,144,1,1.1,1.4299995,0.7473195,1,1.0967445,1,0.170647363
1,1,2,145,1,0.5,0.5419997,0.4293191,2,1.0424296,1,0.206024252
3,4,1,146,1,1.4,0.8140592,1.3513938,1,1.4371069,1,0.198394794
5,2,1,147,1,0.8,1.1979673,0.4098841,1,0.8538209,1,0.223241954
1,3,2,148,1,1.1,1.2939603,0.5943727,1,1.1709088,1,0.170647363
5,3,1,149,1,1.1,1.3259875,0.6957543,2,0.8510489,1,0.298499253
3,5,2,150,1,1.7,1.7581131,0.6638618,2,0.795364,1,0.301394682
1,2,2,151,1,0.8,0.8779565,0.6160153,2,0.5685,1,0.236798685
5,5,1,152,1,1.7,1.1819347,0.3816673,1,0.6910986,1,0.271285525
3,5,2,153,1,1.7,1.7659571,0.5518242,2,0.6714782,1,0.301394682
5,5,2,154,1,1.7,1.4779539,0.948111,2,1.0793864,1,0.271285525
5,3,1,155,1,1.1,1.3578929,0.4601569,2,0.8315602,1,0.298499253
1,2,1,156,1,0.8,0.9498624,1.1884606,1,0.8028484,1,0.236798685
3,1,1,157,1,0.5,0.501903,0.5761164,1,1.6331677,1,0.209179226
1,3,2,158,1,1.1,1.3340092,0.3979055,2,0.692824,1,0.170647363
1,5,2,159,1,1.7,1.6218447,1.953854,2,1.0872819,1,0.402553711
3,4,1,160,1,1.4,1.4940477,0.6165143,2,1.0164656,1,0.198394794
3,2,1,161,1,0.8,1.4300895,1.2611081,1,0.8300022,1,0.219278848
3,4,2,162,1,1.4,1.2619796,0.4025559,2,0.7176842,1,0.198394794
5,1,1,163,1,0.5,0.7818495,0.4173392,1,0.8052631,1,0.213062294
1,1,1,164,1,0.5,0.7499848,0.7219984,1,0.7554538,1,0.206024252
5,2,1,165,1,0.8,1.0140185,0.6399329,-1,2.0000678,1,0.223241954
5,2,2,166,1,0.8,0.6059816,0.3346265,2,1.3970702,1,0.223241954
1,5,1,167,1,1.7,0.8939961,1.0176784,1,0.7374132,1,0.402553711
5,3,2,168,1,1.1,1.7018922,0.8299048,2,1.0770754,1,0.298499253
3,5,1,169,1,1.7,1.6060127,1.3379888,1,1.1607747,1,0.301394682
5,4,2,170,1,1.4,1.4459541,0.8457316,2,0.8625219,1,0.30338393
3,1,2,171,1,0.5,0.6859549,0.5470312,2,0.8218909,1,0.209179226
1,4,1,172,1,1.4,1.6217753,0.8986771,2,0.9860062,1,0.197426363
3,2,2,173,1,0.8,1.4219555,0.695016,2,1.1106458,1,0.219278848
3,3,1,174,1,1.1,0.9658358,0.667797,1,1.574483,1,0.187122211
1,4,2,175,1,1.4,0.9818641,0.8352154,2,0.6227634,1,0.197426363
1,1,2,176,1,0.5,0.5739421,0.5954702,2,0.6647013,1,0.206024252
1,3,1,177,1,1.1,0.9979209,1.085787,1,0.910522,1,0.170647363
3,3,2,178,1,1.1,1.3340058,0.9796129,2,0.7234202,1,0.187122211
5,1,2,179,1,0.5,0.7499734,0.6720082,2,0.8030965,1,0.213062294
5,4,1,180,1,1.4,1.6938896,1.2702326,2,0.8838295,1,0.30338393
5,3,1,181,1,1.1,1.2779469,0.7528872,1,1.2998429,1,0.298499253
5,2,2,182,1,0.8,0.981985,0.8005257,2,1.3812561,1,0.223241954
5,3,2,183,1,1.1,1.0219556,0.6901097,2,1.089591,1,0.298499253
1,4,1,184,1,1.4,1.3738427,0.6624417,2,1.3853768,1,0.197426363
1,2,1,185,1,0.8,0.9019142,0.8144562,1,0.4141115,1,0.236798685
1,3,1,186,1,1.1,0.902002,0.594662,1,1.0029217,1,0.170647363
3,4,1,187,1,1.4,0.9177957,0.6399434,1,0.877741,1,0.198394794
3,2,2,188,1,0.8,0.7979667,0.4028568,2,0.9907306,1,0.219278848
5,2,1,189,1,0.8,1.5017968,0.6278352,1,0.906601,1,0.223241954
5,5,1,190,1,1.7,1.173937,1.0553022,1,0.9462327,1,0.271285525
3,3,2,191,1,1.1,1.0779177,0.887001,2,0.8445732,1,0.187122211
3,3,1,192,1,1.1,1.2059197,0.8736691,1,1.2585969,1,0.187122211
3,5,2,193,1,1.7,1.9099169,0.7673211,2,1.8807286,1,0.301394682
5,1,1,194,1,0.5,0.4940307,0.4372534,1,0.7881211,1,0.213062294
3,1,2,195,1,0.5,0.8620621,1.0967854,2,1.1666614,1,0.209179226
1,2,2,196,1,0.8,0.6699349,0.7954253,2,0.7807462,1,0.236798685
5,4,2,197,1,1.4,1.3898852,0.6336421,2,1.044702,1,0.30338393
5,1,2,198,1,0.5,0.4299754,0.3698695,2,1.053857,1,0.213062294
3,1,1,199,1,0.5,0.7020102,0.8826589,1,1.6477048,1,0.209179226
1,5,1,200,1,1.7,1.6063543,0.691527,1,0.6359353,1,0.402553711
3,5,1,201,1,1.7,1.7659007,1.136646,-1,2.0000402,1,0.301394682
1,5,2,202,1,1.7,1.3177947,0.6222339,2,0.764566,1,0.402553711
1,1,2,203,1,0.5,0.8219814,0.1692169,2,0.7896062,1,0.206024252
1,3,2,204,1,1.1,1.189975,0.6344774,2,0.7495085,1,0.170647363
5,4,1,205,1,1.4,1.2537898,0.7225421,1,0.9037834,1,0.30338393
1,4,2,206,1,1.4,1.3580235,1.5083193,2,0.6541461,1,0.197426363
3,2,1,207,1,0.8,1.077984,0.7547472,1,1.4618625,1,0.219278848
5,5,2,208,1,1.7,1.2540187,0.6504913,2,0.8584858,1,0.271285525
1,1,1,209,1,0.5,0.8778284,0.6710701,1,0.7333302,1,0.206024252
3,4,2,210,1,1.4,1.3659024,0.4979036,2,0.8916426,1,0.198394794
1,3,1,211,1,1.1,1.0379507,0.5841836,1,0.7234757,1,0.170647363
1,2,1,212,1,0.8,0.7099455,0.5041545,1,0.5793251,1,0.236798685
5,3,2,213,1,1.1,1.0138302,0.5363346,2,0.7424077,1,0.298499253
3,4,2,214,1,1.4,1.0380724,0.8433137,2,0.7960776,1,0.198394794
3,3,2,215,1,1.1,1.2460236,0.9367915,2,1.0615062,1,0.187122211
5,4,2,216,1,1.4,1.5660381,0.6744009,1,0.9730037,1,0.30338393
1,1,1,217,1,0.5,0.8219271,0.5297268,1,0.5039585,1,0.206024252
5,3,1,218,1,1.1,0.9579878,0.4047849,1,0.9861173,1,0.298499253
5,1,2,219,1,0.5,0.3818759,0.3913272,1,0.9961601,1,0.213062294
5,5,2,220,1,1.7,1.4140476,0.5461707,2,0.8002922,1,0.271285525
1,1,2,221,1,0.5,0.9019698,0.05291,1,0.8585132,1,0.206024252
3,1,2,222,1,0.5,0.5259418,1.2793975,2,0.7152976,1,0.209179226
1,2,2,223,1,0.8,0.3260886,1.4159068,2,0.4305195,1,0.236798685
3,1,1,224,1,0.5,0.5259472,0.4511821,2,0.8962278,1,0.209179226
3,5,1,225,1,1.7,1.749908,0.5651002,1,0.8205248,1,0.301394682
1,5,2,226,1,1.7,1.2298909,0.8014364,2,0.6202977,1,0.402553711
3,2,2,227,1,0.8,0.8459877,0.6329926,2,0.6497444,1,0.219278848
3,4,1,228,1,1.4,1.1578875,0.6146871,1,1.0518492,1,0.198394794
3,5,2,229,1,1.7,1.0299528,0.7929219,2,0.6601865,1,0.301394682
1,5,1,230,1,1.7,1.1660503,0.8970747,1,1.146873,1,0.402553711
1,3,2,231,1,1.1,0.9338714,0.4554595,2,0.6117494,1,0.170647363
3,2,1,232,1,0.8,1.0379864,0.6007225,1,0.9632105,1,0.219278848
5,4,1,233,1,1.4,1.0619627,0.415959,1,0.9449974,1,0.30338393
5,2,1,234,1,0.8,0.8698919,0.877959,1,0.8200825,1,0.223241954
3,3,1,235,1,1.1,1.078004,0.5687354,1,0.8589571,1,0.187122211
5,5,1,236,1,1.7,1.3418669,0.6160508,1,0.7578984,1,0.271285525
5,2,2,237,1,0.8,1.1739083,0.5066055,2,0.739457,1,0.223241954
5,1,1,238,1,0.5,1.0938535,0.4802813,1,1.2374738,1,0.213062294
1,4,1,239,1,1.4,1.1579298,0.3221061,1,0.8110494,1,0.197426363
1,4,2,240,1,1.4,0.9740201,0.4385141,2,0.5218966,1,0.197426363
1,4,2,241,1,1.4,0.9979478,0.8787794,1,0.831873,1,0.197426363
3,2,2,242,1,0.8,0.9099115,0.3246852,2,0.6235899,1,0.219278848
5,2,1,243,1,0.8,0.8698866,0.3162573,2,0.8009605,1,0.223241954
5,4,1,244,1,1.4,0.9259258,0.5980013,1,0.7972794,1,0.30338393
5,3,1,245,1,1.1,1.1340481,0.5779269,1,0.7372816,1,0.298499253
3,5,2,246,1,1.7,1.1580057,1.3421992,2,0.6863831,1,0.301394682
5,1,1,247,1,0.5,0.4139557,0.3715821,1,1.736489,1,0.213062294
3,4,2,248,1,1.4,1.245989,0.5410309,2,0.7537945,1,0.198394794
1,2,2,249,1,0.8,0.8705532,0.4303903,2,1.3345472,1,0.236798685
5,5,2,250,1,1.7,1.1579738,0.6834432,2,1.3822324,1,0.271285525
3,2,1,251,1,0.8,1.0138838,0.6188817,1,0.9656963,1,0.219278848
1,3,1,252,1,1.1,1.0619677,0.8104246,1,0.7076219,1,0.170647363
1,5,1,253,1,1.7,1.2378463,0.752333,1,0.9329576,1,0.402553711
3,1,2,254,1,0.5,1.1580734,0.1375915,2,0.809594,1,0.209179226
1,1,1,255,1,0.5,0.6379259,0.3988239,1,0.977555,1,0.206024252
3,3,1,256,1,1.1,0.8859012,0.4787236,1,0.7482333,1,0.187122211
3,5,1,257,1,1.7,1.3098962,0.424915,1,0.9358271,1,0.301394682
1,3,2,258,1,1.1,1.0699284,0.8209034,2,0.6693563,1,0.170647363
3,3,2,259,1,1.1,1.1497948,0.4345099,1,0.9273332,1,0.187122211
1,2,1,260,1,0.8,0.8379625,0.8229392,1,0.8009044,1,0.236798685
5,3,2,261,1,1.1,1.1660614,0.5817603,1,1.0198216,1,0.298499253
3,4,1,262,1,1.4,1.3740019,0.3526486,1,1.0399416,1,0.198394794
1,5,2,263,1,1.7,1.1419705,0.6286622,2,0.6580137,1,0.402553711
5,5,1,264,1,1.7,1.6461868,0.6706523,1,0.8143205,1,0.271285525
1,4,1,265,1,1.4,1.3899744,0.7149796,1,1.4987607,1,0.197426363
5,4,2,266,1,1.4,1.4060391,0.6075604,2,1.0111564,1,0.30338393
5,2,2,267,1,0.8,1.2939076,0.48025,2,0.9414175,1,0.223241954
5,1,2,268,1,0.5,0.8699177,0.3701495,2,1.0605216,1,0.213062294
3,1,1,269,1,0.5,0.6299314,0.5377446,1,0.9912969,1,0.209179226
1,1,2,270,1,0.5,0.8219602,0.8119269,2,0.7107345,1,0.206024252
1,5,1,271,1,1.7,1.7419853,0.7638235,1,1.1957613,1,0.402553711
5,4,1,272,1,1.4,1.6780399,0.5124,1,1.1331142,1,0.30338393
3,1,2,273,1,0.5,1.1659316,0.6018927,2,0.6155096,1,0.209179226
3,5,2,274,1,1.7,1.7099507,0.5561513,1,1.0136821,1,0.301394682
5,1,2,275,1,0.5,1.0218995,0.4184469,2,0.7489905,1,0.213062294
5,4,2,276,1,1.4,2.0859846,0.7056507,1,1.0384708,1,0.30338393
5,3,2,277,1,1.1,0.6620437,1.0830025,1,1.393318,1,0.298499253
1,4,1,278,1,1.4,1.4459709,0.4302328,1,0.6636373,1,0.197426363
1,3,1,279,1,1.1,0.9979599,1.1243797,1,0.6115422,1,0.170647363
3,4,1,280,1,1.4,0.9498676,0.501193,1,0.8394379,1,0.198394794
1,4,2,281,1,1.4,1.2299336,0.3720368,2,0.7282169,1,0.197426363
5,2,1,282,1,0.8,1.0459897,0.58125,1,0.8644658,1,0.223241954
1,1,1,283,1,0.5,0.3339163,0.4772385,1,0.4329751,1,0.206024252
5,1,1,284,1,0.5,0.4220059,0.3897232,1,0.8415799,1,0.213062294
1,2,2,285,1,0.8,0.6379066,0.4061619,1,0.7127,1,0.236798685
5,5,1,286,1,1.7,0.8060559,1.2852308,1,0.9417169,1,0.271285525
5,2,2,287,1,0.8,1.102097,0.4425062,2,0.8089649,1,0.223241954
3,2,2,288,1,0.8,1.0059521,0.3818414,2,0.6902067,1,0.219278848
1,2,1,289,1,0.8,0.7659737,0.383028,1,0.7172101,1,0.236798685
3,3,1,290,1,1.1,0.8459792,1.7222612,1,0.7918985,1,0.187122211
3,5,1,291,1,1.7,1.1018544,0.5966793,1,1.4769022,1,0.301394682
3,2,1,292,1,0.8,0.7832778,0.0005893,1,0.9984779,1,0.219278848
5,3,1,293,1,1.1,0.8780108,0.6832721,1,1.0892828,1,0.298499253
3,3,2,294,1,1.1,0.7818088,0.7099853,2,0.7743344,1,0.187122211
3,1,1,295,1,0.5,0.6619548,0.4271519,1,0.8195662,1,0.209179226
5,5,2,296,1,1.7,0.9979239,0.7206838,1,0.8719226,1,0.271285525
1,5,2,297,1,1.7,1.149907,0.7169735,2,1.2784081,1,0.402553711
1,3,2,298,1,1.1,1.0618147,0.675257,2,1.0176746,1,0.170647363
1,1,2,299,1,0.5,0.5417866,0.4548841,2,0.6349321,1,0.206024252
3,4,2,300,1,1.4,0.7979447,0.5731464,2,0.7782992,1,0.198394794
5,5,2,301,1,1.7,1.5100473,0.751293,2,1.1373679,1,0.271285525
3,5,2,302,1,1.7,1.3899584,0.7341714,2,0.701399,1,0.301394682
3,1,2,303,1,0.5,0.8221043,1.2662401,2,0.9308106,1,0.209179226
3,3,2,304,1,1.1,1.117972,0.7915898,2,0.9516568,1,0.187122211
1,5,1,305,1,1.7,1.9019256,0.8845589,1,0.8497151,1,0.402553711
1,3,1,306,1,1.1,0.9578424,0.4783341,1,1.1531131,1,0.170647363
3,5,1,307,1,1.7,1.1339597,1.326059,1,0.6798288,1,0.301394682
5,4,2,308,1,1.4,1.1261243,2.0604272,2,0.8254371,1,0.30338393
5,1,1,309,1,0.5,0.8539225,0.8460273,1,0.7583499,1,0.213062294
5,1,2,310,1,0.5,0.6220424,0.3148847,2,0.8174549,1,0.213062294
1,1,1,311,1,0.5,0.5500835,0.3027094,1,0.6806285,1,0.206024252
1,4,2,312,1,1.4,0.9179571,0.7976472,2,0.765052,1,0.197426363
5,4,1,313,1,1.4,1.0059596,0.6898769,1,0.8661115,1,0.30338393
5,2,2,314,1,0.8,1.1180631,0.7026546,2,1.057983,1,0.223241954
5,2,1,315,1,0.8,0.5978962,0.4947165,1,0.8471345,1,0.223241954
1,3,2,316,1,1.1,1.2539413,0.6118501,1,0.0067536,1,0.170647363
1,1,2,317,1,0.5,0.6460732,1.6261929,2,1.0513513,1,0.206024252
5,5,1,318,1,1.7,1.3499363,0.5686285,2,1.1121766,1,0.271285525
3,3,1,319,1,1.1,1.0138668,0.724937,1,0.7475339,1,0.187122211
3,1,1,320,1,0.5,0.5820131,0.6171652,1,1.0051423,1,0.209179226
3,2,1,321,1,0.8,0.8459741,0.6821113,1,1.1609274,1,0.219278848
1,5,2,322,1,1.7,0.0194069,0.0005852,2,0.7533231,0,0.402553711
3,4,1,323,1,1.4,1.0059705,0.7820341,1,0.8185319,1,0.198394794
3,2,2,324,1,0.8,0.8059316,0.6716328,2,0.6486242,1,0.219278848
1,2,2,325,1,0.8,1.0828829,0.0005842,1,0.8862145,1,0.236798685
3,4,2,326,1,1.4,1.261871,0.4433266,2,0.6353503,1,0.198394794
5,3,1,327,1,1.1,1.23794,0.6241792,1,1.0896883,1,0.298499253
1,4,1,328,1,1.4,1.4379519,0.8545474,1,1.9992771,1,0.197426363
5,3,2,329,1,1.1,0.7019558,0.8680423,1,0.9372502,1,0.298499253
1,2,1,330,1,0.8,0.5738966,2.1021191,1,0.5035512,1,0.236798685
5,2,1,331,1,0.8,0.7499893,0.5162051,1,0.8777375,1,0.223241954
1,5,1,332,1,1.7,1.1100083,0.6426803,1,0.6090138,1,0.402553711
