,NSub,curDur,WMSize,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV
0,1,0.5,1,0.7393169278333334,0.33883873095630135,0.7482513919413573,0.2832116410985392,0.23931692783333336,0.24825139194135726,0.4583132323904896,0.37849798095762893
1,1,0.5,3,0.7239782956249999,0.2954227280545323,0.7851428317790925,0.29594846932393803,0.22397829562499993,0.2851428317790925,0.4080546748980895,0.3769358355515191
2,1,0.5,5,0.673986052875,0.3201435911755412,0.8007916238746178,0.30133043257964764,0.17398605287500002,0.3007916238746178,0.47500032057030744,0.3762906898572004
3,1,0.8,1,0.975966552875,0.24112518164209823,0.9241040595858221,0.27134939924345514,0.17596655287499996,0.12410405958582205,0.24706295613491286,0.2936351122243444
4,1,0.8,3,1.0033147635,0.2715123682661128,0.9286894590539078,0.28456305369320395,0.20331476349999988,0.12868945905390772,0.27061534240656354,0.3064135712093679
5,1,0.8,5,1.013309129875,0.2903589473004313,0.9315546213509476,0.2886489748743636,0.21330912987500006,0.13155462135094753,0.28654527896758364,0.30985727327052776
6,1,1.1,1,1.093962878875,0.23965880128056524,1.065253863249974,0.27738931704698583,-0.0060371211250001,-0.034746136750026135,0.21907397948184812,0.2603973818979648
7,1,1.1,3,0.954640133625,0.27452998355784153,1.0410959197574536,0.28776731225629276,-0.1453598663750001,-0.05890408024254645,0.2875743161094481,0.27640806845476307
8,1,1.1,5,1.0446480323333334,0.22328986523230868,1.0313594603277094,0.29250534285058827,-0.055351967666666724,-0.06864053967229067,0.2137465043930316,0.2836114411144744
9,1,1.4,1,1.085979461,0.23760530644832098,1.1887309117339568,0.29074809081040254,-0.31402053899999993,-0.21126908826604307,0.21879355455721736,0.24458696912852992
10,1,1.4,3,1.2666221402916666,0.32146467197413137,1.1340900031433407,0.2989320863096798,-0.13337785970833327,-0.26590999685665917,0.25379682049463254,0.2635876213361674
11,1,1.4,5,1.1046308445,0.2604207353976244,1.1156067987357317,0.3015767791558696,-0.2953691555,-0.28439320126426826,0.23575363361820775,0.27032533281227167
12,1,1.7,1,1.2206505765833333,0.36178372298364825,1.29773294884129,0.30709410862907516,-0.47934942341666664,-0.40226705115870987,0.29638598459216753,0.23663890856995734
13,1,1.7,3,1.2966292269166666,0.28303068861305525,1.2149476333133482,0.31091930504536663,-0.40337077308333336,-0.48505236668665175,0.21828189796869774,0.25591169242203643
14,1,1.7,5,1.1759859991666668,0.30318292718494544,1.1866556276525067,0.3113569062286446,-0.5240140008333332,-0.5133443723474933,0.25781168092119167,0.2623818561789356
15,2,0.5,1,0.5966580193333334,0.1757675011239632,0.6102351954401336,0.17117843253042805,0.0966580193333334,0.1102351954401336,0.2945866734856833,0.28051222513798996
16,2,0.5,3,0.6175402925,0.2552241524883501,0.6212370624510518,0.17934676601600866,0.11754029249999998,0.12123706245105181,0.4132914978796305,0.2886929593485734
17,2,0.5,5,0.5886295031250001,0.15111701598383928,0.6264894754974119,0.1827536392644871,0.08862950312500006,0.12648947549741185,0.256726880289839,0.29171062948725
18,2,0.8,1,0.8399679239166667,0.15233379202621056,0.8074204776260837,0.18481293733726167,0.0399679239166667,0.007420477626083666,0.18135667766442423,0.22889305195805118
19,2,0.8,3,0.8006361878333333,0.12273158459982637,0.7978123884169547,0.19458780947039353,0.0006361878333333015,-0.002187611583045368,0.15329257715912178,0.24390171460799323
20,2,0.8,5,0.8586272838333334,0.1634082933117972,0.7944204028338001,0.19803163969458468,0.05862728383333338,-0.005579597166199934,0.19031341816004543,0.2492781391164933
21,2,1.1,1,0.8719769305416666,0.25540478659452565,0.9774680940546975,0.20881902773830643,-0.2280230694583335,-0.12253190594530261,0.29290314645809473,0.2136325768671292
22,2,1.1,3,0.9779813487499999,0.22732240380740112,0.9451468659349908,0.21545991286012758,-0.12201865125000022,-0.15485313406500933,0.23244042853982,0.22796447898812308
23,2,1.1,5,0.9746537954583333,0.21264048657671103,0.9316183559923819,0.2186016375314664,-0.12534620454166678,-0.16838164400761824,0.21817027499155875,0.2346471987433167
24,2,1.4,1,1.0746321644166665,0.2114757378497288,1.128857086390212,0.2329093579999993,-0.3253678355833334,-0.2711429136097878,0.1967889523989098,0.20632315711883611
25,2,1.4,3,1.025975323,0.2473824647808337,1.074383758673557,0.23833365769604425,-0.37402467699999997,-0.32561624132644296,0.2411193127505989,0.22183289329530909
26,2,1.4,5,1.0319744434166667,0.2127008449218724,1.0524168168447092,0.24046272595709922,-0.36802555658333325,-0.3475831831552907,0.2061105740348194,0.228486206328439
27,2,1.7,1,1.2991976963043477,0.23178690652986947,1.2676409212223418,0.25819728456981533,-0.4008023036956523,-0.4323590787776581,0.17840772592901172,0.20368329883264158
28,2,1.7,3,1.2126335372916668,0.234137094046091,1.1922952240126696,0.26025770518984775,-0.48736646270833317,-0.5077047759873303,0.19308149316818338,0.21828293861142078
29,2,1.7,5,1.2239719695416666,0.27500289809157263,1.1599525417742615,0.26124474095278516,-0.4760280304583333,-0.5400474582257384,0.22468071568219924,0.2252201978480823
30,3,0.5,1,0.8406534581666666,0.2089479055652332,0.7879022480051826,0.19861717786261035,0.3406534581666666,0.2879022480051826,0.24855414979308577,0.25208352732267353
31,3,0.5,3,0.8319695899583334,0.1999863103251981,0.8063811090559716,0.2032654340153262,0.33196958995833337,0.3063811090559716,0.2403769473535851,0.25207117544369134
32,3,0.5,5,0.8566429723333333,0.21072137497701002,0.8118115376419247,0.2054731317278886,0.3566429723333333,0.3118115376419247,0.2459850623685675,0.25310447339135883
