WMSize,ShortLong,DurLevel,TPresent,NT,NSub,curDur,repDur,WMRP,valid,stdRepDur
3,1,5,2,50,1,1.7,1.1099895,2,1,0.16804318
3,1,2,1,51,1,0.8,1.077875275,1,1,0.243162502
3,1,4,1,52,1,1.4,0.950019569,1,1,0.297183351
3,1,1,1,53,1,0.5,0.758234921,2,1,0.20370057
3,1,3,2,54,1,1.1,0.869826068,2,1,0.20179065
3,1,5,1,55,1,1.7,1.238160887,1,1,0.16804318
3,1,3,1,56,1,1.1,0.790013249,1,1,0.20179065
3,1,5,1,57,1,1.7,0.83788539,1,1,0.16804318
3,1,2,2,58,1,0.8,1.110045794,2,1,0.243162502
3,1,1,2,59,1,0.5,0.709977122,1,1,0.20370057
3,1,2,2,60,1,0.8,0.789975616,2,1,0.243162502
5,1,2,2,61,1,0.8,0.997941161,1,1,0.166516773
5,1,2,2,62,1,0.8,0.645904802,2,1,0.166516773
5,1,2,1,63,1,0.8,1.141855846,1,1,0.166516773
5,1,3,1,64,1,1.1,0.693910679,1,1,0.220131444
5,1,4,2,65,1,1.4,1.013841832,2,1,0.187141287
5,1,1,2,66,1,0.5,0.645855661,2,1,0.206872393
5,1,1,1,67,1,0.5,0.99798377,1,1,0.206872393
5,1,3,1,68,1,1.1,0.886030601,1,1,0.220131444
5,1,3,2,69,1,1.1,0.997963554,2,1,0.220131444
5,1,3,2,70,1,1.1,1.03006285,1,1,0.220131444
5,1,5,2,71,1,1.7,0.966013545,1,1,0.111503789
5,1,4,2,72,1,1.4,0.774071524,2,1,0.187141287
5,1,2,1,73,1,0.8,1.030046055,2,1,0.166516773
5,1,5,1,74,1,1.7,1.062101809,1,1,0.111503789
5,1,5,1,75,1,1.7,1.062061377,1,1,0.111503789
5,1,4,1,76,1,1.4,0.981972377,1,1,0.187141287
5,1,1,2,77,1,0.5,0.821951128,2,1,0.206872393
5,1,5,2,78,1,1.7,1.014103085,2,1,0.111503789
5,1,1,1,79,1,0.5,1.093895999,1,1,0.206872393
5,1,4,1,80,1,1.4,1.078005591,1,1,0.187141287
5,1,4,2,81,1,1.4,1.189973377,2,1,0.187141287
5,1,4,2,82,1,1.4,1.350167239,2,1,0.187141287
5,1,2,1,83,1,0.8,0.934016262,1,1,0.166516773
5,1,5,1,84,1,1.7,1.237890304,1,1,0.111503789
5,1,1,2,85,1,0.5,0.886004165,1,1,0.206872393
5,1,5,2,86,1,1.7,1.109914856,2,1,0.111503789
5,1,3,1,87,1,1.1,0.949863128,2,1,0.220131444
5,1,3,2,88,1,1.1,1.237948774,2,1,0.220131444
5,1,3,2,89,1,1.1,0.709950996,1,1,0.220131444
5,1,1,2,90,1,0.5,0.614011087,2,1,0.206872393
5,1,3,1,91,1,1.1,0.789829439,1,1,0.220131444
5,1,1,1,92,1,0.5,0.837990202,2,1,0.206872393
5,1,5,2,93,1,1.7,1.077989418,2,1,0.111503789
5,1,4,1,94,1,1.4,1.061959675,1,1,0.187141287
5,1,2,1,95,1,0.8,1.158041718,1,1,0.166516773
5,1,5,1,96,1,1.7,1.125887062,1,1,0.111503789
5,1,2,2,97,1,0.8,0.885901841,2,1,0.166516773
5,1,2,2,98,1,0.8,0.82195175,1,1,0.166516773
5,1,1,1,99,1,0.5,0.533904048,1,1,0.206872393
5,1,4,1,100,1,1.4,0.77386843,1,1,0.187141287
3,1,3,1,101,1,1.1,1.077886161,1,1,0.20179065
3,1,2,2,102,1,0.8,0.869834465,2,1,0.243162502
3,1,1,1,103,1,0.5,0.661786501,1,1,0.20370057
3,1,2,2,104,1,0.8,0.806000072,2,1,0.243162502
3,1,5,2,105,1,1.7,1.173885163,1,1,0.16804318
3,1,5,2,106,1,1.7,1.254092038,2,1,0.16804318
3,1,4,1,107,1,1.4,1.078016165,1,1,0.297183351
3,1,4,2,108,1,1.4,1.318035287,1,1,0.297183351
3,1,3,1,109,1,1.1,1.445884461,1,1,0.20179065
3,1,1,2,110,1,0.5,0.789985569,2,1,0.20370057
3,1,5,1,111,1,1.7,1.221872068,1,1,0.16804318
3,1,1,2,112,1,0.5,1.109983591,2,1,0.20370057
3,1,5,1,113,1,1.7,1.046011729,1,1,0.16804318
3,1,4,1,114,1,1.4,1.093892578,1,1,0.297183351
3,1,4,2,115,1,1.4,1.094011075,1,1,0.297183351
3,1,3,2,116,1,1.1,1.158074375,2,1,0.20179065
3,1,2,1,117,1,0.8,0.90201618,2,1,0.243162502
3,1,2,1,118,1,0.8,0.997800893,1,1,0.243162502
3,1,1,1,119,1,0.5,0.853956809,1,1,0.20370057
3,1,3,2,120,1,1.1,1.045964766,1,1,0.20179065
1,1,1,1,121,1,0.5,0.853935349,1,1,0.208368389
1,1,4,1,122,1,1.4,1.046079841,1,1,0.200818709
1,1,1,1,123,1,0.5,0.901869381,1,1,0.208368389
1,1,4,1,124,1,1.4,1.07797169,1,1,0.200818709
1,1,1,2,125,1,0.5,0.821940865,2,1,0.208368389
1,1,5,1,126,1,1.7,0.966010435,1,1,0.22001886
1,1,5,2,127,1,1.7,1.381904513,2,1,0.22001886
1,1,2,1,128,1,0.8,1.109942226,1,1,0.132346632
1,1,4,2,129,1,1.4,1.093997079,2,1,0.200818709
1,1,1,2,130,1,0.5,0.709921139,2,1,0.208368389
1,1,3,1,131,1,1.1,1.125951442,1,1,0.174086976
1,1,2,2,132,1,0.8,0.854036429,2,1,0.132346632
1,1,3,2,133,1,1.1,0.869926215,2,1,0.174086976
1,1,5,1,134,1,1.7,1.014038394,1,1,0.22001886
1,1,2,1,135,1,0.8,0.965960051,1,1,0.132346632
1,1,3,2,136,1,1.1,1.045758251,2,1,0.174086976
1,1,3,1,137,1,1.1,0.854008126,1,1,0.174086976
1,1,2,2,138,1,0.8,0.709944154,1,1,0.132346632
1,1,4,2,139,1,1.4,1.050813499,1,1,0.200818709
1,1,5,2,140,1,1.7,1.237999781,2,1,0.22001886
3,1,3,1,141,1,1.1,0.710005113,1,1,0.20179065
3,1,4,1,142,1,1.4,1.334115103,2,1,0.297183351
3,1,1,1,143,1,0.5,1.157994133,1,1,0.20370057
3,1,2,1,144,1,0.8,1.189963425,1,1,0.243162502
3,1,2,1,145,1,0.8,0.965788992,1,1,0.243162502
3,1,4,2,146,1,1.4,1.030056319,1,1,0.297183351
3,1,2,2,147,1,0.8,0.885990169,2,1,0.243162502
3,1,3,2,148,1,1.1,1.061964651,2,1,0.20179065
3,1,5,2,149,1,1.7,1.125987831,2,1,0.16804318
3,1,1,2,150,1,0.5,1.317978993,1,1,0.20370057
3,1,3,2,151,1,1.1,0.965933614,2,1,0.20179065
3,1,5,1,152,1,1.7,1.189871986,1,1,0.16804318
3,1,3,1,153,1,1.1,1.173961673,1,1,0.20179065
3,1,1,1,154,1,0.5,0.885998256,1,1,0.20370057
3,1,4,1,155,1,1.4,0.981954338,1,1,0.297183351
3,1,2,2,156,1,0.8,1.157895541,1,1,0.243162502
3,1,5,1,157,1,1.7,0.616111997,1,1,0.16804318
3,1,5,2,158,1,1.7,1.222011403,2,1,0.16804318
3,1,4,2,159,1,1.4,1.189863278,1,1,0.297183351
3,1,1,2,160,1,0.5,0.661910597,1,1,0.20370057
1,1,5,1,161,1,1.7,1.349933356,1,1,0.22001886
1,1,5,2,162,1,1.7,1.685903894,2,1,0.22001886
1,1,4,1,163,1,1.4,1.189991727,1,1,0.200818709
1,1,2,2,164,1,0.8,0.998013005,2,1,0.132346632
1,1,5,1,165,1,1.7,0.982017785,1,1,0.22001886
1,1,3,2,166,1,1.1,1.286066617,1,1,0.174086976
1,1,1,2,167,1,0.5,0.438066463,2,1,0.208368389
1,1,2,1,168,1,0.8,0.997980349,1,1,0.132346632
1,1,3,2,169,1,1.1,1.157880612,2,1,0.174086976
1,1,5,2,170,1,1.7,1.621912127,2,1,0.22001886
1,1,1,1,171,1,0.5,0.50198172,1,1,0.208368389
1,1,2,2,172,1,0.8,0.886027491,2,1,0.132346632
1,1,4,2,173,1,1.4,1.045962278,2,1,0.200818709
1,1,4,2,174,1,1.4,0.981890891,2,1,0.200818709
1,1,2,1,175,1,0.8,0.741927752,1,1,0.132346632
1,1,3,1,176,1,1.1,0.773930945,1,1,0.174086976
1,1,1,2,177,1,0.5,0.533916178,2,1,0.208368389
1,1,3,1,178,1,1.1,0.805801333,2,1,0.174086976
1,1,4,1,179,1,1.4,0.901898305,1,1,0.200818709
1,1,1,1,180,1,0.5,0.693946757,1,1,0.208368389
5,1,4,2,181,1,1.4,0.837927066,2,1,0.187141287
5,1,4,1,182,1,1.4,0.774034824,1,1,0.187141287
5,1,2,1,183,1,0.8,0.757943189,1,1,0.166516773
5,1,1,2,184,1,0.5,0.661988973,2,1,0.206872393
5,1,4,1,185,1,1.4,0.88583124,1,1,0.187141287
5,1,5,2,186,1,1.7,1.094050885,1,1,0.111503789
5,1,3,1,187,1,1.1,1.029930979,1,1,0.220131444
5,1,1,1,188,1,0.5,0.901896128,1,1,0.206872393
5,1,5,1,189,1,1.7,1.078066861,1,1,0.111503789
5,1,1,1,190,1,0.5,0.997911925,2,1,0.206872393
5,1,2,2,191,1,0.8,0.725901119,1,1,0.166516773
5,1,5,2,192,1,1.7,1.125887995,2,1,0.111503789
5,1,1,2,193,1,0.5,0.982061638,2,1,0.206872393
5,1,3,2,194,1,1.1,0.981982951,1,1,0.220131444
5,1,2,1,195,1,0.8,1.062066664,1,1,0.166516773
5,1,4,2,196,1,1.4,1.189987062,2,1,0.187141287
5,1,5,1,197,1,1.7,0.934011908,1,1,0.111503789
5,1,2,2,198,1,0.8,0.518094504,2,1,0.166516773
5,1,3,2,199,1,1.1,0.949911025,2,1,0.220131444
5,1,3,1,200,1,1.1,0.709915852,1,1,0.220131444
1,1,3,2,201,1,1.1,1.046017327,2,1,0.174086976
1,1,4,2,202,1,1.4,0.981908619,2,1,0.200818709
1,1,3,1,203,1,1.1,0.725884636,1,1,0.174086976
1,1,5,2,204,1,1.7,1.301965734,2,1,0.22001886
1,1,5,1,205,1,1.7,1.190010388,1,1,0.22001886
1,1,1,1,206,1,0.5,0.901948379,1,1,0.208368389
1,1,1,1,207,1,0.5,0.550008124,1,1,0.208368389
1,1,4,1,208,1,1.4,0.86989418,1,1,0.200818709
1,1,4,1,209,1,1.4,1.029878729,1,1,0.200818709
1,1,3,1,210,1,1.1,0.854020878,1,1,0.174086976
1,1,1,2,211,1,0.5,0.870002724,2,1,0.208368389
1,1,4,2,212,1,1.4,1.013867647,1,1,0.200818709
1,1,2,2,213,1,0.8,0.965935791,2,1,0.132346632
1,1,3,2,214,1,1.1,0.789978105,2,1,0.174086976
1,1,2,1,215,1,0.8,0.918068316,1,1,0.132346632
1,1,2,2,216,1,0.8,0.853991331,2,1,0.132346632
1,1,2,1,217,1,0.8,0.949964208,1,1,0.132346632
1,1,5,1,218,1,1.7,1.061969938,1,1,0.22001886
1,1,1,2,219,1,0.5,0.998050016,2,1,0.208368389
1,1,5,2,220,1,1.7,0.789971884,2,1,0.22001886
1,1,2,1,221,1,0.8,0.950010861,1,1,0.132346632
1,1,4,2,222,1,1.4,1.109967107,2,1,0.200818709
1,1,3,1,223,1,1.1,0.742054336,1,1,0.174086976
1,1,3,2,224,1,1.1,0.934063848,2,1,0.174086976
1,1,5,2,225,1,1.7,1.109939738,1,1,0.22001886
1,1,2,2,226,1,0.8,0.821968856,2,1,0.132346632
1,1,1,1,227,1,0.5,1.093889468,1,1,0.208368389
1,1,1,2,228,1,0.5,0.838033433,2,1,0.208368389
1,1,5,1,229,1,1.7,0.997957334,1,1,0.22001886
1,1,5,1,230,1,1.7,1.046017949,1,1,0.22001886
1,1,4,2,231,1,1.4,0.950040407,1,1,0.200818709
1,1,5,2,232,1,1.7,1.253987537,2,1,0.22001886
1,1,2,2,233,1,0.8,0.950000286,2,1,0.132346632
1,1,4,1,234,1,1.4,0.821984096,1,1,0.200818709
1,1,3,2,235,1,1.1,1.061897472,2,1,0.174086976
1,1,1,1,236,1,0.5,0.741965074,1,1,0.208368389
1,1,4,1,237,1,1.4,1.045950459,1,1,0.200818709
1,1,2,1,238,1,0.8,0.837774046,1,1,0.132346632
1,1,1,2,239,1,0.5,0.710059541,2,1,0.208368389
1,1,3,1,240,1,1.1,0.725976074,1,1,0.174086976
3,1,1,1,241,1,0.5,0.59809331,1,1,0.20370057
3,1,3,2,242,1,1.1,0.869952029,2,1,0.20179065
3,1,4,2,243,1,1.4,0.965951031,2,1,0.297183351
3,1,1,2,244,1,0.5,0.966076682,2,1,0.20370057
3,1,5,1,245,1,1.7,1.077964226,1,1,0.16804318
3,1,3,1,246,1,1.1,1.381904202,1,1,0.20179065
3,1,2,2,247,1,0.8,1.045988092,2,1,0.243162502
3,1,3,2,248,1,1.1,0.981807539,2,1,0.20179065
3,1,4,1,249,1,1.4,0.949821452,1,1,0.297183351
3,1,3,1,250,1,1.1,1.061980202,1,1,0.20179065
3,1,2,2,251,1,0.8,0.75795905,2,1,0.243162502
3,1,4,2,252,1,1.4,1.078085522,2,1,0.297183351
3,1,1,2,253,1,0.5,0.966019455,2,1,0.20370057
3,1,4,1,254,1,1.4,1.221875178,2,1,0.297183351
3,1,1,1,255,1,0.5,0.790005474,2,1,0.20370057
3,1,2,1,256,1,0.8,1.077915085,1,1,0.243162502
3,1,5,1,257,1,1.7,0.918071738,1,1,0.16804318
3,1,2,1,258,1,0.8,0.19787535,1,1,0.243162502
3,1,5,2,259,1,1.7,1.365891565,2,1,0.16804318
3,1,5,2,260,1,1.7,1.142047431,2,1,0.16804318
5,1,4,1,261,1,1.4,0.742016703,1,1,0.187141287
5,1,4,2,262,1,1.4,0.838038098,1,1,0.187141287
5,1,2,2,263,1,0.8,0.902126591,1,1,0.166516773
5,1,2,1,264,1,0.8,0.966007947,1,1,0.166516773
5,1,5,1,265,1,1.7,0.949924398,2,1,0.111503789
5,1,1,2,266,1,0.5,0.854007504,2,1,0.206872393
5,1,4,2,267,1,1.4,1.270053047,1,1,0.187141287
5,1,3,2,268,1,1.1,1.077996571,2,1,0.220131444
5,1,4,1,269,1,1.4,0.965964405,2,1,0.187141287
5,1,5,1,270,1,1.7,1.029991005,1,1,0.111503789
5,1,5,2,271,1,1.7,1.029948707,1,1,0.111503789
5,1,3,2,272,1,1.1,1.045830407,2,1,0.220131444
5,1,1,1,273,1,0.5,1.013848675,1,1,0.206872393
5,1,2,2,274,1,0.8,1.109938183,2,1,0.166516773
5,1,1,1,275,1,0.5,0.630103655,1,1,0.206872393
5,1,3,1,276,1,1.1,0.982073146,2,1,0.220131444
5,1,1,2,277,1,0.5,0.805894638,2,1,0.206872393
5,1,2,1,278,1,0.8,0.774055351,1,1,0.166516773
5,1,5,2,279,1,1.7,0.933956858,2,1,0.111503789
5,1,3,1,280,1,1.1,0.933892789,1,1,0.220131444
5,1,1,1,281,1,0.5,0.150007875,1,1,0.206872393
5,1,1,2,282,1,0.5,0.742027277,2,1,0.206872393
5,1,5,2,283,1,1.7,0.853945612,2,1,0.111503789
5,1,3,1,284,1,1.1,0.949955811,1,1,0.220131444
5,1,4,2,285,1,1.4,0.853910467,2,1,0.187141287
5,1,5,1,286,1,1.7,0.806084357,1,1,0.111503789
5,1,2,1,287,1,0.8,0.869991528,1,1,0.166516773
5,1,5,1,288,1,1.7,1.093854634,2,1,0.111503789
5,1,2,2,289,1,0.8,0.773826754,1,1,0.166516773
5,1,2,1,290,1,0.8,1.093993036,2,1,0.166516773
5,1,3,2,291,1,1.1,0.98196118,2,1,0.220131444
5,1,1,1,292,1,0.5,0.82203728,1,1,0.206872393
5,1,4,2,293,1,1.4,1.093916526,2,1,0.187141287
5,1,4,1,294,1,1.4,1.061922042,1,1,0.187141287
5,1,3,2,295,1,1.1,0.085964791,2,0,0.220131444
5,1,1,2,296,1,0.5,0.869922482,2,1,0.206872393
5,1,3,1,297,1,1.1,0.918069561,2,1,0.220131444
5,1,2,2,298,1,0.8,0.789877335,2,1,0.166516773
5,1,5,2,299,1,1.7,0.902096422,2,1,0.111503789
5,1,4,1,300,1,1.4,1.011002571,1,1,0.187141287
5,1,1,1,301,1,0.5,0.485895372,2,1,0.206872393
5,1,1,2,302,1,0.5,0.725981983,2,1,0.206872393
5,1,2,1,303,1,0.8,0.917989941,1,1,0.166516773
5,1,4,2,304,1,1.4,0.933900876,2,1,0.187141287
5,1,5,2,305,1,1.7,0.997948003,2,1,0.111503789
5,1,3,1,306,1,1.1,0.805851096,2,1,0.220131444
5,1,1,2,307,1,0.5,0.725958346,1,1,0.206872393
5,1,3,2,308,1,1.1,1.029852603,2,1,0.220131444
5,1,5,1,309,1,1.7,1.301803694,1,1,0.111503789
5,1,3,1,310,1,1.1,0.805953109,1,1,0.220131444
5,1,4,1,311,1,1.4,1.030033926,1,1,0.187141287
5,1,4,2,312,1,1.4,0.533529274,1,1,0.187141287
5,1,2,2,313,1,0.8,1.030023973,1,1,0.166516773
5,1,5,2,314,1,1.7,1.077961116,1,1,0.111503789
5,1,3,2,315,1,1.1,1.126018621,1,1,0.220131444
5,1,2,2,316,1,0.8,1.013989254,2,1,0.166516773
5,1,2,1,317,1,0.8,1.09397593,2,1,0.166516773
5,1,4,1,318,1,1.4,1.06185393,1,1,0.187141287
5,1,5,1,319,1,1.7,1.06180821,1,1,0.111503789
5,1,1,1,320,1,0.5,0.901999696,1,1,0.206872393
1,1,1,1,321,1,0.5,0.70990932,1,1,0.208368389
1,1,1,2,322,1,0.5,0.726014018,2,1,0.208368389
1,1,2,2,323,1,0.8,0.693998696,2,1,0.132346632
1,1,4,2,324,1,1.4,0.918044057,2,1,0.200818709
1,1,4,1,325,1,1.4,0.885973064,1,1,0.200818709
1,1,5,1,326,1,1.7,1.365854554,1,1,0.22001886
1,1,2,2,327,1,0.8,1.301947384,1,1,0.132346632
1,1,5,1,328,1,1.7,0.917903789,1,1,0.22001886
1,1,3,1,329,1,1.1,1.029982608,1,1,0.174086976
1,1,4,1,330,1,1.4,1.317900617,1,1,0.200818709
1,1,3,2,331,1,1.1,1.20578572,2,1,0.174086976
1,1,5,2,332,1,1.7,1.157913269,2,1,0.22001886
1,1,1,1,333,1,0.5,0.08596759,1,0,0.208368389
1,1,4,2,334,1,1.4,0.26209789,2,1,0.200818709
1,1,5,2,335,1,1.7,0.917835988,2,1,0.22001886
1,1,3,1,336,1,1.1,1.157917623,2,1,0.174086976
1,1,1,2,337,1,0.5,0.549915441,2,1,0.208368389
1,1,3,2,338,1,1.1,0.950035742,2,1,0.174086976
1,1,2,1,339,1,0.8,0.933905541,1,1,0.132346632
1,1,2,1,340,1,0.8,0.9498821,1,1,0.132346632
3,1,2,2,341,1,0.8,0.597951487,2,1,0.243162502
3,1,4,1,342,1,1.4,0.821903854,1,1,0.297183351
3,1,5,1,343,1,1.7,1.094063947,1,1,0.16804318
3,1,1,1,344,1,0.5,1.173972247,1,1,0.20370057
3,1,4,2,345,1,1.4,0.149986415,2,1,0.297183351
3,1,3,1,346,1,1.1,0.725957413,2,1,0.20179065
3,1,3,1,347,1,1.1,0.885865452,1,1,0.20179065
3,1,2,1,348,1,0.8,1.077930014,2,1,0.243162502
3,1,3,2,349,1,1.1,0.757998238,2,1,0.20179065
3,1,2,2,350,1,0.8,0.997933074,2,1,0.243162502
3,1,1,1,351,1,0.5,0.757891249,2,1,0.20370057
3,1,5,1,352,1,1.7,1.333965505,2,1,0.16804318
3,1,4,1,353,1,1.4,1.237991073,1,1,0.297183351
3,1,1,2,354,1,0.5,0.662081966,2,1,0.20370057
3,1,4,2,355,1,1.4,0.838097813,1,1,0.297183351
3,1,3,2,356,1,1.1,0.933956547,2,1,0.20179065
3,1,5,2,357,1,1.7,1.126026708,1,1,0.16804318
3,1,2,1,358,1,0.8,1.029907031,1,1,0.243162502
3,1,5,2,359,1,1.7,1.269868926,1,1,0.16804318
3,1,1,2,360,1,0.5,0.645949899,1,1,0.20370057
1,1,3,1,1,2,1.1,1.157898592,1,1,0.153095983
1,1,4,2,2,2,1.4,1.173789839,2,1,0.237383053
1,1,5,2,3,2,1.7,0.838116128,2,1,0.250657307
1,1,1,2,4,2,0.5,0.869997835,2,1,0.19461152
1,1,5,1,5,2,1.7,1.749882462,1,1,0.250657307
1,1,2,2,6,2,0.8,0.709994016,2,1,0.187858607
1,1,2,2,7,2,0.8,0.885876953,2,1,0.187858607
1,1,2,1,8,2,0.8,0.96585507,1,1,0.187858607
1,1,1,2,9,2,0.5,0.582003774,2,1,0.19461152
1,1,4,2,10,2,1.4,0.821932527,2,1,0.237383053
1,1,4,1,11,2,1.4,1.398062471,1,1,0.237383053
1,1,3,2,12,2,1.1,0.997983101,2,1,0.153095983
1,1,5,1,13,2,1.7,1.301880538,1,1,0.250657307
1,1,4,1,14,2,1.4,1.317789202,1,1,0.237383053
1,1,1,1,15,2,0.5,0.901994618,1,1,0.19461152
1,1,5,2,16,2,1.7,1.013962987,2,1,0.250657307
1,1,1,1,17,2,0.5,0.853935842,1,1,0.19461152
1,1,2,1,18,2,0.8,0.8700759,1,1,0.187858607
1,1,3,1,19,2,1.1,0.965876219,1,1,0.153095983
1,1,3,2,20,2,1.1,0.854070511,1,1,0.153095983
1,1,4,1,21,2,1.4,0.709944254,1,1,0.237383053
1,1,1,2,22,2,0.5,0.693993914,2,1,0.19461152
1,1,4,1,23,2,1.4,0.997961952,1,1,0.237383053
1,1,3,1,24,2,1.1,1.061993461,1,1,0.153095983
1,1,4,2,25,2,1.4,1.429890996,2,1,0.237383053
1,1,2,1,26,2,0.8,1.110017093,1,1,0.187858607
1,1,1,2,27,2,0.5,0.581912336,2,1,0.19461152
1,1,3,2,28,2,1.1,1.109832662,2,1,0.153095983
1,1,5,1,29,2,1.7,1.686048135,1,1,0.250657307
1,1,3,1,30,2,1.1,1.237973434,1,1,0.153095983
1,1,3,2,31,2,1.1,1.333902824,2,1,0.153095983
1,1,2,1,32,2,0.8,1.397956416,1,1,0.187858607
1,1,1,1,33,2,0.5,1.109914148,1,1,0.19461152
1,1,1,1,34,2,0.5,0.774053206,1,1,0.19461152
1,1,5,2,35,2,1.7,1.429866737,2,1,0.250657307
1,1,5,2,36,2,1.7,1.862018467,1,1,0.250657307
1,1,5,1,37,2,1.7,1.36598949,1,1,0.250657307
1,1,4,2,38,2,1.4,1.078147204,2,1,0.237383053
1,1,2,2,39,2,0.8,0.869923192,2,1,0.187858607
1,1,2,2,40,2,0.8,0.710042845,2,1,0.187858607
5,1,1,1,41,2,0.5,0.597947583,2,1,0.202500396
5,1,3,1,42,2,1.1,1.221860434,2,1,0.23286548
5,1,4,1,43,2,1.4,1.141957894,1,1,0.182288897
5,1,3,2,44,2,1.1,1.061905133,2,1,0.23286548
5,1,2,1,45,2,0.8,0.774111365,2,1,0.119938828
5,1,4,2,46,2,1.4,1.590026374,1,1,0.182288897
5,1,5,2,47,2,1.7,1.365932264,2,1,0.241821036
5,1,2,2,48,2,0.8,0.789983952,2,1,0.119938828
5,1,4,2,49,2,1.4,1.429880421,2,1,0.182288897
5,1,2,1,50,2,0.8,1.029881603,1,1,0.119938828
5,1,3,1,51,2,1.1,1.03005857,2,1,0.23286548
5,1,1,1,52,2,0.5,0.902001461,2,1,0.202500396
5,1,4,1,53,2,1.4,1.254044759,2,1,0.182288897
5,1,1,2,54,2,0.5,0.518003055,2,1,0.202500396
5,1,5,2,55,2,1.7,0.933988913,2,1,0.241821036
5,1,2,2,56,2,0.8,0.806114057,2,1,0.119938828
5,1,5,1,57,2,1.7,1.269997898,2,1,0.241821036
5,1,1,2,58,2,0.5,0.565954532,2,1,0.202500396
5,1,3,2,59,2,1.1,0.662082971,1,1,0.23286548
5,1,5,1,60,2,1.7,1.222042377,1,1,0.241821036
3,1,2,2,61,2,0.8,0.965892081,2,1,0.184703988
3,1,3,2,62,2,1.1,1.045905653,2,1,0.152437399
3,1,3,1,63,2,1.1,1.094012948,1,1,0.152437399
3,1,1,1,64,2,0.5,1.013955834,2,1,0.190124792
3,1,3,1,65,2,1.1,1.029863564,2,1,0.152437399
3,1,2,2,66,2,0.8,0.869979175,2,1,0.184703988
3,1,5,2,67,2,1.7,1.365987624,1,1,0.317769679
3,1,1,1,68,2,0.5,0.998011092,1,1,0.190124792
3,1,5,2,69,2,1.7,1.5099817,2,1,0.317769679
3,1,4,1,70,2,1.4,1.493947075,1,1,0.302735821
3,1,2,1,71,2,0.8,1.173959342,2,1,0.184703988
3,1,4,2,72,2,1.4,1.269959021,2,1,0.302735821
3,1,3,2,73,2,1.1,1.301880227,1,1,0.152437399
3,1,1,2,74,2,0.5,0.53397641,2,1,0.190124792
