,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],0.913,0.186,0.584,1.274,0.006,0.004,1077.0,1562.0,1.0
epsilon[1],0.766,0.159,0.484,1.07,0.005,0.003,1120.0,1718.0,1.0
epsilon[2],0.801,0.166,0.494,1.107,0.005,0.003,1111.0,1611.0,1.0
epsilon[3],0.541,0.127,0.304,0.779,0.003,0.002,1337.0,2523.0,1.0
epsilon[4],1.877,0.366,1.224,2.578,0.011,0.008,1029.0,1553.0,1.0
epsilon[5],0.595,0.126,0.362,0.829,0.004,0.003,1153.0,1770.0,1.0
epsilon[6],0.856,0.178,0.538,1.191,0.005,0.004,1071.0,1489.0,1.0
epsilon[7],0.306,0.141,0.02,0.542,0.003,0.002,2226.0,1810.0,1.0
epsilon[8],0.787,0.162,0.497,1.087,0.005,0.003,1071.0,1680.0,1.0
epsilon[9],1.117,0.226,0.709,1.541,0.007,0.005,1067.0,1634.0,1.0
epsilon[10],0.575,0.132,0.325,0.819,0.004,0.003,1268.0,2170.0,1.0
epsilon[11],0.651,0.136,0.412,0.916,0.004,0.003,1103.0,1769.0,1.0
epsilon[12],0.779,0.175,0.479,1.13,0.005,0.003,1216.0,2103.0,1.0
epsilon[13],0.82,0.163,0.529,1.129,0.005,0.004,1041.0,1577.0,1.0
epsilon[14],0.712,0.159,0.426,1.01,0.005,0.003,1195.0,1947.0,1.0
epsilon[15],0.908,0.188,0.561,1.264,0.006,0.004,1116.0,1787.0,1.0
epsilon[16],0.604,0.137,0.354,0.861,0.004,0.003,1230.0,2247.0,1.0
epsilon[17],1.023,0.208,0.642,1.417,0.006,0.004,1076.0,1623.0,1.0
k_r,-0.012,0.004,-0.02,-0.004,0.0,0.0,2230.0,2744.0,1.0
k_s,0.047,0.012,0.027,0.07,0.0,0.0,1346.0,1947.0,1.0
l_s,0.039,0.009,0.024,0.055,0.0,0.0,1152.0,1926.0,1.0
mu_p[0],0.113,0.017,0.08,0.143,0.0,0.0,10613.0,6974.0,1.0
mu_p[1],-0.159,0.023,-0.203,-0.116,0.0,0.0,10485.0,5062.0,1.0
mu_p[2],-0.152,0.015,-0.179,-0.124,0.0,0.0,11130.0,6074.0,1.0
mu_p[3],0.066,0.03,0.01,0.123,0.0,0.0,10520.0,5985.0,1.0
mu_p[4],0.035,0.027,-0.014,0.086,0.0,0.0,11611.0,5656.0,1.0
mu_p[5],-0.064,0.028,-0.118,-0.013,0.0,0.0,9520.0,6072.0,1.0
mu_p[6],0.042,0.028,-0.01,0.093,0.0,0.0,8760.0,5815.0,1.0
mu_p[7],-0.232,0.034,-0.296,-0.171,0.0,0.0,8536.0,6425.0,1.0
mu_p[8],-0.069,0.022,-0.11,-0.027,0.0,0.0,9268.0,5910.0,1.0
mu_p[9],0.107,0.025,0.059,0.152,0.0,0.0,9454.0,6835.0,1.0
mu_p[10],-0.073,0.025,-0.119,-0.025,0.0,0.0,10151.0,6409.0,1.0
mu_p[11],-0.102,0.046,-0.183,-0.013,0.0,0.0,9440.0,6103.0,1.0
