,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_p[12],0.059,0.023,0.016,0.101,0.0,0.0,10286.0,5970.0,1.0
mu_p[13],0.38,0.03,0.323,0.433,0.0,0.0,10836.0,6009.0,1.0
mu_p[14],-0.24,0.029,-0.296,-0.188,0.0,0.0,8862.0,5996.0,1.0
mu_p[15],0.053,0.022,0.011,0.094,0.0,0.0,9580.0,6413.0,1.0
mu_p[16],-0.176,0.021,-0.216,-0.136,0.0,0.0,10003.0,6283.0,1.0
mu_p[17],-0.151,0.028,-0.205,-0.1,0.0,0.0,8377.0,6140.0,1.0
sig_n,0.134,0.028,0.086,0.183,0.001,0.001,972.0,1474.0,1.0
sig_p[0],0.273,0.012,0.252,0.298,0.0,0.0,9112.0,6496.0,1.0
sig_p[1],0.289,0.013,0.265,0.313,0.0,0.0,7976.0,5035.0,1.0
sig_p[2],0.229,0.01,0.209,0.247,0.0,0.0,7839.0,5824.0,1.0
sig_p[3],0.419,0.018,0.386,0.453,0.0,0.0,8993.0,6290.0,1.0
sig_p[4],0.317,0.018,0.284,0.352,0.0,0.0,9207.0,6098.0,1.0
sig_p[5],0.328,0.016,0.3,0.358,0.0,0.0,8542.0,5588.0,1.0
sig_p[6],0.364,0.017,0.334,0.397,0.0,0.0,8747.0,6183.0,1.0
sig_p[7],0.445,0.017,0.414,0.479,0.0,0.0,7663.0,6304.0,1.0
sig_p[8],0.292,0.013,0.267,0.317,0.0,0.0,8050.0,6376.0,1.0
sig_p[9],0.353,0.016,0.323,0.382,0.0,0.0,9791.0,6445.0,1.0
sig_p[10],0.362,0.014,0.333,0.387,0.0,0.0,9148.0,6148.0,1.0
sig_p[11],0.387,0.025,0.341,0.434,0.0,0.0,8246.0,6740.0,1.0
sig_p[12],0.351,0.014,0.324,0.377,0.0,0.0,8988.0,6452.0,1.0
sig_p[13],0.232,0.016,0.203,0.261,0.0,0.0,8129.0,5963.0,1.0
sig_p[14],0.382,0.015,0.354,0.41,0.0,0.0,8216.0,6045.0,1.0
sig_p[15],0.338,0.015,0.31,0.367,0.0,0.0,8345.0,6202.0,1.0
sig_p[16],0.317,0.012,0.295,0.34,0.0,0.0,7683.0,5654.0,1.0
sig_p[17],0.306,0.017,0.276,0.339,0.0,0.0,6707.0,4758.0,1.0
sig_s[0],0.22,0.01,0.201,0.239,0.0,0.0,9079.0,6308.0,1.0
sig_s[1],0.205,0.01,0.187,0.224,0.0,0.0,8634.0,6154.0,1.0
sig_s[2],0.24,0.013,0.217,0.264,0.0,0.0,8089.0,6411.0,1.0
sig_s[3],0.238,0.008,0.222,0.254,0.0,0.0,8603.0,5369.0,1.0
sig_s[4],0.252,0.018,0.219,0.286,0.0,0.0,9357.0,5739.0,1.0
sig_s[5],0.177,0.007,0.163,0.19,0.0,0.0,8929.0,5718.0,1.0
sig_s[6],0.215,0.009,0.197,0.232,0.0,0.0,9414.0,6425.0,1.0
sig_s[7],0.27,0.01,0.251,0.288,0.0,0.0,5156.0,5343.0,1.0
sig_s[8],0.193,0.009,0.177,0.21,0.0,0.0,8593.0,6104.0,1.0
sig_s[9],0.247,0.012,0.224,0.27,0.0,0.0,9538.0,6052.0,1.0
sig_s[10],0.231,0.009,0.214,0.248,0.0,0.0,9096.0,6838.0,1.0
sig_s[11],0.161,0.007,0.149,0.174,0.0,0.0,8755.0,6579.0,1.0
sig_s[12],0.252,0.012,0.229,0.274,0.0,0.0,8732.0,6672.0,1.0
sig_s[13],0.098,0.006,0.086,0.111,0.0,0.0,7965.0,5424.0,1.0
sig_s[14],0.273,0.012,0.251,0.295,0.0,0.0,9705.0,5823.0,1.0
sig_s[15],0.248,0.011,0.227,0.269,0.0,0.0,8686.0,6439.0,1.0
sig_s[16],0.249,0.01,0.229,0.269,0.0,0.0,7750.0,6085.0,1.0
sig_s[17],0.207,0.012,0.185,0.23,0.0,0.0,8355.0,5534.0,1.0
