"","WMSize","DurLevel","TPresent","NT","NSub","curDur","repDur","repWaitTime","WMRP","WMRTTest","Crr","repBias","Exp","gap","Gap","valid","log_RP","log_dur"
"1",5,3,2,1,1,1.1,1.045568,1.7658354,-1,2.0000529,1,0.240999682,"Exp6a",4,3.6,1,0.0445602784219064,0.0953101798043249
"2",5,4,1,2,1,1.4,1.1492646,0.4286895,1,0.9112825,1,0.176417641,"Exp6a",4,3.3,1,0.139122259560856,0.336472236621213
"3",5,3,1,3,1,1.1,1.1730681,0.4790468,1,0.8429359,1,0.240999682,"Exp6a",4,3.6,1,0.159622624252123,0.0953101798043249
"4",1,1,2,4,1,0.5,1.0059073,0.4371885,1,0.7312703,1,0.251073956,"Exp6a",4,4.2,1,0.00588992031444486,-0.693147180559945
"5",1,2,1,5,1,0.8,0.7979458,0.5159218,1,0.8884794,1,0.182591042,"Exp6a",4,3.9,1,-0.225714603638481,-0.22314355131421
"6",1,1,1,6,1,0.5,0.6698994,0.5522984,1,0.8414175,1,0.251073956,"Exp6a",4,4.2,1,-0.400627727124384,-0.693147180559945
"7",3,4,2,7,1,1.4,0.677849,0.3756158,2,1.1580121,1,0.250268231,"Exp6a",4,3.3,1,-0.388830729710464,0.336472236621213
"8",5,1,1,8,1,0.5,0.6778729,0.4465109,2,1.0156967,1,0.228112683,"Exp6a",4,4.2,1,-0.388795471741993,-0.693147180559945
"9",3,3,1,9,1,1.1,1.1578165,0.6184408,1,1.1392711,1,0.200196574,"Exp6a",4,3.6,1,0.146535903727225,0.0953101798043249
"10",5,4,2,10,1,1.4,1.021982,1.1562802,2,1.5654263,1,0.176417641,"Exp6a",4,3.3,1,0.0217438791019485,0.336472236621213
"11",3,5,1,11,1,1.7,1.0859972,0.638942,1,0.9596798,1,0.194654411,"Exp6a",4,3,1,0.0824986432395433,0.53062825106217
"12",1,5,2,12,1,1.7,1.3179149,0.7311404,2,1.2602251,1,0.22008172,"Exp6a",4,3,1,0.276050866469188,0.53062825106217
"13",3,4,1,13,1,1.4,1.0539456,0.9704642,1,1.0188756,1,0.250268231,"Exp6a",4,3.3,1,0.0525408358839531,0.336472236621213
"14",5,5,1,14,1,1.7,1.2699978,0.6347694,1,1.003878,1,0.268332432,"Exp6a",4,3,1,0.239015168185535,0.53062825106217
"15",3,2,2,15,1,0.8,0.8459741,0.5914118,1,1.3045279,1,0.247844287,"Exp6a",4,3.9,1,-0.167266534501762,-0.22314355131421
"16",5,2,2,16,1,0.8,0.9819245,0.4230019,2,0.9921661,1,0.159266172,"Exp6a",4,3.9,1,-0.0182408574937775,-0.22314355131421
"17",3,3,2,17,1,1.1,0.9099019,0.6638513,2,1.3049339,1,0.200196574,"Exp6a",4,3.6,1,-0.094418487480118,0.0953101798043249
"18",1,2,2,18,1,0.8,0.7178894,0.6181659,2,0.7949671,1,0.182591042,"Exp6a",4,3.9,1,-0.331439760796352,-0.22314355131421
"19",3,1,2,19,1,0.5,0.6378067,0.5896434,2,1.0307587,1,0.228186494,"Exp6a",4,4.2,1,-0.449720019600898,-0.693147180559945
"20",5,5,2,20,1,1.7,0.9578337,0.5578343,1,1.7350226,1,0.268332432,"Exp6a",4,3,1,-0.043081106894102,0.53062825106217
"21",3,2,1,21,1,0.8,0.8620728,0.5422198,1,1.5037878,1,0.247844287,"Exp6a",4,3.9,1,-0.148415557128166,-0.22314355131421
"22",1,3,1,22,1,1.1,0.8699424,0.4792154,1,1.0557283,1,0.249775444,"Exp6a",4,3.6,1,-0.139328276421833,0.0953101798043249
"23",1,5,1,23,1,1.7,1.4299442,0.4503527,1,0.8835589,1,0.22008172,"Exp6a",4,3,1,0.357635422531457,0.53062825106217
"24",5,1,2,24,1,0.5,0.221901,0.6884137,2,0.9854566,1,0.228112683,"Exp6a",4,4.2,1,-1.50552394251927,-0.693147180559945
"25",3,1,1,25,1,0.5,0.6698734,0.6131879,1,1.0221768,1,0.228186494,"Exp6a",4,4.2,1,-0.400666539675293,-0.693147180559945
"26",1,4,1,26,1,1.4,0.8940432,0.4829398,1,0.7162405,1,0.243876451,"Exp6a",4,3.3,1,-0.112001182828449,0.336472236621213
"27",1,3,2,27,1,1.1,0.9499208,0.8848847,2,1.4456809,1,0.249775444,"Exp6a",4,3.6,1,-0.0513766662839431,0.0953101798043249
"28",5,2,1,28,1,0.8,0.9898735,0.4288719,1,1.0141404,1,0.159266172,"Exp6a",4,3.9,1,-0.010178121795555,-0.22314355131421
"29",3,5,2,29,1,1.7,1.4299198,0.6614272,2,0.9261542,1,0.194654411,"Exp6a",4,3,1,0.35761835878297,0.53062825106217
"30",1,4,2,30,1,1.4,1.5499577,0.5790914,2,0.7242134,1,0.243876451,"Exp6a",4,3.3,1,0.438227640236187,0.336472236621213
"31",3,3,2,31,1,1.1,1.118006,0.711066,2,0.8482646,1,0.200196574,"Exp6a",4,3.6,1,0.111546741444804,0.0953101798043249
"32",3,4,1,32,1,1.4,1.1098703,0.5753156,1,0.9925054,1,0.250268231,"Exp6a",4,3.3,1,0.104243161650271,0.336472236621213
"33",5,3,2,33,1,1.1,1.1419689,0.5332224,2,0.8703735,1,0.240999682,"Exp6a",4,3.6,1,0.132753877938302,0.0953101798043249
"34",1,3,1,34,1,1.1,1.0780062,0.6115499,1,0.7643883,1,0.249775444,"Exp6a",4,3.6,1,0.0751132238617318,0.0953101798043249
"35",5,1,1,35,1,0.5,0.4780612,0.3850147,1,1.4579974,1,0.228112683,"Exp6a",4,4.2,1,-0.738016521213463,-0.693147180559945
"36",3,1,2,36,1,0.5,0.3979704,0.4792771,1,0.8163535,1,0.228186494,"Exp6a",4,4.2,1,-0.92137764832272,-0.693147180559945
"37",5,2,2,37,1,0.8,0.9579222,0.5649823,1,0.9501594,1,0.159266172,"Exp6a",4,3.9,1,-0.0429887151650066,-0.22314355131421
"38",1,1,1,38,1,0.5,0.4060852,0.6651817,1,0.7141869,1,0.251073956,"Exp6a",4,4.2,1,-0.901192289179552,-0.693147180559945
"39",1,4,1,39,1,1.4,1.2300413,0.5593428,1,0.9445509,1,0.243876451,"Exp6a",4,3.3,1,0.207047746056396,0.336472236621213
"40",5,4,2,40,1,1.4,1.6458855,0.6011072,2,1.0983037,1,0.176417641,"Exp6a",4,3.3,1,0.498278537259348,0.336472236621213
"41",3,5,1,41,1,1.7,1.3259456,1.9421908,1,0.7993085,1,0.194654411,"Exp6a",4,3,1,0.282125865281071,0.53062825106217
"42",1,5,1,42,1,1.7,1.4939031,0.5084653,1,0.7977467,1,0.22008172,"Exp6a",4,3,1,0.40139222516941,0.53062825106217
"43",5,1,2,43,1,0.5,0.9418469,1.0295332,2,0.8625547,1,0.228112683,"Exp6a",4,4.2,1,-0.0599125441539213,-0.693147180559945
"44",3,4,2,44,1,1.4,1.0861122,0.8316848,2,0.8880564,1,0.250268231,"Exp6a",4,3.3,1,0.0826045310922524,0.336472236621213
"45",3,3,1,45,1,1.1,1.2299409,0.7001677,2,1.9572135,1,0.200196574,"Exp6a",4,3.6,1,0.206966119449459,0.0953101798043249
"46",3,5,2,46,1,1.7,1.1018892,0.4961389,2,1.049233,1,0.194654411,"Exp6a",4,3,1,0.0970261612111794,0.53062825106217
"47",1,2,2,47,1,0.8,0.8698358,0.9053077,2,0.9946672,1,0.182591042,"Exp6a",4,3.9,1,-0.139450820778502,-0.22314355131421
"48",1,1,2,48,1,0.5,0.6298738,0.7395414,2,0.9408993,1,0.251073956,"Exp6a",4,4.2,1,-0.462235797123098,-0.693147180559945
"49",1,4,2,49,1,1.4,1.15789,0.606099,2,0.7911269,1,0.243876451,"Exp6a",4,3.3,1,0.146599383274417,0.336472236621213
"50",1,5,2,50,1,1.7,1.2939595,0.7207189,1,0.9217202,1,0.22008172,"Exp6a",4,3,1,0.257706897289061,0.53062825106217
"51",3,2,1,51,1,0.8,1.1420725,0.6809573,2,1.5300769,1,0.247844287,"Exp6a",4,3.9,1,0.132844594332559,-0.22314355131421
"52",5,5,2,52,1,1.7,0.9900041,0.601316,2,1.05039,1,0.268332432,"Exp6a",4,3,1,-0.0100461944479356,0.53062825106217
"53",3,1,1,53,1,0.5,0.7738811,0.586941,1,1.0200831,1,0.228186494,"Exp6a",4,4.2,1,-0.256337034763857,-0.693147180559945
"54",1,2,1,54,1,0.8,0.7980722,1.1495987,1,1.1669293,1,0.182591042,"Exp6a",4,3.9,1,-0.225556209434576,-0.22314355131421
"55",5,5,1,55,1,1.7,1.5259763,0.4570522,1,1.154272,1,0.268332432,"Exp6a",4,3,1,0.422634401942185,0.53062825106217
"56",5,2,1,56,1,0.8,0.8620434,0.6991769,2,1.676199,1,0.159266172,"Exp6a",4,3.9,1,-0.148449661558021,-0.22314355131421
"57",1,3,2,57,1,1.1,1.070029,0.4621378,2,0.8952563,1,0.249775444,"Exp6a",4,3.6,1,0.0676857509102787,0.0953101798043249
"58",5,4,1,58,1,1.4,1.3339426,0.6180536,1,1.6832968,1,0.176417641,"Exp6a",4,3.3,1,0.288138918081923,0.336472236621213
"59",3,2,2,59,1,0.8,0.9660342,0.373664,2,0.9344949,1,0.247844287,"Exp6a",4,3.9,1,-0.0345560416696082,-0.22314355131421
"60",5,3,1,60,1,1.1,0.9019696,0.4572804,2,1.0907399,1,0.240999682,"Exp6a",4,3.6,1,-0.103174462369952,0.0953101798043249
"61",5,4,2,61,1,1.4,1.1898324,0.6553796,2,1.40051,1,0.176417641,"Exp6a",4,3.3,1,0.173812456868372,0.336472236621213
"62",3,2,2,62,1,0.8,1.0299183,0.7108024,2,1.6399043,1,0.247844287,"Exp6a",4,3.9,1,0.0294794787071666,-0.22314355131421
"63",5,3,1,63,1,1.1,0.9580615,0.7941395,1,1.3155252,1,0.240999682,"Exp6a",4,3.6,1,-0.0428433068295959,0.0953101798043249
"64",3,1,2,64,1,0.5,0.654133,0.4134102,2,0.9025555,1,0.228186494,"Exp6a",4,4.2,1,-0.424444584286203,-0.693147180559945
"65",3,3,1,65,1,1.1,0.7819042,0.4843416,1,1.0932058,1,0.200196574,"Exp6a",4,3.6,1,-0.246023052335209,0.0953101798043249
"66",1,2,2,66,1,0.8,0.9017558,0.8829684,2,0.7881701,1,0.182591042,"Exp6a",4,3.9,1,-0.103411527281275,-0.22314355131421
"67",5,2,1,67,1,0.8,0.990074,0.7487659,1,1.0938878,1,0.159266172,"Exp6a",4,3.9,1,-0.00997559117220725,-0.22314355131421
"68",1,5,1,68,1,1.7,1.197953,0.6804424,-1,2.0000412,1,0.22008172,"Exp6a",4,3,1,0.180614266870238,0.53062825106217
"69",3,4,1,69,1,1.4,1.0538342,0.7427381,1,0.9359022,1,0.250268231,"Exp6a",4,3.3,1,0.0524351322425161,0.336472236621213
"70",1,1,1,70,1,0.5,0.9979431,0.5762864,1,0.7931306,1,0.251073956,"Exp6a",4,4.2,1,-0.00205901832409069,-0.693147180559945
"71",5,4,1,71,1,1.4,1.1658714,0.6105723,1,0.7719252,1,0.176417641,"Exp6a",4,3.3,1,0.153468790250538,0.336472236621213
"72",1,4,1,72,1,1.4,1.1739336,0.5164911,1,0.9974652,1,0.243876451,"Exp6a",4,3.3,1,0.160360161032973,0.336472236621213
"73",3,3,2,73,1,1.1,1.3018783,0.5060304,1,1.0348188,1,0.200196574,"Exp6a",4,3.6,1,0.263808067835456,0.0953101798043249
"74",1,5,2,74,1,1.7,0.9980791,1.0269192,2,1.004191,1,0.22008172,"Exp6a",4,3,1,-0.00192274729442932,0.53062825106217
"75",3,4,2,75,1,1.4,1.4138491,0.5070383,1,0.7882095,1,0.250268231,"Exp6a",4,3.3,1,0.346315843250558,0.336472236621213
"76",3,5,2,76,1,1.7,1.4858961,0.4634193,2,1.1761294,1,0.194654411,"Exp6a",4,3,1,0.396018024604804,0.53062825106217
"77",1,1,2,77,1,0.5,0.4059715,0.5702648,1,0.5313718,1,0.251073956,"Exp6a",4,4.2,1,-0.901472318888667,-0.693147180559945
"78",5,1,1,78,1,0.5,0.6058661,0.724369,1,1.1173375,1,0.228112683,"Exp6a",4,4.2,1,-0.501096274423148,-0.693147180559945
"79",5,5,2,79,1,1.7,1.5178188,0.5683054,2,1.4735629,1,0.268332432,"Exp6a",4,3,1,0.417274304259628,0.53062825106217
"80",3,1,1,80,1,0.5,1.1899508,0.6461862,1,1.3192348,1,0.228186494,"Exp6a",4,4.2,1,0.173911961730914,-0.693147180559945
"81",1,4,2,81,1,1.4,1.1658438,0.5048249,2,0.8094411,1,0.243876451,"Exp6a",4,3.3,1,0.153445116690404,0.336472236621213
"82",1,3,2,82,1,1.1,1.1498421,0.3590243,2,0.6321582,1,0.249775444,"Exp6a",4,3.6,1,0.139624628600228,0.0953101798043249
"83",3,5,1,83,1,1.7,1.0857558,0.6277348,1,1.3728792,1,0.194654411,"Exp6a",4,3,1,0.082276334348068,0.53062825106217
"84",5,3,2,84,1,1.1,1.1579997,0.6078797,2,1.2890295,1,0.240999682,"Exp6a",4,3.6,1,0.146694120083412,0.0953101798043249
"85",5,1,2,85,1,0.5,0.4539083,0.60288,2,1.4516812,1,0.228112683,"Exp6a",4,4.2,1,-0.789860083720832,-0.693147180559945
"86",3,2,1,86,1,0.8,0.9340264,0.6333353,1,1.2982581,1,0.247844287,"Exp6a",4,3.9,1,-0.0682505756281315,-0.22314355131421
"87",5,5,1,87,1,1.7,0.8779069,0.5875904,2,1.1886132,1,0.268332432,"Exp6a",4,3,1,-0.130214727415751,0.53062825106217
"88",1,2,1,88,1,0.8,0.9898324,1.0664991,1,1.0352879,1,0.182591042,"Exp6a",4,3.9,1,-0.0102196431144599,-0.22314355131421
"89",5,2,2,89,1,0.8,1.0860068,0.4653941,1,1.2908141,1,0.159266172,"Exp6a",4,3.9,1,0.0825074830022695,-0.22314355131421
"90",1,3,1,90,1,1.1,0.8938347,0.6526763,1,0.7660406,1,0.249775444,"Exp6a",4,3.6,1,-0.11223442023347,0.0953101798043249
"91",5,3,1,91,1,1.1,0.9499402,0.6236003,1,0.8966902,1,0.240999682,"Exp6a",4,3.6,1,-0.0513562437372403,0.0953101798043249
"92",5,2,1,92,1,0.8,1.04592,0.4897732,1,0.9870836,1,0.159266172,"Exp6a",4,3.9,1,0.0448968808822823,-0.22314355131421
"93",1,5,2,93,1,1.7,1.4059662,0.5897035,2,1.2867057,1,0.22008172,"Exp6a",4,3,1,0.340724753270209,0.53062825106217
"94",5,5,1,94,1,1.7,1.6540129,0.4390056,1,1.248151,1,0.268332432,"Exp6a",4,3,1,0.503204395845571,0.53062825106217
"95",1,1,2,95,1,0.5,0.4539013,0.3726963,2,1.1818221,1,0.251073956,"Exp6a",4,4.2,1,-0.789875505456843,-0.693147180559945
"96",5,2,2,96,1,0.8,0.7420427,0.5007568,2,1.0934203,1,0.159266172,"Exp6a",4,3.9,1,-0.29834849030072,-0.22314355131421
"97",3,4,1,97,1,1.4,1.3340464,0.8043171,-1,2.0000496,1,0.250268231,"Exp6a",4,3.3,1,0.288216729497227,0.336472236621213
"98",5,4,2,98,1,1.4,1.2619587,0.4960638,1,1.0732463,1,0.176417641,"Exp6a",4,3.3,1,0.232665037751507,0.336472236621213
"99",5,1,2,99,1,0.5,1.0139986,0.3628895,1,1.0679005,1,0.228112683,"Exp6a",4,4.2,1,0.0139015244974269,-0.693147180559945
"100",3,3,2,100,1,1.1,0.8939441,0.629102,1,1.7104717,1,0.200196574,"Exp6a",4,3.6,1,-0.112112033727783,0.0953101798043249
"101",3,5,1,101,1,1.7,1.4459417,0.4269075,1,0.9078274,1,0.194654411,"Exp6a",4,3,1,0.368760804804827,0.53062825106217
"102",3,3,1,102,1,1.1,1.3179482,0.4811239,1,1.1703355,1,0.200196574,"Exp6a",4,3.6,1,0.276076133335287,0.0953101798043249
"103",1,1,1,103,1,0.5,0.6938049,0.3944609,1,0.8590849,1,0.251073956,"Exp6a",4,4.2,1,-0.365564481917377,-0.693147180559945
"104",3,1,2,104,1,0.5,0.4459051,0.447625,2,0.9607699,1,0.228186494,"Exp6a",4,4.2,1,-0.807649129872064,-0.693147180559945
"105",3,5,2,105,1,1.7,1.1258546,0.6291982,2,1.2063088,1,0.194654411,"Exp6a",4,3,1,0.118542391717024,0.53062825106217
"106",3,1,1,106,1,0.5,0.4619405,0.528011,1,0.8570448,1,0.228186494,"Exp6a",4,4.2,1,-0.772319184073057,-0.693147180559945
"107",1,2,1,107,1,0.8,0.9419414,0.3611597,1,0.602184,1,0.182591042,"Exp6a",4,3.9,1,-0.0598122144087166,-0.22314355131421
"108",5,4,1,108,1,1.4,1.405785,0.5345232,1,1.0316547,1,0.176417641,"Exp6a",4,3.3,1,0.34059586562165,0.336472236621213
"109",1,4,2,109,1,1.4,1.2139261,0.5779785,2,0.8993611,1,0.243876451,"Exp6a",4,3.3,1,0.193859817637839,0.336472236621213
"110",5,3,2,110,1,1.1,1.0060515,0.459182,1,0.9083985,1,0.240999682,"Exp6a",4,3.6,1,0.00603326321018104,0.0953101798043249
"111",1,4,1,111,1,1.4,1.2700084,0.5934619,1,0.6344982,1,0.243876451,"Exp6a",4,3.3,1,0.239023514621855,0.336472236621213
"112",1,3,2,112,1,1.1,0.8298902,0.7437715,2,0.9050099,1,0.249775444,"Exp6a",4,3.6,1,-0.186461876099102,0.0953101798043249
"113",3,4,2,113,1,1.4,1.1579411,0.4579352,1,0.7873544,1,0.250268231,"Exp6a",4,3.3,1,0.14664351429935,0.336472236621213
"114",3,2,2,114,1,0.8,0.9499914,0.7065459,2,0.9079101,1,0.247844287,"Exp6a",4,3.9,1,-0.0513023470601048,-0.22314355131421
"115",3,2,1,115,1,0.8,0.6938004,0.5696253,1,1.2108605,1,0.247844287,"Exp6a",4,3.9,1,-0.365570967911629,-0.22314355131421
"116",5,5,2,116,1,1.7,1.3659164,0.5280756,1,1.0731076,1,0.268332432,"Exp6a",4,3,1,0.311825558690114,0.53062825106217
"117",5,1,1,117,1,0.5,0.5979869,0.3256607,1,0.9183148,1,0.228112683,"Exp6a",4,4.2,1,-0.514186431625968,-0.693147180559945
"118",1,2,2,118,1,0.8,0.6619033,0.4174964,2,0.7624817,1,0.182591042,"Exp6a",4,3.9,1,-0.412635806222309,-0.22314355131421
"119",1,5,1,119,1,1.7,1.3658276,0.583401,1,1.0406727,1,0.22008172,"Exp6a",4,3,1,0.311760545277415,0.53062825106217
"120",1,3,1,120,1,1.1,1.2780748,0.4985177,1,1.2439013,1,0.249775444,"Exp6a",4,3.6,1,0.245354883194077,0.0953101798043249
"121",1,2,2,121,1,0.8,0.830028,0.404595,2,0.5897485,1,0.182591042,"Exp6a",4,3.9,1,-0.186295843820745,-0.22314355131421
"122",5,3,1,122,1,1.1,0.717944,0.4924294,2,1.0374859,1,0.240999682,"Exp6a",4,3.6,1,-0.331363707404606,0.0953101798043249
"123",3,2,1,123,1,0.8,0.8939784,0.4293947,2,1.2063366,1,0.247844287,"Exp6a",4,3.9,1,-0.112073665174332,-0.22314355131421
"124",5,1,2,124,1,0.5,0.5659738,0.5532116,1,1.1945341,1,0.228112683,"Exp6a",4,4.2,1,-0.569207491603008,-0.693147180559945
"125",1,5,2,125,1,1.7,1.5418007,0.3974818,1,0.8947641,1,0.22008172,"Exp6a",4,3,1,0.43295101905771,0.53062825106217
"126",5,3,2,126,1,1.1,1.4218563,0.4167013,1,1.5057741,1,0.240999682,"Exp6a",4,3.6,1,0.351963271422343,0.0953101798043249
"127",3,1,1,127,1,0.5,0.4378554,0.4244097,1,0.9931688,1,0.228186494,"Exp6a",4,4.2,1,-0.825866560099204,-0.693147180559945
"128",1,4,1,128,1,1.4,0.9578827,0.4311322,1,0.7759964,1,0.243876451,"Exp6a",4,3.3,1,-0.0430299510967088,0.336472236621213
"129",1,5,1,129,1,1.7,1.710008,0.5369855,1,1.0180984,1,0.22008172,"Exp6a",4,3,1,0.536498048866198,0.53062825106217
"130",1,1,2,130,1,0.5,0.7338941,0.4243763,2,0.4492756,1,0.251073956,"Exp6a",4,4.2,1,-0.309390538705838,-0.693147180559945
"131",5,4,1,131,1,1.4,1.2057602,0.531235,1,0.9963223,1,0.176417641,"Exp6a",4,3.3,1,0.187110239396226,0.336472236621213
"132",3,5,2,132,1,1.7,1.6058555,0.4708404,2,1.0720178,1,0.194654411,"Exp6a",4,3,1,0.473656636383169,0.53062825106217
"133",5,5,2,133,1,1.7,1.7019246,0.4690955,2,0.8860569,1,0.268332432,"Exp6a",4,3,1,0.53175972834731,0.53062825106217
"134",3,4,1,134,1,1.4,1.5099157,1.0318243,1,1.5925864,1,0.250268231,"Exp6a",4,3.3,1,0.412053821453833,0.336472236621213
"135",5,2,1,135,1,0.8,1.0540655,0.5154176,1,1.340654,1,0.159266172,"Exp6a",4,3.9,1,0.0526545924008228,-0.22314355131421
"136",3,1,2,136,1,0.5,0.6538096,0.4941412,2,0.8073252,1,0.228186494,"Exp6a",4,4.2,1,-0.424939101410411,-0.693147180559945
"137",3,3,1,137,1,1.1,1.1658729,0.4008974,1,0.9061203,1,0.200196574,"Exp6a",4,3.6,1,0.15347007684101,0.0953101798043249
"138",3,2,2,138,1,0.8,0.9820216,0.6911138,-1,2.0000767,1,0.247844287,"Exp6a",4,3.9,1,-0.0181419749428977,-0.22314355131421
"139",1,3,2,139,1,1.1,1.2778293,0.3134314,2,0.5866132,1,0.249775444,"Exp6a",4,3.6,1,0.245162778959216,0.0953101798043249
"140",5,4,2,140,1,1.4,1.2859388,0.5065736,2,1.2435504,1,0.176417641,"Exp6a",4,3.3,1,0.251489035258443,0.336472236621213
"141",3,4,2,141,1,1.4,1.4460514,0.605317,2,1.0463414,1,0.250268231,"Exp6a",4,3.3,1,0.368836669439533,0.336472236621213
"142",5,5,1,142,1,1.7,1.7498572,0.6526903,1,0.933922,1,0.268332432,"Exp6a",4,3,1,0.559534184605961,0.53062825106217
"143",1,1,1,143,1,0.5,0.9499128,1.470023,2,0.703091,1,0.251073956,"Exp6a",4,4.2,1,-0.0513850880741463,-0.693147180559945
"144",5,2,2,144,1,0.8,1.0539177,0.5905299,1,1.0554533,1,0.159266172,"Exp6a",4,3.9,1,0.0525143635790349,-0.22314355131421
"145",3,5,1,145,1,1.7,1.3021199,0.837791,1,1.2230608,1,0.194654411,"Exp6a",4,3,1,0.263993628640139,0.53062825106217
"146",3,3,2,146,1,1.1,1.4059177,0.3855669,2,0.9549244,1,0.200196574,"Exp6a",4,3.6,1,0.340690256824602,0.0953101798043249
"147",1,3,1,147,1,1.1,1.2059306,0.5232262,2,0.7081217,1,0.249775444,"Exp6a",4,3.6,1,0.187251551043875,0.0953101798043249
"148",5,1,1,148,1,0.5,0.3258446,0.4469022,1,0.8401176,1,0.228112683,"Exp6a",4,4.2,1,-1.12133469838342,-0.693147180559945
"149",1,4,2,149,1,1.4,1.1097888,0.5209412,2,0.6980931,1,0.243876451,"Exp6a",4,3.3,1,0.104169726950288,0.336472236621213
"150",1,2,1,150,1,0.8,1.2299322,0.5048328,1,0.7699245,1,0.182591042,"Exp6a",4,3.9,1,0.206959045913836,-0.22314355131421
"151",1,3,1,151,1,1.1,1.3978241,0.3804509,1,0.821401,1,0.249775444,"Exp6a",4,3.6,1,0.334916813291571,0.0953101798043249
"152",1,4,2,152,1,1.4,1.4298966,0.3267549,2,1.0317902,1,0.243876451,"Exp6a",4,3.3,1,0.357602133965181,0.336472236621213
"153",1,2,1,153,1,0.8,1.1978565,0.4577064,1,1.2748057,1,0.182591042,"Exp6a",4,3.9,1,0.180533709547085,-0.22314355131421
"154",3,1,2,154,1,0.5,0.3579864,0.4964562,2,0.8976281,1,0.228186494,"Exp6a",4,4.2,1,-1.02726028212985,-0.693147180559945
"155",3,3,2,155,1,1.1,1.229907,0.4474081,2,1.0486158,1,0.200196574,"Exp6a",4,3.6,1,0.206938556769667,0.0953101798043249
"156",3,2,2,156,1,0.8,1.0859647,0.5738854,1,1.1267989,1,0.247844287,"Exp6a",4,3.9,1,0.0824687163794059,-0.22314355131421
"157",5,3,2,157,1,1.1,1.1978735,0.4768813,1,0.9979719,1,0.240999682,"Exp6a",4,3.6,1,0.180547901463537,0.0953101798043249
"158",3,1,1,158,1,0.5,0.8299583,0.5153364,1,0.868275,1,0.228186494,"Exp6a",4,4.2,1,-0.186379820417468,-0.693147180559945
"159",5,1,1,159,1,0.5,0.5580909,0.6705986,1,1.2158786,1,0.228112683,"Exp6a",4,4.2,1,-0.583233426642309,-0.693147180559945
"160",3,4,2,160,1,1.4,1.4380684,0.7260939,2,1.6153965,1,0.250268231,"Exp6a",4,3.3,1,0.363300824231603,0.336472236621213
"161",3,4,1,161,1,1.4,1.2379215,0.4916875,1,1.4762908,1,0.250268231,"Exp6a",4,3.3,1,0.213433763528238,0.336472236621213
"162",5,2,2,162,1,0.8,1.0938562,0.4235627,1,0.8565552,1,0.159266172,"Exp6a",4,3.9,1,0.0897092511189219,-0.22314355131421
"163",1,1,1,163,1,0.5,0.6858212,0.3641572,1,0.6772121,1,0.251073956,"Exp6a",4,4.2,1,-0.377138326628542,-0.693147180559945
"164",3,5,2,164,1,1.7,1.3898008,0.5149883,2,1.3478006,1,0.194654411,"Exp6a",4,3,1,0.329160427520316,0.53062825106217
"165",1,5,2,165,1,1.7,1.6940586,0.4398109,2,0.8569685,1,0.22008172,"Exp6a",4,3,1,0.527127188311597,0.53062825106217
"166",5,5,1,166,1,1.7,1.6379307,0.5722069,1,1.5010261,1,0.268332432,"Exp6a",4,3,1,0.493433676843574,0.53062825106217
"167",3,2,1,167,1,0.8,1.029833,0.5332539,1,0.9583509,1,0.247844287,"Exp6a",4,3.9,1,0.0293966531737647,-0.22314355131421
"168",3,3,1,168,1,1.1,1.1899475,0.4394688,1,1.1044351,1,0.200196574,"Exp6a",4,3.6,1,0.173909188503167,0.0953101798043249
"169",1,3,2,169,1,1.1,1.4540244,0.446972,2,0.8322006,1,0.249775444,"Exp6a",4,3.6,1,0.374335160263508,0.0953101798043249
"170",1,2,2,170,1,0.8,0.8138771,0.6439615,2,0.933182,1,0.182591042,"Exp6a",4,3.9,1,-0.20594590717963,-0.22314355131421
"171",5,2,1,171,1,0.8,1.0059022,0.514863,1,0.9160525,1,0.159266172,"Exp6a",4,3.9,1,0.00588485025189659,-0.22314355131421
"172",5,4,2,172,1,1.4,1.0859764,0.6467399,2,1.0157167,1,0.176417641,"Exp6a",4,3.3,1,0.0824794901522309,0.336472236621213
"173",5,5,2,173,1,1.7,1.6939939,0.8426972,2,1.8276817,1,0.268332432,"Exp6a",4,3,1,0.527088995278869,0.53062825106217
"174",1,1,2,174,1,0.5,1.1100027,0.5266052,2,0.7438979,1,0.251073956,"Exp6a",4,4.2,1,0.104362447753717,-0.693147180559945
"175",5,1,2,175,1,0.5,0.4540939,0.4385703,1,0.9117207,1,0.228112683,"Exp6a",4,4.2,1,-0.789451274132959,-0.693147180559945
"176",5,3,1,176,1,1.1,0.8619551,0.6922292,1,1.5494449,1,0.240999682,"Exp6a",4,3.6,1,-0.148552097842133,0.0953101798043249
"177",3,5,1,177,1,1.7,1.4298445,0.5910282,1,1.072111,1,0.194654411,"Exp6a",4,3,1,0.357565697100315,0.53062825106217
"178",5,4,1,178,1,1.4,1.2538609,0.5996864,2,1.9923911,1,0.176417641,"Exp6a",4,3.3,1,0.226227511018219,0.336472236621213
"179",1,5,1,179,1,1.7,1.646071,0.5588914,1,0.8722106,1,0.22008172,"Exp6a",4,3,1,0.498391236197014,0.53062825106217
"180",1,4,1,180,1,1.4,1.7020296,0.4475438,1,0.7289221,1,0.243876451,"Exp6a",4,3.3,1,0.531821421304303,0.336472236621213
"181",3,1,2,181,1,0.5,0.7100479,0.4613114,2,0.7983164,1,0.228186494,"Exp6a",4,4.2,1,-0.34242284643369,-0.693147180559945
