"","WMSize","DurLevel","TPresent","NT","NSub","curDur","repDur","repWaitTime","WMRP","WMRTTest","Crr","repBias","Exp","gap","Gap","valid","log_RP","log_dur"
"5334",1,1,1,294,15,0.5,0.6619711,0.3495362,1,0.6786284,1,0.206738857,"Exp6a",4,4.2,1,-0.412533379587186,-0.693147180559945
"5335",5,2,1,295,15,0.8,0.3979396,0.4700401,1,0.8871692,1,0.225326911,"Exp6a",4,3.9,1,-0.9214550440082,-0.22314355131421
"5336",3,4,1,296,15,1.4,0.7499664,0.8845214,1,0.6695145,1,0.295587834,"Exp6a",4,3.3,1,-0.287726873455331,0.336472236621213
"5337",1,5,1,297,15,1.7,1.4139072,0.4765153,1,0.5254414,1,0.332459272,"Exp6a",4,3,1,0.346356935900591,0.53062825106217
"5338",5,1,2,298,15,0.5,1.0380936,0.7379361,2,0.7870678,1,0.251083136,"Exp6a",4,4.2,1,0.037385954088724,-0.693147180559945
"5339",5,1,1,299,15,0.5,0.6859131,0.6922862,2,0.8293048,1,0.251083136,"Exp6a",4,4.2,1,-0.377004335665222,-0.693147180559945
"5340",5,5,1,300,15,1.7,1.7257855,0.5505462,2,1.1673214,1,0.359650788,"Exp6a",4,3,1,0.545682309156206,0.53062825106217
"5341",1,1,1,301,15,0.5,0.3740014,0.7320698,1,0.5493626,1,0.206738857,"Exp6a",4,4.2,1,-0.983495738259103,-0.693147180559945
"5342",3,4,2,302,15,1.4,0.4778804,1.0646137,2,0.6815348,1,0.295587834,"Exp6a",4,3.3,1,-0.738394787003248,0.336472236621213
"5343",5,5,1,303,15,1.7,0.7340439,0.5084073,1,0.701374,1,0.359650788,"Exp6a",4,3,1,-0.309186442891819,0.53062825106217
"5344",3,1,1,304,15,0.5,0.8378535,0.3639898,1,1.2530287,1,0.189695365,"Exp6a",4,4.2,1,-0.176912014785413,-0.693147180559945
"5345",1,3,1,305,15,1.1,0.7097608,0.7009297,1,1.4059386,1,0.282016467,"Exp6a",4,3.6,1,-0.342827267119256,0.0953101798043249
"5346",1,1,2,306,15,0.5,0.4779173,0.6376636,2,0.4948486,1,0.206738857,"Exp6a",4,4.2,1,-0.738317574011381,-0.693147180559945
"5347",5,2,2,307,15,0.8,0.5899476,1.6819036,2,0.5788457,1,0.225326911,"Exp6a",4,3.9,1,-0.527721559585852,-0.22314355131421
"5348",5,1,2,308,15,0.5,0.4699242,1.7845356,2,0.5933155,1,0.251083136,"Exp6a",4,4.2,1,-0.755183873880246,-0.693147180559945
"5349",5,4,1,309,15,1.4,0.7659156,0.759306,1,0.8483357,1,0.302276937,"Exp6a",4,3.3,1,-0.266683298079737,0.336472236621213
"5350",1,4,1,310,15,1.4,1.12593,0.5950567,1,0.4760439,1,0.22181083,"Exp6a",4,3.3,1,0.118609360822353,0.336472236621213
"5351",3,4,1,311,15,1.4,0.8458528,0.6311706,1,0.6559835,1,0.295587834,"Exp6a",4,3.3,1,-0.167409929786715,0.336472236621213
"5352",1,2,2,312,15,0.8,0.5899351,0.781318,2,0.6062929,1,0.242772159,"Exp6a",4,3.9,1,-0.527742748132816,-0.22314355131421
"5353",3,2,1,313,15,0.8,0.7981074,0.6310738,1,0.6080867,1,0.298581125,"Exp6a",4,3.9,1,-0.225512104122109,-0.22314355131421
"5354",5,2,1,314,15,0.8,0.9179686,0.5346837,1,0.6077274,1,0.225326911,"Exp6a",4,3.9,1,-0.0855920937396722,-0.22314355131421
"5355",5,3,1,315,15,1.1,0.6618875,0.653986,1,0.6149754,1,0.275921729,"Exp6a",4,3.6,1,-0.412659677063534,0.0953101798043249
"5356",3,3,2,316,15,1.1,0.6860786,0.8580109,2,0.8193711,1,0.178404579,"Exp6a",4,3.6,1,-0.376763080560249,0.0953101798043249
"5357",5,1,1,317,15,0.5,0.6218505,0.5977651,2,0.6947795,1,0.251083136,"Exp6a",4,4.2,1,-0.475055568830286,-0.693147180559945
"5358",3,1,2,318,15,0.5,0.7820031,0.6938522,2,0.598939,1,0.189695365,"Exp6a",4,4.2,1,-0.24589657425031,-0.693147180559945
"5359",1,5,1,319,15,1.7,1.8778166,0.4521227,1,0.6929571,1,0.332459272,"Exp6a",4,3,1,0.630109718935306,0.53062825106217
"5360",5,3,2,320,15,1.1,1.1660073,0.7440512,2,0.7371349,1,0.275921729,"Exp6a",4,3.6,1,0.153585348629114,0.0953101798043249
"5361",1,5,2,321,15,1.7,1.2939766,0.4882108,2,0.8654968,1,0.332459272,"Exp6a",4,3,1,0.257720112453068,0.53062825106217
"5362",3,2,2,322,15,0.8,1.013932,0.5702734,2,0.6753106,1,0.298581125,"Exp6a",4,3.9,1,0.0138358417763082,-0.22314355131421
"5363",1,2,1,323,15,0.8,0.9899181,0.7324922,1,0.6851053,1,0.242772159,"Exp6a",4,3.9,1,-0.0101330665483183,-0.22314355131421
"5364",3,5,1,324,15,1.7,1.2060614,0.7285968,1,0.5539349,1,0.400103122,"Exp6a",4,3,1,0.187360009115152,0.53062825106217
"5365",5,5,2,325,15,1.7,1.6139494,0.644562,2,1.1975837,1,0.359650788,"Exp6a",4,3,1,0.478684218674778,0.53062825106217
"5366",5,4,2,326,15,1.4,1.2859197,0.6033036,2,0.7643722,1,0.302276937,"Exp6a",4,3.3,1,0.251474182186238,0.336472236621213
"5367",3,5,2,327,15,1.7,1.7339673,0.6086091,2,0.6255355,1,0.400103122,"Exp6a",4,3,1,0.550412020049045,0.53062825106217
"5368",1,4,2,328,15,1.4,1.4298662,0.515967,2,0.5649319,1,0.22181083,"Exp6a",4,3.3,1,0.357580873460638,0.336472236621213
"5369",1,3,2,329,15,1.1,1.2860491,0.5828191,2,0.7117996,1,0.282016467,"Exp6a",4,3.6,1,0.251574805490929,0.0953101798043249
"5370",3,3,1,330,15,1.1,1.1739053,0.6372462,2,0.5982636,1,0.178404579,"Exp6a",4,3.6,1,0.160336053757127,0.0953101798043249
"5371",1,3,1,331,15,1.1,0.9260186,0.4303713,1,0.5597793,1,0.282016467,"Exp6a",4,3.6,1,-0.076860958144598,0.0953101798043249
"5372",3,4,1,332,15,1.4,1.0140486,0.4492853,1,0.7144134,1,0.295587834,"Exp6a",4,3.3,1,0.0139508330145167,0.336472236621213
"5373",1,4,1,333,15,1.4,0.9179286,1.0877754,1,0.5527344,1,0.22181083,"Exp6a",4,3.3,1,-0.0856356691642726,0.336472236621213
"5374",5,3,2,334,15,1.1,1.118058,0.7287377,2,0.7058466,1,0.275921729,"Exp6a",4,3.6,1,0.111593251741476,0.0953101798043249
"5375",3,3,1,335,15,1.1,0.9257477,0.5361719,1,0.7769124,1,0.178404579,"Exp6a",4,3.6,1,-0.077153543663551,0.0953101798043249
"5376",5,4,2,336,15,1.4,0.9739634,0.7666658,2,0.9754603,1,0.302276937,"Exp6a",4,3.3,1,-0.0263815530476885,0.336472236621213
"5377",5,3,1,337,15,1.1,1.2621012,0.5861605,2,0.9233769,1,0.275921729,"Exp6a",4,3.6,1,0.232777951078288,0.0953101798043249
"5378",5,1,1,338,15,0.5,0.9820349,1.065854,1,0.8425769,1,0.251083136,"Exp6a",4,4.2,1,-0.0181284315443242,-0.693147180559945
"5379",5,4,1,339,15,1.4,0.7819894,0.6731282,1,0.6582781,1,0.302276937,"Exp6a",4,3.3,1,-0.245914093515908,0.336472236621213
"5380",5,5,1,340,15,1.7,0.9340235,0.9198843,1,0.7209885,1,0.359650788,"Exp6a",4,3,1,-0.0682536804702453,0.53062825106217
"5381",5,2,2,341,15,0.8,0.8780788,0.4650104,2,0.5862171,1,0.225326911,"Exp6a",4,3.9,1,-0.130018939943736,-0.22314355131421
"5382",3,5,2,342,15,1.7,0.7979124,0.6203516,2,0.8614344,1,0.400103122,"Exp6a",4,3,1,-0.225756461994073,0.53062825106217
"5383",3,3,2,343,15,1.1,0.7578822,0.8449559,2,0.65431,1,0.178404579,"Exp6a",4,3.6,1,-0.277227314387967,0.0953101798043249
"5384",3,4,2,344,15,1.4,1.5578849,0.5337184,1,0.6949165,1,0.295587834,"Exp6a",4,3.3,1,0.44332906795445,0.336472236621213
"5385",1,1,1,345,15,0.5,0.3019103,0.5471333,1,0.4522599,1,0.206738857,"Exp6a",4,4.2,1,-1.19762532559395,-0.693147180559945
"5386",5,2,1,346,15,0.8,0.6618882,0.5219246,2,0.7391125,1,0.225326911,"Exp6a",4,3.9,1,-0.412658619482556,-0.22314355131421
"5387",3,2,1,347,15,0.8,0.7741192,0.6512879,1,0.8125815,1,0.298581125,"Exp6a",4,3.9,1,-0.25602941208203,-0.22314355131421
"5388",3,1,1,348,15,0.5,0.7977803,0.7074014,1,0.5084114,1,0.189695365,"Exp6a",4,4.2,1,-0.225922032721196,-0.693147180559945
"5389",3,2,2,349,15,0.8,0.5579601,1.1122267,2,0.8815352,1,0.298581125,"Exp6a",4,3.9,1,-0.583467824533802,-0.22314355131421
"5390",1,1,2,350,15,0.5,0.8538759,0.6140061,2,0.4870053,1,0.206738857,"Exp6a",4,4.2,1,-0.157969411912234,-0.693147180559945
"5391",1,3,2,351,15,1.1,0.8620808,0.5885335,2,0.7419134,1,0.282016467,"Exp6a",4,3.6,1,-0.148406277212501,0.0953101798043249
"5392",1,4,2,352,15,1.4,0.9740629,0.5398347,2,0.6688905,1,0.22181083,"Exp6a",4,3.3,1,-0.026279398369298,0.336472236621213
"5393",1,5,1,353,15,1.7,1.2058694,0.4323989,1,0.7932154,1,0.332459272,"Exp6a",4,3,1,0.187200800567042,0.53062825106217
"5394",5,1,2,354,15,0.5,0.9579913,0.7361501,2,0.6570904,1,0.251083136,"Exp6a",4,4.2,1,-0.0429165824721371,-0.693147180559945
"5395",1,2,1,355,15,0.8,0.645862,0.5733334,1,0.814385,1,0.242772159,"Exp6a",4,3.9,1,-0.437169420311048,-0.22314355131421
"5396",3,1,2,356,15,0.5,0.5819733,0.5815507,2,0.5825518,1,0.189695365,"Exp6a",4,4.2,1,-0.541330708591708,-0.693147180559945
"5397",1,5,2,357,15,1.7,1.3259121,0.5598327,2,0.5926508,1,0.332459272,"Exp6a",4,3,1,0.282100599973658,0.53062825106217
"5398",3,5,1,358,15,1.7,0.8299594,0.7096011,1,0.6625871,1,0.400103122,"Exp6a",4,3,1,-0.186378495050554,0.53062825106217
"5399",5,5,2,359,15,1.7,1.2299669,0.5211136,1,0.7781119,1,0.359650788,"Exp6a",4,3,1,0.206987258453125,0.53062825106217
"5400",1,2,2,360,15,0.8,0.5739479,0.7004114,2,0.7175463,1,0.242772159,"Exp6a",4,3.9,1,-0.555216653332626,-0.22314355131421
"5401",5,1,2,1,16,0.5,0.7095432,0.7697256,2,0.5661905,1,0.257888354,"Exp6a",4,4.2,1,-0.343133896286376,-0.693147180559945
"5402",1,4,1,2,16,1.4,1.4137328,0.5730816,1,0.4954993,1,0.209665157,"Exp6a",4,3.3,1,0.346233582149604,0.336472236621213
"5403",5,3,1,3,16,1.1,1.3576433,0.6785474,1,0.6427321,1,0.303749651,"Exp6a",4,3.6,1,0.305750328949001,0.0953101798043249
"5404",5,1,1,4,16,0.5,0.6378371,0.7339712,2,0.5497597,1,0.257888354,"Exp6a",4,4.2,1,-0.44967235739299,-0.693147180559945
"5405",1,1,1,5,16,0.5,0.5980691,0.6553614,1,0.5176189,1,0.262421558,"Exp6a",4,4.2,1,-0.51404897986764,-0.693147180559945
"5406",5,2,1,6,16,0.8,0.4861798,0.6614497,1,0.5490261,1,0.336939281,"Exp6a",4,3.9,1,-0.721176764651807,-0.22314355131421
"5407",1,3,1,7,16,1.1,1.0778423,0.53758,1,0.4423689,1,0.162351501,"Exp6a",4,3.6,1,0.0749611723606029,0.0953101798043249
"5408",1,4,2,8,16,1.4,1.2858558,0.569821,2,0.5524462,1,0.209665157,"Exp6a",4,3.3,1,0.251424488890682,0.336472236621213
"5409",5,4,2,9,16,1.4,1.2780144,0.824625,2,0.6976396,1,0.22752229,"Exp6a",4,3.3,1,0.245307623497498,0.336472236621213
"5410",3,3,1,10,16,1.1,1.2621316,0.661874,1,0.4551979,1,0.30755226,"Exp6a",4,3.6,1,0.232802037604698,0.0953101798043249
"5411",1,3,2,11,16,1.1,1.3019741,0.6503317,2,0.7949292,1,0.162351501,"Exp6a",4,3.6,1,0.263881651115401,0.0953101798043249
"5412",3,1,1,12,16,0.5,0.4778969,0.4776118,1,0.5107698,1,0.403976367,"Exp6a",4,4.2,1,-0.738360260131765,-0.693147180559945
"5413",3,3,2,13,16,1.1,0.8138653,0.8804334,2,0.505481,1,0.30755226,"Exp6a",4,3.6,1,-0.205960405788255,0.0953101798043249
"5414",3,4,2,14,16,1.4,1.245862,0.9660339,2,0.5914445,1,0.235003198,"Exp6a",4,3.3,1,0.219827659817413,0.336472236621213
"5415",5,4,1,15,16,1.4,1.4459142,0.6385666,1,0.5439119,1,0.22752229,"Exp6a",4,3.3,1,0.368741785876532,0.336472236621213
"5416",5,3,2,16,16,1.1,1.4701997,0.524344,1,0.5255789,1,0.303749651,"Exp6a",4,3.6,1,0.385398241903959,0.0953101798043249
"5417",5,5,1,17,16,1.7,1.9499495,0.6219286,2,0.7192342,1,0.336677296,"Exp6a",4,3,1,0.667803474804414,0.53062825106217
"5418",3,5,2,18,16,1.7,1.1659692,0.7603432,2,0.8494398,1,0.433877241,"Exp6a",4,3,1,0.153552672485076,0.53062825106217
"5419",3,4,1,19,16,1.4,0.910049,1.5088811,1,0.7098461,1,0.235003198,"Exp6a",4,3.3,1,-0.0942568347670473,0.336472236621213
"5420",1,5,2,20,16,1.7,1.6139695,0.8855827,2,0.5027959,1,0.274543924,"Exp6a",4,3,1,0.478696672519266,0.53062825106217
"5421",1,1,2,21,16,0.5,0.4460631,0.634962,2,0.404287,1,0.262421558,"Exp6a",4,4.2,1,-0.807294857148771,-0.693147180559945
"5422",3,1,2,22,16,0.5,0.4139996,0.6251566,2,0.4339623,1,0.403976367,"Exp6a",4,4.2,1,-0.881890271340864,-0.693147180559945
"5423",3,2,1,23,16,0.8,0.6459119,0.7525692,2,0.5857967,1,0.350497837,"Exp6a",4,3.9,1,-0.437092162208799,-0.22314355131421
"5424",1,5,1,24,16,1.7,1.5738532,0.9618985,1,0.5389749,1,0.274543924,"Exp6a",4,3,1,0.45352688008027,0.53062825106217
"5425",5,5,2,25,16,1.7,1.4220296,0.8218124,2,0.6312162,1,0.336677296,"Exp6a",4,3,1,0.352085146916866,0.53062825106217
"5426",3,5,1,26,16,1.7,2.029814,0.6299746,1,0.5346781,1,0.433877241,"Exp6a",4,3,1,0.707944163240049,0.53062825106217
"5427",5,2,2,27,16,0.8,0.90999,0.7888979,1,1.0306803,1,0.336939281,"Exp6a",4,3.9,1,-0.09432166854261,-0.22314355131421
"5428",1,2,2,28,16,0.8,0.9737079,0.7302597,2,0.5874112,1,0.336508702,"Exp6a",4,3.9,1,-0.0266439176483947,-0.22314355131421
"5429",1,2,1,29,16,0.8,1.021951,0.7671543,1,0.5436732,1,0.336508702,"Exp6a",4,3.9,1,0.0217135454266252,-0.22314355131421
"5430",3,2,2,30,16,0.8,0.9020362,0.9526411,2,0.6660718,1,0.350497837,"Exp6a",4,3.9,1,-0.103100626687128,-0.22314355131421
"5431",1,5,2,31,16,1.7,1.3979905,0.7756936,2,0.6728382,1,0.274543924,"Exp6a",4,3,1,0.335035848366498,0.53062825106217
"5432",3,4,1,32,16,1.4,1.1179011,0.5860621,1,0.6751837,1,0.235003198,"Exp6a",4,3.3,1,0.111452909281493,0.336472236621213
"5433",3,5,2,33,16,1.7,2.230041,0.7592348,2,0.7681046,1,0.433877241,"Exp6a",4,3,1,0.802019970953238,0.53062825106217
"5434",1,4,1,34,16,1.4,1.3179241,0.4494036,1,0.4183248,1,0.209665157,"Exp6a",4,3.3,1,0.276057847168692,0.336472236621213
"5435",3,1,1,35,16,0.5,0.5018504,0.6839266,1,0.94124,1,0.403976367,"Exp6a",4,4.2,1,-0.689453211671734,-0.693147180559945
"5436",3,1,2,36,16,0.5,0.3739469,0.4857838,2,0.4548846,1,0.403976367,"Exp6a",4,4.2,1,-0.983641470257148,-0.693147180559945
"5437",3,5,1,37,16,1.7,0.4937802,0.5247378,1,0.6619485,1,0.433877241,"Exp6a",4,3,1,-0.705664800080319,0.53062825106217
"5438",5,4,1,38,16,1.4,1.5979292,0.4614548,2,0.5262546,1,0.22752229,"Exp6a",4,3.3,1,0.468708540980843,0.336472236621213
"5439",5,3,1,39,16,1.1,1.925906,0.9567484,1,0.4935713,1,0.303749651,"Exp6a",4,3.6,1,0.65539650636973,0.0953101798043249
"5440",3,3,1,40,16,1.1,0.9819498,0.6429611,1,0.5080148,1,0.30755226,"Exp6a",4,3.6,1,-0.018215092097284,0.0953101798043249
"5441",5,5,1,41,16,1.7,1.0298698,0.7144785,2,0.6835376,1,0.336677296,"Exp6a",4,3,1,0.0294323864844189,0.53062825106217
"5442",1,3,1,42,16,1.1,1.2938755,0.5341785,1,0.799084,1,0.162351501,"Exp6a",4,3.6,1,0.257641978157796,0.0953101798043249
"5443",1,3,2,43,16,1.1,1.3179779,0.8302689,2,0.423378,1,0.162351501,"Exp6a",4,3.6,1,0.276098668109688,0.0953101798043249
"5444",5,2,1,44,16,0.8,0.9499485,0.9295305,1,0.5867496,1,0.336939281,"Exp6a",4,3.9,1,-0.05134750638331,-0.22314355131421
"5445",1,1,1,45,16,0.5,0.270046,1.0635789,2,1.6647681,1,0.262421558,"Exp6a",4,4.2,1,-1.30916296412478,-0.693147180559945
"5446",3,2,1,46,16,0.8,0.4459244,0.5553148,2,0.5566486,1,0.350497837,"Exp6a",4,3.9,1,-0.807605848056419,-0.22314355131421
"5447",5,1,1,47,16,0.5,0.4297873,0.6606449,1,0.8070597,1,0.257888354,"Exp6a",4,4.2,1,-0.844464843837565,-0.693147180559945
"5448",3,4,2,48,16,1.4,0.8299455,0.5219409,2,0.7314514,1,0.235003198,"Exp6a",4,3.3,1,-0.186395242997982,0.336472236621213
"5449",5,1,2,49,16,0.5,0.4938777,0.6052571,2,0.8144423,1,0.257888354,"Exp6a",4,4.2,1,-0.705467363295139,-0.693147180559945
"5450",5,2,2,50,16,0.8,1.0379435,0.6184049,1,0.7557206,1,0.336939281,"Exp6a",4,3.9,1,0.0372413516630143,-0.22314355131421
"5451",5,4,2,51,16,1.4,1.3578278,0.6333744,2,0.5386552,1,0.22752229,"Exp6a",4,3.3,1,0.30588621697247,0.336472236621213
"5452",1,2,1,52,16,0.8,0.4698539,0.5790143,1,0.5802188,1,0.336508702,"Exp6a",4,3.9,1,-0.755333483666069,-0.22314355131421
"5453",5,5,2,53,16,1.7,1.213908,0.6981269,2,0.5394018,1,0.336677296,"Exp6a",4,3,1,0.193844907228597,0.53062825106217
"5454",1,4,2,54,16,1.4,1.7259659,0.3187442,2,0.4481089,1,0.209665157,"Exp6a",4,3.3,1,0.545786835803267,0.336472236621213
"5455",3,2,2,55,16,0.8,1.5418809,0.5984251,2,0.5754462,1,0.350497837,"Exp6a",4,3.9,1,0.433003034804094,-0.22314355131421
"5456",1,1,2,56,16,0.5,0.3899664,0.6263391,2,0.4353996,1,0.262421558,"Exp6a",4,4.2,1,-0.941694697416055,-0.693147180559945
"5457",1,5,1,57,16,1.7,1.509989,0.3869086,1,0.5880083,1,0.274543924,"Exp6a",4,3,1,0.412102366032087,0.53062825106217
"5458",3,3,2,58,16,1.1,1.2141149,0.7121466,2,0.4893025,1,0.30755226,"Exp6a",4,3.6,1,0.194015333957687,0.0953101798043249
"5459",1,2,2,59,16,0.8,1.5740982,0.5404756,1,0.4617175,1,0.336508702,"Exp6a",4,3.9,1,0.453682536867407,-0.22314355131421
"5460",5,3,2,60,16,1.1,1.6139075,0.3131792,2,0.5302173,1,0.303749651,"Exp6a",4,3.6,1,0.478658257176917,0.0953101798043249
"5461",3,5,2,61,16,1.7,2.0938875,1.0139667,2,0.6309336,1,0.433877241,"Exp6a",4,3,1,0.739022386076743,0.53062825106217
"5462",3,2,2,62,16,0.8,1.5179217,0.635038,2,0.7803081,1,0.350497837,"Exp6a",4,3.9,1,0.417342096615423,-0.22314355131421
"5463",5,1,2,63,16,0.5,0.2859213,0.63039,2,0.6157082,1,0.257888354,"Exp6a",4,4.2,1,-1.252038680855,-0.693147180559945
"5464",5,3,1,64,16,1.1,1.3260126,0.5627752,1,0.9239786,1,0.303749651,"Exp6a",4,3.6,1,0.282176393980968,0.0953101798043249
"5465",3,5,1,65,16,1.7,1.5260987,0.6883458,1,0.5857308,1,0.433877241,"Exp6a",4,3,1,0.422714609669758,0.53062825106217
"5466",1,2,1,66,16,0.8,1.2059186,0.441143,1,0.4823247,1,0.336508702,"Exp6a",4,3.9,1,0.187241600172983,-0.22314355131421
"5467",5,4,1,67,16,1.4,1.8940244,0.5922942,1,0.8496145,1,0.22752229,"Exp6a",4,3.3,1,0.638703877468655,0.336472236621213
"5468",1,1,2,68,16,0.5,0.4139465,0.638421,2,0.4396287,1,0.262421558,"Exp6a",4,4.2,1,-0.882018540560498,-0.693147180559945
"5469",1,5,2,69,16,1.7,1.9580225,0.565499,1,0.4946991,1,0.274543924,"Exp6a",4,3,1,0.671935035359965,0.53062825106217
"5470",1,2,2,70,16,0.8,1.4699874,0.6019977,2,0.3550924,1,0.336508702,"Exp6a",4,3.9,1,0.385253829325339,-0.22314355131421
"5471",3,3,2,71,16,1.1,1.4059256,0.5041657,2,0.5293863,1,0.30755226,"Exp6a",4,3.6,1,0.3406958759144,0.0953101798043249
"5472",5,3,2,72,16,1.1,1.3258917,0.5651826,2,0.774407,1,0.303749651,"Exp6a",4,3.6,1,0.282085214220006,0.0953101798043249
"5473",5,4,2,73,16,1.4,1.3659906,0.5471028,2,0.4680897,1,0.22752229,"Exp6a",4,3.3,1,0.311879879719358,0.336472236621213
"5474",3,1,2,74,16,0.5,0.381951,0.7680909,2,0.7930637,1,0.403976367,"Exp6a",4,4.2,1,-0.96246295085446,-0.693147180559945
"5475",1,5,1,75,16,1.7,1.4219597,0.4435228,1,0.4845648,1,0.274543924,"Exp6a",4,3,1,0.352035990613771,0.53062825106217
"5476",3,1,1,76,16,0.5,1.8700761,0.4901042,1,0.8273882,1,0.403976367,"Exp6a",4,4.2,1,0.625979125225634,-0.693147180559945
"5477",1,4,1,77,16,1.4,1.358113,0.4775169,1,0.5344087,1,0.209665157,"Exp6a",4,3.3,1,0.306096236278523,0.336472236621213
"5478",1,3,2,78,16,1.1,1.2539067,0.7176439,2,0.4308574,1,0.162351501,"Exp6a",4,3.6,1,0.226264037528894,0.0953101798043249
"5479",1,3,1,79,16,1.1,1.2698779,0.5918273,1,0.5371457,1,0.162351501,"Exp6a",4,3.6,1,0.238920754116304,0.0953101798043249
"5480",5,2,2,80,16,0.8,0.6698191,0.8952251,2,0.3679801,1,0.336939281,"Exp6a",4,3.9,1,-0.400747603053688,-0.22314355131421
"5481",5,1,1,81,16,0.5,1.2620142,0.6707264,1,0.4959233,1,0.257888354,"Exp6a",4,4.2,1,0.232709016036701,-0.693147180559945
"5482",5,5,2,82,16,1.7,2.2859384,0.7069814,1,0.8600059,1,0.336677296,"Exp6a",4,3,1,0.826776618377881,0.53062825106217
"5483",3,4,2,83,16,1.4,1.2698963,0.5567845,2,0.6060786,1,0.235003198,"Exp6a",4,3.3,1,0.238935243593361,0.336472236621213
"5484",5,5,1,84,16,1.7,0.8539609,2.981033,2,0.6383516,1,0.336677296,"Exp6a",4,3,1,-0.157869870785037,0.53062825106217
"5485",1,1,1,85,16,0.5,0.4299426,0.5731899,2,0.5743947,1,0.262421558,"Exp6a",4,4.2,1,-0.844103567576988,-0.693147180559945
"5486",3,4,1,86,16,1.4,1.1578743,0.4386973,1,0.5596102,1,0.235003198,"Exp6a",4,3.3,1,0.146585824036112,0.336472236621213
"5487",3,3,1,87,16,1.1,1.3097236,0.5681789,1,0.5212347,1,0.30755226,"Exp6a",4,3.6,1,0.269816122584627,0.0953101798043249
"5488",5,2,1,88,16,0.8,1.4218058,0.5423481,1,0.5036862,1,0.336939281,"Exp6a",4,3.9,1,0.351927753840978,-0.22314355131421
"5489",3,2,1,89,16,0.8,0.5820024,0.552565,2,0.4579055,1,0.350497837,"Exp6a",4,3.9,1,-0.541280707547861,-0.22314355131421
"5490",1,4,2,90,16,1.4,1.4778488,0.5004277,2,0.4214555,1,0.209665157,"Exp6a",4,3.3,1,0.390587516887013,0.336472236621213
"5491",3,3,1,91,16,1.1,1.3980177,0.4386856,2,0.4559765,1,0.30755226,"Exp6a",4,3.6,1,0.335055304675675,0.0953101798043249
"5492",3,5,1,92,16,1.7,1.9338296,0.5106386,2,0.8798437,1,0.433877241,"Exp6a",4,3,1,0.659502285600283,0.53062825106217
"5493",3,1,2,93,16,0.5,1.0859543,0.454362,1,0.5357324,1,0.403976367,"Exp6a",4,4.2,1,0.0824591395950047,-0.693147180559945
"5494",1,4,2,94,16,1.4,1.3577739,0.4183263,2,0.6590939,1,0.209665157,"Exp6a",4,3.3,1,0.305846520429338,0.336472236621213
"5495",3,2,2,95,16,0.8,0.7579271,0.4845718,2,0.6058711,1,0.350497837,"Exp6a",4,3.9,1,-0.277168072107275,-0.22314355131421
"5496",5,1,1,96,16,0.5,0.5820228,0.5240299,1,0.8212229,1,0.257888354,"Exp6a",4,4.2,1,-0.541245656760298,-0.693147180559945
"5497",1,3,1,97,16,1.1,1.0380082,0.3688134,1,0.3702218,1,0.162351501,"Exp6a",4,3.6,1,0.0373036845198153,0.0953101798043249
"5498",1,5,1,98,16,1.7,1.8139756,0.3777113,1,0.7309414,1,0.274543924,"Exp6a",4,3,1,0.595520900665325,0.53062825106217
"5499",1,4,1,99,16,1.4,1.4219129,0.451623,1,0.5565305,1,0.209665157,"Exp6a",4,3.3,1,0.352003077746996,0.336472236621213
"5500",1,2,1,100,16,0.8,0.9018282,0.3620494,1,0.45903,1,0.336508702,"Exp6a",4,3.9,1,-0.103331242692324,-0.22314355131421
"5501",3,4,1,101,16,1.4,1.4298615,0.5450592,1,0.8824018,1,0.235003198,"Exp6a",4,3.3,1,0.357577586434394,0.336472236621213
"5502",3,2,1,102,16,0.8,1.4699996,0.5153313,1,0.7566608,1,0.350497837,"Exp6a",4,3.9,1,0.385262128681764,-0.22314355131421
"5503",3,1,1,103,16,0.5,1.173938,0.5253524,1,0.5584617,1,0.403976367,"Exp6a",4,4.2,1,0.160363909108464,-0.693147180559945
"5504",5,3,1,104,16,1.1,1.2057852,0.8266883,1,0.7879329,1,0.303749651,"Exp6a",4,3.6,1,0.187130972988885,0.0953101798043249
"5505",1,3,2,105,16,1.1,1.3579992,0.6585279,2,0.7238001,1,0.162351501,"Exp6a",4,3.6,1,0.306012440034711,0.0953101798043249
"5506",3,3,2,106,16,1.1,0.5739877,0.5151212,2,0.5883033,1,0.30755226,"Exp6a",4,3.6,1,-0.555147311463594,0.0953101798043249
"5507",5,1,2,107,16,0.5,0.422005,0.7366946,1,0.7140519,1,0.257888354,"Exp6a",4,4.2,1,-0.862738116675084,-0.693147180559945
"5508",5,5,1,108,16,1.7,1.9979513,0.4279124,2,0.7007746,1,0.336677296,"Exp6a",4,3,1,0.692122305554927,0.53062825106217
"5509",5,4,2,109,16,1.4,1.4140289,1.3241893,2,0.7255527,1,0.22752229,"Exp6a",4,3.3,1,0.346443005737937,0.336472236621213
"5510",5,5,2,110,16,1.7,1.1420116,0.4399575,2,0.6572232,1,0.336677296,"Exp6a",4,3,1,0.132791268800444,0.53062825106217
"5511",1,1,1,111,16,0.5,0.6699949,0.4254453,1,0.5149248,1,0.262421558,"Exp6a",4,4.2,1,-0.400485178566395,-0.693147180559945
"5512",5,3,2,112,16,1.1,0.9740273,0.6223646,2,0.5116778,1,0.303749651,"Exp6a",4,3.6,1,-0.0263159469849666,0.0953101798043249
