WMSize,DurLevel,TPresent,NT,NSub,curDur,repDur,repWaitTime,WMRP,WMRTTest,valid,repBias,Exp
3,2,2,221,14,0.8,0.9259545,0.5317493,2,0.7143872,1,0.197596593,Exp. 6b
5,4,2,222,14,1.4,1.4458548,0.5946311,1,0.9697517,1,0.132114678,Exp. 6b
5,2,1,223,14,0.8,0.9258162,0.6422111,1,0.9803541,1,0.193643362,Exp. 6b
1,4,1,224,14,1.4,1.3020522,0.652242,1,0.6550225,1,0.163501429,Exp. 6b
1,1,2,225,14,0.5,0.485985,1.1109308,2,0.5518225,1,0.118539353,Exp. 6b
5,1,2,226,14,0.5,0.5099208,1.144215,2,1.0466454,1,0.115688098,Exp. 6b
3,3,1,227,14,1.1,1.2619494,0.5587764,1,0.8225904,1,0.070593354,Exp. 6b
3,4,1,228,14,1.4,1.2940595,0.4947115,1,0.6320885,1,0.15432701,Exp. 6b
3,2,1,229,14,0.8,0.9098912,0.6399517,1,0.7229532,1,0.197596593,Exp. 6b
1,3,1,230,14,1.1,1.2859929,0.642777,1,0.5264377,1,0.069251514,Exp. 6b
5,3,1,231,14,1.1,1.2939206,0.5347528,1,0.5903297,1,0.140282894,Exp. 6b
1,5,2,232,14,1.7,1.6699562,0.5986728,2,0.6127199,1,0.104174717,Exp. 6b
5,3,2,233,14,1.1,1.3580284,0.5166592,2,0.6746527,1,0.140282894,Exp. 6b
3,5,1,234,14,1.7,1.6379209,0.5547472,1,0.6361066,1,0.135369893,Exp. 6b
5,2,2,235,14,0.8,0.8538827,0.7325797,1,0.4538491,1,0.193643362,Exp. 6b
1,2,1,236,14,0.8,0.8618883,0.590029,1,0.5648679,1,0.183785275,Exp. 6b
3,4,2,237,14,1.4,1.6139831,0.4048802,2,0.7490178,1,0.15432701,Exp. 6b
1,2,2,238,14,0.8,0.8539701,0.5331514,2,0.5263082,1,0.183785275,Exp. 6b
1,4,2,239,14,1.4,1.2938864,0.5988425,2,0.5400665,1,0.163501429,Exp. 6b
3,5,2,240,14,1.7,1.7820419,0.4950425,2,0.7088166,1,0.135369893,Exp. 6b
5,3,1,241,14,1.1,1.2777597,0.5335129,2,0.5739203,1,0.140282894,Exp. 6b
3,2,1,242,14,0.8,1.2619163,0.4379234,2,1.0026433,1,0.197596593,Exp. 6b
3,3,2,243,14,1.1,1.2778453,0.6591815,2,0.694289,1,0.070593354,Exp. 6b
1,5,2,244,14,1.7,1.5737873,0.4388686,2,0.6630669,1,0.104174717,Exp. 6b
1,3,2,245,14,1.1,1.2140534,0.6791421,2,0.5321758,1,0.069251514,Exp. 6b
5,5,1,246,14,1.7,1.7981157,0.4602415,1,0.8910029,1,0.11377451,Exp. 6b
1,4,2,247,14,1.4,1.4859843,0.4350272,2,0.5111273,1,0.163501429,Exp. 6b
3,5,2,248,14,1.7,1.5899935,0.5672532,2,0.6898364,1,0.135369893,Exp. 6b
3,4,2,249,14,1.4,1.3658722,0.4980393,2,0.5603081,1,0.15432701,Exp. 6b
5,2,1,250,14,0.8,0.8939669,0.7045923,1,0.8253695,1,0.193643362,Exp. 6b
5,4,2,251,14,1.4,1.3659096,0.5614873,2,0.6853614,1,0.132114678,Exp. 6b
3,2,2,252,14,0.8,1.3259865,0.5737585,2,0.6427941,1,0.197596593,Exp. 6b
3,4,1,253,14,1.4,1.5338249,0.4751289,1,0.7157447,1,0.15432701,Exp. 6b
1,1,1,254,14,0.5,0.5739541,0.9797196,1,0.4781517,1,0.118539353,Exp. 6b
3,5,1,255,14,1.7,1.6138748,0.5427447,1,0.7451765,1,0.135369893,Exp. 6b
1,1,2,256,14,0.5,0.5979822,0.737407,2,0.5489119,1,0.118539353,Exp. 6b
1,5,1,257,14,1.7,1.6940545,0.540743,1,0.5165044,1,0.104174717,Exp. 6b
5,3,2,258,14,1.1,1.2620885,0.4365446,1,0.8892933,1,0.140282894,Exp. 6b
3,3,1,259,14,1.1,1.3019562,0.577335,2,0.8869797,1,0.070593354,Exp. 6b
1,3,1,260,14,1.1,1.3658641,0.5593944,1,0.4112054,1,0.069251514,Exp. 6b
1,2,1,261,14,0.8,0.846025,0.5155698,1,0.5181647,1,0.183785275,Exp. 6b
3,1,2,262,14,0.5,0.5818845,0.9105674,2,0.5718017,1,0.109942646,Exp. 6b
5,1,1,263,14,0.5,0.5340183,0.7796587,1,0.5999201,1,0.115688098,Exp. 6b
5,4,1,264,14,1.4,1.6299231,0.4879113,1,0.5642155,1,0.132114678,Exp. 6b
5,2,2,265,14,0.8,0.7578295,0.5722863,2,0.7197838,1,0.193643362,Exp. 6b
3,1,1,266,14,0.5,0.7179629,0.4241222,2,1.0911741,1,0.109942646,Exp. 6b
5,1,2,267,14,0.5,0.5179318,0.6273565,2,0.7820189,1,0.115688098,Exp. 6b
1,4,1,268,14,1.4,1.6299789,0.4302439,1,0.5487194,1,0.163501429,Exp. 6b
1,2,2,269,14,0.8,0.8540417,0.5087053,2,0.5189654,1,0.183785275,Exp. 6b
5,5,2,270,14,1.7,1.7658631,0.7353571,1,1.0045139,1,0.11377451,Exp. 6b
1,5,2,271,14,1.7,1.8059412,0.596388,2,0.5014382,1,0.104174717,Exp. 6b
5,3,2,272,14,1.1,1.3500416,0.6136623,2,0.8239,1,0.140282894,Exp. 6b
1,1,1,273,14,0.5,0.8299776,0.5919494,1,0.7518895,1,0.118539353,Exp. 6b
5,5,2,274,14,1.7,1.5338938,0.4802812,1,0.77662,1,0.11377451,Exp. 6b
5,1,2,275,14,0.5,0.55795,0.9210178,2,0.7424949,1,0.115688098,Exp. 6b
1,4,2,276,14,1.4,1.3980132,0.5107559,2,0.5552835,1,0.163501429,Exp. 6b
3,1,2,277,14,0.5,0.5020195,0.6033561,1,0.8078023,1,0.109942646,Exp. 6b
1,4,1,278,14,1.4,1.3899136,0.4239877,1,0.5762961,1,0.163501429,Exp. 6b
3,3,1,279,14,1.1,1.3817395,0.2326924,1,0.7688803,1,0.070593354,Exp. 6b
5,2,1,280,14,0.8,0.5979315,0.6086668,1,1.1053224,1,0.193643362,Exp. 6b
3,4,1,281,14,1.4,1.5418419,0.3853024,1,0.7890558,1,0.15432701,Exp. 6b
3,1,1,282,14,0.5,0.4858801,0.9172086,1,0.5341444,1,0.109942646,Exp. 6b
5,4,1,283,14,1.4,1.2699954,0.4221138,2,0.8272257,1,0.132114678,Exp. 6b
1,3,1,284,14,1.1,1.2219687,0.6197602,1,0.4507993,1,0.069251514,Exp. 6b
3,4,2,285,14,1.4,1.2299463,0.466997,2,0.5760198,1,0.15432701,Exp. 6b
1,1,2,286,14,0.5,0.4700368,0.8961636,2,0.5303384,1,0.118539353,Exp. 6b
1,3,2,287,14,1.1,1.2459518,0.5944236,2,0.4977807,1,0.069251514,Exp. 6b
1,5,1,288,14,1.7,1.5339488,0.4817978,1,0.5299188,1,0.104174717,Exp. 6b
5,1,1,289,14,0.5,0.7100884,0.6179425,2,1.0938818,1,0.115688098,Exp. 6b
1,2,1,290,14,0.8,0.605906,0.670215,1,0.4599383,1,0.183785275,Exp. 6b
5,5,1,291,14,1.7,1.5980743,0.4763477,2,0.7462664,1,0.11377451,Exp. 6b
5,3,1,292,14,1.1,1.1659487,0.4744223,-1,2.0000354,1,0.140282894,Exp. 6b
1,2,2,293,14,0.8,0.7897811,0.5457892,2,0.5251312,1,0.183785275,Exp. 6b
3,2,2,294,14,0.8,0.8220304,0.8291338,2,0.5960488,1,0.197596593,Exp. 6b
5,2,2,295,14,0.8,0.7818308,0.5401469,2,0.6160842,1,0.193643362,Exp. 6b
5,4,2,296,14,1.4,1.5339163,0.791952,2,0.5160373,1,0.132114678,Exp. 6b
3,2,1,297,14,0.8,0.7500765,0.6441532,1,0.5251067,1,0.197596593,Exp. 6b
3,3,2,298,14,1.1,1.1579828,0.4691888,2,0.6371873,1,0.070593354,Exp. 6b
3,5,2,299,14,1.7,1.5659351,0.437303,2,0.6380741,1,0.135369893,Exp. 6b
3,5,1,300,14,1.7,1.5419889,0.6358863,1,0.485775,1,0.135369893,Exp. 6b
1,4,2,301,14,1.4,1.6298141,0.5582334,1,0.4793114,1,0.163501429,Exp. 6b
5,1,2,302,14,0.5,0.4778502,0.6714664,2,0.5703106,1,0.115688098,Exp. 6b
1,5,1,303,14,1.7,1.5819908,0.5622285,1,0.5174222,1,0.104174717,Exp. 6b
1,3,2,304,14,1.1,1.3179104,0.5181885,2,0.5254322,1,0.069251514,Exp. 6b
1,5,2,305,14,1.7,1.350055,0.5815025,2,0.5211976,1,0.104174717,Exp. 6b
5,1,1,306,14,0.5,0.5340415,0.8571213,1,1.0583102,1,0.115688098,Exp. 6b
3,5,2,307,14,1.7,1.6620807,0.4343241,2,0.9273286,1,0.135369893,Exp. 6b
1,2,2,308,14,0.8,1.2459674,0.655719,1,0.6925425,1,0.183785275,Exp. 6b
3,5,1,309,14,1.7,1.5100303,0.4849607,2,1.0301492,1,0.135369893,Exp. 6b
5,2,2,310,14,0.8,1.2299616,0.6223178,2,0.6691368,1,0.193643362,Exp. 6b
3,4,2,311,14,1.4,1.437957,0.3256295,2,0.7437272,1,0.15432701,Exp. 6b
5,3,1,312,14,1.1,1.2219381,0.5123284,1,0.8838515,1,0.140282894,Exp. 6b
5,5,1,313,14,1.7,1.4220167,1.0360724,2,0.6906719,1,0.11377451,Exp. 6b
1,4,1,314,14,1.4,1.7019832,1.0428408,1,0.4862206,1,0.163501429,Exp. 6b
3,1,1,315,14,0.5,0.5898942,1.0307093,1,0.6864035,1,0.109942646,Exp. 6b
1,2,1,316,14,0.8,0.9177494,0.6788477,1,0.5916587,1,0.183785275,Exp. 6b
1,3,1,317,14,1.1,1.2859455,0.6477652,1,0.4833431,1,0.069251514,Exp. 6b
3,2,1,318,14,0.8,0.8060127,0.5313018,1,1.1024829,1,0.197596593,Exp. 6b
3,1,2,319,14,0.5,0.7660235,0.8548402,2,0.6148002,1,0.109942646,Exp. 6b
3,2,2,320,14,0.8,1.1898981,0.7050692,2,0.8862053,1,0.197596593,Exp. 6b
5,5,2,321,14,1.7,1.5099178,0.5265979,2,0.5822639,1,0.11377451,Exp. 6b
5,4,2,322,14,1.4,1.4858793,0.5823632,2,1.1566436,1,0.132114678,Exp. 6b
5,2,1,323,14,0.8,1.1899129,0.5405507,1,1.0241344,1,0.193643362,Exp. 6b
1,1,2,324,14,0.5,0.4300168,0.8881159,2,0.4762649,1,0.118539353,Exp. 6b
5,3,2,325,14,1.1,0.8460188,0.7886367,2,0.7802806,1,0.140282894,Exp. 6b
3,3,1,326,14,1.1,1.1738534,0.6923174,1,0.610575,1,0.070593354,Exp. 6b
5,4,1,327,14,1.4,1.2219179,0.5469499,1,0.8049749,1,0.132114678,Exp. 6b
3,3,2,328,14,1.1,1.1898526,0.6774134,2,0.5873429,1,0.070593354,Exp. 6b
1,1,1,329,14,0.5,0.5258654,0.9236142,1,0.4580328,1,0.118539353,Exp. 6b
3,4,1,330,14,1.4,1.1979432,0.4823193,1,0.503963,1,0.15432701,Exp. 6b
5,3,2,331,14,1.1,1.1660792,0.5358694,2,0.5726869,1,0.140282894,Exp. 6b
5,3,1,332,14,1.1,1.2298923,0.5650442,1,0.6621644,1,0.140282894,Exp. 6b
3,2,2,333,14,0.8,0.7979927,0.5501259,2,0.8330438,1,0.197596593,Exp. 6b
1,4,2,334,14,1.4,1.3180161,0.6890057,2,0.5295551,1,0.163501429,Exp. 6b
1,1,1,335,14,0.5,0.5099667,0.9856737,1,0.5666306,1,0.118539353,Exp. 6b
1,1,2,336,14,0.5,0.5740444,0.7024715,2,0.5484406,1,0.118539353,Exp. 6b
5,1,1,337,14,0.5,0.5659989,0.7163889,2,0.7858454,1,0.115688098,Exp. 6b
5,5,2,338,14,1.7,1.5818724,0.4264953,2,0.7309885,1,0.11377451,Exp. 6b
3,3,2,339,14,1.1,1.2938914,0.3870997,2,0.6245087,1,0.070593354,Exp. 6b
3,5,2,340,14,1.7,1.5980347,0.5021831,2,0.6272618,1,0.135369893,Exp. 6b
3,1,1,341,14,0.5,0.7341168,0.6595474,1,0.9168055,1,0.109942646,Exp. 6b
5,2,1,342,14,0.8,0.7898442,0.7168721,1,0.8972929,1,0.193643362,Exp. 6b
5,2,2,343,14,0.8,0.7337461,0.601689,2,1.0850113,1,0.193643362,Exp. 6b
5,1,2,344,14,0.5,0.5421226,0.5891494,2,0.7127123,1,0.115688098,Exp. 6b
3,1,2,345,14,0.5,0.7020776,0.7686619,2,0.6625878,1,0.109942646,Exp. 6b
5,4,2,346,14,1.4,1.2220084,0.4627028,2,0.7561026,1,0.132114678,Exp. 6b
3,5,1,347,14,1.7,1.6700758,0.4523502,2,0.8481112,1,0.135369893,Exp. 6b
3,3,1,348,14,1.1,1.1979083,0.5364372,1,0.5637212,1,0.070593354,Exp. 6b
3,2,1,349,14,0.8,0.7738022,0.4599157,1,0.5232932,1,0.197596593,Exp. 6b
1,5,2,350,14,1.7,1.6297914,0.4995135,2,0.6230736,1,0.104174717,Exp. 6b
1,3,1,351,14,1.1,1.2699264,0.3590863,1,0.4786925,1,0.069251514,Exp. 6b
5,4,1,352,14,1.4,1.5817381,0.4147396,1,0.7115214,1,0.132114678,Exp. 6b
1,4,1,353,14,1.4,1.605918,0.4159708,1,0.5037807,1,0.163501429,Exp. 6b
5,5,1,354,14,1.7,1.6858815,0.3278911,1,0.8882349,1,0.11377451,Exp. 6b
3,4,1,355,14,1.4,1.6058951,0.6722045,1,0.5658144,1,0.15432701,Exp. 6b
1,2,2,356,14,0.8,1.245815,0.4939101,1,0.6171569,1,0.183785275,Exp. 6b
1,5,1,357,14,1.7,1.6539643,0.4251854,1,0.4788299,1,0.104174717,Exp. 6b
1,2,1,358,14,0.8,1.1819679,0.4227882,1,0.5113192,1,0.183785275,Exp. 6b
1,3,2,359,14,1.1,1.3419989,0.3677988,2,0.5640968,1,0.069251514,Exp. 6b
3,4,2,360,14,1.4,1.6378019,0.3430867,1,0.704328,1,0.15432701,Exp. 6b
5,1,2,1,15,0.5,0.2936337,0.7340703,2,1.1662297,1,0.146509485,Exp. 6b
3,5,1,2,15,1.7,0.7731096,0.6624296,2,1.3526566,1,0.312623413,Exp. 6b
5,3,1,3,15,1.1,0.7570978,0.715088,1,0.9186351,1,0.216758974,Exp. 6b
5,4,1,4,15,1.4,0.686073,0.5653072,1,1.28264,1,0.28467018,Exp. 6b
5,3,2,5,15,1.1,0.9340429,0.5930805,2,1.5829475,1,0.216758974,Exp. 6b
3,4,1,6,15,1.4,1.0219963,0.5143727,1,0.7568843,1,0.259346667,Exp. 6b
1,3,1,7,15,1.1,0.901825,0.9632296,1,0.6458207,1,0.280177765,Exp. 6b
1,4,2,8,15,1.4,1.1099935,0.791157,2,0.7449672,1,0.216441035,Exp. 6b
5,5,2,9,15,1.7,1.2859526,0.8011003,1,0.9796038,1,0.261608755,Exp. 6b
3,4,2,10,15,1.4,1.390019,0.5636154,2,0.7418776,1,0.259346667,Exp. 6b
1,5,2,11,15,1.7,1.1578935,0.7077582,2,1.1440087,1,0.272399562,Exp. 6b
1,3,2,12,15,1.1,1.117872,0.8476505,2,0.6330706,1,0.280177765,Exp. 6b
5,5,1,13,15,1.7,1.3339073,0.8392371,2,1.0713581,1,0.261608755,Exp. 6b
3,1,1,14,15,0.5,0.4540003,0.7661211,1,0.7970665,1,0.164493307,Exp. 6b
1,2,2,15,15,0.8,0.59009,0.707641,2,0.5278511,1,0.17597534,Exp. 6b
3,2,1,16,15,0.8,0.4938978,0.7105936,1,0.7097627,1,0.187159612,Exp. 6b
5,2,2,17,15,0.8,0.5179109,0.7968119,2,0.95218,1,0.182827597,Exp. 6b
1,5,1,18,15,1.7,1.1898128,0.7022881,1,0.7543466,1,0.272399562,Exp. 6b
5,4,2,19,15,1.4,0.9499855,1.2165834,1,1.2583308,1,0.28467018,Exp. 6b
1,1,1,20,15,0.5,0.454091,0.8006184,1,0.7021965,1,0.09661409,Exp. 6b
5,2,1,21,15,0.8,0.4299891,1.2281931,1,0.7136041,1,0.182827597,Exp. 6b
3,2,2,22,15,0.8,0.590064,0.9757307,1,0.9932684,1,0.187159612,Exp. 6b
1,4,1,23,15,1.4,0.92581,0.9201865,1,0.6622618,1,0.216441035,Exp. 6b
5,1,1,24,15,0.5,0.4219505,1.1003968,1,0.7350991,1,0.146509485,Exp. 6b
3,3,1,25,15,1.1,1.2379848,0.6365352,1,0.5621483,1,0.267904332,Exp. 6b
3,1,2,26,15,0.5,0.6939653,0.8720511,1,1.001883,1,0.164493307,Exp. 6b
3,3,2,27,15,1.1,0.581897,0.7997314,1,0.8807378,1,0.267904332,Exp. 6b
3,5,2,28,15,1.7,0.7100737,0.9264911,2,0.725582,1,0.312623413,Exp. 6b
1,2,1,29,15,0.8,0.893911,0.6922286,1,0.5572008,1,0.17597534,Exp. 6b
1,1,2,30,15,0.5,0.5899606,1.2429042,1,0.8340282,1,0.09661409,Exp. 6b
1,3,2,31,15,1.1,0.8378656,0.7682174,2,1.0636028,1,0.280177765,Exp. 6b
5,1,2,32,15,0.5,0.7340144,1.0214118,1,1.0152309,1,0.146509485,Exp. 6b
1,5,1,33,15,1.7,0.9020189,0.8371853,1,0.6155343,1,0.272399562,Exp. 6b
5,5,2,34,15,1.7,1.0618825,0.7334548,1,0.717724,1,0.261608755,Exp. 6b
5,2,2,35,15,0.8,0.6938864,0.8997468,1,1.3800879,1,0.182827597,Exp. 6b
1,4,1,36,15,1.4,0.8779793,0.8180206,1,0.8060024,1,0.216441035,Exp. 6b
1,2,1,37,15,0.8,0.6538036,0.6202663,1,0.5442295,1,0.17597534,Exp. 6b
3,2,1,38,15,0.8,0.6060827,0.8077557,1,0.7753118,1,0.187159612,Exp. 6b
3,1,1,39,15,0.5,0.6539617,0.6538634,2,0.8494397,1,0.164493307,Exp. 6b
5,5,1,40,15,1.7,1.1419806,0.5470486,2,1.2473319,1,0.261608755,Exp. 6b
5,3,1,41,15,1.1,1.1338624,0.7094091,1,0.8516087,1,0.216758974,Exp. 6b
5,1,1,42,15,0.5,0.6377065,0.9697316,1,0.7692914,1,0.146509485,Exp. 6b
5,2,1,43,15,0.8,0.6939601,0.7270304,1,0.7500225,1,0.182827597,Exp. 6b
3,1,2,44,15,0.5,0.5818864,0.8520559,2,0.6510015,1,0.164493307,Exp. 6b
1,2,2,45,15,0.8,0.6218833,0.7847964,2,0.4887052,1,0.17597534,Exp. 6b
1,1,1,46,15,0.5,0.6778722,1.9903813,1,0.5643923,1,0.09661409,Exp. 6b
1,4,2,47,15,1.4,0.7258871,0.9383113,2,1.1036799,1,0.216441035,Exp. 6b
3,4,2,48,15,1.4,0.7498354,0.7818251,2,0.5207919,1,0.259346667,Exp. 6b
3,2,2,49,15,0.8,0.8218745,0.5909507,1,0.6302801,1,0.187159612,Exp. 6b
3,3,1,50,15,1.1,0.7979847,0.8362435,2,0.8513647,1,0.267904332,Exp. 6b
1,5,2,51,15,1.7,1.4221463,0.7211481,2,0.7473365,1,0.272399562,Exp. 6b
5,4,2,52,15,1.4,1.0539451,0.9135109,2,0.7069916,1,0.28467018,Exp. 6b
3,5,1,53,15,1.7,1.0699808,0.5611211,1,0.7519938,1,0.312623413,Exp. 6b
3,5,2,54,15,1.7,1.1018758,0.5178789,2,0.717644,1,0.312623413,Exp. 6b
3,4,1,55,15,1.4,1.0459456,0.6757242,1,1.3505634,1,0.259346667,Exp. 6b
3,3,2,56,15,1.1,0.7258378,0.9005517,2,1.2036279,1,0.267904332,Exp. 6b
5,4,1,57,15,1.4,1.3898653,1.0335755,1,1.2083274,1,0.28467018,Exp. 6b
1,1,2,58,15,0.5,0.405987,0.8230467,2,0.4700555,1,0.09661409,Exp. 6b
1,3,1,59,15,1.1,0.7979123,0.7080074,1,0.5434663,1,0.280177765,Exp. 6b
5,3,2,60,15,1.1,0.485933,0.8490281,1,1.7237995,1,0.216758974,Exp. 6b
5,5,1,61,15,1.7,1.1899944,1.0656174,1,0.8713809,1,0.261608755,Exp. 6b
5,1,1,62,15,0.5,0.4379534,0.7973838,1,0.7321691,1,0.146509485,Exp. 6b
3,5,2,63,15,1.7,1.1978945,0.810406,2,0.6261007,1,0.312623413,Exp. 6b
5,2,1,64,15,0.8,0.829902,1.4246291,1,0.7421954,1,0.182827597,Exp. 6b
5,5,2,65,15,1.7,1.5577938,0.9009687,2,0.6827013,1,0.261608755,Exp. 6b
3,2,2,66,15,0.8,0.9179642,0.8565762,2,0.537405,1,0.187159612,Exp. 6b
1,4,2,67,15,1.4,1.1979614,0.7754273,2,0.4563199,1,0.216441035,Exp. 6b
1,5,2,68,15,1.7,1.0058634,0.69439,2,0.5068372,1,0.272399562,Exp. 6b
1,3,1,69,15,1.1,1.3099173,0.8568427,1,0.5626033,1,0.280177765,Exp. 6b
1,1,2,70,15,0.5,0.7499508,0.5842354,2,0.5471752,1,0.09661409,Exp. 6b
3,1,2,71,15,0.5,0.6298766,0.7612819,1,0.9053784,1,0.164493307,Exp. 6b
3,4,2,72,15,1.4,1.2139797,0.5434815,2,1.5210234,1,0.259346667,Exp. 6b
1,3,2,73,15,1.1,0.733903,0.6628745,1,0.6312446,1,0.280177765,Exp. 6b
1,5,1,74,15,1.7,1.1100327,0.5812314,1,0.4750924,1,0.272399562,Exp. 6b
5,3,1,75,15,1.1,0.8219479,0.8802251,1,0.6124191,1,0.216758974,Exp. 6b
5,4,2,76,15,1.4,1.061882,0.8424535,2,0.6779717,1,0.28467018,Exp. 6b
5,4,1,77,15,1.4,1.2300517,0.8126442,-1,2.0001048,1,0.28467018,Exp. 6b
5,2,2,78,15,0.8,0.7981568,0.7449323,2,0.6753596,1,0.182827597,Exp. 6b
1,1,1,79,15,0.5,0.5899549,0.8420486,1,0.5128999,1,0.09661409,Exp. 6b
3,1,1,80,15,0.5,0.6537496,0.6793703,1,0.5941913,1,0.164493307,Exp. 6b
1,2,1,81,15,0.8,0.8700046,0.6810788,1,0.4913761,1,0.17597534,Exp. 6b
3,4,1,82,15,1.4,1.1098816,0.6571262,1,0.9149001,1,0.259346667,Exp. 6b
1,2,2,83,15,0.8,1.0618396,0.7846978,2,0.5109566,1,0.17597534,Exp. 6b
3,3,2,84,15,1.1,1.069875,0.7897412,2,0.7952025,1,0.267904332,Exp. 6b
5,3,2,85,15,1.1,1.0698771,0.7694641,2,0.6958253,1,0.216758974,Exp. 6b
3,5,1,86,15,1.7,1.782024,0.7015802,2,1.5949604,1,0.312623413,Exp. 6b
1,4,1,87,15,1.4,1.5259191,0.6092712,1,0.548412,1,0.216441035,Exp. 6b
3,3,1,88,15,1.1,1.2940625,1.25837,1,1.0204152,1,0.267904332,Exp. 6b
5,1,2,89,15,0.5,0.5980027,1.0187324,2,0.9300634,1,0.146509485,Exp. 6b
3,2,1,90,15,0.8,0.7579326,0.5763756,1,0.7712327,1,0.187159612,Exp. 6b
3,3,2,91,15,1.1,0.4218287,0.9452137,2,0.610449,1,0.267904332,Exp. 6b
3,3,1,92,15,1.1,0.6538792,0.8413441,1,0.8857318,1,0.267904332,Exp. 6b
3,2,1,93,15,0.8,0.6219198,0.8516321,1,0.6721955,1,0.187159612,Exp. 6b
5,4,1,94,15,1.4,0.9897753,0.8064745,2,0.9586385,1,0.28467018,Exp. 6b
1,2,1,95,15,0.8,0.742006,0.7492858,1,0.5535058,1,0.17597534,Exp. 6b
5,3,1,96,15,1.1,0.5739385,0.623747,1,0.7838568,1,0.216758974,Exp. 6b
5,5,2,97,15,1.7,0.7578912,0.5658182,2,0.8407171,1,0.261608755,Exp. 6b
5,4,2,98,15,1.4,0.9341135,0.6147093,2,0.6809195,1,0.28467018,Exp. 6b
3,4,2,99,15,1.4,1.0139859,0.6708808,2,0.5875687,1,0.259346667,Exp. 6b
1,5,1,100,15,1.7,1.3419493,0.6760158,1,0.4996155,1,0.272399562,Exp. 6b
3,5,1,101,15,1.7,1.4618672,0.5213445,2,0.7545204,1,0.312623413,Exp. 6b
1,4,1,102,15,1.4,1.0700034,0.6644739,1,0.4836308,1,0.216441035,Exp. 6b
1,4,2,103,15,1.4,1.1259568,0.5454026,2,0.5263459,1,0.216441035,Exp. 6b
3,1,2,104,15,0.5,0.6538592,0.4369911,2,0.561119,1,0.164493307,Exp. 6b
5,1,2,105,15,0.5,0.3021716,0.8155775,1,0.8273906,1,0.146509485,Exp. 6b
5,2,1,106,15,0.8,0.5259449,0.6420033,1,0.6913994,1,0.182827597,Exp. 6b
1,2,2,107,15,0.8,0.5497945,0.8815478,2,0.488313,1,0.17597534,Exp. 6b
1,3,2,108,15,1.1,0.8939594,0.6543941,2,0.5127191,1,0.280177765,Exp. 6b
5,1,1,109,15,0.5,0.4380937,0.7505415,1,0.5187224,1,0.146509485,Exp. 6b
1,1,1,110,15,0.5,0.5099425,0.6528302,1,0.4463353,1,0.09661409,Exp. 6b
1,5,2,111,15,1.7,1.557945,0.6043194,2,0.478082,1,0.272399562,Exp. 6b
5,2,2,112,15,0.8,0.718101,0.6685295,2,0.7334144,1,0.182827597,Exp. 6b
3,5,2,113,15,1.7,1.1818199,0.7954642,2,0.6845672,1,0.312623413,Exp. 6b
1,3,1,114,15,1.1,0.7260005,0.8504078,1,0.5794336,1,0.280177765,Exp. 6b
3,2,2,115,15,0.8,0.7418708,0.7053765,2,0.5515159,1,0.187159612,Exp. 6b
3,4,1,116,15,1.4,1.1899309,0.7095493,1,0.8020163,1,0.259346667,Exp. 6b
5,5,1,117,15,1.7,1.6620071,0.624036,1,0.5889708,1,0.261608755,Exp. 6b
1,1,2,118,15,0.5,0.3820559,0.7788377,2,0.4843593,1,0.09661409,Exp. 6b
3,1,1,119,15,0.5,0.2860347,0.930336,1,0.7459761,1,0.164493307,Exp. 6b
5,3,2,120,15,1.1,0.9819246,0.6018187,2,1.2588214,1,0.216758974,Exp. 6b
1,5,1,121,15,1.7,0.9819179,0.9454702,1,0.7164092,1,0.272399562,Exp. 6b
5,3,2,122,15,1.1,1.1177234,0.9944973,2,0.5820959,1,0.216758974,Exp. 6b
1,3,2,123,15,1.1,0.7899508,0.9561966,2,0.4385711,1,0.280177765,Exp. 6b
3,1,2,124,15,0.5,0.5099761,0.7722656,2,1.1295514,1,0.164493307,Exp. 6b
1,5,2,125,15,1.7,0.7500556,0.7752648,2,0.5461795,1,0.272399562,Exp. 6b
5,5,2,126,15,1.7,0.8539876,0.8080942,2,0.989861,1,0.261608755,Exp. 6b
5,4,1,127,15,1.4,1.0218793,0.7958595,1,1.0114014,1,0.28467018,Exp. 6b
5,1,1,128,15,0.5,0.4860889,0.7298126,1,0.6657691,1,0.146509485,Exp. 6b
5,3,1,129,15,1.1,0.6299296,0.6316775,1,0.7331215,1,0.216758974,Exp. 6b
3,4,2,130,15,1.4,1.0378748,0.7390935,2,0.6360432,1,0.259346667,Exp. 6b
3,4,1,131,15,1.4,1.0860093,0.5061107,1,1.0423514,1,0.259346667,Exp. 6b
5,1,2,132,15,0.5,0.845938,0.6569953,2,0.6929522,1,0.146509485,Exp. 6b
1,1,1,133,15,0.5,0.5819929,0.619833,1,0.4600912,1,0.09661409,Exp. 6b
1,4,2,134,15,1.4,1.0139909,0.6667287,2,0.4796718,1,0.216441035,Exp. 6b
5,5,1,135,15,1.7,0.829958,0.4856103,1,0.7931922,1,0.261608755,Exp. 6b
3,2,1,136,15,0.8,0.581992,0.5517589,1,0.6825441,1,0.187159612,Exp. 6b
3,1,1,137,15,0.5,0.5581092,0.7604008,1,0.5562159,1,0.164493307,Exp. 6b
5,2,1,138,15,0.8,0.5259179,0.9942836,1,0.7018042,1,0.182827597,Exp. 6b
1,1,2,139,15,0.5,0.5418324,1.5878904,1,0.8388172,1,0.09661409,Exp. 6b
1,4,1,140,15,1.4,0.8379115,0.5975951,1,0.4525238,1,0.216441035,Exp. 6b
