WMSize,DurLevel,TPresent,NT,NSub,curDur,phyDur,repVDur,repDur,presentColorDeg,respColorDeg,WMRP
1,2,2,51,3,0.8,0.800160361,0.960158034,0.949908598,3.682644722,0.959931089,2
1,1,2,52,3,0.5,0.500107146,0.800214167,0.789936428,0.959931089,4.921828491,2
5,4,1,53,3,1.4,1.400224803,0.970046214,0.96608804,3.996803987,3.996803987,1
3,3,2,54,3,1.1,1.100112806,0.830115702,0.822034058,4.415683008,4.64257581,1
1,5,1,55,3,1.7,1.70022359,1.021187446,1.014010863,0.41887902,0.41887902,2
5,4,2,56,3,1.4,1.400115947,1.070063538,1.061982205,5.462880559,1.8675023,2
5,5,2,57,3,1.7,1.700251893,0.970683489,0.966018061,3.822271062,1.570796327,2
3,4,1,58,3,1.4,1.40006774,1.200092497,1.190024073,0.174532925,0.174532925,1
5,3,1,59,3,1.1,1.100119959,1.100115605,1.094029761,3.787364477,3.787364477,2
1,1,1,60,3,0.5,0.500018506,0.400087334,0.390020465,3.473205211,3.473205211,1
3,3,2,61,3,1.1,1.100099432,1.040109441,1.029983479,3.176499239,3.979350695,1
1,4,2,62,3,1.4,1.400201788,1.280164578,1.270016534,4.869468613,0.925024504,2
5,5,1,63,3,1.7,1.700190001,1.090115148,1.077885152,3.822271062,3.822271062,1
3,1,2,64,3,0.5,0.500039655,0.420024801,0.405978774,5.602506899,3.525565089,2
5,5,2,65,3,1.7,1.7001194,1.010092829,0.998019587,5.986479334,1.919862177,2
3,2,2,66,3,0.8,0.800020403,1.250174714,1.238005367,3.560471674,3.019419606,2
1,1,2,67,3,0.5,0.500078221,0.800123661,0.790043107,4.08407045,0.855211333,2
5,2,2,68,3,0.8,0.800102822,0.911410082,0.901940678,0.628318531,5.794493117,1
1,5,1,69,3,1.7,1.700092652,1.230211744,1.221831834,0.174532925,0.174532925,1
3,3,1,70,3,1.1,1.100125558,0.980049159,0.965989448,3.682644722,3.682644722,2
5,1,2,71,3,0.5,0.500103102,0.509997192,0.502006365,3.141592654,2.949606436,2
3,2,1,72,3,0.8,0.800145743,0.710095908,0.69392812,1.483529864,1.483529864,1
5,1,1,73,3,0.5,0.49998025,0.54007103,0.533967769,0.593411946,0.593411946,1
1,1,1,74,3,0.5,0.500040899,0.430874336,0.421967562,3.961897402,3.961897402,1
1,2,1,75,3,0.8,0.800104377,0.590050301,0.58194502,0.506145483,0.506145483,1
5,3,1,76,3,1.1,1.100139865,0.860068554,0.853878519,0.645771823,0.645771823,1
3,4,1,77,3,1.4,1.400145183,1.31007451,1.301999398,1.169370599,1.169370599,1
1,4,1,78,3,1.4,1.400073649,0.99073541,0.981943713,5.218534463,5.218534463,1
1,3,1,79,3,1.1,1.100055268,1.100148884,1.09393179,2.617993878,2.617993878,1
5,4,1,80,3,1.4,1.400163533,0.900110505,0.886017514,2.617993878,2.617993878,1
5,4,2,81,3,1.4,1.400234756,0.960159589,0.949980443,2.391101075,4.206243497,2
1,3,2,82,3,1.1,1.100203934,1.028838788,1.014015217,4.886921906,1.134464014,2
3,1,1,83,3,0.5,0.500045875,0.750290879,0.741984992,3.281218994,3.281218994,2
5,3,2,84,3,1.1,1.100166612,0.830158,0.821997358,1.518436449,2.268928028,2
3,5,2,85,3,1.7,1.700256869,0.990213212,0.98199472,5.183627878,4.310963252,2
1,2,2,86,3,0.8,0.800112464,0.660072784,0.64598166,3.996803987,4.485496178,2
3,4,2,87,3,1.4,1.400169753,0.710101507,0.69393123,3.403392041,1.186823891,2
3,5,1,88,3,1.7,1.700227323,0.740088572,0.726007089,3.228859116,3.228859116,1
1,5,2,89,3,1.7,1.700243807,1.730158093,1.717941471,3.106686069,5.654866776,2
5,2,1,90,3,0.8,0.800006096,1.089746903,1.077937403,5.113814708,5.113814708,2
1,5,1,91,3,1.7,1.700203996,1.170121605,1.158033433,1.308996939,1.308996939,1
5,5,2,92,3,1.7,1.700180048,1.170200292,1.157985536,0.645771823,1.012290966,1
3,1,2,93,3,0.5,0.500096882,1.039804333,1.029939936,5.707226654,6.003932627,1
3,4,1,94,3,1.4,1.400256216,1.090097731,1.077962907,4.677482395,4.677482395,2
5,3,2,95,3,1.1,1.100055579,0.839796122,0.822055829,1.623156204,1.431169987,1
5,2,1,96,3,0.8,0.800058969,0.810049785,0.805974668,5.742133239,5.742133239,2
1,3,1,97,3,1.1,1.10015075,0.590008625,0.581953106,0.261799388,0.261799388,1
3,2,2,98,3,0.8,0.80008696,0.680877368,0.678043834,2.967059728,2.862339973,1
1,3,2,99,3,1.1,1.100056823,0.910026987,0.901959028,3.752457892,2.00712864,2
5,4,2,100,3,1.4,1.400198678,0.850054724,0.837910569,3.839724354,0.541052068,2
1,4,1,101,3,1.4,1.400172553,1.220188582,1.206028412,2.443460953,2.443460953,1
3,1,1,102,3,0.5,0.499985538,0.980063155,0.965962389,6.213372137,6.213372137,1
5,2,2,103,3,0.8,0.800083539,0.780125856,0.773899121,0.698131701,3.263765701,2
3,2,1,104,3,0.8,0.800146987,0.800133924,0.789938294,0.191986218,0.191986218,1
5,4,1,105,3,1.4,1.400145494,0.890123421,0.885866982,1.448623279,1.448623279,1
1,1,1,106,3,0.5,0.500047741,0.479926774,0.470167813,5.916666164,5.916666164,1
5,1,1,107,3,0.5,0.500102791,0.560087806,0.549924211,3.926990817,3.926990817,1
1,2,1,108,3,0.8,0.800087894,0.680125328,0.677971055,5.166174586,5.166174586,1
3,5,2,109,3,1.7,1.700211772,1.100155726,1.093992439,0.244346095,5.829399702,1
3,3,1,110,3,1.1,1.100074551,1.190106035,1.173960329,4.118977035,4.118977035,1
1,5,2,111,3,1.7,1.70012562,1.420196171,1.414017332,2.879793266,6.091199089,2
3,4,2,112,3,1.4,1.400166954,1.24148333,1.237992926,5.201081171,6.143558967,2
3,5,1,113,3,1.7,1.7002295,1.270139861,1.253963987,1.675516082,1.675516082,1
5,1,2,114,3,0.5,0.500035923,1.250126817,1.238025894,5.358160804,5.881759579,1
1,1,2,115,3,0.5,0.500055517,0.930067401,0.917994158,1.029744259,3.228859116,2
5,5,1,116,3,1.7,1.70020524,1.100148884,1.094010478,0.628318531,0.628318531,1
1,2,2,117,3,0.8,0.800123661,1.100115916,1.094095074,4.468042885,4.625122518,1
3,3,2,118,3,1.1,1.100121515,1.030016611,1.013977584,1.134464014,4.206243497,1
5,3,1,119,3,1.1,1.100168478,1.189040178,1.173931093,5.759586532,5.759586532,1
1,4,2,120,3,1.4,1.400210808,1.150092699,1.14200048,0.820304748,6.021385919,2
5,5,2,121,3,1.7,1.700247228,0.880117677,0.870033391,2.338741198,0.314159265,2
1,4,1,122,3,1.4,1.400204898,1.139291994,1.125966905,5.410520681,5.410520681,1
3,5,2,123,3,1.7,1.70017756,1.470108262,1.461963793,1.780235837,6.178465552,2
3,4,2,124,3,1.4,1.40017784,1.290151039,1.285896155,0.314159265,4.29350996,2
5,4,1,125,3,1.4,1.400166954,1.090077826,1.077984056,0.994837674,0.994837674,2
1,2,2,126,3,0.8,0.800079496,0.760030393,0.742009562,4.29350996,0.366519143,2
3,4,1,127,3,1.4,1.400143628,0.960127243,0.950003147,1.361356817,1.361356817,1
5,1,2,128,3,0.5,0.500046186,0.990177134,0.982068431,0.925024504,5.253441049,2
3,1,1,129,3,0.5,0.500101547,0.86052886,0.85397058,2.722713633,2.722713633,2
1,4,2,130,3,1.4,1.400241598,0.930197406,0.917946883,0.06981317,6.108652382,1
5,3,1,131,3,1.1,1.100069886,0.640105149,0.63003828,2.862339973,2.862339973,1
5,3,2,132,3,1.1,1.100063043,0.990163449,0.981995653,2.722713633,3.804817769,2
5,4,2,133,3,1.4,1.400130254,1.100146085,1.093952006,6.091199089,4.29350996,2
5,1,1,134,3,0.5,0.50004432,1.109209446,1.093945786,2.513274123,2.513274123,2
3,3,1,135,3,1.1,1.100100365,1.040120326,1.029906346,3.94444411,3.94444411,2
3,3,2,136,3,1.1,1.100119337,1.249775368,1.237948451,6.091199089,0.610865238,2
1,2,1,137,3,0.8,0.80008385,1.058866907,1.045946142,0.767944871,0.767944871,1
1,3,2,138,3,1.1,1.100110318,0.88007911,0.870081288,5.096361416,2.28638132,2
3,1,2,139,3,0.5,0.500042454,0.639918227,0.629953683,0.523598776,2.49582083,2
5,5,1,140,3,1.7,1.700179426,0.970149783,0.966045742,4.764748858,4.764748858,1
3,5,1,141,3,1.7,1.700255003,1.190269008,1.174031863,2.303834613,2.303834613,1
5,2,1,142,3,0.8,0.800076075,0.930109388,0.917963056,0.453785606,0.453785606,1
1,5,1,143,3,1.7,1.700247539,1.390147836,1.381932765,4.276056667,4.276056667,1
3,2,2,144,3,0.8,0.800109976,0.919852341,0.901940367,3.316125579,0.680678408,2
1,1,1,145,3,0.5,0.500061426,1.058846069,1.045948319,4.328416545,4.328416545,1
1,5,2,146,3,1.7,1.700198398,1.160074184,1.157927998,4.066617157,1.413716694,2
1,3,1,147,3,1.1,1.100117471,1.500229997,1.493955365,5.445427266,5.445427266,1
5,2,2,148,3,0.8,0.800088516,1.010179603,0.998001859,3.298672286,0.488692191,1
1,1,2,149,3,0.5,0.500055206,0.600498312,0.597935985,0.122173048,3.630284844,2
3,2,1,150,3,0.8,0.800095358,1.051593141,1.045964181,3.961897402,3.961897402,1
5,3,1,151,3,1.1,1.100146085,1.050400388,1.046087344,5.585053606,5.585053606,1
3,4,1,152,3,1.4,1.400209875,0.899148216,0.885982991,4.171336912,4.171336912,1
3,1,1,153,3,0.5,0.500043698,1.088260862,1.078051236,4.57276264,4.57276264,1
5,4,2,154,3,1.4,1.400165088,1.020079291,1.014047252,0.855211333,3.804817769,2
1,5,2,155,3,1.7,1.700156722,1.070063227,1.061977851,1.431169987,4.310963252,2
3,3,2,156,3,1.1,1.100111873,0.970202034,0.965946838,2.059488517,3.665191429,2
1,4,2,157,3,1.4,1.400180017,1.139344244,1.125989921,3.281218994,1.710422667,2
5,1,2,158,3,0.5,0.500118964,0.940099582,0.933923853,0.436332313,5.393067389,1
1,4,1,159,3,1.4,1.400178151,1.10050842,1.09400208,1.082104136,1.082104136,1
1,3,1,160,3,1.1,1.10009259,1.101346613,1.093987151,2.059488517,2.059488517,1
3,4,2,161,3,1.4,1.400180017,1.070057317,1.061949859,0.244346095,6.248278722,1
3,3,1,162,3,1.1,1.100084814,1.250123396,1.237940675,2.635447171,2.635447171,1
1,5,1,163,3,1.7,1.700215193,0.800078563,0.789979348,5.951572749,5.951572749,1
5,2,2,164,3,0.8,0.800067988,0.900140051,0.885981747,6.195918845,0.575958653,1
1,2,1,165,3,0.8,0.800046528,1.170146797,1.157911825,1.727875959,1.727875959,1
1,2,2,166,3,0.8,0.800034399,0.940860952,0.934024312,6.038839212,0.261799388,1
3,5,2,167,3,1.7,1.700191245,0.740135224,0.725961991,1.326450232,1.483529864,1
3,5,1,168,3,1.7,1.700168229,0.91008919,0.901976134,5.201081171,5.201081171,1
5,1,1,169,3,0.5,0.500078221,0.949151124,0.933978903,3.508111797,3.508111797,2
3,2,1,170,3,0.8,0.800030355,0.930121207,0.918012819,5.009094953,5.009094953,1
5,3,2,171,3,1.1,1.10012929,1.200039313,1.189912106,0.663225116,6.178465552,1
5,4,1,172,3,1.4,1.400157002,0.89012622,0.88594598,2.35619449,2.35619449,2
1,1,1,173,3,0.5,0.499004588,0.990015716,0.981908568,6.195918845,6.195918845,1
3,1,2,174,3,0.5,0.50002908,1.020145849,1.013916314,5.323254219,3.403392041,2
5,5,2,175,3,1.7,1.700181603,0.94008061,0.934060079,4.066617157,2.042035225,2
5,2,1,176,3,0.8,0.800104377,0.930075798,0.918031169,0.541052068,0.541052068,2
3,2,2,177,3,0.8,0.800070788,0.870156719,0.853913664,3.176499239,2.809980096,1
5,5,1,178,3,1.7,1.700254692,0.921568536,0.917937553,6.195918845,6.195918845,1
1,1,2,179,3,0.5,0.500048985,1.260124164,1.253992911,1.884955592,4.258603375,2
1,3,2,180,3,1.1,1.100006438,1.230126214,1.222003516,5.375614096,5.934119457,1
5,2,1,181,3,0.8,0.800067366,0.610010783,0.597984815,1.099557429,1.099557429,1
3,3,2,182,3,1.1,1.100127113,0.879993892,0.869979274,6.038839212,4.921828491,2
5,2,2,183,3,0.8,0.800038442,1.040067764,1.02994709,4.36332313,5.986479334,2
1,2,1,184,3,0.8,0.80009287,0.920245156,0.917974875,0.994837674,0.994837674,1
5,3,2,185,3,1.1,1.100101298,0.870140546,0.85404398,2.35619449,3.735004599,2
1,5,2,186,3,1.7,1.700194666,1.310158174,1.301906093,0.890117919,2.792526803,2
5,3,1,187,3,1.1,1.100108452,1.189177337,1.173978368,5.742133239,5.742133239,1
1,4,1,188,3,1.4,1.400225737,1.199997325,1.189987373,3.700098014,3.700098014,1
3,4,1,189,3,1.4,1.400166021,1.109477543,1.093955116,5.305800926,5.305800926,1
5,1,1,190,3,0.5,0.500030013,1.0101908,0.998024252,5.934119457,5.934119457,1
5,4,1,191,3,1.4,1.400129943,0.929698534,0.917989493,1.884955592,1.884955592,1
3,5,1,192,3,1.7,1.700194355,1.850214898,1.845970899,1.79768913,1.79768913,1
5,5,2,193,3,1.7,1.700236964,1.20017616,1.189975865,5.829399702,3.263765701,2
3,2,1,194,3,0.8,0.800144499,0.880163396,0.869940086,4.4331363,4.4331363,1
5,4,2,195,3,1.4,1.400098219,1.280070651,1.269942512,1.448623279,3.839724354,2
1,1,1,196,3,0.5,0.500052095,1.010193599,0.997964537,0.401425728,0.401425728,1
3,2,2,197,3,0.8,0.800085716,1.00872373,0.998049755,6.056292504,5.201081171,2
1,4,2,198,3,1.4,1.400148915,0.999885546,0.981897061,1.047197551,2.548180708,2
1,1,2,199,3,0.5,0.500096882,1.020055342,1.013972919,4.066617157,1.605702912,2
3,3,1,200,3,1.1,1.100074862,1.04013961,1.029960774,0.680678408,0.680678408,2
1,3,1,201,3,1.1,1.100079216,1.040178487,1.029975081,3.892084232,3.892084232,1
3,1,2,202,3,0.5,0.500064847,0.670035919,0.661921619,1.989675347,4.398229715,2
3,5,2,203,3,1.7,1.700256247,1.720506287,1.717966664,5.323254219,5.253441049,1
3,1,1,204,3,0.5,0.500109945,0.990115552,0.98195491,3.892084232,3.892084232,1
1,2,2,205,3,0.8,0.800170624,1.020169175,1.014032012,6.248278722,4.694935688,2
1,3,2,206,3,1.1,1.100134577,1.020079291,1.013999045,2.914699851,2.234021443,2
3,4,2,207,3,1.4,1.400144561,1.230167579,1.221925139,3.193952531,3.508111797,1
1,5,1,208,3,1.7,1.700181914,1.249391883,1.238072547,5.881759579,5.881759579,1
5,5,1,209,3,1.7,1.70014397,1.168603217,1.157924577,3.176499239,3.176499239,1
5,1,2,210,3,0.5,0.500104968,1.280079048,1.269957751,3.857177647,3.263765701,1
5,4,2,211,3,1.4,1.400149848,1.540143497,1.525957202,5.497787144,3.438298626,2
1,1,1,212,3,0.5,0.500095327,0.980080883,0.965981672,0.244346095,0.244346095,1
5,2,2,213,3,0.8,0.800081051,0.960150881,0.949972046,6.23082543,1.570796327,2
5,3,1,214,3,1.1,1.100109696,1.060154831,1.045953606,1.239183769,1.239183769,1
5,5,1,215,3,1.7,1.700176005,1.140198299,1.126041549,3.246312409,3.246312409,2
1,4,2,216,3,1.4,1.400255594,1.310115876,1.301941238,5.811946409,0.471238898,2
3,3,1,217,3,1.1,1.100120581,1.120031301,1.109956657,3.351032164,3.351032164,2
3,5,2,218,3,1.7,1.700168229,1.79077012,1.781988064,4.939281783,5.166174586,1
3,5,1,219,3,1.7,1.700209595,1.13016083,1.125954154,2.705260341,2.705260341,1
5,2,1,220,3,0.8,0.800118373,0.970141074,0.965957724,5.201081171,5.201081171,2
3,1,2,221,3,0.5,0.499998289,0.580084989,0.566013147,3.682644722,2.984513021,1
5,1,1,222,3,0.5,0.500104346,0.640105771,0.630009044,1.710422667,1.710422667,1
5,4,1,223,3,1.4,1.400191214,0.89012,0.88593074,6.073745797,6.073745797,1
1,2,2,224,3,0.8,0.800109354,0.990583634,0.981950556,2.338741198,4.398229715,2
3,2,2,225,3,0.8,0.800080429,0.850153938,0.838008539,2.373647783,6.195918845,2
1,4,1,226,3,1.4,1.400137408,0.860143821,0.854014745,2.14675498,2.14675498,1
3,3,2,227,3,1.1,1.100112184,1.14015911,1.126038128,1.780235837,1.832595715,1
3,1,1,228,3,0.5,0.500014462,0.849649468,0.838034043,3.054326191,3.054326191,1
1,3,1,229,3,1.1,1.100182474,0.870124062,0.853998883,4.468042885,4.468042885,1
5,3,2,230,3,1.1,1.100110007,0.950110302,0.933974238,0.104719755,2.024581932,1
1,1,2,231,3,0.5,0.50006889,0.789113952,0.774040012,4.241150082,2.478367538,2
3,4,2,232,3,1.4,1.400165088,0.910136154,0.901998838,5.340707511,5.602506899,1
3,2,1,233,3,0.8,0.800139522,0.980237636,0.966054761,0.226892803,0.226892803,1
1,3,2,234,3,1.1,1.10017812,0.820106847,0.805950409,0.767944871,1.343903524,2
1,2,1,235,3,0.8,0.800091626,0.940075944,0.933912034,4.415683008,4.415683008,1
5,1,2,236,3,0.5,0.500055828,0.818625782,0.805959739,1.570796327,5.235987756,1
1,5,1,237,3,1.7,1.699264723,1.090006292,1.078019512,2.530727415,2.530727415,1
5,5,2,238,3,1.7,1.70021737,1.021017009,1.014020505,4.398229715,5.585053606,1
3,4,1,239,3,1.4,1.40018095,1.100128668,1.093997726,0.226892803,0.226892803,1
1,5,2,240,3,1.7,1.699226468,0.850071518,0.837943537,0.20943951,1.413716694,2
1,5,1,241,3,1.7,1.700224524,0.979616534,0.965946838,2.809980096,2.809980096,1
1,4,2,242,3,1.4,1.400143006,1.390165875,1.381922191,1.204277184,4.136430327,2
5,3,2,243,3,1.1,1.100189316,1.100142042,1.094065528,1.605702912,2.129301687,1
5,1,1,244,3,0.5,0.500035923,1.120086662,1.109924622,1.343903524,1.343903524,1
3,5,2,245,3,1.7,1.700273975,0.928568918,0.918073778,5.218534463,3.124139361,1
5,1,2,246,3,0.5,0.500015395,0.810181034,0.805928638,5.916666164,5.585053606,1
3,3,2,247,3,1.1,1.100144841,1.01008381,0.997956761,4.310963252,2.338741198,2
1,1,1,248,3,0.5,0.50007169,0.940127884,0.933981391,1.518436449,1.518436449,1
3,5,1,249,3,1.7,1.700193733,1.029314023,1.014078043,5.550147021,5.550147021,1
3,2,1,250,3,0.8,0.800096913,0.9001612,0.885959043,2.391101075,2.391101075,2
5,3,1,251,3,1.1,1.100126802,0.850011181,0.837896262,5.113814708,5.113814708,1
3,2,2,252,3,0.8,0.800085094,1.028619521,1.013910405,4.921828491,2.827433388,2
1,5,2,253,3,1.7,1.700249716,1.030180207,1.013938707,3.525565089,5.044001538,2
5,4,1,254,3,1.4,1.400202721,1.090042681,1.077863381,5.619960191,5.619960191,2
1,1,2,255,3,0.5,0.500098748,0.830064384,0.822025971,2.967059728,5.026548246,2
5,4,2,256,3,1.4,1.400147671,1.090049834,1.078002406,1.518436449,5.427973974,2
1,3,1,257,3,1.1,1.100131467,1.040134633,1.029964507,5.881759579,5.881759579,2
5,5,2,258,3,1.7,1.700189379,0.918365989,0.901944099,5.864306287,1.483529864,2
1,2,2,259,3,0.8,0.800058036,0.860031543,0.854018166,5.096361416,2.705260341,2
3,4,1,260,3,1.4,1.40013523,0.940100204,0.933904881,0.523598776,0.523598776,1
3,4,2,261,3,1.4,1.400190592,0.780100353,0.773967234,3.159045946,5.846852994,1
3,1,2,262,3,0.5,0.500065469,0.830151469,0.822000157,4.852015321,0.994837674,1
3,1,1,263,3,0.5,0.500118031,1.010104026,0.997936856,0.06981317,0.06981317,1
5,5,1,264,3,1.7,1.700193422,1.280193503,1.269913276,0.226892803,0.226892803,1
5,2,1,265,3,0.8,0.800109976,0.940377942,0.933968017,0.872664626,0.872664626,1
3,3,1,266,3,1.1,1.100177187,0.990107466,0.981992543,0.261799388,0.261799388,1
1,4,1,267,3,1.4,1.400141762,0.850085825,0.837963131,1.186823891,1.186823891,1
5,2,2,268,3,0.8,0.800084161,0.930133958,0.917833051,0.523598776,3.612831552,2
1,3,2,269,3,1.1,1.100128668,0.890108181,0.88600103,0.872664626,3.560471674,2
1,2,1,270,3,0.8,0.800091004,0.789001363,0.774044988,3.246312409,3.246312409,1
5,1,2,271,3,0.5,0.499980561,0.800077319,0.789962865,0.959931089,6.16101226,2
1,4,2,272,3,1.4,1.400174419,0.850073074,0.838054259,0.663225116,4.625122518,2
3,5,2,273,3,1.7,1.700245984,1.650212285,1.637998462,3.752457892,1.762782545,2
1,3,2,274,3,1.1,1.100106586,0.830137784,0.822029081,5.934119457,0.034906585,1
1,3,1,275,3,1.1,1.100096011,0.820145724,0.805980267,0.593411946,0.593411946,2
5,2,2,276,3,0.8,0.800058658,0.820013542,0.805902201,1.79768913,4.625122518,2
1,2,1,277,3,0.8,0.800123661,0.461061385,0.453972198,2.024581932,2.024581932,1
5,5,2,278,3,1.7,1.70024474,1.520197322,1.509980232,0.401425728,0.191986218,1
5,4,2,279,3,1.4,1.400154202,0.800088516,0.789917456,5.445427266,5.637413484,1
5,1,1,280,3,0.5,0.500058005,1.02013714,1.013931865,4.450589593,4.450589593,1
5,3,1,281,3,1.1,1.100151994,0.849682747,0.837901238,0.680678408,0.680678408,1
1,5,1,282,3,1.7,1.700222657,1.078788823,1.062022637,1.553343034,1.553343034,1
5,3,2,283,3,1.1,1.100161325,0.910141752,0.90196587,4.660029103,3.141592654,1
3,5,1,284,3,1.7,1.700193111,0.868902385,0.85382689,5.881759579,5.881759579,1
1,4,1,285,3,1.4,1.400194013,1.060191531,1.045986263,1.274090354,1.274090354,1
1,2,2,286,3,0.8,0.800011383,1.440262088,1.429976574,3.001966313,0.41887902,2
3,2,2,287,3,0.8,0.80009909,0.890123732,0.886005384,0.488692191,3.159045946,2
3,4,2,288,3,1.4,1.400176907,0.960133775,0.950045446,5.445427266,5.323254219,1
5,4,1,289,3,1.4,1.400145494,0.900138185,0.885970239,0.191986218,0.191986218,1
3,1,1,290,3,0.5,0.500038722,0.990093159,0.98189675,3.141592654,3.141592654,1
5,5,1,291,3,1.7,1.700212705,1.181093681,1.174020044,1.186823891,1.186823891,2
1,5,2,292,3,1.7,1.700203685,1.28020812,1.269933181,0.314159265,2.07694181,2
3,1,2,293,3,0.5,0.500120519,0.990049306,0.981989122,4.101523742,1.884955592,2
3,4,1,294,3,1.4,1.400172242,0.719913176,0.709954853,3.595378259,3.595378259,1
3,3,1,295,3,1.1,1.100091657,0.940106735,0.933927274,0.191986218,0.191986218,1
3,2,1,296,3,0.8,0.79917288,0.838956997,0.821980874,5.497787144,5.497787144,1
3,3,2,297,3,1.1,1.100114983,0.979913245,0.965937508,0.645771823,2.635447171,1
1,1,2,298,3,0.5,0.499085453,0.789017847,0.774005178,5.689773362,1.431169987,1
5,2,1,299,3,0.8,0.800067055,0.97016098,0.96601775,5.585053606,5.585053606,1
1,1,1,300,3,0.5,0.500135137,0.770031472,0.757974713,3.961897402,3.961897402,1
5,2,1,301,3,0.8,0.800113397,0.111348625,0.101914988,4.22369679,4.22369679,1
3,3,1,302,3,1.1,1.100145152,0.850170111,0.843089632,0.541052068,0.541052068,1
1,2,2,303,3,0.8,0.800076075,0.830133741,0.82198896,5.899212872,5.148721293,1
5,2,2,304,3,0.8,0.800057414,0.820020695,0.805968137,4.468042885,4.886921906,1
3,2,2,305,3,0.8,0.800085405,0.660041061,0.645992235,5.166174586,3.159045946,2
5,1,2,306,3,0.5,0.500025348,0.769543174,0.757988398,3.595378259,4.118977035,2
3,3,2,307,3,1.1,1.100112495,0.720018611,0.709942101,5.270894341,4.118977035,2
5,3,1,308,3,1.1,1.10012929,0.730243623,0.726017352,1.605702912,1.605702912,2
3,2,1,309,3,0.8,0.80015103,0.940026803,0.934051992,4.956735076,4.956735076,2
1,2,1,310,3,0.8,0.80012055,0.89012,0.885959354,3.001966313,3.001966313,1
3,1,2,311,3,0.5,0.500041521,0.700095762,0.693995922,2.251474735,4.729842273,1
5,1,1,312,3,0.5,0.499997978,0.848507411,0.837991744,4.677482395,4.677482395,1
1,3,2,313,3,1.1,1.099171356,0.81045784,0.805970003,5.899212872,5.934119457,1
1,4,1,314,3,1.4,1.400160112,0.781296215,0.773956037,4.450589593,4.450589593,1
3,5,2,315,3,1.7,1.700155167,0.980097989,0.965875615,4.57276264,4.64257581,1
5,4,1,316,3,1.4,1.400167576,0.769962115,0.758018878,1.570796327,1.570796327,1
3,5,1,317,3,1.7,1.700212083,0.65836903,0.645924744,4.852015321,4.852015321,1
5,4,2,318,3,1.4,1.399185694,0.96017203,0.950038603,3.385938749,2.775073511,1
5,3,2,319,3,1.1,1.100166612,0.910143619,0.901996039,0.855211333,4.049163865,1
1,5,1,320,3,1.7,1.700234787,1.001823807,0.998023008,4.886921906,4.886921906,1
1,1,1,321,3,0.5,0.500047741,0.750108001,0.741970374,3.193952531,3.193952531,1
3,4,2,322,3,1.4,1.400198678,0.999367701,0.981968284,2.513274123,2.268928028,1
1,3,1,323,3,1.1,1.100135821,0.910142063,0.902024964,2.391101075,2.391101075,1
1,5,2,324,3,1.7,1.700187823,1.070184524,1.061971941,0.872664626,2.21656815,2
5,5,2,325,3,1.7,1.700215815,0.860144132,0.853947565,0.733038286,3.769911184,2
5,5,1,326,3,1.7,1.70012562,0.980013081,0.965952437,0.383972435,0.383972435,2
3,1,1,327,3,0.5,0.5000353,0.919584244,0.901893092,5.550147021,5.550147021,1
1,4,2,328,3,1.4,1.40014736,1.250132416,1.237916416,2.478367538,1.815142422,2
3,4,1,329,3,1.4,1.400176596,0.940076255,0.933982013,4.956735076,4.956735076,1
1,1,2,330,3,0.5,0.500092839,1.010099983,0.997939033,5.009094953,2.199114858,2
3,1,2,331,3,0.5,0.499968121,0.47972088,0.469981824,4.764748858,1.692969374,2
3,3,2,332,3,1.1,1.100182163,0.760676376,0.757957607,5.044001538,1.221730476,2
1,1,1,333,3,0.5,0.499999844,0.960004081,0.949995994,0.401425728,0.401425728,2
3,2,1,334,3,0.8,0.800123972,1.08016321,1.078002095,4.15388362,4.15388362,1
5,5,2,335,3,1.7,1.700246295,1.060216723,1.045954539,5.969026042,6.213372137,1
3,4,2,336,3,1.4,1.400150781,0.960181983,0.94999475,5.026548246,4.78220215,1
1,3,1,337,3,1.1,1.100059933,1.100115916,1.094024784,1.553343034,1.553343034,1
1,3,2,338,3,1.1,1.100091035,0.97085486,0.965939063,1.727875959,0.34906585,2
1,1,2,339,3,0.5,0.500122385,0.880108968,0.870024371,2.129301687,1.535889742,2
5,3,2,340,3,1.1,1.100177498,1.059742422,1.045989062,5.654866776,3.647738137,2
5,1,2,341,3,0.5,0.500022549,0.841718521,0.837994544,4.066617157,4.834562028,2
3,2,2,342,3,0.8,0.800045595,0.270198955,0.261967089,1.553343034,1.029744259,2
1,4,2,343,3,1.4,1.400177218,0.850035751,0.838007295,5.881759579,3.473205211,2
5,1,1,344,3,0.5,0.500051473,1.020138073,1.014010552,5.270894341,5.270894341,2
5,2,1,345,3,0.8,0.799158573,0.8196708,0.806041537,2.443460953,2.443460953,1
1,2,2,346,3,0.8,0.80008696,0.81013096,0.805934236,2.687807048,0.488692191,2
3,5,1,347,3,1.7,1.700181292,1.070151556,1.061973807,0.122173048,0.122173048,2
5,4,1,348,3,1.4,1.400086401,0.880054229,0.870028726,2.617993878,2.617993878,2
3,5,2,349,3,1.7,1.700195599,1.001548556,0.99798382,2.321287905,3.961897402,2
1,5,2,350,3,1.7,1.70022048,1.66022736,1.654010577,4.764748858,3.455751919,2
3,4,1,351,3,1.4,1.400182505,1.459195279,1.445989622,1.308996939,1.308996939,1
5,2,2,352,3,0.8,0.799097614,0.910082659,0.902024964,4.64257581,1.012290966,1
1,4,1,353,3,1.4,1.400137097,1.070103659,1.061976918,4.118977035,4.118977035,1
