WMSize,DurLevel,TPresent,NT,NSub,curDur,phyDur,repVDur,repDur,presentColorDeg,respColorDeg,WMRP
3,3,2,1,1,1.1,1.100343581,0.710133853,0.693990635,1.79768913,3.874630939,2
1,5,2,2,1,1.7,1.700222035,1.310139513,1.301956477,2.827433388,5.846852994,2
5,3,1,3,1,1.1,1.100117782,0.819060273,0.805939834,3.909537524,3.909537524,1
1,4,2,4,1,1.4,1.400145805,0.868794462,0.853918951,1.029744259,0.750491578,1
3,2,2,5,1,0.8,0.800085716,0.480030965,0.46997125,4.031710572,5.148721293,2
3,1,1,6,1,0.5,0.500093461,0.559974596,0.549965888,2.914699851,2.914699851,1
3,5,1,7,1,1.7,1.700194977,0.998343832,0.981974193,2.600540585,2.600540585,2
5,3,2,8,1,1.1,1.100100365,1.079686109,1.062041298,2.460914245,1.640609497,2
1,2,1,9,1,0.8,0.800097846,1.230183441,1.221907411,3.822271062,3.822271062,1
1,5,1,10,1,1.7,1.700182536,1.610142343,1.60597641,4.276056667,4.276056667,1
5,4,1,11,1,1.4,1.40015047,1.180859795,1.174020978,4.22369679,4.22369679,1
5,2,2,12,1,0.8,0.80007452,0.99176861,0.98201618,4.852015321,5.794493117,2
1,2,2,13,1,0.8,0.800020403,0.999394138,0.981881199,2.059488517,2.49582083,2
5,1,1,14,1,0.5,0.500061426,0.751605239,0.742028534,0.907571211,0.907571211,1
5,1,2,15,1,0.5,0.500066713,0.30000874,0.294018688,5.183627878,0.628318531,2
5,4,2,16,1,1.4,1.40015949,0.800089449,0.789972506,5.113814708,4.136430327,1
5,5,2,17,1,1.7,1.700106026,1.410147195,1.398000863,0.20943951,1.064650844,2
3,1,2,18,1,0.5,0.500042765,1.090183883,1.077995875,0.453785606,3.455751919,2
1,4,1,19,1,1.4,1.400147671,1.040105709,1.029903547,5.759586532,5.759586532,1
5,5,1,20,1,1.7,1.700177249,0.940081854,0.933991344,5.253441049,5.253441049,2
3,4,1,21,1,1.4,1.400186548,1.360004951,1.349911957,3.316125579,3.316125579,1
1,3,1,22,1,1.1,1.100133644,1.140194566,1.125999873,2.251474735,2.251474735,1
1,3,2,23,1,1.1,1.100119337,0.980111052,0.96600842,4.066617157,0.06981317,2
3,4,2,24,1,1.4,1.400176907,1.59999944,1.589932571,4.886921906,2.583087293,2
1,1,1,25,1,0.5,0.500047119,0.860680326,0.85398582,1.431169987,1.431169987,1
3,2,1,26,1,0.8,0.800148542,0.708631016,0.693910392,0.610865238,0.610865238,1
3,3,1,27,1,1.1,1.100130534,0.910136776,0.901990441,3.176499239,3.176499239,2
3,5,2,28,1,1.7,1.700170718,1.238779343,1.222051412,3.281218994,5.654866776,2
1,1,2,29,1,0.5,0.500075111,0.250019516,0.245972392,0.750491578,2.21656815,2
5,2,1,30,1,0.8,0.800072654,0.830074336,0.822036857,4.328416545,4.328416545,2
1,2,2,31,1,0.8,0.800164093,0.830149603,0.821979008,4.380776423,4.921828491,2
3,2,1,32,1,0.8,0.800087894,0.880084087,0.869997935,3.717551307,3.717551307,2
1,1,2,33,1,0.5,0.500048052,0.670078529,0.661944634,5.009094953,1.256637061,2
1,2,1,34,1,0.8,0.800130503,0.690075711,0.678027661,1.291543646,1.291543646,1
5,1,1,35,1,0.5,0.500061737,0.239983914,0.229907715,1.099557429,1.099557429,1
1,5,2,36,1,1.7,1.700206485,0.600580421,0.597948426,4.57276264,1.361356817,2
1,5,1,37,1,1.7,1.700173517,0.731316012,0.725962924,0.785398163,0.785398163,1
5,5,2,38,1,1.7,1.700173206,1.000189721,0.998037626,5.881759579,1.692969374,2
1,4,2,39,1,1.4,1.400152647,0.830104194,0.822032503,0.872664626,0.837758041,1
1,4,1,40,1,1.4,1.400134608,1.220065108,1.2059208,2.617993878,2.617993878,1
3,2,2,41,1,0.8,0.800094114,1.159943557,1.14201883,0.06981317,0.541052068,1
5,5,1,42,1,1.7,1.700200575,1.379334379,1.365970414,2.583087293,2.583087293,2
5,4,1,43,1,1.4,1.400145494,1.330040902,1.317913231,6.23082543,6.23082543,1
3,5,1,44,1,1.7,1.700153612,1.490208702,1.478004832,6.021385919,6.021385919,1
3,3,2,45,1,1.1,1.100061488,0.770065995,0.757879231,5.026548246,0.680678408,2
3,1,1,46,1,0.5,0.50006267,0.510083965,0.501987704,4.694935688,4.694935688,1
5,2,1,47,1,0.8,0.800105933,0.490054126,0.485884772,4.4331363,4.4331363,1
1,3,2,48,1,1.1,1.100209844,0.989990834,0.98197637,2.443460953,2.338741198,1
3,4,2,49,1,1.4,1.400147049,1.139361039,1.125957264,5.288347634,1.047197551,2
5,3,1,50,1,1.1,1.100116538,1.040087981,1.029978502,4.241150082,4.241150082,2
3,4,1,51,1,1.4,1.400161356,1.120023214,1.109931464,5.201081171,5.201081171,2
5,2,2,52,1,0.8,0.800108421,1.100139554,1.093990261,3.054326191,4.22369679,2
5,3,2,53,1,1.1,1.100184962,0.870080519,0.853923928,0.157079633,3.595378259,2
1,1,1,54,1,0.5,0.500113988,0.930115297,0.917933509,3.892084232,3.892084232,1
5,4,2,55,1,1.4,1.40015358,0.860072909,0.854043047,1.099557429,2.565634,2
3,3,1,56,1,1.1,1.100146085,1.079504474,1.061994023,5.009094953,5.009094953,1
3,5,2,57,1,1.7,1.700224835,1.020153624,1.014045075,4.345869837,4.136430327,1
3,1,2,58,1,0.5,0.500044942,0.950130207,0.933997253,1.658062789,1.623156204,2
1,3,1,59,1,1.1,1.100131156,0.960105161,0.949991018,4.904375198,4.904375198,1
5,1,2,60,1,0.5,0.499112201,0.590049368,0.581947819,5.427973974,0.436332313,2
1,4,1,61,1,1.4,1.400180639,0.700087987,0.693954246,6.021385919,6.021385919,1
3,3,1,62,1,1.1,1.100135821,1.030113338,1.013965455,0.785398163,0.785398163,1
5,3,2,63,1,1.1,1.100100054,0.960155235,0.949981065,1.919862177,2.164208272,1
3,3,2,64,1,1.1,1.100114983,0.830134985,0.82201633,4.817108736,2.897246558,2
1,5,1,65,1,1.7,1.700252204,1.200178026,1.190058285,3.647738137,3.647738137,1
3,1,2,66,1,0.5,0.498996191,0.92981952,0.917886857,4.78220215,4.747295565,2
5,2,1,67,1,0.8,0.800089138,0.770123844,0.75802261,1.850049007,1.850049007,1
1,5,2,68,1,1.7,1.700197154,0.720066819,0.709978179,2.513274123,3.333578871,2
5,1,2,69,1,0.5,0.500089418,0.720100409,0.709932459,5.532693729,2.879793266,2
3,2,2,70,1,0.8,0.800080429,0.350029376,0.341991896,2.635447171,1.605702912,2
3,2,1,71,1,0.8,0.800097224,0.640030816,0.630027394,1.623156204,1.623156204,1
5,3,1,72,1,1.1,1.100109696,0.960093032,0.949993195,1.762782545,1.762782545,1
3,1,1,73,1,0.5,0.500054273,0.660049147,0.645957401,2.600540585,2.600540585,1
5,4,1,74,1,1.4,1.400195257,0.720087346,0.709982222,1.902408885,1.902408885,2
3,4,2,75,1,1.4,1.400144872,0.930121518,0.91795808,5.532693729,0.052359878,1
1,3,1,76,1,1.1,1.10014764,1.079452224,1.061929643,6.091199089,6.091199089,1
1,2,1,77,1,0.8,0.800081362,0.788314014,0.773971899,3.94444411,3.94444411,1
5,1,1,78,1,0.5,0.500069201,0.910119981,0.902000082,4.764748858,4.764748858,2
1,2,2,79,1,0.8,0.80012957,0.870075854,0.853957206,1.151917306,1.954768762,2
3,4,1,80,1,1.4,1.400134608,0.910105674,0.901942233,4.799655443,4.799655443,1
1,3,2,81,1,1.1,1.100148262,0.860254232,0.853818182,3.804817769,2.617993878,2
5,2,2,82,1,0.8,0.800066122,0.941261543,0.934040796,0.104719755,1.658062789,2
5,5,1,83,1,1.7,1.700199331,0.960146216,0.950027718,3.839724354,3.839724354,1
1,1,2,84,1,0.5,0.500065469,0.360901926,0.358091096,1.396263402,6.265732015,2
3,5,1,85,1,1.7,1.700215504,0.800172179,0.789980904,6.213372137,6.213372137,1
5,5,2,86,1,1.7,1.700148013,1.039990321,1.029912567,3.106686069,1.343903524,2
5,4,2,87,1,1.4,1.40015949,1.020101684,1.01397634,2.35619449,0.06981317,2
3,5,2,88,1,1.7,1.700209595,0.720084547,0.709939613,3.822271062,5.113814708,2
1,1,1,89,1,0.5,0.500054273,0.510114134,0.50196531,3.543018382,3.543018382,1
1,4,2,90,1,1.4,1.400149537,1.140118367,1.12590097,1.151917306,0.715584993,2
1,2,1,91,1,0.8,0.800091004,0.930092593,0.917910494,0.226892803,0.226892803,1
3,5,1,92,1,1.7,1.700187201,1.280167999,1.270010624,5.811946409,5.811946409,1
3,4,1,93,1,1.4,1.400158557,1.101778616,1.093924326,2.809980096,2.809980096,1
3,2,2,94,1,0.8,0.800062079,1.319574851,1.301971717,3.473205211,2.722713633,2
1,1,1,95,1,0.5,0.500054584,0.960126932,0.950003459,4.991641661,4.991641661,1
5,3,2,96,1,1.1,1.100113117,1.010098428,0.998013055,4.921828491,1.431169987,1
5,2,2,97,1,0.8,0.800145743,0.830068116,0.821977452,2.408554368,3.630284844,2
3,1,1,98,1,0.5,0.500077288,0.349979613,0.341967015,3.403392041,3.403392041,1
1,5,1,99,1,1.7,1.70014708,0.918827539,0.901923261,1.692969374,1.692969374,1
3,2,1,100,1,0.8,0.800072965,1.020104794,1.014036367,0.872664626,0.872664626,1
1,1,2,101,1,0.5,0.500027836,0.830077135,0.822047431,6.283185307,2.949606436,2
5,2,1,102,1,0.8,0.800081673,1.090151537,1.078004894,4.64257581,4.64257581,1
3,3,1,103,1,1.1,1.100096322,0.740121539,0.725920004,1.204277184,1.204277184,2
5,4,1,104,1,1.4,1.400125589,1.020108215,1.013831095,4.555309348,4.555309348,1
5,3,1,105,1,1.1,1.100077661,1.190141802,1.173988943,0.942477796,0.942477796,1
5,4,2,106,1,1.4,1.400170686,0.999471892,0.981921631,1.343903524,5.881759579,2
1,3,1,107,1,1.1,1.100127424,1.170150218,1.157918979,2.391101075,2.391101075,1
1,4,1,108,1,1.4,1.400179395,0.980130957,0.965971409,5.078908123,5.078908123,1
5,1,1,109,1,0.5,0.500078221,1.089084747,1.077967883,1.850049007,1.850049007,1
1,4,2,110,1,1.4,1.400161667,1.020079913,1.014004643,5.550147021,5.951572749,1
5,1,2,111,1,0.5,0.500047741,0.830889202,0.821989582,0.593411946,4.71238898,2
3,3,2,112,1,1.1,1.100096633,0.500037478,0.485977766,0.558505361,5.462880559,1
3,4,2,113,1,1.4,1.40014114,0.730094335,0.725990294,5.235987756,5.881759579,2
1,5,2,114,1,1.7,1.700211772,1.470195658,1.461963793,4.345869837,1.850049007,2
5,5,2,115,1,1.7,1.700211461,1.520190791,1.509991428,6.213372137,5.794493117,2
1,3,2,116,1,1.1,1.100124625,1.11011824,1.094094452,4.450589593,5.061454831,2
3,5,2,117,1,1.7,1.700183158,1.06004442,1.046032605,0.488692191,5.131268001,2
5,5,1,118,1,1.7,1.700231055,1.010080389,0.997984131,2.251474735,2.251474735,1
1,2,2,119,1,0.8,0.800076075,1.100123381,1.093957916,2.303834613,3.647738137,2
3,1,2,120,1,0.5,0.499091673,0.630088208,0.613927884,4.468042885,2.373647783,2
1,5,2,121,1,1.7,1.700203996,1.020149892,1.014031079,3.612831552,3.403392041,1
1,3,2,122,1,1.1,1.100105031,0.800082606,0.789913413,6.23082543,2.14675498,2
3,3,1,123,1,1.1,1.100125869,0.869867161,0.853988308,3.351032164,3.351032164,1
1,2,2,124,1,0.8,0.800088205,1.050014105,1.045892025,0.872664626,3.455751919,2
3,3,2,125,1,1.1,1.100072685,0.848636173,0.837981792,3.647738137,5.829399702,2
5,5,2,126,1,1.7,1.700203374,1.200149102,1.189995148,0.366519143,0.314159265,1
5,2,2,127,1,0.8,0.800049327,1.120137358,1.109891965,2.914699851,1.640609497,2
1,3,1,128,1,1.1,1.100127113,1.020165754,1.013902007,1.553343034,1.553343034,1
1,4,2,129,1,1.4,1.400231957,1.09010053,1.078011737,2.199114858,5.916666164,2
3,2,2,130,1,0.8,0.800072343,1.261761672,1.254014994,5.811946409,4.188790205,2
5,4,1,131,1,1.4,1.400199922,1.120162239,1.109980916,4.345869837,4.345869837,1
3,1,1,132,1,0.5,0.500056761,0.388707514,0.374008661,5.026548246,5.026548246,2
1,4,1,133,1,1.4,1.40014736,0.750383873,0.741941449,0.506145483,0.506145483,1
5,1,2,134,1,0.5,0.500092839,0.491159794,0.485971235,3.176499239,6.283185307,2
5,3,1,135,1,1.1,1.100118715,0.710088133,0.693956423,4.049163865,4.049163865,1
5,3,2,136,1,1.1,1.100116849,0.739097981,0.726026372,2.617993878,1.256637061,2
1,5,1,137,1,1.7,1.700194044,1.348543645,1.334039178,0.645771823,0.645771823,1
3,4,1,138,1,1.4,1.400166643,1.500552834,1.493954743,2.600540585,2.600540585,1
3,1,2,139,1,0.5,0.500039033,1.100231926,1.094060862,4.886921906,3.804817769,2
1,1,1,140,1,0.5,0.500045253,0.830100151,0.821980252,1.274090354,1.274090354,1
5,5,1,141,1,1.7,1.700217059,1.349334562,1.334051308,0.523598776,0.523598776,2
3,5,2,142,1,1.7,1.700226701,1.87161819,1.861973994,3.281218994,3.752457892,2
1,2,1,143,1,0.8,0.800114952,1.350157515,1.33399377,3.857177647,3.857177647,1
3,2,1,144,1,0.8,0.800099712,1.101372427,1.094025095,6.003932627,6.003932627,1
5,2,1,145,1,0.8,0.800054926,0.960087744,0.950018698,2.199114858,2.199114858,2
3,5,1,146,1,1.7,1.700211772,1.630208571,1.621908593,4.4331363,4.4331363,1
5,1,1,147,1,0.5,0.500069201,0.438170184,0.422059312,2.897246558,2.897246558,1
5,4,2,148,1,1.4,1.400158246,1.590188082,1.574099914,2.164208272,2.757620218,2
3,4,2,149,1,1.4,1.400152025,1.940195375,1.925993839,5.009094953,3.979350695,2
1,1,2,150,1,0.5,0.500085374,0.340037316,0.325969207,2.670353756,1.954768762,2
1,2,2,151,1,0.8,0.800109665,0.918751339,0.901913619,1.588249619,2.28638132,2
1,3,1,152,1,1.1,1.100122448,0.890076457,0.885969928,5.305800926,5.305800926,1
3,4,2,153,1,1.4,1.400151714,1.200150657,1.189997636,3.612831552,3.717551307,1
1,3,2,154,1,1.1,1.100075173,0.590069584,0.581997893,5.393067389,4.974188368,2
5,4,2,155,1,1.4,1.400154825,0.910942623,0.902034916,1.500983157,0.157079633,2
3,2,2,156,1,0.8,0.800154451,1.310127072,1.301901738,6.003932627,5.794493117,1
1,5,1,157,1,1.7,1.700194044,1.760173772,1.749974098,1.483529864,1.483529864,1
5,1,1,158,1,0.5,0.500066713,0.639873752,0.630029883,3.193952531,3.193952531,1
3,5,1,159,1,1.7,1.700182225,1.390157478,1.382025449,0.331612558,0.331612558,1
3,5,2,160,1,1.7,1.700273664,1.100119026,1.093999281,3.455751919,1.902408885,1
5,2,2,161,1,0.8,0.800109043,0.780115904,0.774015441,4.450589593,2.583087293,2
5,2,1,162,1,0.8,0.800070166,1.060117198,1.045959204,3.106686069,3.106686069,1
1,1,2,163,1,0.5,0.500064225,0.740144244,0.725971633,2.670353756,1.989675347,2
3,3,1,164,1,1.1,1.10012929,1.310159418,1.301997221,6.003932627,6.003932627,1
5,4,1,165,1,1.4,1.400185304,0.990107466,0.981963929,5.305800926,5.305800926,2
3,2,1,166,1,0.8,0.800063012,1.028811419,1.013955813,2.897246558,2.897246558,1
1,4,2,167,1,1.4,1.400155136,1.030110539,1.014004954,5.672320069,1.8675023,2
1,4,1,168,1,1.4,1.400148293,1.200140082,1.19001412,0.698131701,0.698131701,1
5,1,2,169,1,0.5,0.500052717,0.450037991,0.437959461,4.694935688,4.171336912,1
3,3,2,170,1,1.1,1.100165679,0.620104545,0.613980135,2.199114858,4.834562028,2
5,5,2,171,1,1.7,1.700150812,1.330160022,1.317947132,0.191986218,6.178465552,2
3,1,2,172,1,0.5,0.500045564,0.380048164,0.37398689,4.834562028,0.13962634,2
5,5,1,173,1,1.7,1.700179737,1.360113185,1.349964519,0.034906585,0.034906585,1
3,1,1,174,1,0.5,0.500051162,0.380107569,0.37398067,2.478367538,2.478367538,1
1,5,2,175,1,1.7,1.700151745,1.070124497,1.062024192,4.625122518,3.385938749,2
5,3,1,176,1,1.1,1.10011716,1.04015516,1.030016136,2.181661565,2.181661565,1
1,2,1,177,1,0.8,0.800003297,0.670018502,0.661941213,0.174532925,0.174532925,1
3,4,1,178,1,1.4,1.400241287,0.960100807,0.949940633,6.056292504,6.056292504,1
5,3,2,179,1,1.1,1.099883897,0.840760587,0.838030311,2.268928028,0.837758041,2
1,1,1,180,1,0.5,0.50006578,0.720079571,0.710026387,5.270894341,5.270894341,1
3,2,2,181,1,0.8,0.800088205,1.180676917,1.173957219,2.024581932,0.06981317,2
3,4,2,182,1,1.4,1.40018095,1.120127716,1.110035655,3.926990817,1.762782545,2
1,1,2,183,1,0.5,0.50006578,1.410140042,1.397970695,0.122173048,2.844886681,2
5,4,2,184,1,1.4,1.40006494,0.970056789,0.96597172,4.398229715,2.897246558,1
5,4,1,185,1,1.4,1.400137097,1.470135943,1.46186209,0.34906585,0.34906585,1
3,4,1,186,1,1.4,1.400161667,1.570178459,1.557917983,2.07694181,2.07694181,2
1,1,1,187,1,0.5,0.500034989,0.390075058,0.374048471,2.792526803,2.792526803,1
5,1,1,188,1,0.5,0.500058938,0.690094372,0.677994382,2.268928028,2.268928028,2
5,5,1,189,1,1.7,1.70020213,0.770057286,0.757982488,0.383972435,0.383972435,1
1,5,1,190,1,1.7,1.700179115,1.010127041,0.997915396,2.478367538,2.478367538,1
3,3,2,191,1,1.1,1.100192738,1.070114545,1.061972874,4.171336912,1.029744259,2
1,5,2,192,1,1.7,1.700142726,1.150140284,1.14203718,4.590215933,1.361356817,2
3,2,1,193,1,0.8,0.800071099,1.25013366,1.237970844,5.881759579,5.881759579,1
3,5,2,194,1,1.7,1.70027553,1.632030201,1.621970486,5.358160804,3.647738137,2
1,3,1,195,1,1.1,1.100075173,1.440147634,1.429935209,2.809980096,2.809980096,1
1,4,1,196,1,1.4,1.400173486,1.120055871,1.110015439,1.186823891,1.186823891,1
1,2,1,197,1,0.8,0.800125527,1.280116059,1.270033329,4.50294947,4.50294947,1
1,4,2,198,1,1.4,1.400180328,1.100257118,1.093949518,1.727875959,0.157079633,2
5,2,2,199,1,0.8,0.800058036,0.830089265,0.821960035,3.892084232,3.141592654,2
1,3,2,200,1,1.1,1.100115294,0.98005538,0.965964877,5.183627878,1.79768913,2
5,2,1,201,1,0.8,0.800134235,0.971102119,0.965938752,4.921828491,4.921828491,1
3,3,1,202,1,1.1,1.100238457,1.050043651,1.045886737,3.333578871,3.333578871,1
3,1,1,203,1,0.5,0.500066713,0.940646039,0.933970817,4.241150082,4.241150082,1
5,3,1,204,1,1.1,1.100132711,1.150065018,1.142022562,3.577924967,3.577924967,1
3,1,2,205,1,0.5,0.500048052,0.890462741,0.886027156,3.193952531,3.351032164,1
5,1,2,206,1,0.5,0.500078843,0.560071945,0.550016894,0.890117919,1.134464014,2
1,2,2,207,1,0.8,0.800084472,0.910115627,0.901965559,3.926990817,5.131268001,2
5,5,2,208,1,1.7,1.70017134,1.390199465,1.381951116,4.799655443,1.727875959,2
5,3,2,209,1,1.1,1.100127113,0.688703191,0.678002779,5.532693729,3.717551307,2
3,5,1,210,1,1.7,1.700196532,1.290114028,1.285874384,6.056292504,6.056292504,1
5,4,2,211,1,1.4,1.400154513,1.349188384,1.333965467,2.443460953,2.687807048,1
5,1,1,212,1,0.5,0.500058938,0.331636422,0.326032032,0.750491578,0.750491578,1
1,2,2,213,1,0.8,0.800101267,0.970059899,0.965994424,0.191986218,1.727875959,2
3,4,2,214,1,1.4,1.40016571,0.630067992,0.613920419,1.850049007,5.288347634,2
1,4,2,215,1,1.4,1.40015949,0.870058748,0.854028118,5.358160804,0.314159265,2
3,5,1,216,1,1.7,1.700179115,1.330172151,1.318005292,0.034906585,0.034906585,1
1,1,1,217,1,0.5,0.500053962,0.750094627,0.741903816,0.13962634,0.13962634,1
3,3,1,218,1,1.1,1.100105342,0.700087054,0.693975395,1.850049007,1.850049007,1
5,2,1,219,1,0.8,0.800127082,0.9113146,0.901914241,6.16101226,6.16101226,1
1,5,1,220,1,1.7,1.700204929,0.570050942,0.566014391,3.560471674,3.560471674,1
3,3,2,221,1,1.1,1.100129912,0.960209974,0.949998793,4.764748858,3.804817769,2
3,5,2,222,1,1.7,1.700203063,1.39014908,1.381997768,2.00712864,5.201081171,2
1,5,2,223,1,1.7,1.700172273,1.36003201,1.349903249,0.802851456,6.283185307,2
5,3,1,224,1,1.1,1.100128357,1.430272206,1.414029151,3.543018382,3.543018382,1
3,4,1,225,1,1.4,1.399194091,1.311774843,1.301899872,5.131268001,5.131268001,1
1,3,2,226,1,1.1,1.100122137,1.140162843,1.125970637,1.134464014,4.64257581,2
5,2,2,227,1,0.8,0.800058347,1.63012553,1.621990391,1.047197551,1.79768913,2
1,3,1,228,1,1.1,1.100157282,1.450138449,1.446079817,3.839724354,3.839724354,1
3,1,1,229,1,0.5,0.500068579,1.051127547,1.045923748,4.468042885,4.468042885,1
5,3,2,230,1,1.1,1.100068331,1.210147382,1.205959677,3.961897402,0.575958653,2
3,2,2,231,1,0.8,0.800101889,0.910666439,0.901958406,3.298672286,5.026548246,2
5,1,2,232,1,0.5,0.500079776,0.350061099,0.341973857,5.602506899,2.617993878,2
5,5,1,233,1,1.7,1.700235409,0.370071655,0.358010231,2.129301687,2.129301687,1
5,4,1,234,1,1.4,1.400142073,0.990104045,0.981952422,1.710422667,1.710422667,1
1,2,1,235,1,0.8,0.800095669,1.200153456,1.189951295,4.031710572,4.031710572,1
1,4,1,236,1,1.4,1.400165399,1.470161135,1.462032216,1.815142422,1.815142422,1
1,1,2,237,1,0.5,0.500047741,0.338908633,0.325977915,5.934119457,1.012290966,2
3,1,2,238,1,0.5,0.500051784,0.500071379,0.486004513,5.061454831,1.8675023,2
3,2,1,239,1,0.8,0.800171557,0.830051943,0.821996114,2.460914245,2.460914245,1
5,5,2,240,1,1.7,1.700377233,1.170042917,1.158005131,6.213372137,1.239183769,2
1,2,2,241,1,0.8,0.800113397,0.830149292,0.821987094,0.191986218,1.93731547,2
3,2,1,242,1,0.8,0.800046217,0.971157791,0.965962078,1.850049007,1.850049007,1
5,5,2,243,1,1.7,1.700242252,1.478466236,1.462005158,5.427973974,2.513274123,2
5,5,1,244,1,1.7,1.700208973,0.830106993,0.821970921,5.148721293,5.148721293,2
1,3,1,245,1,1.1,1.100079216,1.480002973,1.461969391,0.802851456,0.802851456,1
3,3,2,246,1,1.1,1.100148573,1.370881856,1.366012401,4.50294947,0.06981317,2
1,1,1,247,1,0.5,0.50002286,0.670071064,0.661973559,2.722713633,2.722713633,1
1,5,1,248,1,1.7,1.70018689,1.300184153,1.286036113,5.288347634,5.288347634,1
1,3,2,249,1,1.1,1.100128046,1.341645587,1.333916326,2.635447171,1.239183769,2
1,2,1,250,1,0.8,0.799176612,0.350300894,0.341953641,4.677482395,4.677482395,1
1,5,2,251,1,1.7,1.700213327,1.300143099,1.286001279,3.420845334,1.291543646,2
5,4,2,252,1,1.4,1.399195647,1.330135762,1.317962372,2.740166926,5.427973974,2
5,2,2,253,1,0.8,0.800091626,1.440213881,1.429960712,4.764748858,3.909537524,2
1,4,1,254,1,1.4,1.400168198,0.770130375,0.757989642,1.221730476,1.221730476,1
3,2,2,255,1,0.8,0.80008976,0.960082457,0.94998853,4.57276264,1.134464014,2
5,1,1,256,1,0.5,0.500037478,1.370161228,1.365964815,0.872664626,0.872664626,1
5,2,1,257,1,0.8,0.799121873,1.200150346,1.189903398,5.585053606,5.585053606,1
5,3,1,258,1,1.1,1.09910853,1.280101441,1.269894926,4.29350996,4.29350996,2
3,4,1,259,1,1.4,1.400143939,1.699179816,1.686006504,4.590215933,4.590215933,1
1,4,2,260,1,1.4,1.400231646,1.680206192,1.669984437,0.017453293,2.21656815,2
3,1,2,261,1,0.5,0.50008724,0.480053669,0.469996753,1.082104136,4.886921906,2
5,1,2,262,1,0.5,0.500104657,0.45001622,0.438028507,1.605702912,1.832595715,1
5,4,1,263,1,1.4,1.400152025,0.960103917,0.949980132,2.897246558,2.897246558,2
1,1,2,264,1,0.5,0.500028769,1.170161726,1.158005131,5.951572749,1.448623279,2
3,5,1,265,1,1.7,1.700166674,1.050108965,1.04579281,0.855211333,0.855211333,1
3,4,2,266,1,1.4,1.400165399,1.240572981,1.237951872,2.967059728,1.099557429,2
3,1,1,267,1,0.5,0.500057694,1.250169738,1.237971466,0.820304748,0.820304748,2
3,5,2,268,1,1.7,1.700167918,1.540152517,1.525963733,5.689773362,1.605702912,2
3,3,1,269,1,1.1,1.100102853,0.740112209,0.72593711,0.925024504,0.925024504,2
5,3,2,270,1,1.1,1.10012618,0.971754944,0.965978873,5.340707511,0.20943951,2
5,2,2,271,1,0.8,0.800110909,1.260179837,1.254018415,0.052359878,5.445427266,2
5,3,1,272,1,1.1,1.100114361,1.070150312,1.062011751,5.672320069,5.672320069,1
5,5,2,273,1,1.7,1.700191867,1.30006379,1.285906108,3.403392041,2.670353756,1
3,4,2,274,1,1.4,1.400201477,1.699361761,1.686022988,1.832595715,1.570796327,1
5,4,1,275,1,1.4,1.400219827,1.508616585,1.49395692,0.959931089,0.959931089,1
3,3,1,276,1,1.1,1.100138309,1.420374384,1.413978144,4.817108736,4.817108736,1
3,1,2,277,1,0.5,0.500014773,0.550063712,0.533895613,1.623156204,2.164208272,1
3,5,1,278,1,1.7,1.700228567,1.370192952,1.365899191,5.567600314,5.567600314,2
3,4,1,279,1,1.4,1.400149537,1.500226265,1.493927685,3.298672286,3.298672286,1
3,2,1,280,1,0.8,0.800104066,1.401181182,1.398055291,5.358160804,5.358160804,1
5,3,2,281,1,1.1,1.100120893,1.310159107,1.301965497,6.265732015,0.122173048,1
1,4,1,282,1,1.4,1.399208087,1.409956853,1.397965096,1.850049007,1.850049007,1
1,5,2,283,1,1.7,1.700196843,1.328801186,1.318029552,4.118977035,3.979350695,1
3,5,2,284,1,1.7,1.700208351,1.680199039,1.669940272,5.445427266,0.41887902,2
1,2,2,285,1,0.8,0.800081673,1.100131467,1.093976577,0.06981317,0.34906585,1
1,4,2,286,1,1.4,1.400201477,1.310138269,1.301974827,1.832595715,4.625122518,2
1,1,1,287,1,0.5,0.500051784,0.449100584,0.43797159,5.253441049,5.253441049,1
3,2,2,288,1,0.8,0.800108732,1.000116321,0.998021764,0.802851456,1.274090354,1
5,5,1,289,1,1.7,1.700199642,1.16948433,1.158014772,0.663225116,0.663225116,2
3,1,1,290,1,0.5,0.500029391,0.88013696,0.870011309,1.989675347,1.989675347,1
1,1,2,291,1,0.5,0.500060493,1.100565959,1.093997415,6.073745797,5.061454831,2
1,3,1,292,1,1.1,1.100113117,0.991372374,0.981979791,4.08407045,4.08407045,1
5,4,2,293,1,1.4,1.399157702,0.940201595,0.933989478,1.919862177,1.762782545,1
1,3,2,294,1,1.1,1.100110629,1.261013052,1.253973006,0.750491578,0.890117919,1
5,1,1,295,1,0.5,0.499162585,1.34015768,1.334027049,0.855211333,0.855211333,1
5,2,1,296,1,0.8,0.800147298,0.53005751,0.517992976,3.036872898,3.036872898,1
1,5,1,297,1,1.7,1.700180981,1.280156803,1.269960862,5.358160804,5.358160804,1
5,1,2,298,1,0.5,0.49908763,0.780464865,0.773911251,4.764748858,3.473205211,2
1,2,1,299,1,0.8,0.800096913,0.86889181,0.854050823,6.213372137,6.213372137,1
3,3,2,300,1,1.1,1.10011716,1.140142004,1.125992098,1.099557429,6.178465552,2
1,1,2,301,1,0.5,0.500033745,0.550101967,0.533939466,3.752457892,1.169370599,2
5,5,1,302,1,1.7,1.699200965,1.040117527,1.029970416,2.705260341,2.705260341,1
3,4,2,303,1,1.4,1.400156069,1.390150013,1.381891089,2.129301687,0.261799388,2
