"","curDur","WMSize","NSub","Exp","model","wp","mu_r","sig_r","predY","sig_wm2","log_lik"
"22574",0.53,3,6,"Exp4","Exp4",0.289138633544875,0.627516676057177,0.16852424337194,0.628057178107754,0.0277561555233408,0.377864320061735
"22575",0.54,3,6,"Exp4","Exp4",0.289138633544875,0.634963873366118,0.168486917784294,0.634598286254172,0.0277561555233408,0.368438659121734
"22576",0.55,3,6,"Exp4","Exp4",0.289138633544875,0.64241107067506,0.168450927050059,0.643919683652133,0.0277561555233408,0.364853350564994
"22577",0.56,3,6,"Exp4","Exp4",0.289138633544875,0.649858267984001,0.168416200779121,0.64625761070473,0.0277561555233408,0.37043734453379
"22578",0.57,3,6,"Exp4","Exp4",0.289138633544875,0.657305465292942,0.168382673447582,0.656442200157317,0.0277561555233408,0.358888596465477
"22579",0.58,3,6,"Exp4","Exp4",0.289138633544875,0.664752662601884,0.168350283984195,0.663989056998415,0.0277561555233408,0.366210916917383
"22580",0.59,3,6,"Exp4","Exp4",0.289138633544875,0.672199859910825,0.168318975398281,0.671071614215052,0.0277561555233408,0.369996248029626
"22581",0.6,3,6,"Exp4","Exp4",0.289138633544875,0.679647057219766,0.16828869444437,0.679936776714974,0.0277561555233408,0.364217509956259
"22582",0.61,3,6,"Exp4","Exp4",0.289138633544875,0.687094254528708,0.168259391319387,0.687005268822005,0.0277561555233408,0.363196462535029
"22583",0.62,3,6,"Exp4","Exp4",0.289138633544875,0.694541451837649,0.168231019388762,0.693432449281889,0.0277561555233408,0.364458346243131
"22584",0.63,3,6,"Exp4","Exp4",0.289138633544875,0.70198864914659,0.168203534938298,0.702214130928953,0.0277561555233408,0.361971091027663
"22585",0.64,3,6,"Exp4","Exp4",0.289138633544875,0.709435846455532,0.168176896948996,0.709887622845451,0.0277561555233408,0.354365680360362
"22586",0.65,3,6,"Exp4","Exp4",0.289138633544875,0.716883043764473,0.168151066892414,0.717135527457421,0.0277561555233408,0.365472618029164
"22587",0.66,3,6,"Exp4","Exp4",0.289138633544875,0.724330241073414,0.168126008544396,0.721518008489782,0.0277561555233408,0.370070854948866
"22588",0.67,3,6,"Exp4","Exp4",0.289138633544875,0.731777438382356,0.168101687815277,0.731683570690533,0.0277561555233408,0.359575347648655
"22589",0.68,3,6,"Exp4","Exp4",0.289138633544875,0.739224635691297,0.168078072594892,0.738182249656546,0.0277561555233408,0.368350823979192
"22590",0.69,3,6,"Exp4","Exp4",0.289138633544875,0.746671833000238,0.168055132610898,0.747087933293265,0.0277561555233408,0.369297529693962
"22591",0.7,3,6,"Exp4","Exp4",0.289138633544875,0.75411903030918,0.1680328392991,0.751624627081259,0.0277561555233408,0.360399564185956
"22592",0.71,3,6,"Exp4","Exp4",0.289138633544875,0.761566227618121,0.168011165684607,0.760413140339547,0.0277561555233408,0.363680103179248
"22593",0.72,3,6,"Exp4","Exp4",0.289138633544875,0.769013424927062,0.167990086272772,0.766905652341966,0.0277561555233408,0.373874083756988
"22594",0.73,3,6,"Exp4","Exp4",0.289138633544875,0.776460622236004,0.167969576949001,0.779375542054572,0.0277561555233408,0.370382375024127
"22595",0.74,3,6,"Exp4","Exp4",0.289138633544875,0.783907819544945,0.167949614886587,0.782550307133211,0.0277561555233408,0.366417520139852
"22596",0.75,3,6,"Exp4","Exp4",0.289138633544875,0.791355016853886,0.167930178461843,0.79240876838343,0.0277561555233408,0.368094205527896
"22597",0.76,3,6,"Exp4","Exp4",0.289138633544875,0.798802214162828,0.167911247175851,0.799094476187372,0.0277561555233408,0.363023393859789
"22598",0.77,3,6,"Exp4","Exp4",0.289138633544875,0.806249411471769,0.16789280158225,0.807734770449527,0.0277561555233408,0.369017055720611
"22599",0.78,3,6,"Exp4","Exp4",0.289138633544875,0.81369660878071,0.167874823220514,0.813397935494816,0.0277561555233408,0.357166222833139
"22600",0.79,3,6,"Exp4","Exp4",0.289138633544875,0.821143806089652,0.167857294554246,0.820385995032803,0.0277561555233408,0.367198945625222
"22601",0.8,3,6,"Exp4","Exp4",0.289138633544875,0.828591003398593,0.167840198914046,0.825626223675434,0.0277561555233408,0.374248370357698
"22602",0.81,3,6,"Exp4","Exp4",0.289138633544875,0.836038200707535,0.167823520444576,0.838433498493304,0.0277561555233408,0.370834060969612
"22603",0.82,3,6,"Exp4","Exp4",0.289138633544875,0.843485398016476,0.167807244055446,0.843898612420166,0.0277561555233408,0.357333493336293
"22604",0.83,3,6,"Exp4","Exp4",0.289138633544875,0.850932595325417,0.167791355375622,0.850584025935616,0.0277561555233408,0.368023996399868
"22605",0.84,3,6,"Exp4","Exp4",0.289138633544875,0.858379792634359,0.167775840711057,0.856591995979956,0.0277561555233408,0.361413948028887
"22606",0.85,3,6,"Exp4","Exp4",0.289138633544875,0.8658269899433,0.167760687005278,0.867550536814267,0.0277561555233408,0.367852570336938
"22607",0.86,3,6,"Exp4","Exp4",0.289138633544875,0.873274187252241,0.167745881802701,0.871058998171569,0.0277561555233408,0.371812753134466
"22608",0.87,3,6,"Exp4","Exp4",0.289138633544875,0.880721384561183,0.167731413214444,0.882223852856073,0.0277561555233408,0.36162397635669
"22609",0.88,3,6,"Exp4","Exp4",0.289138633544875,0.888168581870124,0.167717269886455,0.888784166066729,0.0277561555233408,0.3611055936928
"22610",0.89,3,6,"Exp4","Exp4",0.289138633544875,0.895615779179065,0.167703440969764,0.897909928462089,0.0277561555233408,0.363186607907808
"22611",0.9,3,6,"Exp4","Exp4",0.289138633544875,0.903062976488007,0.167689916092699,0.902315579259897,0.0277561555233408,0.369832743829349
"22612",0.91,3,6,"Exp4","Exp4",0.289138633544875,0.910510173796948,0.167676685334919,0.911381906760669,0.0277561555233408,0.360808067265316
"22613",0.92,3,6,"Exp4","Exp4",0.289138633544875,0.917957371105889,0.167663739203121,0.918164688967522,0.0277561555233408,0.369454069406898
"22614",0.93,3,6,"Exp4","Exp4",0.289138633544875,0.925404568414831,0.167651068608302,0.924100082500624,0.0277561555233408,0.374250027996046
"22615",0.94,3,6,"Exp4","Exp4",0.289138633544875,0.932851765723772,0.16763866484446,0.932777328368154,0.0277561555233408,0.368094235713375
"22616",0.95,3,6,"Exp4","Exp4",0.289138633544875,0.940298963032713,0.167626519568621,0.942816054680834,0.0277561555233408,0.368598668621719
"22617",0.96,3,6,"Exp4","Exp4",0.289138633544875,0.947746160341655,0.167614624782115,0.946889550913536,0.0277561555233408,0.373913578779807
"22618",0.97,3,6,"Exp4","Exp4",0.289138633544875,0.955193357650596,0.167602972812986,0.954474400002083,0.0277561555233408,0.360341909515766
"22619",0.98,3,6,"Exp4","Exp4",0.289138633544875,0.962640554959537,0.167591556299481,0.961788090984156,0.0277561555233408,0.373582567676836
"22620",0.99,3,6,"Exp4","Exp4",0.289138633544875,0.970087752268479,0.167580368174522,0.969173497714854,0.0277561555233408,0.361564112062161
"22621",1,3,6,"Exp4","Exp4",0.289138633544875,0.97753494957742,0.167569401651107,0.976701757174798,0.0277561555233408,0.370848816416141
"22622",1.01,3,6,"Exp4","Exp4",0.289138633544875,0.984982146886361,0.16755865020857,0.984590409827748,0.0277561555233408,0.37056876386863
"22623",1.02,3,6,"Exp4","Exp4",0.289138633544875,0.992429344195303,0.167548107579638,0.994090007898312,0.0277561555233408,0.364167377119793
"22624",1.03,3,6,"Exp4","Exp4",0.289138633544875,0.999876541504244,0.16753776773824,1.00015674631843,0.0277561555233408,0.362045500940819
"22625",1.04,3,6,"Exp4","Exp4",0.289138633544875,1.00732373881319,0.167527624888013,1.00885577920776,0.0277561555233408,0.364168269461464
"22626",1.05,3,6,"Exp4","Exp4",0.289138633544875,1.01477093612213,0.167517673451457,1.01308497961866,0.0277561555233408,0.365441573742228
"22627",1.06,3,6,"Exp4","Exp4",0.289138633544875,1.02221813343107,0.167507908059699,1.02246589009243,0.0277561555233408,0.376263526127947
"22628",1.07,3,6,"Exp4","Exp4",0.289138633544875,1.02966533074001,0.167498323542829,1.02938088112758,0.0277561555233408,0.371915244652287
"22629",1.08,3,6,"Exp4","Exp4",0.289138633544875,1.03711252804895,0.167488914920765,1.03880459290392,0.0277561555233408,0.383891840693346
"22630",1.09,3,6,"Exp4","Exp4",0.289138633544875,1.04455972535789,0.167479677394618,1.04391733337159,0.0277561555233408,0.363364265753109
"22631",1.1,3,6,"Exp4","Exp4",0.289138633544875,1.05200692266683,0.167470606338525,1.05164107114983,0.0277561555233408,0.35975294597481
"22632",1.11,3,6,"Exp4","Exp4",0.289138633544875,1.05945411997577,0.16746169729192,1.05997191350026,0.0277561555233408,0.376844041451878
"22633",1.12,3,6,"Exp4","Exp4",0.289138633544875,1.06690131728472,0.167452945952213,1.06685568400519,0.0277561555233408,0.36265685661409
"22634",1.13,3,6,"Exp4","Exp4",0.289138633544875,1.07434851459366,0.167444348167858,1.07475701060673,0.0277561555233408,0.376451654229127
"22635",1.14,3,6,"Exp4","Exp4",0.289138633544875,1.0817957119026,0.167435899931782,1.08182768506264,0.0277561555233408,0.373744495088292
"22636",1.15,3,6,"Exp4","Exp4",0.289138633544875,1.08924290921154,0.167427597375152,1.09004790534789,0.0277561555233408,0.374732517121761
"22637",1.16,3,6,"Exp4","Exp4",0.289138633544875,1.09669010652048,0.167419436761465,1.09739362441934,0.0277561555233408,0.3809198507605
"22638",1.17,3,6,"Exp4","Exp4",0.289138633544875,1.10413730382942,0.167411414480937,1.10557157154012,0.0277561555233408,0.365367676718072
"22639",1.18,3,6,"Exp4","Exp4",0.289138633544875,1.11158450113836,0.167403527045177,1.11589135431251,0.0277561555233408,0.367073669367804
"22640",1.19,3,6,"Exp4","Exp4",0.289138633544875,1.11903169844731,0.167395771082121,1.11827298068005,0.0277561555233408,0.371027988592212
"22641",1.2,3,6,"Exp4","Exp4",0.289138633544875,1.12647889575625,0.167388143331229,1.126947102733,0.0277561555233408,0.373879976283881
"22642",1.21,3,6,"Exp4","Exp4",0.289138633544875,1.13392609306519,0.167380640638907,1.13475764630985,0.0277561555233408,0.370740822637449
"22643",1.22,3,6,"Exp4","Exp4",0.289138633544875,1.14137329037413,0.167373259954159,1.14182887825224,0.0277561555233408,0.374488924602775
"22644",1.23,3,6,"Exp4","Exp4",0.289138633544875,1.14882048768307,0.167365998324447,1.14620357081982,0.0277561555233408,0.360922927938999
"22645",1.24,3,6,"Exp4","Exp4",0.289138633544875,1.15626768499201,0.167358852891752,1.15638499198296,0.0277561555233408,0.368623322313042
"22646",1.25,3,6,"Exp4","Exp4",0.289138633544875,1.16371488230095,0.167351820888821,1.1626649901319,0.0277561555233408,0.37291734777956
