"","Exp","NSub","WMSize","sd_predInP_boot","m_predInP_boot","sd_RPInP_boot","mRP_InP_boot","sd_pred_slope_boot","m_pred_slope_boot","sd_RP_slope_boot","mRP_slope_boot"
"100","Exp3",2,"medium",0.00287950981283745,0.94231291510947,0.031289759806853,0.953225326163743,0.00424609071085448,0.353624902545492,0.0486101730163411,0.359267449116551
"101","Exp3",2,"low",0.00282628839789101,0.874982344228225,0.0269242395887719,0.880748115684007,0.00392179039405018,0.336765801139677,0.0479048943668094,0.321495027699388
"102","Exp3",2,"high",0.00268331908654156,0.976009591955004,0.0342005015595068,0.963974955214837,0.00402387112507213,0.361666047160001,0.0576393428785662,0.3645901683956
"103","Exp3",3,"medium",0.00394497825617621,0.877342748184178,0.0440983265676821,0.859025312559849,0.00432927965285893,0.489017836504836,0.0506342518859706,0.46928364654007
"104","Exp3",3,"low",0.0039913539854798,0.852430019941972,0.041624087595345,0.867659790997713,0.00428385032068124,0.481963579384805,0.061235375107108,0.474963216858619
"105","Exp3",3,"high",0.00412631653354416,0.889411315869753,0.0352387778700174,0.901246910112152,0.00437935022903093,0.493433148869188,0.0451751123325321,0.507013624175256
"106","Exp3",4,"medium",0.00290595567329541,1.02427297688952,0.029227154521763,1.02376665477865,0.00437952396532541,0.376569690875924,0.038009502488689,0.476369654313661
"107","Exp3",4,"low",0.00287232666443564,0.998337190097948,0.0302186633863371,1.01296545863206,0.00450101582275379,0.371503405731065,0.0486377142506496,0.310216556427655
"108","Exp3",4,"high",0.00274860002622977,1.03621134202397,0.0324971682041678,1.01537951303227,0.00428030852566308,0.380309665150065,0.0502865349104712,0.333720937487644
"109","Exp3",5,"medium",0.0170481560626248,1.63995574410887,1.67061683004154,1.20673785934329,0.00115357309639365,0.958959427104807,0.0493185984076679,0.851025969933841
"110","Exp3",5,"low",0.0069904930941866,0.998931082182016,4.13437832929692,0.949503802403094,0.00118139025306893,0.934338409205327,0.0377653657081558,0.953460396625193
"111","Exp3",5,"high",0.0472763145794861,2.32866532065983,3.73026120676366,1.5867678324419,0.00111280056980861,0.970823623089749,0.0344887000518267,0.944872889562196
"112","Exp3",6,"medium",0.0027883800714646,1.08564519997221,0.0333623549298131,1.11306352845678,0.00439399498057478,0.395854717480569,0.0501399190161721,0.338878823853186
"113","Exp3",6,"low",0.00295940130654282,1.01962214365673,0.0431617384090671,1.00764679291799,0.0040948585206006,0.380926588976508,0.056534329903789,0.423645357953957
"114","Exp3",6,"high",0.00288561914048741,1.11880444499565,0.0461310153848837,1.10579953060503,0.00458516912409098,0.403345572431557,0.0649348262703259,0.44318771996621
"115","Exp3",7,"medium",0.00565166898390291,0.959050867747696,0.0702286635548983,0.996646133249442,0.00333309683582012,0.75336917108631,0.0383578411613459,0.763436089859187
"116","Exp3",7,"low",0.00556247240829413,0.796232542515465,0.0678321224056749,0.784605567282362,0.00299204888161189,0.717165170450589,0.0400940339511469,0.724281675068554
"117","Exp3",7,"high",0.00572646572000884,1.05622812211533,0.0810358251191691,1.02507787088757,0.00341303406748088,0.770986150242146,0.0390129527159192,0.758631127747567
"118","Exp3",8,"medium",0.0021434675513594,1.13157882292521,0.0337784627633028,1.15182082268842,0.00400742152113339,0.305705782343379,0.0463247220773926,0.341314327711448
"119","Exp3",8,"low",0.00218428963805352,1.1085269429855,0.0346301595831531,1.13172334734808,0.00406042474888832,0.301152857975785,0.0646739471873308,0.272717326129429
"120","Exp3",8,"high",0.00219456414513025,1.1431420380267,0.0385623845751394,1.10368987824076,0.00399992724244972,0.307744113277198,0.0601449947101029,0.334175717903398
"121","Exp3",9,"medium",0.00334153956280866,0.994062437862469,0.0392599904105458,0.972947476089739,0.00446369802589176,0.444286705137638,0.0520886241367301,0.418631162439543
"122","Exp3",9,"low",0.00340967872564474,0.946575774209035,0.0456213364345553,0.934291587550809,0.00432132629703148,0.432107882275322,0.0440242477337162,0.534070472401779
"123","Exp3",9,"high",0.00326760527517522,1.01757541299131,0.0357727392109786,1.03560664618518,0.00459854078241287,0.450021466705283,0.0676136099484476,0.355083333595354
"124","Exp3",10,"medium",0.00332178517112018,0.995472945166638,0.0381224051363555,1.06192584117478,0.004666202276822,0.435913269893503,0.0577160217262558,0.40694524800959
"125","Exp3",10,"low",0.00327217191115114,0.848332983346063,0.0316389303721608,0.825172432577769,0.00413704967326102,0.397097178605138,0.0392242541736585,0.434186805580142
"126","Exp3",10,"high",0.00323059465374183,1.07688035089066,0.0391160820403666,1.01912515218131,0.00478528661511112,0.455427308205871,0.0639637395152965,0.428761160279216
"127","Exp3",11,"medium",0.0033027553592753,1.07113228654269,0.0342964763246531,1.06903653241293,0.00472668239403301,0.450411936428149,0.0442999634256381,0.459986756182862
"128","Exp3",11,"low",0.00324199076382262,1.0416715384299,0.0377012252687989,1.05407897699864,0.00461488510094323,0.444131250810501,0.0453851360165612,0.521813387419308
"129","Exp3",11,"high",0.00342185750733591,1.08538446120174,0.0308714689620194,1.07667505773967,0.00448120063998494,0.454050050987263,0.0424261949827279,0.390610602522109
"130","Exp3",12,"medium",0.00274571192946917,1.10558878320802,0.0294950214205233,1.08000462031663,0.00439496228479836,0.365506036519412,0.0519429617611384,0.305757446622711
"131","Exp3",12,"low",0.00264347637719094,1.05050076945375,0.0327108919042852,1.06458609660596,0.00436297827407178,0.353762279832251,0.0566128130045188,0.337266336021355
"132","Exp3",12,"high",0.00265294917731483,1.13269164794606,0.0446362727233223,1.15233419502054,0.00449392767944973,0.370021472355113,0.0539437515002533,0.410137851755383
"133","Exp3",13,"medium",0.00429471719272143,0.689899613339065,0.0383932232578445,0.67864036318883,0.00357784975163618,0.472237578385021,0.0475531722129293,0.438464886446594
"134","Exp3",13,"low",0.00439302133989031,0.636634595496803,0.0376520010299574,0.667669233623452,0.00363977064981721,0.45159605346418,0.045488901087925,0.42332217645382
"135","Exp3",13,"high",0.00437803766411927,0.717420140396448,0.0423205483346837,0.739958686895235,0.00385227195949877,0.481751495920679,0.0610403725870977,0.484836926858703
"136","Exp3",14,"medium",0.00512411195117732,1.21369293954576,0.0726710668524968,1.26549422210991,0.00479831689599205,0.648520500732722,0.0597027362430814,0.610644410697545
"137","Exp3",14,"low",0.00491210240402042,1.12911408172694,0.0848061721711817,1.12103186114105,0.0049450951830142,0.63111591966404,0.0494537299158374,0.717011668961477
"138","Exp3",14,"high",0.00544234949505227,1.25846609897786,0.0712028582851,1.20294094993434,0.00488269766575419,0.656473928779247,0.0527241776435543,0.639419371652161
"139","Exp3",15,"medium",0.00446427074629897,0.769557904059698,0.0330242441656864,0.818753512639082,0.00400005724179184,0.510645607617237,0.039427996580657,0.501268303245612
"140","Exp3",15,"low",0.00437078683587641,0.708155370179059,0.0399260099083607,0.673133709603801,0.00387440641508905,0.490209893512643,0.0424485978521204,0.517902339671966
"141","Exp3",15,"high",0.00453269874881782,0.800794813971092,0.0336791306330435,0.795507892760901,0.00407915722733151,0.520624496937659,0.0411270841933969,0.485121911786913
"142","Exp3",16,"medium",0.00446679516205178,0.759298482814516,0.0406193820235048,0.779273197308373,0.00395028689980945,0.503430148051514,0.0429412873516402,0.460783338742263
"143","Exp3",16,"low",0.00452878454762286,0.680966205953985,0.0465476053809695,0.64502572362636,0.00371392954399826,0.476674238980146,0.0358404704970165,0.511205943761411
"144","Exp3",16,"high",0.00442123376178147,0.799996543863526,0.0378230237488893,0.813809912224016,0.00413613479647358,0.516784408289052,0.0414142429404302,0.499468507360786
"145","Exp4a",1,"medium",0.0046491859106136,0.786861669672642,0.0633005282468375,0.724426849732275,0.00384915178297045,0.545238973292539,0.0581522666676062,0.572540553123676
"146","Exp4a",1,"low",0.00467527223895704,0.825394694895143,0.0472828018182754,0.86202445385772,0.00405990991757537,0.587053727698478,0.05013720601002,0.532417097103864
"147","Exp4a",1,"high",0.00453213504661665,0.786693919034967,0.0471691065480151,0.81420129452316,0.00396639262066636,0.532597099484063,0.0551941919459224,0.525080758668382
"148","Exp4a",2,"medium",0.0033281988298585,0.956732402362623,0.0248994936046952,0.971745813799885,0.00423053805877041,0.451641470337186,0.0342667348101961,0.433519030740895
"149","Exp4a",2,"low",0.00369207928428859,0.983735211382615,0.0306473253384799,0.977515923314634,0.00476267899290782,0.478098150853397,0.0345073466977471,0.474243727770431
"150","Exp4a",2,"high",0.00341364527406383,0.953907049245193,0.0268535323515324,0.939560318134028,0.00452594581185801,0.442609847090092,0.0345491170518707,0.479026135170395
"151","Exp4a",3,"medium",0.00261892072090497,0.852185763827788,0.0261915395111405,0.847314725561234,0.0038716918363568,0.314597609197699,0.0491712133929058,0.322527686130429
"152","Exp4a",3,"low",0.00323979821115881,0.814925361749607,0.0278025920040092,0.832221159196764,0.00385979995259954,0.378799611713638,0.0422127653832543,0.363744585193979
"153","Exp4a",3,"high",0.00258092211742049,0.889467492938705,0.0301946410035146,0.877775975403639,0.00378674971862287,0.298398347585592,0.0492582072382965,0.328085216968444
"154","Exp4a",4,"medium",0.00185738500978547,0.905903373649442,0.0251280893847199,0.913032940205913,0.00310081448149991,0.218127166666667,0.057760163430655,0.163271110334168
"155","Exp4a",4,"low",0.00218449204978156,0.900404944952786,0.025353924070517,0.911729667078033,0.00356614644459056,0.275840371193885,0.0494770397988319,0.2624905514924
"156","Exp4a",4,"high",0.00174632544794696,0.922241754872734,0.0280302806309868,0.907974836901106,0.00305947418846623,0.203267307130416,0.041767393045422,0.285430119453341
"157","Exp4a",5,"medium",0.0034650072410562,1.11886871581446,0.0373380588567174,1.14959285530459,0.00505405668318689,0.461674932737189,0.05310754346125,0.389769987414532
"158","Exp4a",5,"low",0.00446694256075937,1.18040090613028,0.0605435115722992,1.16939714024307,0.00489894057555344,0.58054733285833,0.0541512775013987,0.629993209345964
"159","Exp4a",5,"high",0.00325453963673062,1.12981781948113,0.0359556558675967,1.10879466305733,0.00461126806363721,0.429092651211489,0.0476090457246458,0.48693290260141
"160","Exp4a",6,"medium",0.00582098847855181,0.892033277871877,0.0574181028697578,0.901065917915368,0.00339951730813857,0.727842106414653,0.0388287485861379,0.740038224401968
"161","Exp4a",6,"low",0.00598480138833717,0.860889097124518,0.04569823439783,0.893701629528548,0.00250962562159632,0.798938697446466,0.0294043049368542,0.751997912166064
"162","Exp4a",6,"high",0.00537811944968501,0.948876848136937,0.0579898191637907,0.929402985645526,0.00352820719560041,0.710419237599416,0.0413370386843317,0.72543067997356
"163","Exp4a",7,"medium",0.00618733878456392,0.818065946603475,0.104722819640704,0.823548431843167,0.00226446331156203,0.818072591955153,0.0592098195357682,0.767229735820233
"164","Exp4a",7,"low",0.00802713438963481,1.27583412652438,3.83206010281576,1.16402962185963,0.0023080276244485,0.882662373276984,0.0583304452058836,0.850100962879759
"165","Exp4a",7,"high",0.00633518847239786,0.714845993876345,0.741071197887805,0.642776561857403,0.00225970521981204,0.792097851378327,0.0497862747301606,0.870883670006336
"166","Exp4a",8,"medium",0.00426883096256493,1.08341611743552,0.0551241660552142,1.12595911907459,0.00472204913242687,0.562994003450468,0.0665092132775202,0.562571596070075
"167","Exp4a",8,"low",0.004482104319198,1.10450818333101,0.0466817460530278,1.09633192126667,0.00459929233235339,0.612347155769603,0.0432164371607796,0.610536121580265
"168","Exp4a",8,"high",0.00421313286889755,1.0949376628041,0.049896768605467,1.03751693456386,0.00498468939299958,0.54791702882689,0.0399645999591336,0.598555768988187
"169","Exp4a",9,"medium",0.00509991601470785,1.24348980723963,0.0650031222433033,1.23085347926754,0.00483573921773491,0.63255180692288,0.0645851341807385,0.563610089823394
"170","Exp4a",9,"low",0.00524910529638836,1.20323404746143,0.0743791187084483,1.21874373944222,0.00470056256896332,0.657352117801643,0.0705682388962548,0.58304771475412
