"","Exp","NSub","WMSize","sd_predInP_boot","m_predInP_boot","sd_RPInP_boot","mRP_InP_boot","sd_pred_slope_boot","m_pred_slope_boot","sd_RP_slope_boot","mRP_slope_boot"
"1","Exp1",1,"medium",0.00196009512262849,0.896568965276386,0.0277794075926685,0.921972477331949,0.00319218378910617,0.23367386734656,0.0448318855842488,0.229291094432407
"2","Exp1",1,"low",0.00198691465454683,0.897019117376108,0.0257533354493081,0.872269589553304,0.00328332431621249,0.23309994566931,0.042145004729386,0.308129560240924
"3","Exp1",1,"high",0.00196191900526587,0.896497604997677,0.0249535080348755,0.890802843628877,0.00320005485382568,0.233664351294041,0.037667860621861,0.188266664826904
"4","Exp1",2,"medium",0.00376935608543703,1.09342518931594,0.043892673455344,1.11426466611376,0.0047479280860468,0.51833333331418,0.0566784879642478,0.473320203757572
"5","Exp1",2,"low",0.00367183693039753,1.09323179102284,0.0402098957920671,1.11442171124553,0.00488038013994206,0.517850483633234,0.0458054738494493,0.534051742448089
"6","Exp1",2,"high",0.00376930430738542,1.09347296259226,0.0391315659165059,1.05447247818445,0.00454822105483079,0.518154114286591,0.0429508824363077,0.535425576547118
"7","Exp1",3,"medium",0.003522305871483,0.97470736204869,0.0303185086856244,0.948136714652668,0.00447804257568399,0.466380338296431,0.0406050007464334,0.439595512827595
"8","Exp1",3,"low",0.00340501185400092,0.974518578984249,0.0342202657455536,0.978468924107469,0.00459732471196213,0.466335298896594,0.0395123265589188,0.550458875791556
"9","Exp1",3,"high",0.0036168953512493,0.974498035344308,0.0246383191674428,1.00251228781067,0.0046072695543808,0.466573793188476,0.0321482455744817,0.420690865973706
"10","Exp1",4,"medium",0.00290554630845992,0.943510918757366,0.0393214441195558,0.904379965610582,0.00412607971643165,0.360052960876594,0.0578767480561542,0.349765526105439
"11","Exp1",4,"low",0.00278445350204829,0.943486483326172,0.0357746238277335,0.96777827270434,0.00411694589915865,0.360002390413922,0.0507813476501396,0.363505683510004
"12","Exp1",4,"high",0.00272594931957402,0.943480405178591,0.0364248629194781,0.962621128733907,0.00425248822446693,0.360113847977757,0.0603550932109518,0.378278026056348
"13","Exp1",5,"medium",0.00623825988528928,0.901016375171909,0.0499154398808214,0.927803677613319,0.00269380335042258,0.80508678508508,0.029248510897708,0.770115459563515
"14","Exp1",5,"low",0.00580713685536812,0.900291318565753,0.0580377053563589,0.889709883792206,0.00256322524485177,0.805174737278187,0.0308531965025015,0.835731400303046
"15","Exp1",5,"high",0.0059958032682201,0.90070794893308,0.0650889997033555,0.875073834602307,0.00269609179109102,0.805110119533131,0.0297026542442928,0.810543322639187
"16","Exp1",6,"medium",0.00286810858776625,0.839861633814291,0.0223826648335881,0.883461643235912,0.00389820026010709,0.343764304576189,0.0415476986297546,0.347104052715514
"17","Exp1",6,"low",0.00292226335257276,0.839973211727557,0.0226817914475039,0.834308993832618,0.00387448812257697,0.342506643034288,0.0381739484287768,0.327424017172566
"18","Exp1",6,"high",0.00305772691674678,0.839392371226696,0.0260536646102255,0.79360223778839,0.00405074307671108,0.343192095883013,0.0362108071328176,0.374903447270991
"19","Exp1",7,"medium",0.0036028184752062,0.691245398142585,0.0340283522459741,0.731627079393124,0.00370338803983647,0.374328363911832,0.0530994975236405,0.360635415246978
"20","Exp1",7,"low",0.00353933927583866,0.691051208465171,0.0488489554147514,0.687286409564606,0.00374006002060793,0.37437544282969,0.0546307864749413,0.347348780682813
"21","Exp1",7,"high",0.00352997359000913,0.691235526499338,0.051327523596356,0.662949803859143,0.00370687161236116,0.374156620227702,0.0608840253571375,0.409150005567092
"22","Exp1",8,"medium",0.00409060629667257,1.01033131898905,0.0581358479314333,0.919955363736953,0.00462986507520485,0.56657771467514,0.0587567331568131,0.617137944809792
"23","Exp1",8,"low",0.00405804031995409,1.00964324328966,0.0652464489656639,1.00811906078266,0.00448971398884174,0.566667010694719,0.0705374291761452,0.524959341595619
"24","Exp1",8,"high",0.00438156107172884,1.00933003079851,0.0690223788351079,1.09562492978245,0.00467559235565124,0.565966045397945,0.0676299879107803,0.55113762195021
"25","Exp1",9,"medium",0.00660465988324602,1.30030850116914,0.0875339769866471,1.30757225349727,0.00411722318033075,0.757268779561535,0.0378084186714332,0.766001705569024
"26","Exp1",9,"low",0.00694472866280115,1.30042207221009,0.0965248552544057,1.36131174053271,0.00403928416945468,0.757139364219474,0.0487557516072825,0.735214578849596
"27","Exp1",9,"high",0.00688212471861602,1.30021049581856,0.0749745152707075,1.18896407424442,0.00410688522602361,0.757444823411599,0.0348022207470268,0.751911685841524
"28","Exp1",10,"medium",0.00361543377568721,0.951255842973164,0.0373743274511637,0.894377099635604,0.00422195061031939,0.472928460947319,0.0502791007972166,0.550787427864654
"29","Exp1",10,"low",0.0036127785525056,0.951759895967986,0.0361707366294572,0.924634223400869,0.00441443637854124,0.472731771676623,0.0445607005090704,0.442909313599489
"30","Exp1",10,"high",0.00370076124428737,0.951656663425918,0.045311698669161,1.02108941782238,0.0045311897858477,0.473003465197839,0.0469729953289767,0.466359017603096
"31","Exp1",11,"medium",0.00446103485614878,0.987162848569287,0.0530552848063301,1.03921207350018,0.00456810462496695,0.581178382597338,0.0500394171183587,0.63713745255203
"32","Exp1",11,"low",0.004511342288017,0.987003638108919,0.0564941705968211,0.958371372506304,0.00434688549497195,0.581376163142482,0.0619011828172019,0.560425227326452
"33","Exp1",11,"high",0.00430042836526951,0.987258259352115,0.0373716243744834,0.976452744867049,0.00434614275774151,0.581001164061014,0.0437977641958077,0.533007189455649
"34","Exp1",12,"medium",0.00637566949187743,0.565603015462041,3.86379115336171,0.238574715485706,0.00115251463605558,0.873530153482262,0.0380010319944311,0.895832165501327
"35","Exp1",12,"low",0.00649154024701634,0.565799265113255,0.139490343206039,0.799827473621582,0.00119844242463242,0.873489488337357,0.0353995406502332,0.847088634519409
"36","Exp1",12,"high",0.00690480206757786,0.566449074849576,0.108790350226913,0.643264688054068,0.00124944653513461,0.873462553230462,0.0308276142498276,0.838903551698631
"37","Exp1",13,"medium",0.00581227618159859,1.15567067869132,0.0806914846932043,1.14880699648424,0.00351823681592449,0.755253053877235,0.0437222244339586,0.730322653352322
"38","Exp1",13,"low",0.00578118863367118,1.15548981426329,0.0836297109703735,1.16068608903461,0.00379831721665294,0.755174522094655,0.0353481398505771,0.784540071770539
"39","Exp1",13,"high",0.00606928493407537,1.1561611029598,0.0644854250831362,1.15453397706665,0.00387773462692686,0.754711920017399,0.0388698887216922,0.724513555137891
"40","Exp1",14,"medium",0.00944966045202083,1.32669928712931,70.6363736396,1.16270715299156,0.000913692826298577,0.960010108799498,0.0418757799988304,0.931246737458809
"41","Exp1",14,"low",0.0101098070064033,1.32676870140307,12.0092577042292,1.184137301071,0.000946342135626465,0.960103466600084,0.0522934147601377,0.955681290593883
"42","Exp1",14,"high",0.00970013721258569,1.32706311515705,0.807974234643611,1.08871156304668,0.000936033678880525,0.960039378235599,0.0433763178578615,0.901926937668025
"43","Exp1",15,"medium",0.00490815214344477,0.944700797574012,0.0660639067827934,0.960482834655152,0.0038286326312933,0.657894464316466,0.0514988126840617,0.642936225038226
"44","Exp1",15,"low",0.00512240971358229,0.944652578382632,0.0624239384434815,0.956148968096346,0.00395363824138472,0.65778711355387,0.0476428026111295,0.699529200397567
"45","Exp1",15,"high",0.00504796625753475,0.944853309228329,0.07238513782875,0.931920183216951,0.00388777425590855,0.657976290074196,0.0682161643772348,0.622912340216765
"46","Exp1",16,"medium",0.00503669771102461,0.888139158011027,0.0557914466912473,0.990855748132075,0.00382828142876696,0.64076159952612,0.043697404774534,0.658220045191184
"47","Exp1",16,"low",0.00486142223768216,0.887983549563193,0.0558485847686943,0.862068976502318,0.00387368219235684,0.64074289496695,0.051842927982666,0.652044936260499
"48","Exp1",16,"high",0.00499172672607151,0.888321939178472,0.0537059311480809,0.833474570186976,0.00370339252591461,0.640605778819784,0.0571378748848052,0.608457129679907
"49","Exp2",1,"medium",0.0028570764103383,0.974420893596432,0.0539591339762663,1.00526385517389,0.00434899195877973,0.372234026643262,0.0615982757642627,0.466067139177519
"50","Exp2",1,"low",0.00304970070265253,1.00596938401581,0.0452561614834176,0.982328851171976,0.00441759803494963,0.416130855497607,0.071873964900331,0.35997250208793
"51","Exp2",1,"high",0.00272059273233885,0.963077540199443,0.0464600338261669,0.944944634003106,0.0041056988378155,0.355399988632088,0.0691790029693903,0.365003098074835
"52","Exp2",2,"medium",0.00431142355744671,0.76611677062685,0.0481670033899252,0.771560180990434,0.00408715312732868,0.483893872559499,0.050800140565775,0.473451659633984
"53","Exp2",2,"low",0.00475724805291886,0.786114742671102,0.0512418838141065,0.738336913114681,0.00414411446849971,0.523631939891061,0.0443080983099447,0.547576743434293
"54","Exp2",2,"high",0.00422894121356953,0.758581155541633,0.03852435127526,0.787115694180161,0.00401209824537879,0.468020299087834,0.0460163712279916,0.47799305232282
"55","Exp2",3,"medium",0.00179214193104091,0.919140254363868,0.0262940480146521,0.922913050162611,0.00305065366788683,0.213511589430022,0.0565631261856325,0.257503583735711
"56","Exp2",3,"low",0.00213773141440339,0.955503589138975,0.027094852781768,0.947526235404761,0.00365742985088641,0.272229368548358,0.0445407261951554,0.294086523051405
"57","Exp2",3,"high",0.00159744103501641,0.908032502398697,0.025061405666525,0.907753362365254,0.00279934916583129,0.195097169886322,0.0403452728901749,0.191962964469669
"58","Exp2",4,"medium",0.0021030789282732,1.07831267513269,0.02684623247019,1.07452066161833,0.0039309728208673,0.300377408629121,0.0513999554087069,0.242053774031254
"59","Exp2",4,"low",0.00303056314054952,1.11317848179916,0.0403827682747018,1.10347457818713,0.00458599661620629,0.41928991877642,0.0489544886354595,0.453707380581326
"60","Exp2",4,"high",0.00194945934504002,1.07052580645364,0.0354381966118003,1.08093386883585,0.00367315145769687,0.267549481381513,0.0555397355223061,0.339761302631525
"61","Exp2",5,"medium",0.00176295122188711,1.16335989557517,0.0600003396117571,1.1615044036336,0.00353109076397429,0.24545051313549,0.0878295141802032,0.229773658134912
"62","Exp2",5,"low",0.00311537051347797,1.18130455693639,0.0636678536432221,1.09069111083858,0.00463377169852027,0.422527244146027,0.0801085596935552,0.380641614867731
"63","Exp2",5,"high",0.00150914078471689,1.16121688380883,0.0709278490326209,1.25127166326296,0.00322347151105763,0.208627143817711,0.0962784948216859,0.306718624861192
"64","Exp2",6,"medium",0.00241538490800554,1.00017175036537,0.0327901137153905,1.04002947826355,0.00380799113630802,0.310078698448991,0.053196040300145,0.341297240497186
"65","Exp2",6,"low",0.0032593021601198,1.1199720002756,0.0415607300307844,1.10878557476781,0.00479772453592975,0.437771116453375,0.0591653354738993,0.449214589330793
"66","Exp2",6,"high",0.00218269202992938,0.97240219076496,0.0296691512759149,0.948776045921155,0.0036538145232271,0.274372131059153,0.051669692605961,0.258551634836235
"67","Exp2",7,"medium",0.00248165851102154,1.14834633638837,0.0528298662667688,1.22149488306732,0.00430470563183079,0.34907027342976,0.0890635037337734,0.331688275405744
"68","Exp2",7,"low",0.00322317301011901,1.16230990263063,0.042034021048561,1.09036892695135,0.00494184559580993,0.448953749440106,0.0609069047598943,0.405017836251174
"69","Exp2",7,"high",0.00232540745639244,1.14461441766209,0.0512458835764677,1.12995981875129,0.0041560363273623,0.319621361676864,0.069726006405944,0.434714274302412
"70","Exp2",8,"medium",0.00351788723903192,0.911936252546974,0.0519068075203721,0.87160113634896,0.00428896864215576,0.453019352849797,0.0661702598049936,0.522968833968123
"71","Exp2",8,"low",0.00450901840776006,0.978314915158822,0.0495473220404763,0.990701399602191,0.0042274888036793,0.593008888186076,0.0596746289804482,0.542155105063111
"72","Exp2",8,"high",0.0033641227412526,0.896992026201398,0.0471767260836064,0.91180630770807,0.00420685170151888,0.410359287292254,0.0714536295277585,0.393902920836587
"73","Exp2",9,"medium",0.000412299741635044,1.03968598978405,0.0290916272852118,1.0607876820879,0.000947769957582814,0.0551111114053953,0.0660297428056757,0.0646136318389641
"74","Exp2",9,"low",0.000719286791330107,1.06878557667235,0.0343840614230242,1.0651331683213,0.00175371924793342,0.103246304776336,0.0663396207908571,0.218794528163418
"75","Exp2",9,"high",0.000332053938505674,1.032719282052,0.0257082556721355,1.01080561230183,0.000803289667000144,0.0468732853820879,0.0583164403258342,0.0613188290309459
"76","Exp2",10,"medium",0.00145212970241043,0.931038359553632,0.0266145277755491,0.948232435085855,0.00259815377887927,0.184059777707914,0.0500428437039457,0.161735799799991
"77","Exp2",10,"low",0.00221371160140782,0.942151342208777,0.0383961974550633,0.894159799016594,0.00356156116824544,0.285096202559513,0.0591766015597822,0.332748473256835
"78","Exp2",10,"high",0.00124904511671242,0.928537263327858,0.0336971973862066,0.939935704978552,0.00248027583421212,0.160770838240132,0.0572872514688569,0.222168389783002
"79","Exp2",11,"medium",0.00679082284664431,1.05998578265138,0.234970566538413,0.96435892115231,0.0015176919635862,0.916324960876227,0.036317642124928,0.896257642070051
"80","Exp2",11,"low",0.0196121320102859,1.67903731984845,13.1178763521671,1.55041755221111,0.00118046980524709,0.960388214628226,0.0357415108966261,0.952441414821394
"81","Exp2",11,"high",0.0067441704518197,0.955965725317541,0.293876824544514,1.02676171482525,0.00162672861710915,0.897607678342797,0.0400883793323876,0.891170061476395
"82","Exp2",12,"medium",0.000681094159157273,1.13042127427672,0.0416539514472514,1.11080036033616,0.00164438555745885,0.0996406067091759,0.0815549494614754,0.16227063304054
"83","Exp2",12,"low",0.00211291416027531,1.1409126103932,0.0442634250187657,1.11373489812723,0.00400153718738788,0.29894928211963,0.0686320681251277,0.335266801491416
"84","Exp2",12,"high",0.000538846820027385,1.12958554660016,0.0396875042397509,1.17644273731861,0.00137007410117436,0.0777481402092897,0.0866276509058797,0.150056199695522
"85","Exp2",13,"medium",0.00274116160811941,0.878286996374325,0.0460470484232554,0.842348925571197,0.0038909270371833,0.33649614502549,0.0597607039414061,0.396990568271118
"86","Exp2",13,"low",0.00387438201802523,0.910450544301001,0.0660586941952053,0.836264789507861,0.00443831133378234,0.481268345239635,0.0744352819841318,0.556615172184822
"87","Exp2",13,"high",0.00249927751045136,0.871788449422505,0.0324455455730783,0.942144261091396,0.00362230854497573,0.297095987815108,0.0672135846054709,0.202374362779568
"88","Exp2",14,"medium",0.00609058826686646,0.652174851784991,0.15275697352415,0.699547197885047,0.00240112424375225,0.752866268744664,0.064029296104796,0.759474859392485
"89","Exp2",14,"low",0.00617730802265887,1.06035114781694,7.83276340666205,1.03586052770581,0.00245833825742437,0.85736190215361,0.0667602588315455,0.875858283076932
"90","Exp2",14,"high",0.00583306904425962,0.568799333414331,0.108749135291963,0.555257547242094,0.00246932409325608,0.711083449316998,0.0629256859101406,0.695933077897787
"91","Exp2",15,"medium",0.00514894373009999,0.723864754213461,0.0583553871767615,0.66507319416181,0.00364034557421131,0.596838145736533,0.0466309731466545,0.601562354373174
"92","Exp2",15,"low",0.00616199740397256,0.758661788390098,0.192033914172342,0.578266161140058,0.00269432529280949,0.765542532095995,0.045929193431094,0.829534973803891
"93","Exp2",15,"high",0.00480562077171456,0.716833428091054,0.0379778838165987,0.818488209788012,0.00374129944528817,0.5425191836358,0.0431615105038243,0.491726302456747
"94","Exp2",16,"medium",0.00303143217940712,1.06493575206878,0.0379701571590538,1.05147797409341,0.00448451502128345,0.415384671332324,0.0554528222943423,0.414135741550254
"95","Exp2",16,"low",0.00405927865668725,1.08615705187954,0.0571841053136769,1.04303494278459,0.00484812557073172,0.566692480337311,0.0560962201202528,0.59654998093066
"96","Exp2",16,"high",0.00269635355354097,1.06144021035723,0.0344452255224279,1.11729980542852,0.00425180025653913,0.371581683298603,0.0544052227319507,0.371416725041872
"97","Exp3",1,"medium",0.0028983020954769,0.947626613753774,0.0393214382397919,0.904379914369938,0.00413470633644878,0.36031884163786,0.0578767327310593,0.349765524229817
"98","Exp3",1,"low",0.00279196595933456,0.925905335738932,0.035774624531021,0.967778275530278,0.00406465386462808,0.354949706149653,0.0507813522063739,0.363505693957465
"99","Exp3",1,"high",0.00271648332870691,0.957990677487858,0.0364248580642194,0.962621137872314,0.00429108375428557,0.362897315732008,0.0603550865408649,0.37827800061081
