"0","##independent T test"
"0","t.test((Baypar_WMSize%>%filter(Exp %in%c('Exp1')))$wp)"
"1","
"
"1","	One Sample t-test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","(Baypar_WMSize %>% filter(Exp %in% c(""Exp1"")))$wp"
"1",""
"1","
"
"1","t = 14.12, df = 47, p-value < 2.2e-16"
"1","
"
"1","alternative hypothesis: "
"1","true "
"1",""
"1","mean"
"1",""
"1"," is "
"1",""
"1","not equal to"
"1",""
"1"," "
"1",""
"1","0"
"1",""
"1","
"
"1","95"
"1",""
"1"," percent confidence interval:
"
"1",""
"1"," "
"1",""
"1","0.3467466 0.4619644"
"1",""
"1","
"
"1","sample estimates:
"
"1","mean of x "
"1","
"
"1","0.4043555 "
"1","
"
"1","
"
"0","t.test((Baypar_WMSize%>%filter(Exp %in%c('Exp2')))$wp)"
"1","
"
"1","	One Sample t-test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","(Baypar_WMSize %>% filter(Exp %in% c(""Exp2"")))$wp"
"1",""
"1","
"
"1","t = 16.115, df = 47, p-value < 2.2e-16"
"1","
"
"1","alternative hypothesis: "
"1","true "
"1",""
"1","mean"
"1",""
"1"," is "
"1",""
"1","not equal to"
"1",""
"1"," "
"1",""
"1","0"
"1",""
"1","
"
"1","95"
"1",""
"1"," percent confidence interval:
"
"1",""
"1"," "
"1",""
"1","0.4956307 0.6370290"
"1",""
"1","
"
"1","sample estimates:
"
"1","mean of x "
"1","
"
"1","0.5663299 "
"1","
"
"1","
"
"0","t.test((Baypar_WMSize%>%filter(Exp %in%c('Exp3')))$wp)"
"1","
"
"1","	One Sample t-test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","(Baypar_WMSize %>% filter(Exp %in% c(""Exp3"")))$wp"
"1",""
"1","
"
"1","t = 20.614, df = 47, p-value < 2.2e-16"
"1","
"
"1","alternative hypothesis: "
"1","true "
"1",""
"1","mean"
"1",""
"1"," is "
"1",""
"1","not equal to"
"1",""
"1"," "
"1",""
"1","0"
"1",""
"1","
"
"1","95"
"1",""
"1"," percent confidence interval:
"
"1",""
"1"," "
"1",""
"1","0.4548692 0.5532503"
"1",""
"1","
"
"1","sample estimates:
"
"1","mean of x "
"1","
"
"1","0.5040597 "
"1","
"
"1","
"
"0","t.test((Baypar_WMSize%>%filter(Exp %in%c('Exp4')))$wp)"
"1","
"
"1","	One Sample t-test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","(Baypar_WMSize %>% filter(Exp %in% c(""Exp4"")))$wp"
"1",""
"1","
"
"1","t = 14.262, df = 47, p-value < 2.2e-16"
"1","
"
"1","alternative hypothesis: "
"1","true "
"1",""
"1","mean"
"1",""
"1"," is "
"1",""
"1","not equal to"
"1",""
"1"," "
"1",""
"1","0"
"1",""
"1","
"
"1","95"
"1",""
"1"," percent confidence interval:
"
"1",""
"1"," "
"1",""
"1","0.3500764 0.4650585"
"1",""
"1","
"
"1","sample estimates:
"
"1","mean of x "
"1","
"
"1","0.4075674 "
"1","
"
"1","
"
