"0","### pairwise.t.test on wp"
"0","pairwise.t.test(Baypar_WMSize$wp, Baypar_WMSize$Exp)"
"1","
	Pairwise comparisons using"
"1"," "
"1","t tests with pooled SD"
"1"," "
"1","

"
"1","data: "
"1"," "
"1","Baypar_WMSize$wp and Baypar_WMSize$Exp"
"1"," "
"1","

"
"1","    "
"1"," Exp1   "
"1"," Exp2   "
"1"," Exp3   "
"1","
Exp2"
"1"," 0.00084"
"1"," -      "
"1"," -      "
"1","
Exp3"
"1"," 0.07064"
"1"," 0.27316"
"1"," -      "
"1","
Exp4"
"1"," 0.93861"
"1"," 0.00093"
"1"," 0.07064"
"1","
"
"1","
P value adjustment method:"
"1"," "
"1","holm"
"1"," "
"1","
"
