"","NSub","Exp","model","sig_s2","ks","ls","ts","kr","sig_mn2","mu_pr","sig_pr2","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","se_waic.1","log_lik_sum","log_lik_mean"
"17",1,"Exp2","Exp2",0.0069286393013028,0.0184376725918749,0.394564665373126,0.137188516333583,0,0.0293743173058966,1.01588866296682,0.0999859208305699,641.333827062035,304.855357136404,-320.666913531017,4.47877480268252,2.23440686422349,392.641668674644,180.509277942708,0.877008053755338,0.397092008763363,-196.320834337322,0.877008053755338,-71.3064654325881,-0.198073515090522
"18",2,"Exp2","Exp2",0.00302015051642632,0.0102017013363309,0.407019668495271,0.133791849329297,0,0.0159798767294194,0.790947107937847,0.0641636028529129,413.350345400744,302.141758877308,-206.675172700372,4.78550364856429,2.37684929969258,168.717504011549,179.82533818271,0.977182793824823,0.436647949629661,-84.3587520057747,0.977182793824823,40.1706794064177,0.111896042914812
"19",3,"Exp2","Exp2",0.00785339867274047,0.0421853186461469,0.418317938857303,0.112400413995709,0,0.014362546779293,0.971127019698769,0.0381254108945125,377.091903741122,304.918063786696,-188.545951870561,4.58000713008712,2.27617019716131,127.212258876905,179.978241354587,0.916125504857767,0.40507044442304,-63.6061294384527,0.916125504857767,61.0955682070782,0.170182641245343
"20",4,"Exp2","Exp2",0.0138823490673094,0.0241618984863864,0.464002516927028,0.0721431515870202,0,0.019690163124195,1.13257711756941,0.0615032973930593,498.899016972437,305.64536586097,-249.449508486218,4.6472452744856,2.32260713503724,249.594615522901,180.993165136203,0.955624823472198,0.41408574290676,-124.79730776145,0.955624823472198,0.565671463099463,0.00157130961972073
"21",5,"Exp2","Exp2",0.0679581642915005,0.021341427870441,0.492846105598753,0.0762199866377401,0,0.061829826375028,1.20386111775296,0.194334873865868,884.821458740525,288.815447709224,-442.410729370262,4.18662383527059,2.06536634746552,652.233190655298,172.521313666611,0.955476896943726,0.370482324793443,-326.116595327649,0.955476896943726,-206.697109518775,-0.600863690461556
"22",6,"Exp2","Exp2",0.00688604181944139,0.0685259574601352,0.428784687761913,0.108686282905248,0,0.0212885528058725,1.18825338295189,0.0727783294497877,519.183646409215,304.893577007868,-259.591823204608,4.26083994018423,2.12910328657846,270.630425314954,180.616966460737,0.907798527241223,0.400731686960725,-135.315212657477,0.907798527241223,-10.1835770782519,-0.0282877141062552
"23",7,"Exp2","Exp2",0.0152782839230667,0.0131933982020522,0.430613122403731,0.110378866121867,0,0.0339329616100902,1.18056552034985,0.121418294442063,703.770765138117,301.958774852593,-351.885382569058,4.30418448546465,2.12919703978534,459.153585418869,179.65018499297,0.895493150135783,0.385468565875579,-229.576792709435,0.895493150135783,-105.154705230695,-0.293728226901383
"24",8,"Exp2","Exp2",0.0154703207777762,0.03174733258771,0.469055290561437,0.068557909159284,0,0.0274120802817391,1.02958245406347,0.133369880954803,640.376275759696,303.187436115414,-320.188137879848,4.59556288714847,2.27269089088601,394.710131190865,180.354363830998,1.13617728273174,0.413299038412116,-197.355065595433,1.13617728273174,-72.4855086852227,-0.20190949494491
"25",9,"Exp2","Exp2",0.809006033904785,0.356662333109205,0.445941556970051,0.358320444355147,0,0.0375359819426691,1.06236513795424,0.0460248869044989,614.903243820196,303.577850650411,-307.451621910098,4.39656665685912,2.18668250324499,366.626162126192,179.439309803409,0.867462662641406,0.387590326154335,-183.313081063096,0.867462662641406,-58.9705529882245,-0.165183621815755
"26",10,"Exp2","Exp2",0.0167293904913493,0.0220376099668811,0.443435565770393,0.101297291453039,0,0.0225110362274775,0.951099824510893,0.0580723390457542,540.584910430344,303.974410507904,-270.292455215172,4.70469265331726,2.33633709576943,293.34446308881,180.354186837137,0.925455620389125,0.407352193989871,-146.672231544405,0.925455620389125,-21.7725251322384,-0.0604792364784401
"27",11,"Exp2","Exp2",0.00224866872197358,0.00964386015457579,0.447136492343766,0.0887164002819862,0,0.0110648889883945,1.96055754408374,0.789242922154261,289.66211866832,303.146918590325,-144.83105933416,4.60397688127879,2.26746174913487,43.2129465931634,179.922332552747,1.07459351879023,0.385749238972643,-21.6064732965817,1.07459351879023,102.900177793839,0.286630021709859
"28",12,"Exp2","Exp2",0.141029892151925,0.0616652505617327,0.540129556243378,0.0676968903237005,0,0.0409221596319748,1.16620750582662,0.113685294841973,781.613082409943,304.330611513098,-390.806541204971,4.53323500590192,2.23731073557126,533.768759819717,180.408450217985,1.02658363523708,0.410036531786181,-266.884379909858,1.02658363523708,-141.91632588723,-0.395310099964429
"29",13,"Exp2","Exp2",0.0221093233870442,0.031485976164219,0.539221149451242,0.032506057823884,0,0.0362653969703123,0.94811471780571,0.0841329241336562,630.593460957767,304.733620497579,-315.296730478884,4.88874717495413,2.36179073306641,383.419069390596,181.146424713994,1.22217959896287,0.407585600194671,-191.709534695298,1.22217959896287,-66.2268845569897,-0.18396356821386
"30",14,"Exp2","Exp2",0.00375707469920988,0.0412395268758692,0.414576479836029,0.118208606222622,0,0.0322471648427163,1.71924407054161,1.08582354439956,645.48251597921,302.559010132947,-322.741257989605,4.47172424272195,2.24438164197871,400.262537746136,179.949021016409,0.936189336382255,0.407704198009537,-200.131268873068,0.936189336382255,-75.5367864301496,-0.210408875849999
"31",15,"Exp2","Exp2",0.00820587331178529,0.0223853615339879,0.637703867300146,0.00640247388048017,0,0.0216819823127486,0.839595269251855,0.0696082927633765,383.029131724748,302.853564438436,-191.514565862374,4.64900460804963,2.20588190910358,136.805314344095,179.741655748109,1.72814789960748,0.389268013523795,-68.4026571720474,1.72814789960748,56.0055365117098,0.156004279976907
"32",16,"Exp2","Exp2",0.013682169589992,0.0132922452891662,0.537591062124525,0.0306808119767352,0,0.025317937894916,1.11380130541643,0.0663453773484429,495.357522281508,300.512364318815,-247.678761140754,4.38628200678113,2.1233690222817,253.540274599045,179.603740477584,1.11274116745333,0.387214384338378,-126.770137299522,1.11274116745333,-2.50593937253761,-0.00696094270149336
"33",1,"Exp3","Exp3",0.0136939364689222,0,0,0.112853911272888,0.00612394143191274,0.0191311612812858,0.918479755530811,0.0577829793609444,481.510298749645,303.731125513386,-240.755149374822,4.57474788688193,2.27055757979535,235.127924258171,180.539938267649,0.899495222120868,0.399108853032287,-117.563962129085,0.899495222120868,7.43810637904494,0.0206614066084582
"34",2,"Exp3","Exp3",0.0128512981774793,0,0,0.107841380476274,0.0170589128283848,0.0156094818554121,0.864467178187687,0.0476352717569175,420.668448463383,304.325465812357,-210.334224231691,4.14021702295908,2.0604668917174,173.22115936152,180.601821261426,0.885028206854003,0.392799307497472,-86.6105796807599,0.885028206854003,38.4849945868675,0.106902762741299
"35",3,"Exp3","Exp3",0.00930649295292512,0,0,0.113502905516845,0.00910010878395012,0.017043942347932,0.832400584210147,0.0633923665281595,434.957345466225,299.699775699975,-217.478672733112,4.60698806836646,2.29823017815381,192.134816676852,178.288511305289,0.859464155717527,0.390933178779705,-96.0674083384259,0.859464155717527,27.3702118657744,0.0766672601282195
"36",4,"Exp3","Exp3",0.0105918229233891,0,0,0.10656817118213,0.00611528389934728,0.0149425162756286,0.989769355041987,0.0467351365856258,396.811405422593,303.352811230217,-198.405702711296,4.4324596346288,2.20816428096986,150.254674079193,180.074445558517,0.88899266974504,0.401689101542578,-75.1273370395966,0.88899266974504,49.6092350798685,0.138187284345038
"37",5,"Exp3","Exp3",0.0035609191621701,0,0,0.10582417721486,0.00612108789782974,0.0126091788730122,1.05773393297255,0.484296127968847,323.726970862816,302.118433010758,-161.863485431408,4.50897227264356,2.2466293147211,78.3617360979093,179.435815628305,0.853252181591051,0.387335075494104,-39.1808680489547,0.853252181591051,85.1102825244801,0.237738219342123
"38",6,"Exp3","Exp3",0.0169037604291898,0,0,0.106762850247784,0.014682313916744,0.0224321543601726,1.00213210015862,0.0742641827355187,548.152020889596,302.887891756369,-274.076010444798,4.59648195714398,2.29247620669275,301.940703648656,179.782233135899,0.892899673109574,0.410498744011465,-150.970351824328,0.892899673109574,-26.437767966473,-0.073642807706053
"39",7,"Exp3","Exp3",0.0051501262983164,0,0,0.106274992758686,0.016115917869799,0.0132391357639119,0.775701352371242,0.0954242188771925,361.738573501496,305.465469377609,-180.869286750748,4.31279512428087,2.14798569325568,112.794194485449,180.993279869585,0.879180131629245,0.397654552750193,-56.3970972427244,0.879180131629245,68.9719839906363,0.191588844418434
"40",8,"Exp3","Exp3",0.0209493345824768,0,0,0.11206052691478,0.00487351069450219,0.0232252798733213,1.10418280269163,0.0676176022794839,556.741026586687,302.521159834368,-278.370513293344,4.28063801554209,2.13542545835585,311.583221434053,179.94225725805,0.829941063661828,0.37722873187711,-155.791610717026,0.829941063661828,-31.2069041358895,-0.0869273095707228
"41",9,"Exp3","Exp3",0.0124802625705415,0,0,0.109251109074391,0.00855708331832183,0.0197609641725375,0.942901615495289,0.0674515549883304,499.118436775764,305.981724413683,-249.559218387882,4.81092018309468,2.3876684506181,246.363220529468,179.604116290535,0.929626948623675,0.416312515820171,-123.181610264734,0.929626948623675,1.32345051369252,0.0036967891443925
"42",10,"Exp3","Exp3",0.0133347377294146,0,0,0.10862704836453,0.0284075097516117,0.0186284895506778,0.848210948060981,0.0610611044209565,478.738733368092,303.482708234813,-239.369366684046,4.59962924932466,2.29160007566625,232.178831507318,180.202757304426,0.855614820733388,0.386367546878404,-116.089415753659,0.855614820733388,8.69285107761751,0.0241468085489375
"43",11,"Exp3","Exp3",0.0087060246987301,0,0,0.113604184223695,0.00473621610154522,0.0141516106157839,1.04052144869366,0.0518091243802807,376.293553828282,300.909571840576,-188.146776914141,4.64238165437042,2.31338953218032,134.710093465669,180.117841659269,0.904661094004888,0.409903490884504,-67.3550467328345,0.904661094004888,57.3638835792386,0.15978797654384
"44",12,"Exp3","Exp3",0.0160674235803829,0,0,0.107772202286932,0.0143023875684939,0.0206018143284692,1.0288081307017,0.0621610169814734,508.269207658394,300.549303453672,-254.134603829197,4.44632219739109,2.2158944547484,266.004486932869,179.41694309091,0.905049415925496,0.410334197576125,-133.002243466434,0.905049415925496,-8.78657132447107,-0.0245434953197516
"45",13,"Exp3","Exp3",0.011467774895188,0,0,0.107720764043008,0.019749096591591,0.0176214144626951,0.624346304242174,0.0609180918793,456.050072392926,303.792728005468,-228.025036196463,4.68166065578271,2.32034724762037,209.099798736729,180.31759117737,0.931107592486346,0.419510905210998,-104.549899368364,0.931107592486346,20.3182232606549,0.0564395090573747
"46",14,"Exp3","Exp3",0.00853141892725417,0,0,0.111051678642032,0.00759787866494596,0.0201387672329165,1.13274667335206,0.115562995935028,507.841174847371,301.759916980991,-253.920587423686,4.36931450824307,2.1639670502544,263.097586166797,179.388122640704,0.89710956238827,0.402040380607983,-131.548793083399,0.89710956238827,-7.27535422422706,-0.0203791434852299
"47",15,"Exp3","Exp3",0.00619654650289718,0,0,0.107622076169175,0.0123726070232655,0.0110763813382319,0.709678486493302,0.0432897754027996,295.339310945919,305.147348226563,-147.66965547296,4.33774969144349,2.1541014214155,46.4313632975614,180.693374402384,0.877317430693773,0.390686817639718,-23.2156816487807,0.877317430693773,101.989163125686,0.283303230904683
"48",16,"Exp3","Exp3",0.00856980668746157,0,0,0.107261472462135,0.0215258577343348,0.0137142909916513,0.663564531091397,0.0510548280087088,365.556619377019,302.079746138151,-182.77830968851,4.0968280539781,2.03283674041849,123.259046593603,180.930959746443,0.866372299930422,0.39062233770581,-61.6295232968015,0.866372299930422,63.6843669040312,0.176901019177864
"49",1,"Exp4","Exp4",0.00386013509582494,0.0399407474376609,0.395261802077634,0.190012304831612,0.0299629180412261,0.0190887673410439,0.787369132866433,0.0829266457641915,465.826350818916,302.770621166149,-232.913175409458,4.48204919593779,2.22591766521618,220.055427837463,179.885159675423,0.960669387460256,0.428281171042411,-110.027713918732,0.960669387460256,14.5434866081612,0.0405111047581092
"50",2,"Exp4","Exp4",0.00137142054976635,0.0317680018777656,0.367193303271173,0.228163557345099,0.0165074520889934,0.00787127677876559,0.967436842086342,0.030372319473043,165.833910199798,304.440395361493,-82.9169550998988,4.43313113578888,2.19610251916062,-82.1192416610559,180.463819431067,0.938505437272375,0.41952069752975,41.0596208305279,0.938505437272375,166.048910059173,0.461246972386591
"51",3,"Exp4","Exp4",0.0105607662924334,0.0463851359465565,0.435682134536827,0.116196440629309,0.0354901640609405,0.012573521415732,0.797510292073406,0.045919101566152,374.113170048018,302.005178439789,-187.056585024009,4.57566510289941,2.28371888228601,127.27373959229,178.585463211925,0.889507946961403,0.374010131892345,-63.636869796145,0.889507946961403,60.0835599871953,0.168774044907852
"52",4,"Exp4","Exp4",0.0111953081108182,0.0454466778533889,0.399828642763274,0.166295295409578,0.0194002967780952,0.0170872635344803,0.89049274329028,0.0460392540007867,437.702269852501,297.658444356769,-218.851134926251,4.33731605512163,2.16340899219624,198.584312993638,178.099465927338,0.812240506241096,0.366788129929796,-99.292156496819,0.812240506241096,23.9848026005587,0.0673730410128052
"53",5,"Exp4","Exp4",0.00487629943634816,0.0698788961432122,0.399473132362698,0.165649852272916,0.0466175939957441,0.0191253615768637,1.15925469457157,0.0821394088234197,468.869810788323,303.398166991712,-234.434905394161,4.44361708467002,2.211496266836,222.702632417529,180.314577806315,0.906590070955699,0.388464948745834,-111.351316208764,0.906590070955699,13.498740243486,0.0374965006763501
"54",6,"Exp4","Exp4",0.00397527327041546,0.0341390886334825,0.464191740252622,0.0930785091061945,0.0406158755943527,0.00766154347536364,0.820896329977184,0.0808990298666538,237.777732123358,307.396783808385,-118.888866061679,4.51832930479891,2.19837349650174,-14.6878032035633,181.164016144925,1.26908724554705,0.391418407136206,7.34390160178164,1.26908724554705,132.88694513424,0.370158621543843
"55",7,"Exp4","Exp4",0.00229029221581352,0.0384682768252724,0.366657374749961,0.218383919926588,0.0258088400279096,0.0252979925237444,1.27795171487257,0.680512201776015,552.283695581751,300.811887292772,-276.141847790876,4.43017584153191,2.19911584442642,309.217036483526,179.27855774366,0.866052501491143,0.386650305553099,-154.608518241763,0.866052501491143,-30.507325327807,-0.0849786220830278
"56",8,"Exp4","Exp4",0.00372010920471574,0.0472400877537396,0.393156138373764,0.185574796998884,0.0360498048179123,0.0171972090164151,1.09382422534576,0.0985453779276356,463.477181071802,305.839068972446,-231.738590535901,4.97916841321093,2.46778499128923,212.865197386709,180.533077129899,0.908489718740774,0.39855122928697,-106.432598693355,0.908489718740774,18.5790048136786,0.0516083467046627
"57",9,"Exp4","Exp4",0.00693484871101344,0.0302999752218444,0.388246848555763,0.185116444973557,0.0343559271163932,0.0344006718858052,1.17231208009096,0.206378103865388,704.19455934681,302.446587916057,-352.097279673405,4.69672813685107,2.3482391546054,457.135989339426,178.917302912365,0.917246886387933,0.4143516067687,-228.567994669713,0.917246886387933,-104.654844054471,-0.293150823681991
"58",10,"Exp4","Exp4",0.00197906611472885,0.0277632681285967,0.391327053125416,0.187684599072378,0.0207912494597845,0.0230056952004283,0.902048869012995,1.46150870915671,463.008406496715,303.338064565931,-231.504203248357,4.41730493836033,2.19695216030414,217.055699194758,180.361710914953,0.905509866487973,0.39574498759098,-108.527849597379,0.905509866487973,16.3682144582509,0.0454672623840302
"59",11,"Exp4","Exp4",0.00947395768207768,0.0619432056542129,0.427845120944625,0.134290231490696,0.0381943379143377,0.0167452542457506,0.971101849615414,0.0628308246552227,461.1301349405,304.105806981646,-230.56506747025,4.73573473140986,2.33306028662313,214.336961254522,180.709220138657,0.938797642297737,0.392660257581204,-107.168480627261,0.938797642297737,17.970480479753,0.0499180013326473
"60",12,"Exp4","Exp4",0.00618667660452228,0.0488739391448021,0.403672108047325,0.172285939838605,0.0292131898068316,0.0264461475936439,1.09101023830391,0.111472620993483,596.442425074115,306.421390025127,-298.221212537058,4.64891420354243,2.31733930075105,343.127310837336,179.763832906738,0.85473847615618,0.376539595620551,-171.563655418668,0.85473847615618,-47.0044008483126,-0.131297209073499
"61",13,"Exp4","Exp4",0.0019853879130691,0.0499498962078496,0.37229351419592,0.219513906875922,0.0118323875253462,0.0103078794570742,0.766415162583966,0.0401212857854735,265.325047330823,305.963759037771,-132.662523665412,4.03953258552645,2.02013165734894,15.2211084587531,180.911789601736,0.80544807123857,0.367528493817355,-7.61055422937656,0.80544807123857,117.726757956333,0.327018772100926
"62",14,"Exp4","Exp4",0.00310630174072333,0.0337718422042962,0.372312831592497,0.209664528632735,0.0316414884071694,0.0198401399685454,0.878095866234836,0.0950641563415074,480.752904454555,303.9638823286,-240.376452227278,4.80501342357247,2.37894822782077,232.290680191079,179.732770196862,0.937263952610054,0.415990517288351,-116.145340095539,0.937263952610054,8.33714607753427,0.0232232481268364
"63",15,"Exp4","Exp4",0.00511022126404914,0.0290521409636815,0.418791367129667,0.140736024264468,0.0285015890960326,0.0221504589397563,1.20994008799663,0.550806548181209,548.388570640595,302.137985682463,-274.194285320298,4.3248511036997,2.10871181430635,304.599518125611,180.24345942497,1.02536032928299,0.380898243559643,-152.299759062805,1.02536032928299,-27.5506769415783,-0.0765296581710508
"64",16,"Exp4","Exp4",0.00180540784370439,0.0487044743947146,0.37543431644402,0.20606546167673,0.0253903100934835,0.0158917267802484,0.639257038716458,0.120038202272582,384.910869685515,301.485839938526,-192.455434842758,4.45651233574402,2.21072090228368,142.474753170129,180.267781680833,0.924217395336703,0.41676082317851,-71.2373765850644,0.924217395336703,53.5663511314354,0.148795419809543
"65",1,"Exp5","Exp5",0.015727792194076,0.0232786165366183,0.225768455312243,0.0004334987960436,0.0361225611763677,0.00521812158693112,0.685055452040309,0.069795515655252,458.080354166878,611.170849747665,-229.040177083439,7.43675715499708,3.19878428660036,-40.948303970125,361.656520679163,3.85962644988877,0.561853742007553,20.4741519850625,3.85962644988877,271.091182304963,0.376515530979116
"66",2,"Exp5","Exp5",0.00895883355141067,0.0272198244526579,0.270917341787106,0.000461387317519057,0.0237434978433435,0.0244110410310485,1.61448885027441,0.154105920060505,674.648152191173,608.890925768854,-337.324076095586,6.27426333358195,2.99344367273293,179.703475232546,361.418587289541,1.90555647184377,0.548912359379374,-89.851737616273,1.90555647184377,160.575945553228,0.223022146601706
"67",3,"Exp5","Exp5",0.00816153110217186,0.0470763060824463,0.281474354780723,0.000583123951095432,0.0279612074854297,0.00804596294424409,1.55228876374958,0.167827699118711,356.931399383686,608.33571057624,-178.465699691843,7.42140275788506,3.12825198031201,-138.415217030605,360.662402369094,4.24853109105322,0.552023575483579,69.2076085153024,4.24853109105322,318.990467341985,0.443042315752757
"68",4,"Exp5","Exp5",0.0242876587836975,0.0765655886130644,0.172198142541432,0.000175470235189545,0.0115008224353289,0.0295761874924764,1.20102138836537,0.126813622811144,965.480810052528,604.280686972761,-482.740405026264,6.34793651518818,3.07979050019057,477.260196089711,360.170379991352,1.82625646599023,0.547851348987066,-238.630098044855,1.82625646599023,10.7330322294492,0.0149069892075683
"69",5,"Exp5","Exp5",0.0352898309829685,0.0350071364556803,0.145270664811813,0.00076711834660052,0.0207267843408713,0.00902619183131852,0.645175306980633,0.0820564080511264,865.465026467353,606.9931684884,-432.732513233677,6.97889798735409,3.02284969464265,372.544467064554,360.532888787,3.75965249707242,0.555053975505315,-186.272233532277,3.75965249707242,63.4482155440723,0.0881225215889893
"70",6,"Exp5","Exp5",0.0217585375233143,0.0334784819276255,0.387718937800405,0.000514372395944848,0.014732976333579,0.0112203647563097,0.780969805623792,0.0872282611402612,801.785651532239,610.86923209505,-400.892825766119,7.18678470522229,3.12699500604818,300.742373102249,360.347592880055,3.68588151730511,0.551402852409881,-150.371186551124,3.68588151730511,99.1844446250862,0.137756173090398
"71",7,"Exp5","Exp5",0.0208802134756868,0.0438466932625866,0.0256520885549238,0.000406891172350233,0.0125143045995726,0.0116287678125612,0.988003408718041,0.0670700301205162,591.565832631057,609.09255673995,-295.782916315529,6.96776706646631,3.12755141968675,95.8774665346187,361.248373691731,2.96987845019953,0.546201719156586,-47.9387332673093,2.96987845019953,202.3497373761,0.28104130191125
"72",8,"Exp5","Exp5",0.00526082983623969,0.0484891677995371,0.537425855165932,0.169681887187333,0.0306941063020156,0.00437053473376797,1.2598174334879,1.00450234328466,1941.45410328524,606.99022153306,-970.727051642619,16.5035376330281,3.2137416891304,1448.74253196768,360.634435874283,15.2284168729121,0.559186506152312,-724.371265983842,15.2284168729121,-474.588470425692,-0.659150653369017
"73",9,"Exp5","Exp5",0.0269604310081541,0.0764983204121342,0.149865512658614,0.000555839529111535,0.0151412148578594,0.0263187197055041,1.31691338693514,0.170008204391387,1054.06447242347,606.775058366297,-527.032236211735,6.84253772536381,3.19065163323458,562.337691293348,360.911667801236,3.08697983617078,0.580431983926204,-281.168845646674,3.08697983617078,-31.1973616509551,-0.0433296689596598
"74",10,"Exp5","Exp5",0.0452425133228025,0.0234672037556566,0.0567400914046438,7.80654576613052e-05,0.0177574953518612,0.0117951140058308,0.706849602774986,0.0628133431835279,737.012135242823,602.813344331472,-368.506067621412,6.04659176860554,2.94486930823884,251.688901676513,360.151727548316,1.58596830423516,0.560349377035257,-125.844450838256,1.58596830423516,123.572691388285,0.171628738039285
"75",11,"Exp5","Exp5",0.0166157712391153,0.0525982237643021,0.0962981528080342,0.000201975228569709,0.0168763579752739,0.0163226817826076,1.04429327077076,0.0626199973736537,592.865609497603,611.864442184535,-296.432804748801,6.72579959898742,3.2799097235545,93.2593845700915,362.061329720779,1.7792841422242,0.578228077294872,-46.6296922850457,1.7792841422242,204.298505701213,0.283747924585019
"76",12,"Exp5","Exp5",0.0611944999609419,0.0373187940632887,0.531407106537121,0.000198381911097602,0.018349976879851,0.00966679679447659,0.942647338675473,0.0750622896623436,1011.37977363236,609.760595855822,-505.689886816182,6.77854781956408,3.17713843806497,512.845866245166,360.493642162225,2.68619176793249,0.570826485511534,-256.422933122583,2.68619176793249,-6.65610938905947,-0.00924459637369371
"77",13,"Exp5","Exp5",0.0398996121365097,0.0253864749994783,0.149045763323994,0.00112454136418571,0.0225611687602547,0.0161554114670065,1.08129083631321,0.105340505058201,1074.80645893635,603.301034470223,-537.403229468175,7.04285701774288,2.98141803707614,589.500712626261,360.648161315178,3.97632578793889,0.592664367616388,-294.75035631313,3.97632578793889,-45.043866844125,-0.0625609261723958
