"","Exp","WMSize","NSub","mpredRP_err","mpredVar_err","mpredRP_rerr","mpredVar_rerr","mpredcv_rerr","mpredcv_err","model"
"64","Exp2","low",16,0.020946606964539,-0.0100074520522255,0.0432166262980902,0.0780558167502201,0.0775119021427095,-0.0146077339875487,"linear"
"65","Exp2","medium",1,-0.0241814448740843,0.00601254543358334,0.0767902628111654,0.0576018781959638,0.075451334757526,0.00840307081376279,"linear"
"66","Exp2","medium",2,0.00588200375344757,-0.000773262607590461,0.0330222230932686,0.23255588864624,0.247607009562849,-0.00132604316483621,"linear"
"67","Exp2","medium",3,-0.001391485043511,-0.00906582668272822,0.0178120003199171,0.222054512105863,0.217649865525961,-0.00504717844239945,"linear"
"68","Exp2","medium",4,0.00915933456950271,0.0268011098527279,0.0374774855891592,0.131256887122805,0.127729680586275,0.0236768952432645,"linear"
"69","Exp2","medium",5,0.00560212872039965,-0.0127017887633299,0.0578424387841658,0.22055325725428,0.212719480765456,-0.00712674294805081,"linear"
"70","Exp2","medium",6,-0.0106207167594572,0.0147185464781531,0.0296654360464176,0.128927727268579,0.142975631711852,0.0190663182405273,"linear"
"71","Exp2","medium",7,-0.0507946270517076,-0.0396407840551607,0.0556661739066537,0.228935964770534,0.260191337940479,-0.0262822822448181,"linear"
"72","Exp2","medium",8,0.0154704428334044,0.0158823420156342,0.0402130142294355,0.296056079097581,0.273693804011142,0.0280436786691032,"linear"
"73","Exp2","medium",9,-0.0123403393385556,0.00239242677411944,0.0157948881451066,0.156515939810373,0.173351672689658,0.0044997700290577,"linear"
"74","Exp2","medium",10,-0.00388912007679933,0.0245460530975289,0.0347477360213543,0.108166111345217,0.121709483262394,0.0275452396224051,"linear"
"75","Exp2","medium",11,0.0111235930298943,0.00639305042570571,0.0277817223806168,0.27026898724127,0.254605946542502,0.0204066471516872,"linear"
"76","Exp2","medium",12,0.0183965354316288,-0.00404811527095441,0.0515701654063404,0.185741722422229,0.168174057843379,-0.0138576491993426,"linear"
"77","Exp2","medium",13,0.0202211653252918,0.0372160679858945,0.0398439039425782,0.199975780074387,0.17687861962953,0.0328076642346531,"linear"
"78","Exp2","medium",14,0.00317785275329115,0.0184964397459693,0.0292412945398165,0.388948398244448,0.408798980266473,0.0614363709585125,"linear"
"79","Exp2","medium",15,0.0362605221994332,0.00110088834520994,0.0393693351230284,0.229084624706782,0.223968496874142,0.0059299100766888,"linear"
"80","Exp2","medium",16,0.0157176447862926,0.00802205306705987,0.0264020215148533,0.129901651617095,0.109415664726191,0.00667331048278992,"linear"
"81","Exp2","high",1,0.00516729727508238,0.0166317546807728,0.0750344559814793,0.116276096051329,0.184464546477477,0.00765509273221988,"linear"
"82","Exp2","high",2,-0.0160147548892466,0.0144717133394695,0.0535224114019794,0.204762576032339,0.222476520529464,0.0301063753930459,"linear"
"83","Exp2","high",3,-0.00138520781945713,0.0244554550665186,0.0297480708109606,0.162771109951936,0.16625159619691,0.0245483273149818,"linear"
"84","Exp2","high",4,-0.0134349714832798,-0.0073363909315324,0.049464475182798,0.119176388781359,0.075202277396408,-0.003993286094196,"linear"
"85","Exp2","high",5,-0.0616408808023042,0.00315925730294192,0.0722327327222457,0.0863116214034167,0.110119828352057,0.0243528518050983,"linear"
"86","Exp2","high",6,0.00182487855718661,0.000624269818473155,0.0363660909152058,0.0453384571606143,0.0435632529587611,0.00127364679518456,"linear"
"87","Exp2","high",7,0.00402637383400417,0.0195040113097322,0.068625807403931,0.0666457191122279,0.0751922045165504,0.0126638290825491,"linear"
"88","Exp2","high",8,-0.0133971474793544,-0.0124847524159213,0.0319730318593844,0.158023626738082,0.176827513903493,0.00411374323796777,"linear"
"89","Exp2","high",9,0.027791021978116,0.02892594712146,0.0554636814690889,0.143838524652973,0.16922787009504,0.0196718101832583,"linear"
"90","Exp2","high",10,-0.0175007403304206,-0.0101210242432984,0.0360067801406558,0.0724059391386364,0.0876716165156847,-0.00578739370642053,"linear"
"91","Exp2","high",11,-0.01200714880428,-0.00312142818482047,0.023027377320601,0.131086146099241,0.137761706477087,0.0105058437534698,"linear"
"92","Exp2","high",12,-0.0477446512115523,-0.00182501299355762,0.0701885902147798,0.100367848645693,0.108375382732795,0.00985755091086192,"linear"
"93","Exp2","high",13,-0.0358311415818964,0.0164696594683809,0.0774902717221481,0.1898184630708,0.277288976057869,0.0350015984588279,"linear"
"94","Exp2","high",14,-0.0125677548727281,0.0302474016045445,0.0938666059616225,0.493143734541033,0.56723430880605,0.0857549122028008,"linear"
"95","Exp2","high",15,-0.0371505244087858,0.0278611640655424,0.0581500451766821,0.302593112393976,0.362072316426213,0.0505755756160388,"linear"
"96","Exp2","high",16,-0.0340314985071956,0.0181465560822334,0.0327093374688597,0.230697735850518,0.231953458583654,0.0191326954957819,"linear"
"97","Exp3","low",1,-0.0262290309839438,0.0137812373534365,0.0266714409965027,0.145576280449834,0.17757098368008,0.0152492476527307,"linear"
"98","Exp3","low",2,0.00628838756026709,0.0208162927944661,0.0340105773617662,0.253311475937977,0.259133815969788,0.0262140796429237,"linear"
"99","Exp3","low",3,-0.0121318888372973,-0.016246737404795,0.0321407194103453,0.214227097207958,0.21765687264552,-0.0045213609104427,"linear"
"100","Exp3","low",4,-0.00354636159388768,0.00354684531106543,0.0688295220191238,0.0797665453384934,0.0883091170202113,0.00320657595229639,"linear"
"101","Exp3","low",5,0.0067566562926262,0.0222521306402815,0.020968254024458,0.575804751881504,0.536109335304244,0.0499956717542078,"linear"
"102","Exp3","low",6,0.0089803026997457,0.00210815120842982,0.0351933583104407,0.113678842783504,0.117383283473527,-0.00299653357828726,"linear"
"103","Exp3","low",7,0.0118978450978086,0.0102128234782281,0.0237964039142936,0.218789081777919,0.202036350928608,0.0216516572782574,"linear"
"104","Exp3","low",8,-0.0145648446238336,0.000815643881435807,0.0475099583354824,0.392394507773045,0.367986514015974,-0.00088389990624958,"linear"
"105","Exp3","low",9,-0.00410599723049717,0.0337624120296908,0.0626141795948727,0.174321545581165,0.164146760633644,0.030673216703133,"linear"
"106","Exp3","low",10,0.0283612751059525,0.0547711148024551,0.0677813315699012,0.353759571750515,0.293698623194139,0.0560264130847587,"linear"
"107","Exp3","low",11,-0.00563699499726535,0.0114785773582904,0.0432437791232392,0.119786580039084,0.111119415202522,0.0131524969094114,"linear"
"108","Exp3","low",12,-0.00861437118416246,0.0161212378797105,0.0195198494615184,0.316458575458543,0.331425599217364,0.025375850868551,"linear"
"109","Exp3","low",13,-0.00822511538389551,0.0161427902251191,0.0181962723756007,0.213563067187694,0.225896238638614,0.0358424736213784,"linear"
"110","Exp3","low",14,0.0123552042335244,0.00533270419821957,0.0390259473176395,0.206792526407893,0.180535485299253,0.0121973618748784,"linear"
"111","Exp3","low",15,0.0160212425807154,0.00871056417316326,0.0375110600943945,0.253551340701774,0.221342546303509,0.0177355863176748,"linear"
"112","Exp3","low",16,0.00562255131001273,0.0226123259315512,0.0787407364339741,0.25757173321953,0.227992022883467,0.0250676782619603,"linear"
"113","Exp3","medium",1,0.0274151447897675,0.00506537840295943,0.0486130301597491,0.189404611057823,0.197290545569992,-0.00696611925065601,"linear"
"114","Exp3","medium",2,-0.0153206699997702,0.011756693917384,0.0281846174763552,0.126919346393219,0.155480540286084,0.0149258722381401,"linear"
"115","Exp3","medium",3,0.0131294905027601,-0.00117262938035906,0.0180378771510257,0.10319542746656,0.118969129014223,-0.00279405294599679,"linear"
"116","Exp3","medium",4,-0.0108882254878128,0.0447821148184976,0.0516853628933374,0.28773055555155,0.289781292013566,0.0447733701603306,"linear"
"117","Exp3","medium",5,-0.00223177488353877,-0.0101331339782216,0.0616232770739442,0.235536832730052,0.253252207615954,0.00709261321488512,"linear"
"118","Exp3","medium",6,-0.0228938627621484,0.0284607475107475,0.0324822418327299,0.190969982629389,0.192567088673803,0.0351229551498178,"linear"
"119","Exp3","medium",7,-0.0194591984279557,0.0202532907963542,0.0361426019400952,0.163732231005899,0.177905898431371,0.0316522697351535,"linear"
"120","Exp3","medium",8,-0.015715374210351,0.0336866050445187,0.0308786753522731,0.268805481511002,0.267625837961125,0.0366592671543446,"linear"
"121","Exp3","medium",9,0.00893664457262511,0.0150516971950242,0.0582336942572914,0.178611162102981,0.202531158729173,0.00692022513106493,"linear"
"122","Exp3","medium",10,-0.052956180264047,-0.00138354216627212,0.0507799545195472,0.23932386455463,0.266133235936707,0.0135215065859741,"linear"
"123","Exp3","medium",11,-0.000760245993703506,0.00319413597966347,0.030046756861536,0.188186352762338,0.195700670665751,0.00846877872763667,"linear"
"124","Exp3","medium",12,0.012326301544202,0.023843922731916,0.0213275456327521,0.250268712736391,0.26075416084008,0.0244702385339376,"linear"
"125","Exp3","medium",13,0.0124937006969031,0.0268402405875137,0.0540871650331396,0.292295717693201,0.286207568716303,0.0407557823689267,"linear"
"126","Exp3","medium",14,-0.029578600704321,0.00971026391322232,0.036368274156422,0.255585947197249,0.297556943653423,0.0277738185666507,"linear"
"127","Exp3","medium",15,-0.0277026822038534,0.0122713123569007,0.0303924362681141,0.287160721875227,0.307312976132579,0.0264571944491505,"linear"
"128","Exp3","medium",16,-0.00665175536579499,-0.00440706060403503,0.0502063579507358,0.232523795769112,0.210648767569355,0.001289374981098,"linear"
"129","Exp3","high",1,-0.00134425443652003,0.000630623665316149,0.0343971084892108,0.191418727844846,0.210091271780982,0.00279118679438991,"linear"
"130","Exp3","high",2,0.0082752124068558,-0.0157604104586685,0.0269207076150823,0.142788172547487,0.165147479108605,-0.0152694625035444,"linear"
"131","Exp3","high",3,-0.00107596944703526,0.0420954497580321,0.0412324376524515,0.35863457103636,0.354798125482432,0.0468331520044236,"linear"
"132","Exp3","high",4,0.0152233924747838,-0.0118489548241122,0.0513964548365005,0.0813387515745986,0.112211067424524,-0.013716484662404,"linear"
"133","Exp3","high",5,-0.0038758779502817,0.0326132699350668,0.0377959917630843,0.231212801148466,0.234102596094229,0.0414727372215313,"linear"
"134","Exp3","high",6,0.0129185832111024,-0.0105778647169532,0.0503714150653209,0.186206972689097,0.224322034990262,-0.0176304603611488,"linear"
"135","Exp3","high",7,0.00706989120461151,-0.00525471772122669,0.0431007480575812,0.271061079519573,0.252101394759502,0.00899627271316977,"linear"
"136","Exp3","high",8,0.0293304470495063,0.00201622990105068,0.0518010259676039,0.128474947924814,0.155600266462058,-0.00941340353679606,"linear"
"137","Exp3","high",9,-0.00573941360468538,-0.00598160497179058,0.0428419098894004,0.232974664100546,0.27449417446413,0.000527415622728544,"linear"
"138","Exp3","high",10,0.0246899992909549,-0.00065623310249403,0.0553563107689068,0.262370574564072,0.240989232200876,0.00123248594538796,"linear"
"139","Exp3","high",11,0.00682804652724739,0.00465148543427801,0.0263842217382077,0.12431840949083,0.142761895368528,0.00745248474574037,"linear"
"140","Exp3","high",12,-0.00308891872924364,-0.0153547968488591,0.0271895207632304,0.154766923201346,0.142224430054049,-0.00929662529899376,"linear"
"141","Exp3","high",13,-0.00510202562229701,-0.00812491548425083,0.031275069238769,0.268545275433854,0.276613107479034,0.0104472328199056,"linear"
"142","Exp3","high",14,0.016214992508196,0.0173861833474044,0.0207840157144582,0.244707990419329,0.238408608352773,0.0269554031970176,"linear"
"143","Exp3","high",15,0.0117188464199131,0.00633536102921394,0.0410642185773921,0.255723057230841,0.251801023055517,0.0112752333720357,"linear"
"144","Exp3","high",16,0.0005531957667327,0.0218636413065886,0.0738126353726055,0.152317153110974,0.126097927495801,0.0270331387357063,"linear"
"145","Exp4a","low",1,-0.0166942264213635,0.00913173670352551,0.0618467605069711,0.187343964790056,0.194161218257609,0.0197702568361785,"linear"
"146","Exp4a","low",2,-0.00413942391684478,-0.0128092001838191,0.0276502822296473,0.101506175092388,0.110475093814573,-0.0122237477579219,"linear"
"147","Exp4a","low",3,-0.00533179185956041,0.0319144599932598,0.021611687552234,0.259655405071435,0.27482837795405,0.039710632720111,"linear"
"148","Exp4a","low",4,-0.0097638966251789,0.0263984869035514,0.0468082833721873,0.275901526929189,0.298744690472508,0.0321693832475817,"linear"
"149","Exp4a","low",5,0.00348352159012432,0.00253000040179804,0.0250608304487239,0.169968691492354,0.167949275875367,0.000356618592011188,"linear"
"150","Exp4a","low",6,-0.00295830727987355,0.0385530857241589,0.0367610717833185,0.65604365480365,0.645612921801137,0.0553644217602367,"linear"
"151","Exp4a","low",7,-0.0164387859998737,-0.00425354405321493,0.0498764609706005,0.470094553051005,0.533482280472787,0.0391818979594688,"linear"
"152","Exp4a","low",8,0.00169449293725514,0.0405151076177336,0.0417499538633836,0.356971430029537,0.366019981565129,0.0263842172389565,"linear"
"153","Exp4a","low",9,-0.0117031491408944,0.0139143176429361,0.0523088427376599,0.115796221727932,0.132718564809016,0.0188298964102957,"linear"
"154","Exp4a","low",10,-0.00296842983959144,0.0135799295448513,0.0634242061012546,0.357084387653783,0.425429853148624,0.0441216656093478,"linear"
"155","Exp4a","low",11,-0.0001806024648614,0.0156843151374344,0.014303117047059,0.364571465395869,0.356369248591687,0.0276481915350424,"linear"
"156","Exp4a","low",12,-0.0213541863964355,-0.000271445146497623,0.0394570146996267,0.213825972835111,0.188098391667002,0.011381910549393,"linear"
"157","Exp4a","low",13,-0.0194161995765817,0.0094426896813067,0.0298348908028343,0.284923371683006,0.311649561198088,0.0244055233329581,"linear"
"158","Exp4a","low",14,-0.0110325720699418,0.00793743657880115,0.0232559275844168,0.307545833391517,0.336723506963958,0.027626560422717,"linear"
"159","Exp4a","low",15,-0.0184299456480295,0.0204834906489673,0.0471934627385738,0.218174432713604,0.25581352436326,0.0471465854211267,"linear"
"160","Exp4a","low",16,-0.0111854383357559,-0.0105128155222227,0.0275388650936106,0.265085542955475,0.261159815362855,0.0157386428787626,"linear"
"161","Exp4a","medium",1,0.0251939187507625,0.00557318902938953,0.0690590965307437,0.187602804949394,0.240420993882772,-0.00421235606743966,"linear"
"162","Exp4a","medium",2,8.03980827831948e-05,0.0137806703773229,0.0310868464146481,0.166665932249525,0.195412856493415,0.0122421506755838,"linear"
"163","Exp4a","medium",3,0.00782770620177419,-0.00445406444154354,0.0196964585526947,0.253293057388765,0.269729998333686,0.00178774170026426,"linear"
"164","Exp4a","medium",4,0.0126244597809601,-0.0209013762904157,0.0363710865714464,0.204789171176091,0.218887686144013,-0.0203968126882482,"linear"
"165","Exp4a","medium",5,-0.0055763411126553,-0.00848910235442719,0.0457495652460554,0.109341802762947,0.0731527233721991,-0.00568273310027975,"linear"
"166","Exp4a","medium",6,0.00516335605421235,-0.00874059930254797,0.0326384944574822,0.370244406098859,0.373163109701488,0.00846089314115465,"linear"
"167","Exp4a","medium",7,0.0279910942623245,0.0270206121144415,0.0406137237104299,0.424005032527593,0.468406029727423,0.0564912918945674,"linear"
"168","Exp4a","medium",8,-0.0128304246633996,-0.0256727917926623,0.0434733946080791,0.182453976440073,0.199573052818387,-0.0353612896587343,"linear"
"169","Exp4a","medium",9,0.00480213069848974,0.0234576095592878,0.0418756594862339,0.194972671479601,0.152967131498402,0.0175446076878875,"linear"
"170","Exp4a","medium",10,0.0291573830633188,0.0292817225511624,0.0344505422404539,0.734152627327358,0.758245832535564,0.0557988294721679,"linear"
"171","Exp4a","medium",11,-0.00409806321720179,0.0263728690779197,0.0266172845238327,0.179285234217712,0.191070400087637,0.0274918639529697,"linear"
"172","Exp4a","medium",12,0.0378531493403624,0.0300910924361556,0.0740713366325969,0.297247168830351,0.231879782688774,0.0275408883847454,"linear"
"173","Exp4a","medium",13,0.0205351578692371,0.000959455443528581,0.0425664616019124,0.208555767714101,0.228003509653928,0.00819267115118718,"linear"
"174","Exp4a","medium",14,0.016025459297107,-0.00656477204241107,0.0164253839800266,0.370378306276642,0.36429160970749,0.00855117942944832,"linear"
"175","Exp4a","medium",15,0.0288415128980482,0.00975364887242089,0.0615699504651098,0.147395355578816,0.156618049066683,0.0187683655901191,"linear"
"176","Exp4a","medium",16,0.0213428849775847,0.0275834711302344,0.0419413087809874,0.366771956099841,0.363471674058193,0.0444334389823381,"linear"
"177","Exp4a","high",1,-0.0097154358587082,0.0236645723809706,0.0438680179568812,0.312940545541146,0.332091947624256,0.032426349289084,"linear"
"178","Exp4a","high",2,0.00362887340887776,0.0151183074000519,0.0405714209522197,0.16630153290145,0.191869150449693,0.0126953775429205,"linear"
"179","Exp4a","high",3,-0.00302223627317261,-0.0126502074907308,0.0188333475067875,0.147716133260692,0.150178728579301,-0.00804000465699405,"linear"
"180","Exp4a","high",4,-0.00194114457938578,0.0244435023229501,0.0473733588380977,0.189849090895269,0.152425984840977,0.0253452425178238,"linear"
"181","Exp4a","high",5,0.00168572654253765,0.0360683591462902,0.0415595993071954,0.289206338455355,0.316003270166609,0.0274593096227949,"linear"
"182","Exp4a","high",6,-0.0030952490681554,0.0101631060259032,0.0214722078964661,0.226957574474391,0.240158541113151,0.0129004345560483,"linear"
"183","Exp4a","high",7,-0.0152571808678431,0.0377653499242136,0.0265413257489264,0.471774577460714,0.459952413401064,0.0763953526817601,"linear"
"184","Exp4a","high",8,0.00997824589454794,0.0281276047795775,0.0506841858034442,0.230887056129113,0.207892999053459,0.0214254895609878,"linear"
"185","Exp4a","high",9,0.00529902604914428,-0.00793424276249355,0.0515895027997339,0.15128363087145,0.162296469649105,-0.0237287945576009,"linear"
"186","Exp4a","high",10,-0.0195912417228062,0.0367973042258058,0.0805850206484907,0.611658470127524,0.619751602143884,0.0818735540937506,"linear"
"187","Exp4a","high",11,0.00330677520755098,-0.0188920386806684,0.0344231733869919,0.113085240990595,0.0957770522533673,-0.0174029351995298,"linear"
"188","Exp4a","high",12,-0.0169814113820966,0.00992820638151121,0.0154271919350361,0.312525970987556,0.300461323396562,0.0216252721135184,"linear"
"189","Exp4a","high",13,-0.00132728012179174,0.0183296883160065,0.0339331607176886,0.245010238750592,0.208438282872803,0.0294200194226521,"linear"
"190","Exp4a","high",14,-0.00450185456750317,0.0404041348817669,0.0196237543802772,0.392452682824338,0.385618296658816,0.0541226363591693,"linear"
"191","Exp4a","high",15,-0.0134812380797216,0.000588225368726764,0.0554245145216349,0.238624737291804,0.222748445682286,0.0219093025508883,"linear"
"192","Exp4a","high",16,-0.01020454018525,0.0264770612429331,0.0299264855752509,0.422078468024787,0.387089128131303,0.0559877912523284,"linear"
"193","Exp4b","low",1,-0.00205399386897422,0.00444446980549609,0.030531593014383,0.215733537963076,0.198015743382071,0.0159610323399164,"linear"
"194","Exp4b","low",2,-0.00589708459711541,0.00888302735726436,0.0259371729353016,0.180686467890708,0.184343481399282,0.0209267603750409,"linear"
"195","Exp4b","low",3,-0.00224906141374306,0.0126991180541,0.0208921386047242,0.391056362745344,0.40040032113158,0.0291572661650593,"linear"
"196","Exp4b","low",4,-0.0320872921746998,0.00141068744946112,0.030755109265404,0.167717635057702,0.187409856012662,0.0208195513082867,"linear"
