"","Exp","WMSize","NSub","mpredRP_err","mpredVar_err","mpredRP_rerr","mpredVar_rerr","mpredcv_rerr","mpredcv_err","model"
"1","Exp1","low",1,0.00337711675755187,0.0167496435585454,0.0468022310325569,0.18252476505382,0.166159917707203,0.0181439380048105,"linear"
"2","Exp1","low",2,-0.00956439457623274,0.0166779054052716,0.0323582843824858,0.189278823470768,0.191997917765918,0.0198708844417628,"linear"
"3","Exp1","low",3,-0.0103976277874069,0.00414645714809599,0.0305882651727379,0.144806267639933,0.132649301899656,0.00760473807914843,"linear"
"4","Exp1","low",4,-0.0143310503910104,0.0134534415430845,0.0235028678913832,0.14454564015279,0.167011080509435,0.0120309996827969,"linear"
"5","Exp1","low",5,-0.00427107479080328,0.015577930183418,0.0124185794973853,0.487521839910724,0.479552755508644,0.0331129436982638,"linear"
"6","Exp1","low",6,0.00860647632017574,0.00838425495224221,0.0385004692737382,0.168787138680228,0.177615786659719,0.0121481396334702,"linear"
"7","Exp1","low",7,0.0149039370856939,0.0197082616669561,0.0246470946451371,0.288126442779452,0.309745870191015,0.0116048484018,"linear"
"8","Exp1","low",8,0.00526997288880876,-0.00524165362640178,0.0643491005558075,0.357397184598463,0.339793565279757,0.0130667461828367,"linear"
"9","Exp1","low",9,-0.0215770008651981,-0.0164221356327632,0.0489816127534617,0.156978387580307,0.13676697534856,-0.0106433288236568,"linear"
"10","Exp1","low",10,0.0195173724586423,0.0129550507638118,0.0201912550973,0.300921924247198,0.31149199543517,0.0204927941642446,"linear"
"11","Exp1","low",11,0.0151220857580753,-0.0221792574851162,0.0610733585212581,0.216707896970678,0.195035738094508,-0.0117799615583186,"linear"
"12","Exp1","low",12,-0.0225630397698517,0.000624942715389659,0.0312478704543376,0.0247706969674974,0.0527789269234077,0.00996066800570359,"linear"
"13","Exp1","low",13,0.000241732475557019,0.0150837947581774,0.027311431392024,0.247267516723789,0.24518384084198,0.0223223146622484,"linear"
"14","Exp1","low",14,-0.0104769975180978,-0.000906158685245811,0.0152149803604158,0.306455186694759,0.322441654632878,0.0239794853084781,"linear"
"15","Exp1","low",15,-0.00842401729997737,0.0465213965213001,0.0372081927185916,0.311004284012242,0.310969701097829,0.0583645898169059,"linear"
"16","Exp1","low",16,0.00842486441119998,0.0168080462055198,0.0309620222755662,0.228112626930214,0.219783594395013,0.0283866534487424,"linear"
"17","Exp1","medium",1,-0.0176939700221583,-0.027284073449553,0.0232883011614691,0.154616561832384,0.146474630956022,-0.0250424109346144,"linear"
"18","Exp1","medium",2,-0.00971399217623274,-0.00815513660101215,0.0623784559518248,0.277500426592778,0.327096030411771,0.000631203999948149,"linear"
"19","Exp1","medium",3,0.0194627396792598,-0.0112004466486916,0.0185970231836072,0.0571778475415404,0.0728809500061935,-0.0125144015934252,"linear"
"20","Exp1","medium",4,0.0274019979756563,0.00473758259260743,0.0486736259577174,0.188866321288507,0.196723097253289,-0.00726145600015773,"linear"
"21","Exp1","medium",5,0.00131250867586339,0.0101267150412487,0.0299079543818065,0.413220158881326,0.389414490064411,0.0249425352599578,"linear"
"22","Exp1","medium",6,-0.0308447240972485,0.011035238362398,0.0485181732727663,0.312562453492491,0.343414884299756,0.0221590128934658,"linear"
"23","Exp1","medium",7,-0.0194685556643061,0.0220566248919819,0.0440335930976611,0.278453169491733,0.300374038773191,0.04374649927864,"linear"
"24","Exp1","medium",8,0.0325523799658509,0.0482839358968052,0.0398714397856316,0.326569725759406,0.272122643134127,0.0532122220602519,"linear"
"25","Exp1","medium",9,-0.00212654692353143,0.0349813930029133,0.0506962597798784,0.369441280515618,0.363412866205508,0.0420021851646577,"linear"
"26","Exp1","medium",10,0.0165671078586423,0.0320768831283827,0.0333581543121034,0.361462311062863,0.31556550646035,0.0401789455300213,"linear"
"27","Exp1","medium",11,-0.024818257850258,0.0372568481388163,0.0305084243003696,0.358029299364706,0.367720570179547,0.0495701403495162,"linear"
"28","Exp1","medium",12,0.0195742229134816,0.00604063939879808,0.059985958577164,0.338239598385644,0.301447341897539,0.0221929100436099,"linear"
"29","Exp1","medium",13,0.000368788448020792,-0.00911344750715249,0.0448637602976169,0.269400306291514,0.257765968727224,0.00363161222333371,"linear"
"30","Exp1","medium",14,-0.0021390585347645,0.0262121996439099,0.0327853759843517,0.324705416907706,0.350173321934529,0.0494709650514199,"linear"
"31","Exp1","medium",15,-0.00191666405468751,0.0147809977480906,0.033341034742391,0.167616814787018,0.201662789882048,0.023943585958061,"linear"
"32","Exp1","medium",16,-0.0366059159388,0.0289168706163834,0.0358782710706264,0.243055484254073,0.248263614654943,0.0468178903896289,"linear"
"33","Exp1","high",1,0.0156328704734939,0.0336093003270388,0.0353464653612795,0.289976834225987,0.280971714967582,0.0306955515559431,"linear"
"34","Exp1","high",2,0.0189254387737673,0.0255162719794633,0.0238659329755847,0.257500582352264,0.247050883512652,0.0226624413658306,"linear"
"35","Exp1","high",3,-0.00893248259574025,0.0188203619153733,0.0272482696546852,0.144683025942624,0.159760181766284,0.022946904309082,"linear"
"36","Exp1","high",4,-0.0132685286576771,0.000302827854964149,0.0342727679286779,0.191430590084988,0.210293721461024,0.00535001392398301,"linear"
"37","Exp1","high",5,0.00304204074253005,0.00066561280956024,0.018418708564036,0.310947823541826,0.328805259625545,0.0132568250452988,"linear"
"38","Exp1","high",6,0.0212579753535091,0.00451458934726582,0.0337086966270484,0.196755557127746,0.200903593118329,0.00521635625279018,"linear"
"39","Exp1","high",7,0.00460878313569387,-0.0158725133500408,0.0212427102900565,0.200452072668381,0.185313048779676,-0.0131669321777254,"linear"
"40","Exp1","high",8,-0.0376601005917248,-0.00639408669663819,0.0356604472570412,0.129793927781726,0.13882931820329,0.013459572604682,"linear"
"41","Exp1","high",9,0.0237493948848019,0.023462326793927,0.0563558409795061,0.225304643531327,0.154097538366958,0.0248453942897443,"linear"
"42","Exp1","high",10,-0.0358355642913577,-0.0081910802255026,0.0375821108067703,0.245315711799763,0.234329964689473,0.00239839263647674,"linear"
"43","Exp1","high",11,0.010054854024742,0.03064403300919,0.0378202872200552,0.44903517720972,0.468021364017798,0.0468375721532565,"linear"
"44","Exp1","high",12,0.0038912015551483,0.0205002630742907,0.0337015683502072,0.26176780092044,0.266233444258561,0.0371458874587945,"linear"
"45","Exp1","high",13,-0.000556210376979216,0.0192177741315884,0.0139090224027738,0.307126468489477,0.319545189238147,0.0314965865478715,"linear"
"46","Exp1","high",14,0.0046749156152355,0.00828785614849025,0.0383604164733138,0.296902150210202,0.302494320194945,0.0359209192526386,"linear"
"47","Exp1","high",15,0.010307267583356,-0.0309897686527434,0.056814887406375,0.13621936274729,0.113466435822379,-0.023311674359023,"linear"
"48","Exp1","high",16,0.0285422074695333,-0.0122131433383793,0.0348710849407642,0.318157696359569,0.300486434418641,0.00111295880533742,"linear"
"49","Exp2","low",1,0.0193358023010633,0.0103803667416912,0.0625096867022056,0.20086181114504,0.231955402231879,0.00274909940445008,"linear"
"50","Exp2","low",2,0.0100250585700092,0.0102775878958765,0.053616376171674,0.177479011264674,0.183395227727054,0.0124514427858402,"linear"
"51","Exp2","low",3,0.00296125644398058,0.00141322561159773,0.0198524518192454,0.0705472194433788,0.0654134638086439,0.000629811262330865,"linear"
"52","Exp2","low",4,0.00458196493466386,0.00523998408071909,0.0497402838276632,0.133386052292875,0.124242229012974,0.00186692289129938,"linear"
"53","Exp2","low",5,0.0621680340249843,0.0446508734447202,0.0679052710499126,0.153919417840199,0.109359608097337,0.024380425697842,"linear"
"54","Exp2","low",6,0.00781940609635901,-0.00261108721497088,0.03048386726855,0.181251554681064,0.173175686629189,-0.000808158090924416,"linear"
"55","Exp2","low",7,0.0474239954747141,0.070065359059031,0.0714603789545066,0.368314814950293,0.345243408034423,0.0424472005948566,"linear"
"56","Exp2","low",8,-0.00253239581321829,0.0288528549119023,0.0438087424168764,0.28920024458958,0.292955457679191,0.0438960261835486,"linear"
"57","Exp2","low",9,-0.0139817584111848,-0.00148696679052667,0.0710270702664633,0.241909524427857,0.220422124986983,0.00245620389061947,"linear"
"58","Exp2","low",10,0.0216471306612755,-0.00424296201909544,0.0366097811682682,0.110055614898147,0.0973858309619765,-0.00928866812378572,"linear"
"59","Exp2","low",11,-0.00979696296598784,0.0074793410557251,0.0115404822213327,0.0795121722028508,0.088998494262651,0.0151782434607171,"linear"
"60","Exp2","low",12,0.0282080879306667,0.0364684119864724,0.0560535084090437,0.119446532235484,0.0855675157411113,0.0242106415737411,"linear"
"61","Exp2","low",13,0.017714791386656,-0.0147844575147644,0.0678843477346049,0.191243548239681,0.185721408957823,-0.0172478572108254,"linear"
"62","Exp2","low",14,-0.00261984670828637,0.00581187214387041,0.0180725366915066,0.240241535620579,0.246769594595348,0.0356496808841843,"linear"
"63","Exp2","low",15,0.00589739199302414,0.014250182583677,0.0578636436699184,0.481018387135076,0.405597891751129,0.0316444144804842,"linear"
