,curDur,Gap,WMSize,mu_r,Exp,NSub
0,0.4,0.5,1.0,0.7009668856423307,Encoding,1
1,0.41000000000000003,0.5,1.0,0.7078419243108758,Encoding,1
2,0.42000000000000004,0.5,1.0,0.714616290112782,Encoding,1
3,0.43000000000000005,0.5,1.0,0.7212938027174001,Encoding,1
4,0.44,0.5,1.0,0.7278780519794525,Encoding,1
5,0.45,0.5,1.0,0.7343724166435982,Encoding,1
6,0.46,0.5,1.0,0.7407800811471438,Encoding,1
7,0.47000000000000003,0.5,1.0,0.7471040507512039,Encoding,1
8,0.48000000000000004,0.5,1.0,0.7533471651984396,Encoding,1
9,0.49,0.5,1.0,0.7595121110684019,Encoding,1
10,0.5,0.5,1.0,0.7656014329785897,Encoding,1
11,0.51,0.5,1.0,0.7716175437598712,Encoding,1
12,0.52,0.5,1.0,0.7775627337183578,Encoding,1
13,0.53,0.5,1.0,0.7834391790816511,Encoding,1
14,0.54,0.5,1.0,0.789248949715254,Encoding,1
15,0.55,0.5,1.0,0.7949940161844938,Encoding,1
16,0.56,0.5,1.0,0.8006762562283055,Encoding,1
17,0.5700000000000001,0.5,1.0,0.8062974607034377,Encoding,1
18,0.5800000000000001,0.5,1.0,0.8118593390508926,Encoding,1
19,0.5900000000000001,0.5,1.0,0.8173635243305386,Encoding,1
20,0.6000000000000001,0.5,1.0,0.8228115778647184,Encoding,1
21,0.61,0.5,1.0,0.8282049935272002,Encoding,1
22,0.62,0.5,1.0,0.8335452017099083,Encoding,1
23,0.63,0.5,1.0,0.8388335729964205,Encoding,1
24,0.64,0.5,1.0,0.8440714215682058,Encoding,1
25,0.65,0.5,1.0,0.8492600083668982,Encoding,1
26,0.66,0.5,1.0,0.8544005440335504,Encoding,1
27,0.67,0.5,1.0,0.8594941916437232,Encoding,1
28,0.68,0.5,1.0,0.8645420692554175,Encoding,1
29,0.69,0.5,1.0,0.8695452522852057,Encoding,1
30,0.7,0.5,1.0,0.8745047757264622,Encoding,1
31,0.71,0.5,1.0,0.8794216362222822,Encoding,1
32,0.72,0.5,1.0,0.8842967940045123,Encoding,1
33,0.73,0.5,1.0,0.8891311747092746,Encoding,1
34,0.74,0.5,1.0,0.8939256710784275,Encoding,1
35,0.75,0.5,1.0,0.8986811445555696,Encoding,1
36,0.76,0.5,1.0,0.9033984267844364,Encoding,1
37,0.77,0.5,1.0,0.9080783210168606,Encoding,1
38,0.78,0.5,1.0,0.9127216034368538,Encoding,1
39,0.79,0.5,1.0,0.9173290244068143,Encoding,1
40,0.8,0.5,1.0,0.9219013096413651,Encoding,1
41,0.81,0.5,1.0,0.926439161313875,Encoding,1
42,0.8200000000000001,0.5,1.0,0.9309432591003026,Encoding,1
43,0.8300000000000001,0.5,1.0,0.9354142611646318,Encoding,1
44,0.8400000000000001,0.5,1.0,0.9398528050898314,Encoding,1
45,0.8500000000000001,0.5,1.0,0.9442595087579579,Encoding,1
46,0.8600000000000001,0.5,1.0,0.948634971182746,Encoding,1
47,0.8700000000000001,0.5,1.0,0.9529797732977701,Encoding,1
48,0.88,0.5,1.0,0.9572944787030322,Encoding,1
49,0.89,0.5,1.0,0.9615796343726133,Encoding,1
50,0.9,0.5,1.0,0.965835771325833,Encoding,1
51,0.91,0.5,1.0,0.9700634052641816,Encoding,1
52,0.92,0.5,1.0,0.9742630371761278,Encoding,1
53,0.93,0.5,1.0,0.978435153911751,Encoding,1
54,0.9400000000000001,0.5,1.0,0.9825802287290111,Encoding,1
55,0.9500000000000001,0.5,1.0,0.9866987218133438,Encoding,1
56,0.9600000000000001,0.5,1.0,0.9907910807721477,Encoding,1
57,0.9700000000000001,0.5,1.0,0.994857741105625,Encoding,1
58,0.98,0.5,1.0,0.99889912665534,Encoding,1
59,0.99,0.5,1.0,1.002915650031764,Encoding,1
60,1.0,0.5,1.0,1.0069077130219923,Encoding,1
61,1.01,0.5,1.0,1.0108757069787442,Encoding,1
62,1.02,0.5,1.0,1.014820013191677,Encoding,1
63,1.03,0.5,1.0,1.0187410032419888,Encoding,1
64,1.04,0.5,1.0,1.022639039341212,Encoding,1
65,1.05,0.5,1.0,1.0265144746550479,Encoding,1
66,1.06,0.5,1.0,1.0303676536130424,Encoding,1
67,1.07,0.5,1.0,1.0341989122048445,Encoding,1
68,1.08,0.5,1.0,1.0380085782637505,Encoding,1
69,1.09,0.5,1.0,1.0417969717381927,Encoding,1
70,1.1,0.5,1.0,1.0455644049517907,Encoding,1
71,1.1099999999999999,0.5,1.0,1.049311182852544,Encoding,1
72,1.12,0.5,1.0,1.0530376032517166,Encoding,1
73,1.13,0.5,1.0,1.0567439570529238,Encoding,1
74,1.1400000000000001,0.5,1.0,1.0604305284719109,Encoding,1
75,1.15,0.5,1.0,1.0640975952474758,Encoding,1
76,1.1600000000000001,0.5,1.0,1.0677454288439678,Encoding,1
77,1.17,0.5,1.0,1.071374294645769,Encoding,1
78,1.1800000000000002,0.5,1.0,1.0749844521441407,Encoding,1
79,1.19,0.5,1.0,1.078576155116797,Encoding,1
80,1.2000000000000002,0.5,1.0,1.082149651800547,Encoding,1
81,1.21,0.5,1.0,1.0857051850573272,Encoding,1
