,Unnamed: 0,NSub,curDur,WMSize,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV,Exp,Gap
0,0,1,0.5,Low,0.7393169277826627,0.3388387309321204,0.756453164536631,0.2982925342319281,0.2393169277826626,0.256453164536631,0.4583132323891939,0.3943304730764774,Encoding,0.5
1,1,1,0.5,Med,0.7239782955402915,0.295422728104693,0.76789549340963,0.2991039874730715,0.2239782955402914,0.26789549340963,0.4080546750151184,0.3895113202774273,Encoding,0.5
2,2,1,0.5,High,0.6739860528361223,0.3201435911345682,0.7710081538837449,0.3040262210584021,0.1739860528361223,0.2710081538837449,0.475000320536915,0.3943229647143838,Encoding,0.5
3,3,1,0.8,Low,0.975966552763415,0.2411251815800794,0.9163197596267316,0.2799038736402915,0.175966552763415,0.1163197596267316,0.2470629560996142,0.3054652818512961,Encoding,0.5
4,4,1,0.8,Med,1.0033147635156938,0.2715123683336695,0.9228410621979252,0.282317785064666,0.2033147635156937,0.1228410621979252,0.2706153424696641,0.3059224352157362,Encoding,0.5
5,5,1,0.8,High,1.013309129951722,0.2903589472441772,0.9274337519482028,0.2818050521708326,0.213309129951722,0.1274337519482026,0.2865452788903728,0.3038546436107832,Encoding,0.5
6,6,1,1.1,Low,1.093962878920138,0.2396588013385149,1.0413919096402424,0.2807432228401806,-0.0060371210798622,-0.0586080903597576,0.2190739795257811,0.2695846013794804,Encoding,0.5
7,7,1,1.1,Med,0.9546401335564956,0.2745299835994781,1.0449692645287156,0.283286260940389,-0.1453598664435046,-0.0550307354712844,0.2875743161736993,0.2710953044807035,Encoding,0.5
8,8,1,1.1,High,1.044648032364269,0.2232898652796594,1.0483238444346503,0.2843367099148627,-0.055351967635731,-0.0516761555653497,0.2137465044320288,0.2712298412597898,Encoding,0.5
9,9,1,1.4,Low,1.0859794610266051,0.2376053065042041,1.1519017338738518,0.2910109586985265,-0.3140205389733947,-0.2480982661261481,0.2187935546033159,0.2526352293262509,Encoding,0.5
10,10,1,1.4,Med,1.2666221403639308,0.3214646720603831,1.1526214914915305,0.293361487458515,-0.133377859636069,-0.2473785085084694,0.2537968205482486,0.2545167599459693,Encoding,0.5
11,11,1,1.4,High,1.1046308445003583,0.260420735295716,1.1524403901352842,0.2930557745030708,-0.2953691554996414,-0.2475596098647157,0.2357536335258756,0.254291481808156,Encoding,0.5
12,12,1,1.7,Low,1.2206505765915,0.3617837229653357,1.2467556183714308,0.3023331821182694,-0.4793494234084998,-0.4532443816285691,0.2963859845751822,0.2424959452063194,Encoding,0.5
