,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_p[6],-0.192,0.076,-0.333,-0.051,0.001,0.001,5762.0,4476.0,1.0
mu_p[7],0.092,0.02,0.055,0.129,0.0,0.0,7053.0,5744.0,1.0
mu_p[8],-0.07,0.034,-0.133,-0.007,0.001,0.0,4710.0,5333.0,1.0
mu_p[9],-0.156,0.038,-0.224,-0.085,0.0,0.0,7002.0,5721.0,1.0
mu_p[10],0.052,0.024,0.005,0.095,0.0,0.0,7532.0,5503.0,1.0
mu_p[11],0.052,0.027,0.002,0.101,0.0,0.0,7545.0,5168.0,1.0
mu_p[12],-0.49,0.061,-0.608,-0.382,0.001,0.001,6153.0,5816.0,1.0
mu_p[13],0.136,0.04,0.062,0.21,0.001,0.0,5957.0,4785.0,1.0
mu_p[14],-0.357,0.049,-0.444,-0.264,0.001,0.0,7103.0,4931.0,1.0
mu_p[15],-0.412,0.057,-0.519,-0.306,0.001,0.001,5272.0,3155.0,1.0
sig_n,0.002,0.001,0.001,0.004,0.0,0.0,1184.0,1179.0,1.0
var_p,0.03,0.006,0.02,0.042,0.0,0.0,844.0,785.0,1.0
var_s[0],0.145,0.02,0.111,0.182,0.0,0.0,5147.0,5115.0,1.0
var_s[1],0.105,0.013,0.081,0.128,0.0,0.0,5885.0,4637.0,1.0
var_s[2],0.079,0.009,0.063,0.096,0.0,0.0,6289.0,4945.0,1.0
var_s[3],0.092,0.01,0.072,0.111,0.0,0.0,3667.0,1096.0,1.0
var_s[4],0.018,0.002,0.014,0.022,0.0,0.0,9159.0,5791.0,1.0
var_s[5],0.143,0.018,0.111,0.179,0.0,0.0,8885.0,4456.0,1.0
var_s[6],0.032,0.004,0.025,0.039,0.0,0.0,5954.0,5257.0,1.0
var_s[7],0.21,0.033,0.153,0.271,0.0,0.0,7728.0,5887.0,1.0
var_s[8],0.099,0.012,0.078,0.122,0.0,0.0,8285.0,4434.0,1.0
var_s[9],0.087,0.011,0.066,0.108,0.0,0.0,6642.0,5375.0,1.0
var_s[10],0.07,0.007,0.057,0.084,0.0,0.0,8920.0,6019.0,1.0
var_s[11],0.119,0.014,0.093,0.146,0.0,0.0,9294.0,5121.0,1.0
var_s[12],0.08,0.009,0.062,0.097,0.0,0.0,6476.0,5152.0,1.0
var_s[13],0.059,0.006,0.048,0.07,0.0,0.0,8849.0,5443.0,1.0
var_s[14],0.046,0.005,0.037,0.056,0.0,0.0,5147.0,3556.0,1.0
var_s[15],0.06,0.007,0.047,0.073,0.0,0.0,5079.0,4141.0,1.0
