,ks,ls,kr,ts,var_s,mu_log,sigma_log,var_n,mu_p,var_p,Exp,NSub,WMSize,Gap,var_wm,w_p
105,0.050292760885735616,0.07933947828779404,0.02056114837470139,0.05080785867058695,0.11697601517049172,-0.03997250185547686,0.058153399183993856,0.014053614658358124,0.962441885891919,0.0560166200038127,Both_gap,12,5,0.5,0.1663517456728666,0.7480908768954118
106,0.09369929035843218,0.07089358309805882,0.0040145851896002714,0.054754124794082516,0.03243252823918337,-0.007498016637816553,0.07253734996735094,0.006691521098727542,0.9951446424743617,0.0722802129325373,Both_gap,11,1,0.5,0.03561969372428598,0.33011792899483006
107,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,5,0.5,0.06719130850377733,0.5439766732811939
108,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,3,2.5,0.06598208543872304,0.5394681609575555
109,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,3,0.5,0.06198087328609132,0.5238928745818688
110,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,1,2.5,0.060771650221037025,0.5189763564319836
111,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,1,0.5,0.056770438068405316,0.5019585487141195
112,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,5,2.5,0.1124768477118481,0.42786159395606466
113,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,5,0.5,0.09936214868390214,0.39781986514329093
114,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,3,2.5,0.10499798880865623,0.41110787384009184
115,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,3,0.5,0.09188328978071027,0.3792319717785982
116,0.057276328761569684,0.04900257040170134,0.02420712479068433,0.03763019249062924,0.053164917421404376,-0.30781081536616495,0.07629639982592636,0.010688831976187982,0.7371969097624951,0.056327422728737496,Both_gap,10,5,2.5,0.07119252065640905,0.5582853847526215
117,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,1,2.5,0.09751912990546435,0.3933433691460193
118,0.046172232459761334,0.07476842646908925,0.053662362409544744,0.0842075530384912,0.027754879214701888,-0.29121310365502007,0.08553800903703913,0.0027773237104599916,0.7500955143002997,0.06427921973085743,Both_gap,1,1,2.5,0.0356729940192971,0.3569004895526083
119,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,1,2.5,0.07720006531755724,0.5507401568385923
120,0.0660842918720443,0.04252651703839189,0.03233287869795796,0.08971895862905994,0.03878507176962871,0.11057555047084185,0.16375898874411857,0.007749157040440851,1.1319978196422957,0.18662458900555523,Both_gap,16,3,2.5,0.05243264443977891,0.2193309262560709
121,0.0660842918720443,0.04252651703839189,0.03233287869795796,0.08971895862905994,0.03878507176962871,0.11057555047084185,0.16375898874411857,0.007749157040440851,1.1319978196422957,0.18662458900555523,Both_gap,16,3,0.5,0.045473131940730036,0.19592235440887396
122,0.0660842918720443,0.04252651703839189,0.03233287869795796,0.08971895862905994,0.03878507176962871,0.11057555047084185,0.16375898874411857,0.007749157040440851,1.1319978196422957,0.18662458900555523,Both_gap,16,1,2.5,0.04913385640888618,0.20840761959773457
123,0.0660842918720443,0.04252651703839189,0.03233287869795796,0.08971895862905994,0.03878507176962871,0.11057555047084185,0.16375898874411857,0.007749157040440851,1.1319978196422957,0.18662458900555523,Both_gap,16,1,0.5,0.042174343909837306,0.1843292858600566
124,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,5,2.5,0.07585057477383571,0.6721643097096472
125,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,5,0.5,0.0665646000134228,0.6427678810816669
126,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,3,2.5,0.0699773221491621,0.6541646350210906
127,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,3,0.5,0.06069134738874919,0.6212897451258367
128,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,1,2.5,0.06410406952448847,0.6340736070193008
129,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,1,0.5,0.06666600956468755,0.5142353008162079
130,0.03276226348221666,0.05925399127947213,0.044863282568846946,0.09368421599360041,0.04955997476163553,-0.12868759198680765,0.04201968879987105,0.0032630258216830984,0.8800251742089898,0.03699471272231333,Both_gap,15,1,0.5,0.054818094764075564,0.5970637023838125
131,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,5,0.5,0.22204473032332075,0.7505314758436332
132,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,3,2.5,0.22248812586987282,0.7509047991699825
133,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,3,0.5,0.19861573810470767,0.7290764626881504
134,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,1,2.5,0.19905913365125974,0.7295167044068456
135,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,1,0.5,0.1751867458860946,0.7035838152058125
136,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,5,2.5,0.08805313879843446,0.5830245277875746
137,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,5,0.5,0.07751908304556476,0.5517602838057887
138,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,3,2.5,0.08262660205799585,0.5674839574799285
