,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],2.507,0.555,1.518,3.563,0.019,0.014,804.0,1130.0,1.01
epsilon[1],0.79,0.169,0.479,1.104,0.006,0.004,746.0,1130.0,1.0
epsilon[2],1.328,0.288,0.813,1.883,0.01,0.007,757.0,1222.0,1.01
epsilon[3],1.371,0.294,0.829,1.927,0.011,0.007,755.0,1167.0,1.0
epsilon[4],1.565,0.34,0.955,2.219,0.012,0.009,763.0,1082.0,1.0
epsilon[5],1.612,0.354,0.99,2.301,0.012,0.009,797.0,1259.0,1.0
epsilon[6],4.162,0.917,2.527,5.919,0.029,0.021,933.0,1454.0,1.0
epsilon[7],2.054,0.449,1.261,2.941,0.016,0.011,807.0,1304.0,1.0
epsilon[8],3.207,0.701,1.983,4.602,0.024,0.017,831.0,1264.0,1.0
epsilon[9],4.843,1.079,2.904,6.917,0.035,0.025,915.0,1367.0,1.0
epsilon[10],1.415,0.307,0.843,1.988,0.011,0.008,749.0,1074.0,1.01
epsilon[11],2.222,0.48,1.384,3.144,0.017,0.012,805.0,1267.0,1.01
epsilon[12],1.35,0.291,0.844,1.914,0.01,0.007,769.0,1132.0,1.0
epsilon[13],2.16,0.475,1.291,3.038,0.017,0.012,782.0,1208.0,1.0
epsilon[14],4.833,1.079,2.982,6.957,0.033,0.023,1042.0,1749.0,1.0
epsilon[15],3.226,0.73,1.893,4.599,0.024,0.017,889.0,1154.0,1.0
epsilon_k[0],1.632,1.146,0.002,3.642,0.017,0.012,3467.0,3078.0,1.0
epsilon_k[1],1.828,1.352,0.0,4.197,0.018,0.012,4568.0,3162.0,1.0
epsilon_k[2],2.739,2.013,0.003,6.33,0.032,0.023,3513.0,3881.0,1.0
epsilon_k[3],1.902,1.526,0.001,4.645,0.02,0.014,4493.0,3330.0,1.0
epsilon_k[4],2.502,1.696,0.002,5.479,0.025,0.018,3339.0,2786.0,1.0
epsilon_k[5],0.471,0.449,0.0,1.267,0.007,0.005,3312.0,3091.0,1.0
epsilon_k[6],2.159,1.125,0.264,4.258,0.02,0.014,2452.0,2839.0,1.0
epsilon_k[7],1.621,1.267,0.002,3.891,0.017,0.012,4250.0,3199.0,1.0
epsilon_k[8],1.803,1.479,0.0,4.457,0.018,0.013,4517.0,2962.0,1.0
epsilon_k[9],1.068,0.748,0.0,2.386,0.012,0.009,3215.0,3774.0,1.0
