,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon_k[10],3.016,1.977,0.003,6.436,0.028,0.02,3986.0,2657.0,1.0
epsilon_k[11],2.381,1.662,0.004,5.313,0.024,0.017,3754.0,2675.0,1.0
epsilon_k[12],5.011,1.776,1.885,8.359,0.027,0.019,4211.0,4134.0,1.0
epsilon_k[13],1.027,0.859,0.0,2.538,0.013,0.009,3368.0,2936.0,1.0
epsilon_k[14],0.852,0.712,0.001,2.116,0.011,0.008,3333.0,3152.0,1.0
epsilon_k[15],3.032,1.238,0.962,5.303,0.024,0.017,2480.0,4596.0,1.0
k_r,0.018,0.011,-0.002,0.039,0.0,0.0,1375.0,908.0,1.0
k_s,0.051,0.025,0.01,0.099,0.001,0.001,1354.0,902.0,1.0
l_s,0.027,0.019,0.0,0.059,0.0,0.0,2400.0,3028.0,1.0
mu_p[0],-0.211,0.05,-0.306,-0.114,0.001,0.0,5848.0,5062.0,1.0
mu_p[1],-0.001,0.019,-0.037,0.036,0.0,0.0,4119.0,1927.0,1.0
mu_p[2],-0.164,0.024,-0.213,-0.122,0.0,0.0,2987.0,1021.0,1.0
mu_p[3],-0.116,0.022,-0.16,-0.076,0.0,0.0,5591.0,4490.0,1.0
mu_p[4],0.136,0.026,0.085,0.185,0.0,0.0,4482.0,5035.0,1.0
mu_p[5],-0.043,0.047,-0.135,0.042,0.001,0.001,4907.0,2421.0,1.0
mu_p[6],0.082,0.104,-0.103,0.285,0.002,0.001,4771.0,5419.0,1.0
mu_p[7],0.093,0.034,0.033,0.158,0.0,0.0,5805.0,5072.0,1.0
mu_p[8],0.16,0.039,0.088,0.235,0.0,0.0,6210.0,5272.0,1.0
mu_p[9],-0.105,0.141,-0.362,0.161,0.002,0.002,4213.0,4565.0,1.0
mu_p[10],-0.004,0.024,-0.049,0.039,0.0,0.0,3282.0,1344.0,1.0
mu_p[11],0.082,0.034,0.019,0.145,0.001,0.0,4559.0,4663.0,1.0
mu_p[12],-0.294,0.039,-0.362,-0.219,0.001,0.0,3838.0,4507.0,1.0
mu_p[13],-0.054,0.04,-0.132,0.019,0.001,0.0,5525.0,5205.0,1.0
mu_p[14],0.135,0.101,-0.052,0.327,0.002,0.001,4264.0,4661.0,1.0
mu_p[15],-0.484,0.12,-0.713,-0.267,0.002,0.001,5555.0,4180.0,1.0
sig_n,0.003,0.001,0.002,0.004,0.0,0.0,986.0,1237.0,1.0
var_p,0.05,0.011,0.032,0.069,0.0,0.0,685.0,974.0,1.01
var_s[0],0.074,0.008,0.058,0.09,0.0,0.0,6299.0,5801.0,1.0
var_s[1],0.043,0.004,0.036,0.052,0.0,0.0,6181.0,5211.0,1.0
var_s[2],0.106,0.013,0.081,0.131,0.0,0.0,4975.0,4707.0,1.0
var_s[3],0.181,0.028,0.134,0.234,0.0,0.0,8668.0,5327.0,1.0
var_s[4],0.092,0.011,0.072,0.113,0.0,0.0,3628.0,5118.0,1.0
var_s[5],0.024,0.002,0.02,0.028,0.0,0.0,5504.0,5733.0,1.0
var_s[6],0.048,0.005,0.039,0.058,0.0,0.0,5937.0,4741.0,1.0
var_s[7],0.084,0.01,0.067,0.103,0.0,0.0,4335.0,6189.0,1.0
var_s[8],0.162,0.021,0.125,0.202,0.0,0.0,3969.0,4855.0,1.0
var_s[9],0.033,0.004,0.025,0.04,0.0,0.0,6065.0,5457.0,1.0
var_s[10],0.113,0.015,0.085,0.14,0.0,0.0,4465.0,4406.0,1.0
var_s[11],0.111,0.013,0.087,0.136,0.0,0.0,4125.0,5155.0,1.0
var_s[12],0.054,0.006,0.043,0.065,0.0,0.0,4837.0,5246.0,1.0
var_s[13],0.061,0.006,0.05,0.072,0.0,0.0,4820.0,2518.0,1.0
var_s[14],0.048,0.006,0.037,0.059,0.0,0.0,6681.0,5782.0,1.0
var_s[15],0.038,0.005,0.03,0.047,0.0,0.0,3127.0,1114.0,1.0
