"","NSub","slope_low","slope_medium","slope_high","ind_pnt_low","ind_pnt_medium","ind_pnt_high"
"1",401,-0.467121267083333,-0.429572273537271,-0.474234591944444,0.859899807744517,0.730294166067532,0.813454108297273
"2",402,-0.525122227833333,-0.568679957208333,-0.522886869805555,0.978062777423844,0.97170006020052,0.939304752754174
"3",403,-0.633337718638889,-0.680786687137182,-0.671340051486111,0.830188204059968,0.848039780774349,0.876675743199085
"4",404,-0.734183558033951,-0.84051560901389,-0.716476977165954,0.909383739433483,0.91272375382196,0.907005424134954
"5",405,-0.372403198138889,-0.614125898902777,-0.514523986722222,1.16790549508717,1.15067508612203,1.10734766737002
"6",406,-0.247329473347223,-0.260658054666667,-0.275810604236111,0.89336909315729,0.900999466045019,0.933361876293595
"7",407,-0.151557617857075,-0.232849867833333,-0.131274082958333,1.17094650213943,0.827818217493269,0.641544075681953
"8",408,-0.387779403097222,-0.439779466763889,-0.402021581902778,1.09753472902197,1.12569425076425,1.03562038304635
"9",409,-0.414550781972223,-0.440083704089636,-0.242081243347222,1.21900527984041,1.22988541971493,1.39968160363672
"10",410,-0.0971177292638889,-0.161786432472222,-0.0413609762222223,0.917203062102473,0.663848071363368,-0.080524742194859
"11",411,-0.573749444888888,-0.65643464125,-0.650019955083333,0.9857439667106,1.01346368091296,0.995918590235701
"12",412,-0.461800935625,-0.518181037224801,-0.514394904928301,1.13568035211831,1.00762540390406,1.08777960978696
"13",413,-0.551322148986112,-0.613318213263889,-0.535341530638889,0.801973965776939,0.705814514246872,0.615492291094771
"14",414,-0.414818480444445,-0.411992343226614,-0.3836756765,0.941351642338863,0.893065080748468,0.930054426080704
"15",415,-0.198583288513889,-0.165309628097222,-0.0917883527361111,1.21066103597029,0.92545897100018,1.11681575707219
"16",416,-0.250171639666667,-0.346380956805555,-0.330183595722222,0.649784242097125,0.552375647179465,0.45798391411202
