"","NSub","mbias_0.5_low","mbias_0.5_medium","mbias_0.5_high","mbias_0.8_low","mbias_0.8_medium","mbias_0.8_high","mbias_1.1_low","mbias_1.1_medium","mbias_1.1_high","mbias_1.4_low","mbias_1.4_medium","mbias_1.4_high","mbias_1.7_low","mbias_1.7_medium","mbias_1.7_high","cv_0.5_low","cv_0.5_medium","cv_0.5_high","cv_0.8_low","cv_0.8_medium","cv_0.8_high","cv_1.1_low","cv_1.1_medium","cv_1.1_high","cv_1.4_low","cv_1.4_medium","cv_1.4_high","cv_1.7_low","cv_1.7_medium","cv_1.7_high","biasChange_low","biasChange_medium","biasChange_high"
"1",1,0.239316927833333,0.223978295625,0.173986052875,0.175966552875,0.2033147635,0.213309129875,-0.0060371211250001,-0.145359866375,-0.0553519676666667,-0.314020539,-0.133377859708333,-0.2953691555,-0.479349423416667,-0.403370773083333,-0.524014000833333,0.45831323239049,0.408054674898089,0.475000320570307,0.247062956134913,0.270615342406564,0.286545278967584,0.219073979481848,0.287574316109448,0.213746504393032,0.218793554557217,0.253796820494633,0.235753633618208,0.296385984592167,0.218281897968698,0.257811680921192,0.71866635125,0.627349068708333,0.698000053708333
"2",2,0.0966580193333333,0.1175402925,0.088629503125,0.0399679239166666,0.000636187833333302,0.0586272838333333,-0.228023069458333,-0.12201865125,-0.125346204541667,-0.325367835583333,-0.374024677,-0.368025556583333,-0.400802303695652,-0.487366462708333,-0.476028030458333,0.294586673485683,0.41329149787963,0.256726880289839,0.181356677664424,0.153292577159122,0.190313418160045,0.292903146458095,0.23244042853982,0.218170274991559,0.19678895239891,0.241119312750599,0.206110574034819,0.178407725929012,0.193081493168183,0.224680715682199,0.497460323028985,0.604906755208333,0.564657533583333
"3",3,0.340653458166667,0.331969589958333,0.356642972333333,0.0873121892916666,0.0602398144347825,0.0372993157083333,-0.136682179666667,-0.119150899958333,-0.135350934041667,-0.311362000041667,-0.364026699708333,-0.416694690875,-0.52203397275,-0.565359762208333,-0.626007400208333,0.248554149793086,0.240376947353585,0.245985062368567,0.235586227588886,0.227371432759038,0.240565039265873,0.188521066168431,0.13673971716866,0.174358434151082,0.171638917375756,0.17929449445241,0.174126171012241,0.189911365448424,0.31006887285429,0.141341315681841,0.862687430916667,0.897329352166667,0.982650372541667
"4",4,0.350094329458333,0.392627376708333,0.326640109166667,0.122631416916667,0.240621218791667,0.253300873375,-0.0227342349166668,0.0172951519583333,0.0312926363749999,-0.0493960745416666,-0.239392128291667,-0.262040434166667,-0.381386948125,-0.504720886458333,-0.4100421865,0.281484480970156,0.271527932002316,0.276761142364221,0.256425707141553,0.195201191351603,0.267187935083204,0.187681326981983,0.176131238213281,0.232793046254662,0.22240680459793,0.181785931774725,0.179882118378124,0.142419457189073,0.186301648356415,0.217850834173919,0.731481277583333,0.897348263166667,0.736682295666667
"5",5,0.322628727541667,0.459305975958333,0.512585491695652,0.197957658217391,0.337300866791667,0.380631596416667,0.0718830205652172,0.115276153416667,-0.0293083222272728,-0.194034853380952,-0.318204965714286,0.00631474691304357,-0.409981429608696,-0.366729601565217,-0.347135237727273,0.321965213557441,0.281190523867105,0.369547010039089,0.425875086411026,0.459524012130176,0.362478851605154,0.357880294489166,0.423216878969856,0.410319400743001,0.339888689620706,0.468936817809735,0.343612162768691,0.334546432754173,0.346172620870548,0.366722756320894,0.732610157150362,0.826035577523551,0.859720729422925
"6",6,0.294643509666667,0.340629108041667,0.287982810333333,0.20730291525,0.21197788425,0.135965372041667,0.0352995559166667,-0.0673423278333334,-0.0740319518750001,-0.148030490875,-0.281361924458333,-0.310030093625,-0.359380766666667,-0.400694221125,-0.603356240875,0.283175411048717,0.268768450183072,0.297592081639734,0.229707945167419,0.17377782502077,0.253475811457601,0.159606135364449,0.237264066948948,0.262225193648537,0.220685131200203,0.222075206965541,0.23538025986161,0.251481672604433,0.21376045863189,0.230920552577327,0.654024276333333,0.741323329166667,0.891339051208333
"7",7,0.304593308173913,0.461964679625,0.26736206225,0.147653232916667,0.238341281375,0.211302066291667,0.0677798754999999,0.141841380833333,0.128486490608696,-0.0946918597499999,-0.0657550867083332,-0.118270948833333,-0.463373806291667,-0.375360854791667,-0.411635522166667,0.427543867248292,0.471240645112678,0.374921659214525,0.275651335488867,0.393857605887232,0.32312329496399,0.221328621291674,0.208931182423418,0.233752987785088,0.169495380153408,0.208129679934378,0.24759961115468,0.141196710243767,0.320031116587239,0.248564449860162,0.76796711446558,0.837325534416667,0.678997584416667
"8",8,0.171308165833333,0.2273196745,0.246648308,0.126660795791667,0.016645332125,0.0727559290869565,0.015956334,-0.16937278375,-0.143725052333333,-0.219363232916667,-0.257359371458333,-0.250697560208333,-0.3406901985,-0.351369320208333,-0.4953713095,0.268176479676318,0.268175065594919,0.311783679157184,0.219056101050264,0.238114512846489,0.316740020934008,0.235922034223028,0.301134216454529,0.32152227744719,0.232082312630476,0.296255136705058,0.293427340200625,0.28341016447556,0.293638337864674,0.347264176182707,0.511998364333333,0.578688994708333,0.7420196175
"9",9,0.489226098772727,0.532197476416667,0.480424703291667,0.144618261166667,0.241293928541667,0.184628961,-0.0287117375416668,-0.0512573739565219,-0.0273760890000001,-0.252709140625,-0.314044925583333,-0.447376283916667,-0.490722598333333,-0.5911526165,-0.60736625525,0.301354544053353,0.355130377977729,0.302740047300942,0.210556726199097,0.292992802647473,0.214601370246671,0.345432589231982,0.234086736955622,0.224449727496232,0.188843174703438,0.198047830607253,0.296925226444963,0.289923309305647,0.255861577176388,0.230851102152105,0.97994869710606,1.12335009291667,1.08779095854167
"10",10,0.246577176041667,0.341960691416667,0.349974202291667,0.0699800462916667,0.1519760515,0.131966643708333,-0.114771937916667,-0.0940690303333334,-0.18747745425,-0.348035393833333,-0.38070156775,-0.342040451916667,-0.54671326925,-0.653375699916667,-0.580039431208333,0.326286162769437,0.273338934404343,0.326812326134452,0.249242061009314,0.257969306400928,0.257662613680298,0.269210094810778,0.221211429703305,0.289260833043636,0.230605862889173,0.214713993109011,0.293304428363005,0.288093781066937,0.236330331210707,0.224375099001985,0.793290445291666,0.995336391333333,0.9300136335
