"","NSub","slope_low","slope_medium","slope_high","ind_pnt_low","ind_pnt_medium","ind_pnt_high"
"1",201,-0.642439931458333,-0.530463586875,-0.634892797597222,0.980417270464065,1.00392726424718,0.946449686279405
"2",202,-0.454409184488367,-0.528158125083334,-0.518655969194444,0.739508677465188,0.772358231547236,0.7829717371606
"3",203,-0.708016350388889,-0.740069125088724,-0.806431583888888,0.946864410771803,0.92297713051774,0.905535707492487
"4",204,-0.544996682208334,-0.758236624472222,-0.662901966291666,1.10704902962485,1.07531924355229,1.08164162882473
"5",205,-0.617578560297115,-0.764685060148379,-0.69783848568209,1.0957960600696,1.16336932921936,1.25285358270109
"6",206,-0.554460652930555,-0.658662155680555,-0.742891189361111,1.11076170982881,1.04024509244146,0.948303462991778
"7",207,-0.593997799685186,-0.659582478972222,-0.56252272798611,1.08781739234004,1.22160159286166,1.12577484001622
"8",208,-0.456673585791666,-0.477127564333333,-0.602411996795358,0.992208289049611,0.876103286114694,0.910546130588506
"9",209,-0.783084232417398,-0.934013013319445,-0.935862387333333,1.06366031646502,1.0609540026096,1.01087045071586
"10",210,-0.668198776902779,-0.841116800638889,-0.778011454208333,0.892587654266991,0.949198219652347,0.938661374975866
"11",211,-0.04690561075,-0.103785863569445,-0.10809824226009,1.65366365987819,0.972570591872395,1.0248449897303
"12",212,-0.664289290819444,-0.839402000527778,-0.854757286621795,1.11349912002285,1.10847354551676,1.17430362326895
"13",213,-0.443130281819444,-0.601112896125001,-0.805112127694444,0.839628039539672,0.843966911192898,0.942956983753218
"14",214,-0.123734668415123,-0.239800619861111,-0.300033076541667,1.04310794633762,0.700062259372473,0.558396908801822
"15",215,-0.170643442916667,-0.398918860447531,-0.507985828986111,0.577872443350525,0.668118639554603,0.81989823282277
"16",216,-0.399308180777778,-0.586239182666667,-0.627543290347222,1.04202441105788,1.04853394365233,1.11503931131685
