"","NSub","Exp","model","sig_s2","ks","ls","ts","kr","sig_mn2","mu_pr_log","sig_pr2_log","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","se_waic.1","log_lik_sum","log_lik_mean"
"68",4,"Exp5","Exp5",0.0340420687048861,0.538870564785703,0.0171169760266813,0.0035205711964277,0.20612693234505,0.00361101022977266,0.028834727457446,0.15854674653746,854.276390356216,609.900626612774,-427.138195178108,14.2910813393796,3.06107821309667,356.707707859794,361.116285364563,12.9480237317041,0.564765695719785,-178.353853929897,12.9480237317041,71.6685725789307,0.0995396841374037
"69",5,"Exp5","Exp5",0.0219198903447352,0.225580552547523,0.0232130338060087,0.00888892343035667,0.114820084519321,0.00169361630468659,-0.473961679724286,0.135415023733732,791.16294041241,603.529818977328,-395.581470206205,13.323215428201,2.98857433792595,305.808046179865,360.852371861056,11.8945512630403,0.553473890988518,-152.904023089933,11.8945512630403,96.9473557171739,0.134649105162742
"70",6,"Exp5","Exp5",0.0221225309812364,0.390211356822314,0.0273551002834139,0.00383289247217228,0.188658740199649,0.00160166876906199,-0.226769521799133,0.116721096213501,722.370838903196,611.584518285577,-361.185419451598,14.4254773572282,3.37217160668961,223.167353510603,361.982775589282,13.1305391802691,0.583818663222258,-111.583676755302,13.1305391802691,139.130393697824,0.193236657913644
"71",7,"Exp5","Exp5",0.00725860024808622,0.430422972544717,0.00118014896901939,0.0037787266081173,0.218180214794644,0.00931942819713922,-0.0139119711189906,0.0605765976560004,587.941027938188,610.325883569418,-293.970513969094,8.63506970939918,3.2544672371623,89.4287072609777,361.069723230813,5.81293804652665,0.561350390337553,-44.7143536304888,5.81293804652665,205.315751623978,0.285160766144415
"72",8,"Exp5","Exp5",0.0156963475110231,0.484999083750213,0.0124232973027672,0.00444619090211696,0.241856848507667,0.197781551526358,0.149957195611452,0.0765018131707885,2025.66463981603,607.081694783944,-1012.83231990801,9.96878205415923,2.95399802152641,1533.06686959864,360.782809675246,8.05900585407525,0.562625340368097,-766.533434799318,8.05900585407525,-516.613342214506,-0.71751853085348
"73",9,"Exp5","Exp5",0.0182484113145282,0.562714746310415,0.0171383042964809,0.00823530226807694,0.218403755953173,0.0033774996855897,0.0891332711636915,0.161551677928367,1003.68371221771,611.104455313965,-501.841856108854,14.5844117998555,3.16384236747717,504.773242631186,361.649220520704,12.8947259501268,0.578866926286915,-252.386621315593,12.8947259501268,-1.87805157762605,-0.00260840496892506
"74",10,"Exp5","Exp5",0.0343616245389127,0.349323763441452,0.00621732305855864,0.00253492736184137,0.192966596625821,0.0112530348989247,-0.323553538173812,0.0791394949590812,754.282679394072,613.690656097768,-377.141339697036,8.4965439129727,3.27821284341886,249.943385329373,361.521009065419,5.18693512967705,0.569794162824742,-124.971692664686,5.18693512967705,125.443458578866,0.17422702580398
"75",11,"Exp5","Exp5",0.0167161483773445,0.281127674605053,0.00644988264502503,0.00189013538779269,0.114552200742999,0.00669810481493018,0.0202129677889346,0.0732945304569492,565.77146141561,613.786377767758,-282.885730707805,10.3427319935155,3.14825784619049,62.3662184805939,362.083756300251,8.05476930601323,0.560875181114635,-31.183109240297,8.05476930601323,219.72220680789,0.305169731677625
"76",12,"Exp5","Exp5",0.06084319737335,0.570595349988281,0.0886440978844706,0.00577834836192428,0.140570934500903,0.008601430454266,-0.0472193373372302,0.0693364788025178,995.154284193895,601.926110252938,-497.577142096948,7.92709195586395,3.06827963302725,510.607162702372,359.652549507175,4.8547208147682,0.581651493802396,-255.303581351186,4.8547208147682,-6.40496135563741,-0.00889577966060752
"77",13,"Exp5","Exp5",0.0139573715242339,0.484640152376343,0.00691521928210039,0.00714868761163352,0.238227030820787,0.021771847128104,0.100684032721897,0.0626242377495995,1084.56465368012,607.696015779721,-542.282326840059,6.64658763391606,2.96776611642207,590.814786302868,360.821082091096,3.21162208413766,0.553755037685538,-295.407393151434,3.21162208413766,-45.5093249009645,-0.063207395695784
"78",14,"Exp5","Exp5",0.0681052978811893,0.533520778085766,0.0439010631109964,0.0115991643412337,0.101916811683387,0.00924878776374454,-0.269739224862817,0.102616286671902,961.719426397082,604.216313379876,-480.859713198541,7.58184112479933,3.09655170682289,474.922260778883,360.817730570775,4.7171177989988,0.54317501436283,-237.461130389442,4.7171177989988,12.3471582189569,0.0171488308596624
"79",15,"Exp5","Exp5",0.00547607821691411,0.0663947981378162,0.00740744835066714,0.00623417705467791,0.0619012113202482,0.00421706256067087,-0.139888554011362,0.0444471261443328,479.60126283764,605.433124788913,-239.80063141882,9.40274289417124,3.04043727931173,-9.75760108548362,360.753692827351,6.68090217697221,0.540272682495426,4.87880054274181,6.68090217697221,254.668378245659,0.353706080896749
"80",16,"Exp5","Exp5",0.00562345004391583,0.540986849734322,0.00310431453345569,0.00469209930705967,0.411787662796101,0.0081054042756306,0.121934489290513,0.179165729610875,863.7765467175,611.750866525046,-431.88827335875,13.2622200779086,3.25809745522811,362.92821830631,361.326702319451,11.5312776586859,0.555205011940048,-181.464109153155,11.5312776586859,68.7023344418968,0.0954199089470789
