Exp,NSub,WMSize,cv_0.5,cv_0.8,cv_1.1,cv_1.4,cv_1.7
Exp3,13,low,0.2459862562379977,0.25550048282175464,0.2522035694501731,0.23611974717789183,0.257752817807371
Exp3,13,medium,0.2541340004348899,0.1969891076333172,0.24456540311254568,0.21221480543307886,0.26246695840381157
Exp3,13,high,0.2753452855455938,0.20030698090575524,0.23086391296032419,0.22974567718881814,0.3367691957960486
Exp3,14,low,0.21615514349829365,0.2697537296376314,0.21313873156590507,0.23954832871208653,0.1779009130093483
Exp3,14,medium,0.22052003770187661,0.21527643888154405,0.18657076766533015,0.14964945509278832,0.24928855834253358
Exp3,14,high,0.19133079123849744,0.2116641413923252,0.21291189793875845,0.18451568854527936,0.20816703983041157
Exp3,15,low,0.2092331380644145,0.18266598440777165,0.1873729570791378,0.1723626414700056,0.21961630234414758
Exp3,15,medium,0.26100074596547274,0.1089097071034703,0.18069723638823526,0.17420523073763267,0.17775504325255537
Exp3,15,high,0.2646331052746542,0.1689527910227087,0.13309645446254822,0.20974566035939368,0.178133732533364
Exp3,16,low,0.287827991364487,0.22330820580141428,0.21746759489211584,0.2427427797206147,0.115763086730493
Exp3,16,medium,0.2743828922364979,0.29190230301570547,0.1735041534658684,0.2768688284483524,0.14067940436190662
Exp3,16,high,0.25867872600245784,0.20316345864876614,0.18092388137422227,0.181297973064401,0.15964677779435776
Exp4a,1,low,0.3119211671376151,0.28475355614639497,0.1532839707274418,0.20354944679674092,0.22259155609795722
Exp4a,1,medium,0.438800529737887,0.22935060469258062,0.2018602503937503,0.16471403635722565,0.26699120315443725
Exp4a,1,high,0.33689436770465137,0.21914244362896002,0.15024368184204567,0.16010137449066816,0.26658098326681606
Exp4a,2,low,0.23536020904816488,0.15407566244838705,0.16251743802239435,0.1642851301108502,0.1144159390449644
Exp4a,2,medium,0.234755922895078,0.131356770666159,0.10915792436220119,0.1148555444725213,0.12110144721755327
Exp4a,2,high,0.2311906301518497,0.12201290275359188,0.11751332782498329,0.1197368896800545,0.1233909125254978
Exp4a,3,low,0.24662064149571244,0.15224953358978088,0.16441265789341328,0.1719716600953604,0.19517434785287713
Exp4a,3,medium,0.20659234084917155,0.1702666371500288,0.2338373958737648,0.25479956118690894,0.24549640175863158
Exp4a,3,high,0.23188993970066776,0.21266474344555683,0.23385425173127805,0.24534005368977815,0.2287356196857556
Exp4a,4,low,0.23355540226098057,0.20702379653672995,0.16928821746249986,0.15925976047511717,0.2731327053358841
Exp4a,4,medium,0.2563386358438359,0.21727093844969977,0.19773573631167252,0.32400513516689794,0.30491432073138686
Exp4a,4,high,0.2502631517143371,0.20810963554245426,0.24988456453573685,0.1848906064633021,0.17436892134502688
Exp4a,5,low,0.34742207889186444,0.17563516723214384,0.18097744996148124,0.19571028204765284,0.1730178653719933
Exp4a,5,medium,0.2853746972783525,0.29624356487458686,0.19466017773985173,0.1716658256361124,0.15705941833633183
Exp4a,5,high,0.32862573020601393,0.1704361103799887,0.12631101321830826,0.19780134426191368,0.13328541781338654
Exp4a,6,low,0.08715007685818646,0.17246733780969362,0.11874748614107579,0.08738827532393117,0.12360678221830301
Exp4a,6,medium,0.1731647885125585,0.1508564348892256,0.12767799509695188,0.2427508032540463,0.14384736336634707
Exp4a,6,high,0.2834336025858083,0.16192319370208128,0.12069894947497382,0.10682048338140894,0.1604965582336217
Exp4a,7,low,0.18380435039929757,0.22057060718742522,0.27376106144288387,0.3242686164314244,0.18436072652077123
Exp4a,7,medium,0.21626981288696984,0.22888731007600618,0.27083437523979076,0.1625066311779207,0.26340554518951353
Exp4a,7,high,0.17836189570385502,0.27168610495348616,0.23495373913444337,0.22144937151807184,0.1929887545275758
Exp4a,8,low,0.3814560181626533,0.21479147585418742,0.16758979104969537,0.12683452317462263,0.08278996239118044
Exp4a,8,medium,0.512421287929353,0.28408550824504114,0.1490708127505656,0.17395896798382682,0.16550900288114057
Exp4a,8,high,0.2602423339996205,0.2921105946903953,0.1688057482372586,0.17827319226273522,0.11551992889074895
Exp4a,9,low,0.4261748732794942,0.3071167778161396,0.22912868611040402,0.21000347026310648,0.2454220000898527
Exp4a,9,medium,0.4429636265994382,0.3018381295168719,0.2974255910003279,0.1917524621725977,0.16221825959460637
Exp4a,9,high,0.5608000821118728,0.3364345049094704,0.24078486064489277,0.2760716455678929,0.17003860864684756
Exp4a,10,low,0.2055907274304081,0.30530926294130845,0.1651855874316708,0.14080261171262978,0.22617566508216946
Exp4a,10,medium,0.13957654662302696,0.3541600254236002,0.23704030551940072,0.08913273535368525,0.1986457961387881
Exp4a,10,high,0.1861130039241275,0.17115705801214479,0.2235200390286318,0.12939277775783994,0.22082627150297696
Exp4a,11,low,0.13578971176441879,0.20354995334523854,0.20720868286766464,0.2070165827843392,0.24576049414168005
Exp4a,11,medium,0.26206664743073144,0.17278843650530962,0.23730420331650404,0.14927070364346362,0.1769593650933311
Exp4a,11,high,0.28673184808538865,0.2569316614599572,0.2309809117860996,0.18888115351437582,0.26502013868198104
Exp4a,12,low,0.27337126782394056,0.2836451739460615,0.31098252342830585,0.16961456853622428,0.21825136850903334
Exp4a,12,medium,0.2539282199273401,0.3032815636993019,0.16486301833261854,0.21722346317415864,0.24325860228132928
Exp4a,12,high,0.332520498026207,0.16771690618725407,0.1944834699815748,0.2626811860228592,0.2701069031956051
Exp4a,13,low,0.17127062042401883,0.16307437059716415,0.17327501276833254,0.2439106783833806,0.12715711724710088
Exp4a,13,medium,0.1766238529883823,0.21604546173990413,0.19083328719315062,0.195194483657377,0.22086531743314697
Exp4a,13,high,0.21353327634234204,0.16791149420820395,0.18915808279846955,0.18034997302686448,0.1878782160923245
Exp4a,14,low,0.25400153593683955,0.18856763171433435,0.17790789307809915,0.23173326112797646,0.24696785427296036
Exp4a,14,medium,0.29764639249850366,0.1497793802813642,0.19662658430686847,0.23144463614460656,0.30924574857416465
Exp4a,14,high,0.2184270887318374,0.1891628556359991,0.144576120779414,0.18553078459216388,0.21790639172290502
Exp4a,15,low,0.2688233239876447,0.23871209252446066,0.23732263608780288,0.16802759359606584,0.18872532504856224
Exp4a,15,medium,0.35701772191564124,0.25906929438589577,0.24775529340526178,0.20588527974046242,0.1972162705178586
Exp4a,15,high,0.2913516573972029,0.34428903086281837,0.21465618116466084,0.24013794145962747,0.19238121654810264
Exp4a,16,low,0.2707789799988391,0.21282922662489756,0.20295254886948808,0.19131377071552447,0.24533752546431029
Exp4a,16,medium,0.2930629909536046,0.1892121280525911,0.18092633818677464,0.13878014238416264,0.23434673490728672
Exp4a,16,high,0.18609678147137407,0.3137320242850395,0.16211593218171821,0.20794236530638666,0.1831606259426267
Exp4b,1,low,0.2095434698385984,0.16038110920688325,0.15380888967050915,0.12155000689881008,0.1562217209341045
Exp4b,1,medium,0.18321321345371258,0.16563262189286015,0.15642852511802183,0.16867053316815445,0.14226588031764467
Exp4b,1,high,0.18707953862375198,0.19354354348683067,0.14183058159344694,0.147735109169987,0.15894187714580232
Exp4b,2,low,0.20555467965278995,0.22218260070988913,0.19018971839197008,0.11856205915508665,0.12065764630250973
Exp4b,2,medium,0.19164234628533083,0.2014003804628411,0.1283770074518551,0.12673411400871706,0.18664044924386733
Exp4b,2,high,0.2695127660199496,0.19266805500237963,0.14843740518450074,0.1356107768897964,0.1344469948993167
Exp4b,3,low,0.12151451784666777,0.1238176705254694,0.11754726278451272,0.16072035148584152,0.08435764061212295
Exp4b,3,medium,0.18499455919004365,0.17848401007240158,0.13507228923390058,0.12788818641012634,0.1168070236018732
Exp4b,3,high,0.17595185429404558,0.16881640491234756,0.1743488695783523,0.10798547311739014,0.16244212686718978
Exp4b,4,low,0.30044212623581934,0.2315925124310936,0.21265260622779636,0.15737996581818048,0.211203052054662
Exp4b,4,medium,0.24214426663896163,0.22076042206891985,0.2127834563089111,0.22216523282675693,0.32036347369758456
Exp4b,4,high,0.2603390695984403,0.21215058911150375,0.1871217625652107,0.23361680695316897,0.2854864808609421
Exp4b,5,low,0.19576819934715772,0.2716840771748621,0.23590092941334465,0.2564304832840035,0.26459965331280383
Exp4b,5,medium,0.25827818488397375,0.21113320555354748,0.21785749514030464,0.23252262453499,0.2789835223429918
Exp4b,5,high,0.3129649176688012,0.20669531185718693,0.2638223644922096,0.21514906451873098,0.2839140373370424
Exp4b,6,low,0.19334106661371886,0.17392361611693372,0.18728617048689622,0.230758322158652,0.15957701249298928
Exp4b,6,medium,0.2280962461177954,0.2045082546719675,0.22259880970392026,0.2485632260866513,0.20913387281090273
Exp4b,6,high,0.22038896291587998,0.23571947914561195,0.21097743293766158,0.23364070243977142,0.2108506700054502
Exp4b,7,low,0.26962900829446346,0.1947795773735793,0.1620554819109518,0.1534705109186149,0.11557083337802448
Exp4b,7,medium,0.2780110698208811,0.18256253638746384,0.1816079448948901,0.1401072310439957,0.1592944332951667
Exp4b,7,high,0.2658178556634529,0.19582591855612178,0.1754869905936739,0.2222827261041011,0.15585488427617025
Exp4b,8,low,0.42540098347598104,0.2601392919825078,0.2091317186973951,0.5323195613681827,0.18976779758055848
Exp4b,8,medium,0.3983895654432957,0.26010939104131325,0.5481354599971854,0.21651770690278643,0.2547270969154311
Exp4b,8,high,1.6286257242874653,0.2755100065955439,0.2059180596112645,0.16021870969230959,0.37795352818265004
Exp4b,9,low,0.2870066882735804,0.26716839722543134,0.25727502789703416,0.2506651430156787,0.18445234059604795
Exp4b,9,medium,0.21956707466709088,0.24329252920163177,0.2392890088633441,0.28830800540032486,0.2130019219630401
Exp4b,9,high,0.3022935503918043,0.2574825442460998,0.26885336459627396,0.2788724600100364,0.2194433293052012
Exp4b,10,low,0.2753376700526397,0.2676715175349613,0.20834896649917647,0.16937262021606855,0.17167073653493944
Exp4b,10,medium,0.30680974692398305,0.23780150648894316,0.22192339563805272,0.22692545508708792,0.17561156462531452
Exp4b,10,high,0.30563426548294226,0.24689200755992458,0.25020392480949527,0.20744426294025145,0.17474659552903055
Exp4b,11,low,0.22908830885247833,0.1523627894581172,0.18354986346344654,0.13668611283885013,0.13907739239979694
Exp4b,11,medium,0.2882127426156447,0.20448093442735393,0.1689739798901089,0.16661937646665376,0.18673697050916582
Exp4b,11,high,0.203974948931897,0.18353040271127416,0.20379218615432276,0.18126607030435515,0.13478709807313927
Exp4b,12,low,0.233622666103255,0.20941064081057761,0.20143137806335906,0.2272871966114444,0.18493243003493287
Exp4b,12,medium,0.2741987981341007,0.262581065339295,0.24082965193932676,0.1866416959141534,0.2500060925972936
Exp4b,12,high,0.3371143296292343,0.2595783143401301,0.28898771572173776,0.23892924746541058,0.24443324904646957
Exp4b,13,low,0.30579823233020886,0.2469062097510615,0.19851559673642555,0.18778909774512384,0.21054523944997544
Exp4b,13,medium,0.34984614248556273,0.18690063003425844,0.22974825648674516,0.2077648452693839,0.17056239289263497
Exp4b,13,high,0.39795949460384555,0.1984090436629653,0.2360403970549979,0.18277198867215574,0.24677530113265728
Exp4b,14,low,0.3121552035896836,0.2896313752991197,0.2897705520710052,0.27481893219880493,0.31587462818591017
Exp4b,14,medium,0.417447383813012,0.21594497686705774,0.2478472076481099,0.24151866451397572,0.25351971614956814
Exp4b,14,high,0.33434115910000706,0.3054607956186426,0.26910389738322,0.270733931581136,0.2880093728541307
Exp4b,15,low,0.2019399614586093,0.12223932838165787,0.1691914433573662,0.17630409304899267,0.15120146489658298
Exp4b,15,medium,0.24382284440926907,0.14082046211240642,0.153015704585668,0.17423590128391844,0.17847663007497083
Exp4b,15,high,0.2271898618301228,0.12859691665096204,0.2252705650041439,0.1699684251190709,0.15623374533431306
Exp4b,16,low,0.24482763100423843,0.24093076258676926,0.17928868138560486,0.15415342435917956,0.15021097350585455
Exp4b,16,medium,0.3422282909176214,0.25223640143992415,0.23901112756403503,0.18660200317155592,0.16344352411460464
Exp4b,16,high,0.2420122910791337,0.21382403007980155,0.2418682253985515,0.20273856346588212,0.16379128130087592
