"","Exp","NSub","inP_low","inP_medium","inP_high","slope_low","slope_medium","slope_high"
"1","Exp2",1,0.980417270464065,1.00392726424718,0.946449686279405,0.357560068541667,0.469536413124999,0.365107202402778
"2","Exp2",2,0.739508677465187,0.772358231547233,0.7829717371606,0.545590815511634,0.471841874916667,0.481344030805556
"3","Exp2",3,0.946864410771804,0.922977130517739,0.905535707492486,0.291983649611111,0.259930874911275,0.193568416111111
"4","Exp2",4,1.10704902962485,1.07531924355229,1.08164162882473,0.455003317791667,0.241763375527778,0.337098033708333
"5","Exp2",5,1.0957960600696,1.16336932921936,1.25285358270109,0.382421439702886,0.235314939851621,0.302161514317909
"6","Exp2",6,1.11076170982881,1.04024509244146,0.948303462991777,0.445539347069444,0.341337844319445,0.257108810638889
"7","Exp2",7,1.08781739234004,1.22160159286166,1.12577484001622,0.406002200314815,0.340417521027777,0.437477272013889
"8","Exp2",8,0.992208289049611,0.876103286114693,0.910546130588507,0.543326414208333,0.522872435666667,0.397588003204641
"9","Exp2",9,1.06366031646502,1.0609540026096,1.01087045071586,0.216915767582602,0.0659869866805558,0.0641376126666666
"10","Exp2",10,0.892587654266989,0.949198219652346,0.938661374975865,0.331801223097223,0.158883199361111,0.221988545791667
"11","Exp2",11,1.65366365987817,0.972570591872396,1.02484498973031,0.95309438925,0.896214136430557,0.891901757739911
"12","Exp2",12,1.11349912002285,1.10847354551676,1.17430362326895,0.335710709180555,0.160597999472222,0.145242713378205
"13","Exp2",13,0.839628039539671,0.843966911192898,0.942956983753217,0.556869718180555,0.398887103875,0.194887872305556
"14","Exp2",14,1.04310794633762,0.700062259372473,0.558396908801818,0.876265331584877,0.760199380138889,0.699966923458334
"15","Exp2",15,0.577872443350522,0.668118639554602,0.81989823282277,0.829356557083333,0.601081139552469,0.492014171013889
"16","Exp2",16,1.04202441105787,1.04853394365233,1.11503931131685,0.600691819222222,0.413760817333333,0.372456709652777
