,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],1.927,0.394,1.185,2.641,0.016,0.011,630.0,1308.0,1.0
epsilon[1],3.404,0.712,2.09,4.744,0.028,0.019,658.0,1518.0,1.0
epsilon[2],2.077,0.427,1.341,2.93,0.017,0.012,643.0,1191.0,1.0
epsilon[3],3.801,0.772,2.365,5.226,0.029,0.021,671.0,1308.0,1.0
epsilon[4],2.952,0.602,1.897,4.123,0.023,0.016,664.0,1304.0,1.0
epsilon[5],2.555,0.517,1.591,3.491,0.02,0.014,629.0,1277.0,1.0
epsilon[6],2.039,0.415,1.283,2.809,0.016,0.011,651.0,1335.0,1.0
epsilon[7],3.2,0.651,1.909,4.33,0.025,0.018,654.0,1325.0,1.0
epsilon[8],3.864,0.78,2.472,5.354,0.031,0.022,637.0,1261.0,1.0
epsilon[9],2.375,0.481,1.503,3.288,0.019,0.013,655.0,1287.0,1.0
epsilon[10],2.168,0.443,1.364,2.986,0.017,0.012,630.0,1122.0,1.0
epsilon[11],1.825,0.368,1.137,2.51,0.015,0.011,595.0,1155.0,1.0
epsilon[12],2.196,0.444,1.362,3.006,0.017,0.012,649.0,1106.0,1.0
epsilon[13],2.677,0.538,1.683,3.672,0.021,0.015,641.0,1278.0,1.0
epsilon[14],1.127,0.228,0.713,1.556,0.009,0.006,625.0,1229.0,1.0
epsilon[15],4.046,0.83,2.427,5.497,0.032,0.023,651.0,1364.0,1.0
epsilon_k[0],2.407,1.754,0.0,5.532,0.019,0.013,5395.0,2983.0,1.0
epsilon_k[1],2.363,1.804,0.001,5.651,0.02,0.014,4441.0,2475.0,1.0
epsilon_k[2],2.377,1.831,0.003,5.732,0.019,0.014,5807.0,3411.0,1.0
epsilon_k[3],2.409,1.814,0.0,5.702,0.018,0.013,6404.0,3571.0,1.0
epsilon_k[4],2.425,1.81,0.002,5.619,0.017,0.012,7484.0,3875.0,1.0
epsilon_k[5],2.38,1.771,0.001,5.55,0.018,0.013,6095.0,3191.0,1.0
epsilon_k[6],2.421,1.803,0.001,5.658,0.019,0.014,5182.0,2633.0,1.0
epsilon_k[7],2.348,1.767,0.0,5.513,0.019,0.013,5187.0,2872.0,1.0
epsilon_k[8],2.386,1.802,0.0,5.684,0.02,0.014,5298.0,2979.0,1.0
epsilon_k[9],2.389,1.842,0.001,5.728,0.019,0.014,4646.0,3083.0,1.0
epsilon_k[10],2.407,1.808,0.004,5.667,0.018,0.013,6234.0,3263.0,1.0
epsilon_k[11],2.436,1.835,0.001,5.757,0.019,0.013,5548.0,3049.0,1.0
epsilon_k[12],2.396,1.804,0.002,5.638,0.019,0.013,5433.0,3064.0,1.0
epsilon_k[13],2.376,1.779,0.0,5.573,0.02,0.014,5115.0,2981.0,1.0
epsilon_k[14],2.392,1.81,0.001,5.692,0.021,0.015,4575.0,2345.0,1.0
epsilon_k[15],2.383,1.822,0.001,5.741,0.019,0.013,5238.0,3197.0,1.0
mu_p[0],-0.212,0.03,-0.27,-0.156,0.0,0.0,8608.0,4642.0,1.0
mu_p[1],0.295,0.05,0.2,0.387,0.001,0.0,7542.0,5395.0,1.0
mu_p[2],0.024,0.031,-0.037,0.08,0.0,0.0,8969.0,5649.0,1.0
mu_p[3],-0.372,0.045,-0.458,-0.291,0.0,0.0,8739.0,5676.0,1.0
mu_p[4],-0.487,0.039,-0.564,-0.419,0.0,0.0,7734.0,5527.0,1.0
mu_p[5],-0.306,0.031,-0.365,-0.249,0.0,0.0,8519.0,5028.0,1.0
mu_p[6],-0.158,0.024,-0.205,-0.116,0.0,0.0,8810.0,5751.0,1.0
mu_p[7],0.013,0.024,-0.034,0.058,0.0,0.0,9232.0,5872.0,1.0
mu_p[8],-0.22,0.036,-0.288,-0.154,0.0,0.0,8953.0,5292.0,1.0
mu_p[9],-0.335,0.029,-0.388,-0.28,0.0,0.0,7923.0,5108.0,1.0
mu_p[10],-0.175,0.026,-0.225,-0.125,0.0,0.0,10126.0,5778.0,1.0
mu_p[11],-0.039,0.014,-0.067,-0.014,0.0,0.0,9876.0,5316.0,1.0
mu_p[12],0.103,0.016,0.072,0.133,0.0,0.0,8072.0,6579.0,1.0
mu_p[13],-0.362,0.024,-0.406,-0.317,0.0,0.0,7101.0,5986.0,1.0
mu_p[14],-0.08,0.012,-0.103,-0.058,0.0,0.0,9574.0,5968.0,1.0
mu_p[15],0.018,0.042,-0.061,0.096,0.0,0.0,7857.0,5761.0,1.0
sig_n,0.002,0.001,0.001,0.003,0.0,0.0,635.0,1431.0,1.0
var_p,0.042,0.009,0.027,0.058,0.0,0.0,586.0,1127.0,1.0
var_s[0],0.028,0.002,0.025,0.031,0.0,0.0,8314.0,5721.0,1.0
var_s[1],0.023,0.002,0.02,0.026,0.0,0.0,6734.0,6311.0,1.0
var_s[2],0.019,0.001,0.016,0.021,0.0,0.0,8485.0,6208.0,1.0
var_s[3],0.07,0.005,0.062,0.081,0.0,0.0,7481.0,6020.0,1.0
var_s[4],0.087,0.007,0.075,0.1,0.0,0.0,8271.0,5687.0,1.0
var_s[5],0.06,0.004,0.052,0.068,0.0,0.0,8124.0,6661.0,1.0
var_s[6],0.048,0.003,0.041,0.054,0.0,0.0,9042.0,5745.0,1.0
var_s[7],0.097,0.008,0.083,0.111,0.0,0.0,7255.0,6027.0,1.0
var_s[8],0.083,0.006,0.071,0.094,0.0,0.0,8942.0,6002.0,1.0
var_s[9],0.071,0.005,0.061,0.081,0.0,0.0,8780.0,5750.0,1.0
var_s[10],0.042,0.003,0.037,0.048,0.0,0.0,9096.0,5778.0,1.0
var_s[11],0.18,0.017,0.149,0.211,0.0,0.0,8773.0,5837.0,1.0
var_s[12],0.117,0.009,0.1,0.134,0.0,0.0,7503.0,5895.0,1.0
var_s[13],0.197,0.019,0.163,0.234,0.0,0.0,7168.0,6145.0,1.0
var_s[14],0.058,0.004,0.051,0.065,0.0,0.0,8274.0,5883.0,1.0
var_s[15],0.04,0.003,0.034,0.045,0.0,0.0,8269.0,6174.0,1.0
