,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],2.625,0.555,1.613,3.672,0.016,0.012,1115.0,1833.0,1.0
epsilon[1],2.142,0.458,1.323,2.991,0.014,0.01,1085.0,1935.0,1.0
epsilon[2],1.195,0.249,0.755,1.662,0.008,0.005,1034.0,1695.0,1.0
epsilon[3],1.454,0.305,0.881,2.008,0.009,0.007,1033.0,1700.0,1.0
epsilon[4],3.88,0.808,2.37,5.36,0.023,0.017,1147.0,1851.0,1.0
epsilon[5],1.731,0.366,1.067,2.402,0.011,0.008,1093.0,1761.0,1.0
epsilon[6],2.51,0.53,1.544,3.494,0.016,0.011,1103.0,1917.0,1.0
epsilon[7],3.065,0.65,1.908,4.321,0.019,0.014,1103.0,2087.0,1.0
epsilon[8],1.61,0.336,0.984,2.214,0.01,0.007,1056.0,1873.0,1.0
epsilon[9],1.805,0.376,1.121,2.511,0.011,0.008,1058.0,1811.0,1.0
epsilon[10],3.185,0.759,1.818,4.6,0.02,0.014,1317.0,2262.0,1.0
epsilon[11],2.384,0.499,1.483,3.32,0.015,0.01,1096.0,2045.0,1.0
epsilon[12],2.841,0.606,1.775,4.012,0.018,0.013,1115.0,1875.0,1.0
epsilon[13],5.449,1.134,3.436,7.667,0.032,0.022,1262.0,2533.0,1.0
epsilon[14],2.561,0.551,1.536,3.562,0.016,0.011,1142.0,2148.0,1.0
epsilon[15],1.8,0.378,1.144,2.529,0.011,0.008,1090.0,1972.0,1.0
epsilon_k[0],2.392,1.771,0.001,5.531,0.016,0.012,7569.0,3611.0,1.0
epsilon_k[1],2.419,1.823,0.002,5.625,0.016,0.012,8150.0,4075.0,1.0
epsilon_k[2],2.373,1.797,0.002,5.654,0.017,0.012,7254.0,4120.0,1.0
epsilon_k[3],2.35,1.817,0.0,5.637,0.018,0.012,6679.0,3433.0,1.0
epsilon_k[4],2.398,1.783,0.003,5.583,0.017,0.012,6560.0,3145.0,1.0
