"","Exp","WMSize","NSub","mpredRP_err","mpredVar_err","mpredRP_rerr","mpredVar_rerr","mpredcv_rerr","mpredcv_err","model"
"1","Exp1","low",1,0.00295054136915268,0.0163040437832462,0.0464571225776611,0.194555205874154,0.178577469294353,0.0181713699830068,"linear"
"2","Exp1","low",2,-0.00955575327019091,0.0163437651367472,0.0324138794602856,0.192729044336256,0.195252632418911,0.0197925648791598,"linear"
"3","Exp1","low",3,-0.0106430075016864,0.00373643961698019,0.0306355407270296,0.146071888412584,0.134022622259115,0.007518151186452,"linear"
"4","Exp1","low",4,-0.0143664011315888,0.0124144283167067,0.0235282032559669,0.113669617562369,0.136250099988533,0.0123950299280278,"linear"
"5","Exp1","low",5,-0.00455891572511888,0.0154663283013616,0.0121313089548732,0.49013485338902,0.481734975288795,0.033227871410472,"linear"
"6","Exp1","low",6,0.00860970527293513,0.00814444967192282,0.0385684580578556,0.172315839559298,0.181481858793417,0.0120731125269206,"linear"
"7","Exp1","low",7,0.0146215724538397,0.0196294138740603,0.0245888215017965,0.285022549570922,0.30671441615846,0.0121553011888521,"linear"
"8","Exp1","low",8,0.00485215164573979,-0.00594785086108037,0.0643013620168796,0.359252853828132,0.344624543598875,0.0129735676040514,"linear"
"9","Exp1","low",9,-0.021986379821255,-0.016839081035633,0.0490876639740558,0.15988222829842,0.13764927015887,-0.0105777617170293,"linear"
"10","Exp1","low",10,0.0190255261049644,0.0125809793735124,0.0204527780244887,0.306721720039515,0.318060748814062,0.0205650539923525,"linear"
"11","Exp1","low",11,0.0146952291505467,-0.0224019121339804,0.0608742290055246,0.218474843353266,0.197434973113992,-0.011642821372153,"linear"
"12","Exp1","low",12,-0.0231269773584343,0.000391617474967465,0.0315937272516016,0.0281666035313339,0.0567204831504907,0.0103795148120438,"linear"
"13","Exp1","low",13,-0.00024858995915337,0.0147721039428424,0.0271449035811388,0.247368173691489,0.245666665348191,0.0223289298888546,"linear"
"14","Exp1","low",14,-0.0135125321314657,-0.00151953242827362,0.0155371384992938,0.306938851286539,0.322084580821286,0.0237585555757178,"linear"
"15","Exp1","low",15,-0.00889044469091391,0.0461028671310965,0.0366742517891759,0.312251857264091,0.313073125565502,0.058536653560894,"linear"
"16","Exp1","low",16,0.0078667594073188,0.0165937690922604,0.0307174721224881,0.229305526047969,0.221763694280493,0.0286282230348168,"linear"
