"","NSub","curDur","repDur","Exp","WMSize","model","wp","mu_r","sig_r","predY","sig_wm2","log_lik"
"1",1,0.5,0.742038474,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.80090405934198,0.0352891808063751,0.190092993337529
"2",1,1.4,1.301903219,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01605414607904,0.0352891808063751,0.228549153296849
"3",1,1.1,0.805957463,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.943545475794953,0.0352891808063751,0.216861708553083
"4",1,1.7,1.253941196,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.0875893794702,0.0352891808063751,0.231705374060798
"5",1,1.4,0.709890659,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01736896227128,0.0352891808063751,0.222336807191672
"6",1,0.5,0.565898221,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.798617671545687,0.0352891808063751,0.189029194295135
"7",1,1.4,0.261811445,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01642784742054,0.0352891808063751,0.216876331780375
"8",1,0.8,0.662051487,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.873776513515718,0.0352891808063751,0.218314195924841
"9",1,0.8,0.453999169,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.874855112451322,0.0352891808063751,0.205629600254667
"10",1,1.4,1.237855159,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01485893919336,0.0352891808063751,0.227855735944573
"11",1,0.5,0.62995188,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.800972714269469,0.0352891808063751,0.185343484591611
"12",1,1.1,0.950063422,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945363651481009,0.0352891808063751,0.223994974119807
"13",1,1.1,0.966049312,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945766669508983,0.0352891808063751,0.231304293334209
"14",1,0.5,0.678114508,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.799980919968066,0.0352891808063751,0.18427748606063
"15",1,1.1,0.566002411,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945828800898675,0.0352891808063751,0.222888276261043
"16",1,1.7,0.901831126,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.08766241311848,0.0352891808063751,0.242152109519342
"17",1,1.7,1.013932649,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.0892898645604,0.0352891808063751,0.232886193238215
"18",1,0.8,0.725972031,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.871957581143061,0.0352891808063751,0.215604980405161
"19",1,1.7,1.141789288,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.0894106634218,0.0352891808063751,0.232740498239284
"20",1,0.8,1.173975669,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.873285395257963,0.0352891808063751,0.218779947769137
"21",1,1.1,1.029948085,"Exp1",1,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945262435601266,0.0352891808063751,0.227472222146226
"22",1,1.4,0.869900711,"Exp1",1,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01637507046715,0.0352891808063751,0.217595317255044
"23",1,0.8,0.981883737,"Exp1",1,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.872349131645989,0.0352891808063751,0.212450814343019
"24",1,1.1,0.933927934,"Exp1",1,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.94659186191979,0.0352891808063751,0.21919449117131
"25",1,0.5,0.582131368,"Exp1",1,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.801397128227442,0.0352891808063751,0.187334351520973
"26",1,1.1,0.774013986,"Exp1",1,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945737182742215,0.0352891808063751,0.227405866529558
"27",1,1.7,1.061961852,"Exp1",1,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.0884962839216,0.0352891808063751,0.237325948800307
"28",1,1.4,1.077982576,"Exp1",1,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01867853642721,0.0352891808063751,0.232674021286355
"29",1,1.7,1.046055582,"Exp1",1,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.09177683615548,0.0352891808063751,0.235375162296256
"30",1,0.8,0.726058804,"Exp1",1,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.871835587673225,0.0352891808063751,0.215094654947408
"31",1,0.5,0.630056692,"Exp1",1,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.801979799314812,0.0352891808063751,0.193318584451549
"32",1,1.7,0.949908537,"Exp1",1,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.08735068585494,0.0352891808063751,0.235147706374895
"33",1,1.4,1.301934632,"Exp1",1,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01757501913803,0.0352891808063751,0.22575750229182
"34",1,1.7,1.157879679,"Exp1",1,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.09220621661114,0.0352891808063751,0.235038007881717
"35",1,0.8,0.83795288,"Exp1",1,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.871757746285272,0.0352891808063751,0.212173686798332
"36",1,1.1,0.661983685,"Exp1",1,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.944048007194127,0.0352891808063751,0.219365692894883
"37",1,0.8,0.869959182,"Exp1",1,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.871133559836937,0.0352891808063751,0.201010836570892
"38",1,1.4,0.869798698,"Exp1",1,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01700670641267,0.0352891808063751,0.237477334915073
"39",1,0.5,0.646086124,"Exp1",1,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.80127425188675,0.0352891808063751,0.19146078618607
"40",1,0.5,0.629961521,"Exp1",1,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.800111996496329,0.0352891808063751,0.190523213684027
"41",1,0.5,0.981987617,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.798475392834324,0.0352891808063751,0.182437720584257
"42",1,1.4,0.982020273,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01542063073375,0.0352891808063751,0.22773193481765
"43",1,0.5,0.742195537,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.799261298881894,0.0352891808063751,0.187982379999532
"44",1,1.7,1.093972198,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.09120902122972,0.0352891808063751,0.231410228579997
"45",1,1.4,1.030035481,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01774582162293,0.0352891808063751,0.224861129275582
"46",1,1.4,1.285906755,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01446256939825,0.0352891808063751,0.231733260681145
"47",1,0.8,1.045900074,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.874404498888527,0.0352891808063751,0.214079292467013
"48",1,1.1,1.045926511,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.941923530741902,0.0352891808063751,0.228639916946374
"49",1,1.1,0.965960362,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.944819149729701,0.0352891808063751,0.228038929613788
"50",1,1.7,1.1099895,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.08832885307889,0.0352891808063751,0.235622408131794
"51",1,0.8,1.077875275,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.869773477198461,0.0352891808063751,0.206796495953394
"52",1,1.4,0.950019569,"Exp1",3,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01864300234666,0.0352891808063751,0.229341634149895
"53",1,0.5,0.758234921,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.802156295635928,0.0352891808063751,0.186500481039175
"54",1,1.1,0.869826068,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.944794877430425,0.0352891808063751,0.218328315319214
"55",1,1.7,1.238160887,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.0883136073278,0.0352891808063751,0.239018381219153
"56",1,1.1,0.790013249,"Exp1",3,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945543085583418,0.0352891808063751,0.215133563489062
"57",1,1.7,0.83788539,"Exp1",3,"Exp1",0.758630388901518,1.0893501197152,0.191703746972792,1.08907471848844,0.0352891808063751,0.236185415677348
"58",1,0.8,1.110045794,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.87182942290896,0.0352891808063751,0.212211213581568
"59",1,0.5,0.709977122,"Exp1",3,"Exp1",0.758630388901518,0.799706586397021,0.200927228468791,0.802485669592211,0.0352891808063751,0.180219791887896
"60",1,0.8,0.789975616,"Exp1",3,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.874515961821559,0.0352891808063751,0.215525533290051
"61",1,0.8,0.997941161,"Exp1",5,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.871282286866876,0.0352891808063751,0.209216930274599
"62",1,0.8,0.645904802,"Exp1",5,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.872785690205943,0.0352891808063751,0.206506460695129
"63",1,0.8,1.141855846,"Exp1",5,"Exp1",0.758630388901518,0.872117469726565,0.196145892782476,0.873534453740987,0.0352891808063751,0.208019935128546
"64",1,1.1,0.693910679,"Exp1",5,"Exp1",0.758630388901518,0.94452835305611,0.1938867117941,0.945591115546345,0.0352891808063751,0.221623841495004
"65",1,1.4,1.013841832,"Exp1",5,"Exp1",0.758630388901518,1.01693923638565,0.192568307394735,1.01680570100801,0.0352891808063751,0.230938947628107
