Exp,NSub,curDur,m_repDur_low,m_repDur_medium,m_repDur_high
Exp3,15,0.5,0.5439598808333334,0.65997636225,0.6219332457083333
Exp3,16,0.5,0.49195596625,0.59661865775,0.5786426548333333
Exp4,1,0.5,0.5966436036666667,0.5259800613333333,0.599990463125
Exp4,2,0.5,0.7119763982083334,0.727971551625,0.6926369615833333
Exp4,3,0.5,0.6792963935833334,0.74264781825,0.7673146970833333
Exp4,4,0.5,0.7439762034583334,0.8713225585,0.7461442017391304
Exp4,5,0.5,0.7446314784166667,0.827312374875,0.76662421375
Exp4,6,0.5,0.5506094205416666,0.581352908875,0.6146561593333334
Exp4,7,0.5,0.6092944354583333,0.5826390552083334,0.5173106036666667
Exp4,8,0.5,0.6899724179166666,0.7206374490416667,0.6546620161666666
Exp4,9,0.5,0.7999684985416666,0.8239475446666666,0.7806279748333333
Exp4,10,0.5,0.5519911705,0.5213036081666667,0.541999556375
Exp4,11,0.5,0.7699805956666667,0.8493092021666666,0.84196488325
Exp4,12,0.5,0.74197013625,0.681980644375,0.8046531674166667
Exp4,13,0.5,0.6572787787916666,0.612630743625,0.567305192875
Exp4,14,0.5,0.662631029,0.6438278976521739,0.6499374177916667
Exp4,15,0.5,0.6452960311666667,0.5192798625,0.51528173175
Exp4,16,0.5,0.537308809625,0.5173021974166667,0.49131162745833334
Exp1,1,0.8,0.9086305615,0.8999393347916667,0.9173108639166667
Exp1,2,0.8,1.0226134972916667,1.03429930725,0.9346427287083333
Exp1,3,0.8,0.90197590375,0.8946296509583334,0.9059627217083334
Exp1,4,0.8,0.9333155902916667,0.9146436533333333,0.9426437055833333
Exp1,5,0.8,0.8052934232083333,0.8546177816666667,0.793266324125
Exp1,6,0.8,0.8846142754583334,0.9052933384166667,0.775683585
Exp1,7,0.8,0.7416990209583333,0.785040475375,0.7014666242500001
Exp1,8,0.8,0.9519773182083333,0.8319603112916667,0.9772672539166667
Exp1,9,0.8,0.99794443825,0.9259624314166667,0.8966288408333334
Exp1,10,0.8,0.8637903028333334,0.83396494225,1.0052948565833333
Exp1,11,0.8,0.9692732737499999,0.8590292265833334,0.8999494299166666
Exp1,12,0.8,0.7646048945416667,0.687964957875,0.7652967942083333
Exp1,13,0.8,0.9181666026956522,0.926966948375,0.8999138585
Exp1,14,0.8,0.8406166391250001,0.845965518375,0.847944550625
Exp1,15,0.8,0.849261402875,0.8626422454583333,0.829848110625
Exp1,16,0.8,0.854597192875,0.8886364525416667,0.7979823321666667
Exp2,1,0.8,0.975966552875,1.0033147635,1.013309129875
Exp2,2,0.8,0.8399679239166666,0.8006361878333333,0.8586272838333333
Exp2,3,0.8,0.8873121892916667,0.8602398144347826,0.8372993157083334
Exp2,4,0.8,0.9226314169166666,1.0406212187916666,1.053300873375
Exp2,5,0.8,0.9979576582173914,1.1373008667916666,1.1806315964166667
Exp2,6,0.8,1.00730291525,1.01197788425,0.9359653720416666
Exp2,7,0.8,0.9476532329166667,1.038341281375,1.0113020662916667
Exp2,8,0.8,0.9266607957916667,0.816645332125,0.8727559290869565
Exp2,9,0.8,0.9446182611666667,1.0412939285416667,0.984628961
Exp2,10,0.8,0.8699800462916667,0.9519760515,0.9319666437083334
Exp2,11,0.8,0.843976162625,0.8273140081666667,0.8586203637916666
Exp2,12,0.8,1.0209149282916667,1.1623621183333332,1.012900861125
Exp2,13,0.8,0.7672851320416667,0.823961969875,0.9412886906666666
Exp2,14,0.8,0.8146347199583334,0.7559694190416667,0.75997117875
Exp2,15,0.8,0.7693030638333334,0.7473074288333333,0.8019628842083333
Exp2,16,0.8,0.8766870559166666,0.959940652375,1.0092860973333333
Exp3,1,0.8,0.9333155902916667,0.9146436533333333,0.9426437055833333
Exp3,2,0.8,0.8853109260833334,0.9386293405,0.939307650375
Exp3,3,0.8,0.845307448875,0.8379580439166666,0.8706530371739131
Exp3,4,0.8,0.994399562375,0.957982315875,1.0386612887083333
Exp3,5,0.8,0.8299700064583333,0.898852001625,0.8179736850416667
Exp3,6,0.8,0.9852992069166666,1.0383270783333334,1.057305145375
Exp3,7,0.8,0.8139703937916667,0.9079640382916667,0.8912744108333334
Exp3,8,0.8,1.113310410375,1.0793454877826087,1.0113115161666666
Exp3,9,0.8,0.898614170125,0.9221380265217392,0.9736141296956522
Exp3,10,0.8,0.8386203192916667,0.9785963805,0.9993025149166667
Exp3,11,0.8,0.911311828375,0.9886222354583333,0.97594321825
Exp3,12,0.8,0.9509250082916667,1.0052093960833333,0.978149271625
Exp3,13,0.8,0.73329105275,0.795300080125,0.7772877364583334
Exp3,14,0.8,0.8597764900416667,1.057234455875,0.9509677730833334
Exp3,15,0.8,0.7752814579583334,0.8139538647083333,0.8193055265
Exp3,16,0.8,0.7872651772916667,0.8119556012083333,0.8512735975
Exp4,1,0.8,0.8653156309166666,0.8093097997916667,0.8586425558333334
Exp4,2,0.8,0.9319699362916667,0.94731767,0.9366426100833334
Exp4,3,0.8,0.849960763875,0.8446196673333334,0.85995658425
Exp4,4,0.8,0.9286361274583333,0.8629196945,0.8886368
Exp4,5,0.8,0.9553015512083334,1.1017079277916666,0.9667778902916667
Exp4,6,0.8,0.8533189415,0.815960812625,0.8179894765
Exp4,7,0.8,0.8793004170416666,0.798631104125,0.777979528125
Exp4,8,0.8,0.9113060502083333,0.9786404869166667,0.9153131867916666
Exp4,9,0.8,0.9052993507916667,0.9765851266086957,0.891306588
Exp4,10,0.8,0.7233032838333333,0.7659757003333333,0.641976759
Exp4,11,0.8,0.9033023359583333,0.9173820032916666,0.8574812526666666
Exp4,12,0.8,1.010621144875,1.0032840035416666,0.9386216744166667
Exp4,13,0.8,0.793959213375,0.789308846625,0.7072864450833334
Exp4,14,0.8,0.865419998125,0.848652586375,0.8589028735833333
Exp4,15,0.8,0.8526080380416666,0.9072663065833333,0.8126210810833333
Exp4,16,0.8,0.7652732212916666,0.6653120952083333,0.6983309229583333
Exp1,1,1.1,0.9392838166666667,0.96662063475,0.9402067705217391
Exp1,2,1.1,1.095959647875,1.1959402122083334,1.0879426725416668
Exp1,3,1.1,1.0352857735833334,1.0313015215,1.0919704624166666
Exp1,4,1.1,1.0179656587916666,1.0213039746249999,1.00797129025
Exp1,5,1.1,1.067941002375,1.09537207325,1.0799735314583334
Exp1,6,1.1,0.9305684083333333,0.91092895375,0.9126297812916666
Exp1,7,1.1,0.851544924625,0.8099617394999999,0.832638333375
Exp1,8,1.1,1.1530638601304348,1.0619609779166668,1.1412073313913043
Exp1,9,1.1,1.215939669125,1.2479572287916667,1.2246288883333334
Exp1,10,1.1,1.0270828826666667,0.993950665625,1.02863378675
Exp1,11,1.1,0.9406303067916667,1.119933445875,1.1086450834583332
Exp1,12,1.1,1.0786333668333334,1.1006235770416666,1.1123416960833332
Exp1,13,1.1,1.1063759258333334,1.1589882157916667,1.1362171241666668
Exp1,14,1.1,1.1116593106666666,1.112597690875,1.1679341114166666
Exp1,15,1.1,1.10525830675,0.9756646815652174,1.1104447525416667
Exp1,16,1.1,1.0153064097916666,1.057284866625,0.9599564507916667
Exp2,1,1.1,1.093962878875,0.954640133625,1.0446480323333334
Exp2,2,1.1,0.8719769305416667,0.97798134875,0.9746537954583333
Exp2,3,1.1,0.9633178203333334,0.9808491000416667,0.9646490659583333
Exp2,4,1.1,1.0772657650833333,1.1172951519583334,1.131292636375
Exp2,5,1.1,1.1718830205652173,1.2152761534166667,1.0706916777727273
Exp2,6,1.1,1.1352995559166668,1.0326576721666667,1.025968048125
Exp2,7,1.1,1.1677798755,1.2418413808333333,1.2284864906086956
Exp2,8,1.1,1.115956334,0.93062721625,0.9562749476666667
Exp2,9,1.1,1.0712882624583333,1.0487426260434782,1.072623911
Exp2,10,1.1,0.9852280620833334,1.0059309696666667,0.91252254575
Exp2,11,1.1,1.1466285039166666,1.137310461125,1.0992898802083333
Exp2,12,1.1,1.03397367075,1.1258292981666667,1.1899663662083333
Exp2,13,1.1,1.0392629052083333,0.8719527122083334,0.949316046125
Exp2,14,1.1,1.117962345625,1.028616381375,0.8479786615833333
Exp2,15,1.1,1.0606386384166666,0.9453096124583333,0.9946474699583333
Exp2,16,1.1,1.0583015276666667,1.0366641841666666,1.134635537375
Exp3,1,1.1,1.0179656587916666,1.0213039746249999,1.00797129025
Exp3,2,1.1,0.926637407375,1.022628400625,1.0319569988333332
Exp3,3,1.1,0.9974628475,0.9970868698333333,1.0699674295416666
Exp3,4,1.1,1.107303759375,1.060654357875,1.0493006574166666
Exp3,5,1.1,1.1019581931666667,1.22464003725,1.212643378875
Exp3,6,1.1,1.0543130187826086,1.0979731281666667,1.0726333539583333
Exp3,7,1.1,0.9452969365833334,1.0473193063333333,1.1359223547916666
Exp3,8,1.1,1.0490043510833333,1.1539627970416666,1.1906487385
Exp3,9,1.1,1.1039356816249999,1.141950306625,1.082604170625
Exp3,10,1.1,0.9619426753333333,1.104619569875,1.097939914125
Exp3,11,1.1,1.1039674654583334,1.1139768592083332,1.111293447375
Exp3,12,1.1,1.1083064702916667,1.1134153319166666,1.1607477610416665
Exp3,13,1.1,0.8752774041666667,0.8879399265833333,0.958818247875
Exp3,14,1.1,1.0845981322916667,1.1642316257916667,1.1739593680833333
Exp3,15,1.1,0.9206018797083333,0.944711934375,0.931950368125
Exp3,16,1.1,0.9572832165,0.9846196641666667,1.0152515930000001
Exp4,1,1.1,1.0546560575833333,1.0253215465416667,0.9639723566666667
Exp4,2,1.1,1.051303163,1.0186442612916666,0.9873128689166667
Exp4,3,1.1,0.9450797222608696,0.9136404395416666,0.9066879589130434
Exp4,4,1.1,0.9879850212083333,0.9412457284090909,1.0406451591666666
Exp4,5,1.1,1.10779415175,1.1419498362916667,1.1752888534166668
Exp4,6,1.1,1.0919710068333333,1.1226134281666666,1.075180149521739
Exp4,7,1.1,1.1028004416666666,1.0084437274583333,1.0698587105833333
Exp4,8,1.1,1.213981726,1.1412806172916667,1.1706616902916667
Exp4,9,1.1,1.2292962879583333,1.2080287452608696,1.1613217504166666
Exp4,10,1.1,1.1806555545416666,1.0586369202083332,1.0606287609583334
Exp4,11,1.1,1.0406212219166666,1.0272920115,1.1046343368333333
Exp4,12,1.1,1.15790917575,1.103935876,1.0719521385
Exp4,13,1.1,0.9606499188333334,0.84461509525,0.8292773964583333
Exp4,14,1.1,1.071279307875,1.0279413180833332,1.0419582539583334
Exp4,15,1.1,1.1625972338333332,1.037931239625,1.195931469125
Exp4,16,1.1,0.9512653322916667,0.9652691963333333,0.8326064225833333
Exp1,1,1.4,0.988155366625,1.0059624600416668,0.9711575875833334
Exp1,2,1.4,1.255896845375,1.160607547625,1.2592845496666667
Exp1,3,1.4,1.2106277273750001,1.1112919425416667,1.168626731875
Exp1,4,1.4,1.1466268635833334,1.026637084625,1.056638993875
Exp1,5,1.4,1.322008126625,1.30730373675,1.2766467920416666
Exp1,6,1.4,1.0138575905416667,1.0126540120416667,0.9912818507083333
Exp1,7,1.4,0.9607466132916667,0.9532723879166667,0.9575069815
Exp1,8,1.4,1.1932819812083333,1.1976154965217392,1.230999629826087
Exp1,9,1.4,1.4119350666666666,1.4012824777916666,1.3712918778333334
Exp1,10,1.4,1.11795749825,1.1812833927916666,1.223952622
Exp1,11,1.4,1.2419735104583334,1.2585840622083333,1.1692777394583334
Exp1,12,1.4,1.308601163625,1.2892787044583334,1.2612927121666666
Exp1,13,1.4,1.32191937425,1.36845280975,1.3493481944166668
Exp1,14,1.4,1.3912851969166666,1.4626101210833333,1.3132651057916667
Exp1,15,1.4,1.2972642458333334,1.2739405760416667,1.316200394125
Exp1,16,1.4,1.2412704742083334,1.3199265122916666,1.21996558075
Exp2,1,1.4,1.085979461,1.2666221402916666,1.1046308445
Exp2,2,1.4,1.0746321644166668,1.025975323,1.0319744434166667
Exp2,3,1.4,1.0886379999583333,1.0359733002916667,0.983305309125
Exp2,4,1.4,1.3506039254583333,1.1606078717083332,1.1379595658333332
Exp2,5,1.4,1.2059651466190477,1.0817950342857143,1.4063147469130435
Exp2,6,1.4,1.251969509125,1.1186380755416667,1.089969906375
Exp2,7,1.4,1.30530814025,1.3342449132916667,1.2817290511666666
Exp2,8,1.4,1.1806367670833333,1.1426406285416666,1.1493024397916667
Exp2,9,1.4,1.147290859375,1.0859550744166666,0.9526237160833333
Exp2,10,1.4,1.0519646061666668,1.01929843225,1.0579595480833333
Exp2,11,1.4,1.393968094375,1.3426404242916667,1.3673010689166667
Exp2,12,1.4,1.18669408325,1.1619029801666667,1.132313047125
Exp2,13,1.4,1.09396336725,1.1179740041666666,1.1246225838333332
Exp2,14,1.4,1.3917169251666666,1.2832814984583334,1.0459658930416667
Exp2,15,1.4,1.2213146633333334,1.1199742985,1.14331310525
Exp2,16,1.4,1.2333118094166666,1.1759669022916666,1.2133303957083332
Exp3,1,1.4,1.1466268635833334,1.026637084625,1.056638993875
Exp3,2,1.4,1.0979634747083333,1.100635543875,1.1359729205833333
Exp3,3,1.4,1.1719559506666666,1.0817040454583333,1.0970484849565216
Exp3,4,1.4,1.195974518125,1.251327846875,1.1553103414166668
Exp3,5,1.4,1.3650503459583334,1.3553169491666666,1.4436934704166666
Exp3,6,1.4,1.1759614383333332,1.179301110625,1.1939395642916666
Exp3,7,1.4,1.2619548067916666,1.3346580752083332,1.31667410875
Exp3,8,1.4,1.1653018476666668,1.2239541916666667,1.20196132675
Exp3,9,1.4,1.1366306793333334,1.1119833705416666,1.2192636378333332
Exp3,10,1.4,1.1699401247916668,1.17525325575,1.12196507725
Exp3,11,1.4,1.1366423716666667,1.1997172280434782,1.241294619375
Exp3,12,1.4,1.1979866535833332,1.2006454562916666,1.2793217833333332
Exp3,13,1.4,0.9819443932916666,1.0132827793333334,1.01662500025
Exp3,14,1.4,1.280582579625,1.3644366087391304,1.3238638497916666
Exp3,15,1.4,1.0406082887916668,1.1159616890833333,1.1626016918333333
Exp3,16,1.4,0.9952844275833334,1.0965843299583333,1.1685913517083333
Exp4,1,1.4,1.1879713183333334,1.1183206476521739,1.15996980225
Exp4,2,1.4,1.1886254960416667,1.1852960897916667,1.17330484675
Exp4,3,1.4,1.035296114875,0.9953172779583334,1.0486350547083334
Exp4,4,1.4,1.0652941914583334,0.990695694375,1.02731406725
Exp4,5,1.4,1.3100729590416667,1.2553135694166666,1.2639692385416668
Exp4,6,1.4,1.2845927660416667,1.2447423137083333,1.306634556875
Exp4,7,1.4,1.281517805875,1.3214376945416666,1.24909001825
Exp4,8,1.4,1.2320071219166666,1.3313039477916666,1.2413337855833333
Exp4,9,1.4,1.362625041625,1.2497766527826086,1.3326415180416666
Exp4,10,1.4,1.3746393099583334,1.2793092778333333,1.4206203463333333
Exp4,11,1.4,1.1946331435416666,1.1972827064583333,1.1239379675833334
Exp4,12,1.4,1.2346126756666667,1.1273400099130435,1.30194168025
Exp4,13,1.4,1.0785903175833333,0.91466355675,0.9626187073333333
Exp4,14,1.4,1.1970100087083333,1.20325037,1.23861239925
Exp4,15,1.4,1.3513014834166668,1.332614909375,1.399946856125
Exp4,16,1.4,1.2766172084583334,1.1465929294583332,1.1452668657916667
Exp1,1,1.7,1.1486189182083333,1.115385270625,1.038637588375
Exp1,2,1.7,1.4199579037916668,1.39367237,1.3727823802916668
Exp1,3,1.7,1.3726177434583333,1.2933053361666667,1.2739589230416666
Exp1,4,1.7,1.2066367336666666,1.1879696693333333,1.2866558292083332
Exp1,5,1.7,1.5659290300416666,1.4859893772916668,1.5579947270416667
Exp1,6,1.7,1.1055798824166667,1.2223545380454546,1.161108034
Exp1,7,1.7,1.0107941391666666,1.1206481160833333,1.103601768
Exp1,8,1.7,1.3223616298636363,1.3986852150454545,1.4278738253043477
Exp1,9,1.7,1.5525837994583334,1.5379483068333333,1.5046011125833334
Exp1,10,1.7,1.2762420595416666,1.3359570309166666,1.3139846651666667
Exp1,11,1.7,1.372593160375,1.45395637825,1.3519531555416666
Exp1,12,1.7,1.5586419580416666,1.5119378951666667,1.5039325559583334
Exp1,13,1.7,1.5984533820833333,1.4978943712083332,1.5234304784166666
Exp1,14,1.7,1.6945734235,1.59859869025,1.64525848825
Exp1,15,1.7,1.425928224,1.447593228875,1.3068519622916666
Exp1,16,1.7,1.378623201875,1.406835987125,1.3533013451666667
Exp2,1,1.7,1.2206505765833333,1.2966292269166666,1.1759859991666666
Exp2,2,1.7,1.299197696304348,1.2126335372916666,1.2239719695416666
Exp2,3,1.7,1.17796602725,1.1346402377916667,1.0739925997916666
Exp2,4,1.7,1.318613051875,1.1952791135416667,1.2899578135
Exp2,5,1.7,1.2900185703913043,1.3332703984347827,1.3528647622727272
Exp2,6,1.7,1.3406192333333333,1.299305778875,1.096643759125
Exp2,7,1.7,1.2366261937083334,1.3246391452083333,1.2883644778333334
Exp2,8,1.7,1.3593098015,1.3486306797916667,1.2046286905
Exp2,9,1.7,1.2092774016666668,1.1088473835000001,1.09263374475
Exp2,10,1.7,1.15328673075,1.0466243000833333,1.1199605687916667
Exp2,11,1.7,1.6999612588333333,1.6066331235833333,1.6080498805652175
Exp2,12,1.7,1.3619652041666668,1.1632978634583333,1.3202677598333334
Exp2,13,1.7,1.3472802770416668,1.1839559974166667,1.02662567825
Exp2,14,1.7,1.5816271306521739,1.4146245705416667,1.4702715430416666
Exp2,15,1.7,1.510642225375,1.2706344169583335,1.2079920222916667
Exp2,16,1.7,1.4693371621666667,1.3445996340833333,1.3232999897083333
Exp3,1,1.7,1.2066367336666666,1.1879696693333333,1.2866558292083332
Exp3,2,1.7,1.1142742475,1.2115432125416667,1.2041264081666667
Exp3,3,1.7,1.2152242647916667,1.2589433688333334,1.312634430652174
Exp3,4,1.7,1.1299780494166667,1.2986574066666667,1.21598513
Exp3,5,1.7,1.6666505880416667,1.5752951539583333,1.6413158398333334
Exp3,6,1.7,1.2752978969166666,1.33063342625,1.3912997625833334
Exp3,7,1.7,1.45196261475,1.5112651835,1.4933279340833334
Exp3,8,1.7,1.332630255875,1.3279636713333334,1.2519897382083334
Exp3,9,1.7,1.3272846860416667,1.2459325946666666,1.2153772611666667
Exp3,10,1.7,1.1152792919583334,1.3205638172916667,1.3149073899583332
Exp3,11,1.7,1.4526220312083333,1.345960487,1.2739493223333334
Exp3,12,1.7,1.254717018,1.2348315100869565,1.3486515965
Exp3,13,1.7,1.0919652145833334,1.0872830727916667,1.21261589525
Exp3,14,1.7,1.587177316521739,1.4989177515833334,1.5019891825
Exp3,15,1.7,1.1899252602083332,1.2646511457083334,1.1766151255416666
Exp3,16,1.7,1.1559331323333333,1.1439463873333333,1.1685718747916667
Exp4,1,1.7,1.2346338593333333,1.227241387625,1.237974952
Exp4,2,1.7,1.2959652765833334,1.2559624059166667,1.2899755385416667
Exp4,3,1.7,1.136622140125,1.1484937238181818,1.165965384625
Exp4,4,1.7,1.072407890652174,1.0466611450416667,1.1039845112916666
Exp4,5,1.7,1.5086409772916667,1.3293207057083334,1.3462425595416667
Exp4,6,1.7,1.46397829825,1.4759750763333332,1.4566177127916666
Exp4,7,1.7,1.6835028534782608,1.47196095825,1.5848442341666666
Exp4,8,1.7,1.4479527774166667,1.3846365184583334,1.3886193439166667
Exp4,9,1.7,1.4494794801666666,1.525918761875,1.6968386447916666
Exp4,10,1.7,1.5806465635416667,1.5219571707083333,1.590636298375
Exp4,11,1.7,1.2636910245416666,1.2247068887083332,1.2337065931666666
Exp4,12,1.7,1.4372729674166667,1.341236524625,1.3499366269565218
Exp4,13,1.7,1.1879800032083334,1.1299760686666667,1.1366267657916667
Exp4,14,1.7,1.3746083030416667,1.34929515375,1.3845691402083333
Exp4,15,1.7,1.5980743757083333,1.5586411189583333,1.5839363151249999
Exp4,16,1.7,1.4063793565416667,1.2570903450833333,1.2725682624583334
