"","NSub","Exp","model","sig_s2","ks","ls","kr","sig_mn2","mu_pr_log","sig_pr2_log","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","se_waic.1","log_lik_sum","log_lik_mean"
"17",1,"Exp2","Exp2",0.0858843459574777,0.060742654306838,0.0180316266598564,0,0.0328553891119877,0.0477526312567865,0.0748892650807587,632.515313595959,303.176025073587,-316.25765679798,4.61647408634499,2.19905793393764,386.95031872846,180.393527639837,1.43727152982357,0.393113554353533,-193.47515936423,1.43727152982357,-68.6626003981964,-0.190729445550546
"18",2,"Exp2","Exp2",0.0562563112408522,0.0226914944684981,0.00743907164895731,0,0.0101260362698125,-0.221208969472412,0.0876864352060273,404.583915846734,301.654446337741,-202.291957923367,5.6539465634413,2.00420322516984,161.589769634553,180.15737323165,4.30610567993779,0.37881992108144,-80.7948848172763,4.30610567993779,43.826246708788,0.122078681640078
"19",3,"Exp2","Exp2",0.0732784852399094,0.207563303500509,0.0386153101007502,0,0.0088761873750429,0.0415051074992218,0.0452848236429978,384.917595304306,306.430485668251,-192.458797652153,4.80671160632744,2.3279393414383,134.366809491125,181.15509276166,1.50173629322623,0.405503015780794,-67.1834047455623,1.50173629322623,58.2653835722847,0.162299118585751
"20",4,"Exp2","Exp2",0.0346251401732761,0.201335656439081,0.0408585004923063,0,0.016968886094246,0.240540295716215,0.0478401759372473,501.103931022502,306.296723606317,-250.551965511251,4.93429598057762,2.31012411862059,250.208837672815,180.849176931473,1.68434567566506,0.410213800396037,-125.104418836407,1.68434567566506,0.063537727148393,0.000176493686523314
"21",5,"Exp2","Exp2",0.0779089068428535,0.277722878967564,0.228881718218073,0,0.00953848156369541,0.272197813709861,0.178438215575168,878.048775628075,291.712714919615,-439.024387814037,6.13866506275045,2.32132687161433,639.412563403797,172.394608807476,4.44179738236927,0.387413111934441,-319.706281701898,4.44179738236927,-200.398556185427,-0.582553942399496
"22",6,"Exp2","Exp2",0.0578181969446742,0.441705275408572,0.0432797333089562,0,0.00906087209478225,0.420761214004269,0.0683678352576371,514.925042137514,306.283267931382,-257.462521068757,5.06336897792545,2.05448779072493,263.905804447382,180.773649086316,3.13376842454195,0.374493493352985,-131.952902223691,3.13376842454195,-6.86024332700249,-0.0190562314638958
"23",7,"Exp2","Exp2",0.0457777025654681,0.0744286662667199,0.0344205114190595,0,0.0513683867942453,0.207364830887229,0.0554027587005522,698.198287278479,303.182885018308,-349.09914363924,4.77112919025824,2.08751787068675,452.503254752726,180.335368755432,2.56290450184385,0.392821595070313,-226.251627376363,2.56290450184385,-101.425844055644,-0.283312413563253
"24",8,"Exp2","Exp2",0.0428089829812636,0.195385837435313,0.0573068553497967,0,0.00345662223807299,0.257802283237365,0.151037528850928,612.892338762399,307.817658359937,-306.446169381199,8.8858647127837,2.22967180355563,360.019165255631,181.381071606553,7.61681150409336,0.385894669286583,-180.009582627816,7.61681150409336,-54.3163779406796,-0.151299102898829
"25",9,"Exp2","Exp2",0.529996477400813,1.3164466924698,2.27323547843219,0,0.0182702109722639,0.160500280916825,0.0579362895984152,610.410442636833,303.950890424945,-305.205221318416,4.74772836384623,2.26490751177453,362.065887823667,179.778613018363,1.56635639836279,0.398319985421868,-181.032943911834,1.56635639836279,-56.5399893150771,-0.1583753202103
"26",10,"Exp2","Exp2",0.0561960360296673,0.301428226665542,0.11411450276891,0,0.0107362820132188,0.0631583533203575,0.0738762751825246,550.731253189168,308.10124943471,-275.365626594584,4.92325008474229,2.30149923563531,296.209849924523,180.840547802387,1.97142833238955,0.408829609055235,-148.104924962261,1.97142833238955,-22.9093029912637,-0.0636369527535102
"27",11,"Exp2","Exp2",0.0108274204655172,0.0316051193761115,0.00485447749194553,0,0.00887302740608642,0.718943120580205,0.242144990170303,287.488910175907,304.172680183214,-143.744455087953,7.90312745727432,2.08544648034938,42.1251949856303,181.490822588075,6.66492564804264,0.401187022133461,-21.0625974928151,6.66492564804264,104.462446089563,0.290981743982069
"28",12,"Exp2","Exp2",0.0740804795898107,0.424997833167789,0.208696782993732,0,0.0495658334322285,0.223869904861053,0.0678195900680292,774.342296640919,303.318355442321,-387.17114832046,4.9420491522993,2.23878576213425,528.684044974826,180.489229609273,2.38778448439984,0.400041238116421,-264.342022487413,2.38778448439984,-139.448718498311,-0.388436541778024
"29",13,"Exp2","Exp2",0.0301477083225008,0.299098506451718,0.0752302042179527,0,0.017172201510637,0.212661063056006,0.111589301505664,626.824932468679,307.521513987324,-313.412466234339,5.70054458949945,2.2284071364029,374.198789121906,181.208442313938,3.3942507215341,0.403370316237143,-187.099394560953,3.3942507215341,-61.5841377561694,-0.171067049322693
"30",14,"Exp2","Exp2",0.0632630630162861,0.113866705416022,0.0138365432345332,0,0.00304499561082276,0.510557345885477,0.439759111645404,581.634782651253,303.971165983353,-290.817391325626,13.1357035954773,2.23887391947699,335.202753929272,180.755151622363,12.038499654852,0.372857989126333,-167.601376964636,12.038499654852,-42.5159909982259,-0.118428944284752
"31",15,"Exp2","Exp2",0.00616622144049451,0.0980933857225182,0.0252841115449883,0,0.00465386015286876,0.0775741394095316,0.126930098997376,353.280922339184,306.009109449798,-176.640461169592,9.867934465131,2.32803340646926,102.889157532646,180.813227046529,8.62454277790788,0.403045798565203,-51.4445787663232,8.62454277790788,73.7083905123632,0.205315851009368
"32",16,"Exp2","Exp2",0.0117132190471188,0.147817290169529,0.0263788494043342,0,0.0266046785991257,0.279467398261282,0.0452781868910697,505.141151623909,304.510166381088,-252.570575811955,5.35039647413431,2.3761746283394,257.363910965915,180.621546052091,2.2986093409144,0.430410864589987,-128.681955482958,2.2986093409144,-3.714153919908,-0.0103170942219667
"33",1,"Exp3","Exp3",0.0758833464200686,0,0,0.0126885459515525,0.0242824721989503,-0.0902486431586117,0.044914789324659,473.507542008257,303.063451912409,-236.753771004128,4.24354531243083,1.9852354389686,229.532912802272,181.076137309417,1.77547914505805,0.39564185015716,-114.766456401136,1.77547914505805,10.5995615167267,0.029443226435352
"34",2,"Exp3","Exp3",0.101181276635238,0,0,0.0356049353248275,0.00784078079776426,-0.183810772087939,0.0583009386556532,405.496575515093,304.251484328953,-202.748287757546,5.3817221871762,2.18679334527996,159.363877552953,181.185135347882,3.24173038918275,0.41366593271735,-79.6819387764764,3.24173038918275,45.7779223797145,0.127160895499207
"35",3,"Exp3","Exp3",0.0712915713249418,0,0,0.0123304363518614,0.0104375286330426,-0.185074073952102,0.0768306671614498,423.29312936532,302.251103544855,-211.64656468266,6.09880936081841,2.19868006244029,177.047360179766,179.128218952078,4.07191395059974,0.399026832977675,-88.5236800898828,4.07191395059974,35.4573270897245,0.099320243948808
"36",4,"Exp3","Exp3",0.0722860519344868,0,0,0.0116110213557261,0.0117147046128434,-0.0065517521321467,0.0422871944020892,393.112595477717,308.525135869306,-196.556297738859,4.92332149911969,2.2541528356691,137.822731843166,180.88020405203,1.90044224051704,0.381198933795486,-68.9113659215828,1.90044224051704,56.3908596246656,0.157077603411325
"37",5,"Exp3","Exp3",0.0242107920410866,0,0,0.0164967523715292,0.00450713863289475,-0.297944238911733,0.430413114595678,284.931552368721,303.962494694788,-142.465776184361,11.4165255126913,2.38802753285522,38.3527880309643,180.673112525909,10.1032717714227,0.395254082636069,-19.1763940154821,10.1032717714227,105.883657161106,0.29576440547795
"38",6,"Exp3","Exp3",0.087923265567785,0,0,0.0272452593413923,0.0257121533548768,-0.0109896356574624,0.0524794357517208,554.073624472992,306.550958032737,-277.036812236496,4.92282725966576,2.45049127336885,301.935198465043,180.481745028762,1.41622274384917,0.38597088174828,-150.967599232521,1.41622274384917,-26.0630733818258,-0.0725990902000718
"39",7,"Exp3","Exp3",0.0390577956517117,0,0,0.0350022664960069,0.00498948557178616,-0.364060309261963,0.122312717452222,338.339254429071,303.453017687457,-169.169627214535,9.33283921309913,2.16129768008135,93.4077350849886,180.987258015416,8.44304971576034,0.41251450638308,-46.7038675424943,8.44304971576034,78.4998607392134,0.218055168720037
"40",8,"Exp3","Exp3",0.0818597728251111,0,0,0.0100344923270886,0.0371253776456425,0.0981298340892417,0.0317224818472716,544.638011406701,300.06541037901,-272.31900570335,5.082415469249,2.00212892597519,304.15507252491,179.823940938114,3.24836094405767,0.373644015666621,-152.077536262455,3.24836094405767,-27.7133873402974,-0.077196065014756
"41",9,"Exp3","Exp3",0.0765032047281153,0,0,0.0220941514356375,0.0170059065973221,-0.0862399433783393,0.0609283678786776,490.472188828207,307.979969635013,-245.236094414103,4.91941459233682,2.11421103410666,236.010559783079,180.749155112449,2.20335055600762,0.384385212033531,-118.005279891539,2.20335055600762,7.20977982694298,0.0201390497959301
"42",10,"Exp3","Exp3",0.0927646163145999,0,0,0.0608555766139535,0.00841602131995468,-0.24678265964306,0.0711838993018081,449.192968356187,301.13506842453,-224.596484178094,6.30334707334272,2.23334393790739,207.179650970329,180.128409731601,4.42587725108845,0.427650516238741,-103.589825485164,4.42587725108845,21.030131443838,0.0584170317884389
"43",11,"Exp3","Exp3",0.0706431682928105,0,0,0.0117571654609582,0.00490904855329904,0.032507466421432,0.0535103861476638,368.594385599478,303.503148505004,-184.297192799739,6.43930316914763,2.23118203844551,122.218450551608,180.315180981069,4.77975356485894,0.396701480445638,-61.1092252758038,4.77975356485894,63.6900353220412,0.177409569142176
"44",12,"Exp3","Exp3",0.133228995740388,0,0,0.0275335766433143,0.00213822248354638,0.00157283515994744,0.0685728363250561,487.160210856298,303.791749371112,-243.580105428149,6.92979200836218,2.45559914902243,238.919124131659,179.671206008793,5.03979923550007,0.403528691451233,-119.45956206583,5.03979923550007,4.95028533388632,0.0138276126644869
"45",13,"Exp3","Exp3",0.10125860474514,0,0,0.0361172274333261,0.00204484589074851,-0.607648209623539,0.129577344673924,401.258970191969,302.818380239908,-200.629485095985,9.32029224044977,2.1685346925948,156.67280325353,180.525296770689,8.23005608250912,0.400082965608184,-78.3364016267652,8.23005608250912,46.6051027293833,0.129458618692731
"46",14,"Exp3","Exp3",0.0694748061723496,0,0,0.0161951114798091,0.00312251741168882,0.0902525506079239,0.103644796545931,473.995306094924,301.189119832786,-236.997653047462,9.30094668579783,2.05414967075734,230.698309864232,179.54062171744,8.28988317345411,0.396720174250971,-115.349154932116,8.28988317345411,8.90584228892691,0.0249463369437729
"47",15,"Exp3","Exp3",0.0506455202254949,0,0,0.0262808582123515,0.00503477645652497,-0.403862623459212,0.0675063866319072,275.599067753134,308.827324476128,-137.799533876567,7.50992974141742,2.32034753711456,20.7003054875451,181.377943343333,5.66229050854476,0.397169042777653,-10.3501527437726,5.66229050854476,115.240231016729,0.320111752824247
"48",16,"Exp3","Exp3",0.0592765741757452,0,0,0.0401168948920096,0.00937204659899682,-0.493703734496898,0.0778877991825934,359.790503031094,306.062968274748,-179.895251515547,6.31055737774485,2.15872289456456,111.077949880273,181.706691699337,4.2936923083346,0.395070344361062,-55.5389749401367,4.2936923083346,70.2058717796662,0.195016310499073
"49",1,"Exp4","Exp4",0.0481473153981763,0.460827148853494,0.0066742842225368,0.240705745041647,0.0139202681789963,-0.0619782732555267,0.0941058430202741,450.966262945507,305.740960170881,-225.483131472754,5.48090613683366,2.12238172226396,200.891843482642,180.703750439448,3.82927402137307,0.406284578573425,-100.445921741321,3.82927402137307,24.6576461249402,0.0686842510444018
"50",2,"Exp4","Exp4",0.0230462470123709,0.265513695915404,0.00143506032367289,0.106609329347528,0.0091566708459302,0.0467232930112116,0.022033679382098,164.670028943936,307.41460390573,-82.335014471968,4.61083929024671,2.20362534675541,-87.7102490096292,181.224464928947,1.53691343251533,0.390908810848453,43.8551245048146,1.53691343251533,169.376982849621,0.470491619026726
"51",3,"Exp4","Exp4",0.0620870558996394,0.443996439412284,0.0290834843437111,0.143578819541538,0.00241399009022079,-0.12644289651056,0.066270980690506,358.677242578977,304.522424064082,-179.338621289488,6.90849319114518,2.33305640645418,107.992204831633,179.17990519041,5.15680170016179,0.412378784286686,-53.9961024158163,5.15680170016179,70.1075227627032,0.196931243715458
"52",4,"Exp4","Exp4",0.113661999051884,0.589696818083699,0.0461486706464098,0.0881153078993753,0.00456225276294137,0.0195991621336491,0.0646636737468506,435.310444941517,300.96813281676,-217.655222470759,4.91913215028662,2.12873967566892,191.768347700709,179.197084196356,2.97731830869559,0.418201584126848,-95.8841738503544,2.97731830869559,28.1872338809783,0.0791776232611749
"53",5,"Exp4","Exp4",0.0225431457861366,0.320264841712195,0.011421625935791,0.0725633118076806,0.0258036691457938,0.39398759180213,0.0369759067807818,466.16799761239,304.026999516421,-233.083998806195,5.04552985558673,2.30476621082265,219.03001437617,180.458007898311,2.06408242682877,0.386497215866596,-109.515007188085,2.06408242682877,15.3657882193859,0.0426827450538497
"54",6,"Exp4","Exp4",0.0101645965696666,0.18246687191488,0.00987598884753677,0.115000827304937,0.00206169953608339,0.0764684230862357,0.0924774485517433,199.556509366392,307.500120314901,-99.7782546831962,11.0660557575599,2.1824861584037,-51.1217156601585,182.161007801626,10.4281067693992,0.380462761832694,25.5608578300792,10.4281067693992,151.59546436108,0.422271488470976
"55",7,"Exp4","Exp4",0.0559332994819617,0.327766082644309,0.00283663016070027,0.22467227513045,0.00109641039960362,0.41332407409738,0.33689024952918,464.340383972045,300.221855829138,-232.170191986022,13.2786405234467,2.12246535416148,222.861466163995,179.482396925113,13.0225662778195,0.394801902549182,-111.430733081997,13.0225662778195,12.711611666156,0.0354083890422171
"56",8,"Exp4","Exp4",0.0117892193838067,0.234279220435095,0.00238333931830309,0.102343259746012,0.0369141630775317,0.226548260951376,0.0199566957963733,435.290585775893,302.630454896232,-217.645292887947,6.47420462650652,2.28143654142976,191.498507088772,180.734415552671,4.84481013968619,0.424779471708623,-95.7492535443861,4.84481013968619,29.2902101590551,0.0813616948862642
"57",9,"Exp4","Exp4",0.0391322099263841,0.422366234361581,0.00511619053088337,0.239827463413279,0.0605525592396696,0.234731353353713,0.0688820531152719,711.007303686382,306.22704493773,-355.503651843191,5.70263302163442,2.38767344229903,458.732494695965,180.089640442521,2.79466908537118,0.393371600033261,-229.366247347983,2.79466908537118,-104.67515616819,-0.293207720359076
"58",10,"Exp4","Exp4",0.0398962311965806,0.921889697292696,0.00323052075241859,0.824331894057546,0.00148894969523095,0.102934082121008,0.874203923458554,402.367857120684,304.853551586191,-201.183928560342,14.8943270228164,2.24075135787191,154.101798856197,180.720522453948,13.9173899293123,0.403528070211207,-77.0508994280986,13.9173899293123,48.0314232946171,0.133420620262825
"59",11,"Exp4","Exp4",0.0443692130510051,0.343378097818041,0.0434106398590987,0.0631707835845831,0.00383646443722626,0.150485710117644,0.0680677210482004,446.103765261391,302.458745459928,-223.051882630695,6.38128420856824,2.08148606726416,201.586450529801,180.200088094134,4.97067999551616,0.36037805271087,-100.793225264901,4.97067999551616,23.8684992766532,0.0663013868795923
"60",12,"Exp4","Exp4",0.0787191023371327,0.737742125844342,0.0169243074847487,0.260972392675244,0.00996120229307337,0.349621620903951,0.0998496588449486,572.474854634386,300.987698650405,-286.237427317193,6.95399667955317,2.2915070087399,329.333625658883,179.417084162654,5.09737313644811,0.409022389372408,-164.666812829442,5.09737313644811,-40.5780170802122,-0.113346416425174
"61",13,"Exp4","Exp4",0.0594063764841629,0.743849215462439,0.00522357665732065,0.290327962879648,0.00107332880658992,-0.0396140207328966,0.0705838876428304,222.657356461444,302.519736730196,-111.328678230722,8.50009148304944,2.10553932672638,-21.5842091588783,180.398953920035,7.44123924420002,0.388808323131681,10.7921045794392,7.44123924420002,135.669829167048,0.376860636575133
"62",14,"Exp4","Exp4",0.0605635102897558,0.383766775986592,0.00383840182558254,0.225328822596272,0.00356238825799028,-0.0235130077951618,0.113041632356532,424.840582074946,303.957553884851,-212.420291037473,9.30172784713674,2.14028082114817,177.723108472229,180.398817083493,8.21729519049582,0.387927451248958,-88.8615542361146,8.21729519049582,36.0185892170111,0.100330332080811
"63",15,"Exp4","Exp4",0.0302395357960901,0.348984263775186,0.0101570774541785,0.247646110453575,0.0134997121496895,0.620119336736271,0.300641705145975,537.563959797567,301.933285731352,-268.781979898784,8.6412754720853,2.04854044787326,296.03073006936,181.166670867249,7.65831140850067,0.383033384618874,-148.01536503468,7.65831140850067,-22.7844733112743,-0.0632902036424286
"64",16,"Exp4","Exp4",0.0393842278459016,0.621707708953804,0.00531056287899479,0.420766892647154,0.00432078018263519,-0.0720815070019886,0.206813603679456,353.754889807548,309.908146147931,-176.877444903774,10.7881173374796,2.29866793524838,98.1545206089427,182.107961548628,9.48237058209807,0.395762892956585,-49.0772603044713,9.48237058209807,77.020229432043,0.213945081755675
