,NSub,curDur,WMSize,repDur_mean,repDur_std,mPred,sdPred,repErr,predErr,repCV,predCV
0,1,0.5,1,0.7393169278333334,0.33883873095630135,0.7841506827891258,0.25696944998857507,0.23931692783333336,0.2841506827891258,0.4583132323904896,0.3277041716963976
1,1,0.5,3,0.7239782956249999,0.2954227280545323,0.7717615039868958,0.2548670305507623,0.22397829562499993,0.2717615039868958,0.4080546748980895,0.33024066273599706
2,1,0.5,5,0.673986052875,0.3201435911755412,0.7651641999888728,0.25283108056566145,0.17398605287500002,0.26516419998887275,0.47500032057030744,0.3304272214634953
3,1,0.8,1,0.975966552875,0.24112518164209823,0.9354968871147986,0.2773086413364398,0.17596655287499996,0.13549688711479857,0.24706295613491286,0.2964292507607352
4,1,0.8,3,1.0033147635,0.2715123682661128,0.9213674232571408,0.273788915245805,0.20331476349999988,0.12136742325714078,0.27061534240656354,0.29715497676044306
5,1,0.8,5,1.013309129875,0.2903589473004313,0.9139672750642359,0.27173782573468414,0.21330912987500006,0.11396727506423587,0.28654527896758364,0.29731680022743234
6,1,1.1,1,1.093962878875,0.23965880128056524,1.056767054441688,0.300951704368232,-0.0060371211250001,-0.04323294555831203,0.21907397948184812,0.28478528271988096
7,1,1.1,3,0.954640133625,0.27452998355784153,1.0391201254103222,0.29723950302033586,-0.1453598663750001,-0.06087987458967792,0.2875743161094481,0.2860492215979009
8,1,1.1,5,1.0446480323333334,0.22328986523230868,1.0324448473524266,0.295831652116316,-0.055351967666666724,-0.0675551526475735,0.2137465043930316,0.28653506565017844
9,1,1.4,1,1.085979461,0.23760530644832098,1.156498372690356,0.32545604956112145,-0.31402053899999993,-0.24350162730964398,0.21879355455721736,0.28141505188979626
10,1,1.4,3,1.2666221402916666,0.32146467197413137,1.1376333406787862,0.31892434280459725,-0.13337785970833327,-0.2623666593212137,0.25379682049463254,0.28034018642096603
11,1,1.4,5,1.1046308445,0.2604207353976244,1.1302715689953127,0.31810117060214943,-0.2953691555,-0.26972843100468724,0.23575363361820775,0.28143782373019116
12,1,1.7,1,1.2206505765833333,0.36178372298364825,1.2452058463850748,0.3457690296422803,-0.47934942341666664,-0.45479415361492515,0.29638598459216753,0.2776802170067491
13,1,1.7,3,1.2966292269166666,0.28303068861305525,1.225204930577125,0.3409953933486875,-0.40337077308333336,-0.47479506942287486,0.21828189796869774,0.27831702667737696
14,1,1.7,5,1.1759859991666668,0.30318292718494544,1.2170807330459663,0.3393343832485302,-0.5240140008333332,-0.48291926695403364,0.25781168092119167,0.2788100855062294
15,2,0.5,1,0.5966580193333334,0.1757675011239632,0.6183895161895192,0.18121941188202098,0.0966580193333334,0.1183895161895192,0.2945866734856833,0.293050588888836
16,2,0.5,3,0.6175402925,0.2552241524883501,0.6119419127666874,0.18032203603925134,0.11754029249999998,0.11194191276668741,0.4132914978796305,0.2946718181534364
17,2,0.5,5,0.5886295031250001,0.15111701598383928,0.6078675998797952,0.17972131651885548,0.08862950312500006,0.10786759987979522,0.256726880289839,0.29565865421087595
18,2,0.8,1,0.8399679239166667,0.15233379202621056,0.8053376413671774,0.1930146126444547,0.0399679239166667,0.005337641367177404,0.18135667766442423,0.23966918063929607
19,2,0.8,3,0.8006361878333333,0.12273158459982637,0.7948054684182589,0.19116817594286267,0.0006361878333333015,-0.005194531581741102,0.15329257715912178,0.24052196863127545
20,2,0.8,5,0.8586272838333334,0.1634082933117972,0.7893649513295952,0.19079553691918702,0.05862728383333338,-0.010635048670404879,0.19031341816004543,0.24170763675004028
21,2,1.1,1,0.8719769305416666,0.25540478659452565,0.960698142993995,0.2143624102109575,-0.2280230694583335,-0.13930185700600506,0.29290314645809473,0.22313190857525933
22,2,1.1,3,0.9779813487499999,0.22732240380740112,0.9485446177913522,0.21077704090123617,-0.12201865125000022,-0.15145538220864785,0.23244042853982,0.2222109924486441
23,2,1.1,5,0.9746537954583333,0.21264048657671103,0.9432800244890782,0.2099913885200401,-0.12534620454166678,-0.15671997551092187,0.21817027499155875,0.22261829262607424
24,2,1.4,1,1.0746321644166665,0.2114757378497288,1.0989150340367395,0.2369024090021012,-0.3253678355833334,-0.3010849659632604,0.1967889523989098,0.2155784584472078
25,2,1.4,3,1.025975323,0.2473824647808337,1.0860973454552874,0.2332834996190233,-0.37402467699999997,-0.31390265454471256,0.2411193127505989,0.21479059919921992
26,2,1.4,5,1.0319744434166667,0.2127008449218724,1.0781744446979735,0.23304912953347476,-0.36802555658333325,-0.3218255553020264,0.2061105740348194,0.21615159836102243
27,2,1.7,1,1.2991976963043477,0.23178690652986947,1.2252899099080548,0.25905153366061223,-0.4008023036956523,-0.4747100900919452,0.17840772592901172,0.21142060467963159
28,2,1.7,3,1.2126335372916668,0.234137094046091,1.2094397203593152,0.25531179289302947,-0.48736646270833317,-0.4905602796406847,0.19308149316818338,0.21109922933337952
29,2,1.7,5,1.2239719695416666,0.27500289809157263,1.2034289927727282,0.2553475175164775,-0.4760280304583333,-0.49657100722727177,0.22468071568219924,0.21218328547008902
30,3,0.5,1,0.8406534581666666,0.2089479055652332,0.827828301716712,0.19225166170799712,0.3406534581666666,0.32782830171671196,0.24855414979308577,0.23223615489989233
31,3,0.5,3,0.8319695899583334,0.1999863103251981,0.8071772945570556,0.18875439373788666,0.33196958995833337,0.30717729455705556,0.2403769473535851,0.23384502390081105
32,3,0.5,5,0.8566429723333333,0.21072137497701002,0.7984382254484006,0.18720719648466544,0.3566429723333333,0.2984382254484006,0.2459850623685675,0.23446672581279587
