,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],2.538,0.566,1.482,3.595,0.019,0.013,882.0,1402.0,1.0
epsilon[1],0.798,0.174,0.5,1.144,0.006,0.004,820.0,1245.0,1.0
epsilon[2],1.364,0.301,0.835,1.952,0.01,0.007,840.0,1327.0,1.0
epsilon[3],1.383,0.307,0.854,1.973,0.011,0.007,821.0,1324.0,1.0
epsilon[4],1.581,0.352,0.982,2.276,0.012,0.008,841.0,1385.0,1.0
epsilon[5],1.633,0.367,0.99,2.353,0.012,0.009,899.0,1523.0,1.0
epsilon[6],4.162,0.934,2.471,5.93,0.03,0.021,958.0,1571.0,1.0
epsilon[7],2.092,0.469,1.228,2.959,0.016,0.011,849.0,1398.0,1.0
epsilon[8],3.295,0.747,1.971,4.719,0.025,0.017,888.0,1415.0,1.0
epsilon[9],4.865,1.097,2.885,6.931,0.034,0.024,1005.0,1730.0,1.0
epsilon[10],1.448,0.32,0.903,2.076,0.011,0.008,846.0,1378.0,1.0
epsilon[11],2.245,0.502,1.351,3.184,0.017,0.012,860.0,1376.0,1.0
epsilon[12],1.326,0.291,0.808,1.866,0.01,0.007,826.0,1482.0,1.0
epsilon[13],2.188,0.485,1.309,3.109,0.016,0.011,871.0,1368.0,1.0
epsilon[14],4.88,1.119,2.844,6.982,0.033,0.024,1076.0,1683.0,1.0
epsilon[15],3.241,0.739,1.926,4.658,0.024,0.017,904.0,1549.0,1.0
epsilon_k[0],2.12,1.376,0.003,4.481,0.015,0.011,6580.0,3366.0,1.0
epsilon_k[1],1.675,1.051,0.0,3.501,0.013,0.009,4980.0,3780.0,1.0
epsilon_k[2],0.758,0.68,0.001,1.991,0.007,0.005,7650.0,4210.0,1.0
epsilon_k[3],1.225,0.968,0.0,2.961,0.011,0.008,5936.0,4061.0,1.0
epsilon_k[4],1.539,1.113,0.0,3.516,0.012,0.009,6426.0,4075.0,1.0
epsilon_k[5],0.795,0.691,0.0,2.029,0.008,0.006,5460.0,4073.0,1.0
epsilon_k[6],3.884,1.678,0.949,7.168,0.022,0.016,4829.0,2653.0,1.0
epsilon_k[7],1.478,1.129,0.0,3.508,0.013,0.009,6124.0,4240.0,1.0
epsilon_k[8],1.157,0.98,0.001,2.936,0.01,0.007,7452.0,4458.0,1.0
epsilon_k[9],2.238,1.344,0.001,4.563,0.016,0.012,5326.0,3060.0,1.0
epsilon_k[10],1.021,0.869,0.0,2.61,0.01,0.007,6230.0,4577.0,1.0
epsilon_k[11],2.061,1.339,0.006,4.364,0.016,0.011,5967.0,4406.0,1.0
epsilon_k[12],5.764,1.658,2.663,8.76,0.018,0.013,7933.0,5341.0,1.0
epsilon_k[13],1.464,1.064,0.002,3.341,0.012,0.009,5471.0,3645.0,1.0
epsilon_k[14],1.544,1.138,0.0,3.578,0.014,0.01,5549.0,3801.0,1.0
epsilon_k[15],5.663,1.703,2.648,9.016,0.018,0.013,8675.0,4178.0,1.0
k_r[0],-0.019,0.012,-0.04,-0.0,0.0,0.0,6464.0,3536.0,1.0
k_r[1],-0.015,0.009,-0.03,-0.0,0.0,0.0,5103.0,3821.0,1.0
k_r[2],-0.007,0.006,-0.017,-0.0,0.0,0.0,7936.0,4697.0,1.0
k_r[3],-0.011,0.008,-0.026,-0.0,0.0,0.0,6182.0,3923.0,1.0
k_r[4],-0.014,0.01,-0.031,-0.0,0.0,0.0,6387.0,4433.0,1.0
k_r[5],-0.007,0.006,-0.018,-0.0,0.0,0.0,5859.0,3983.0,1.0
k_r[6],-0.035,0.015,-0.063,-0.007,0.0,0.0,4817.0,2839.0,1.0
k_r[7],-0.013,0.01,-0.031,-0.0,0.0,0.0,6080.0,4334.0,1.0
k_r[8],-0.01,0.009,-0.026,-0.0,0.0,0.0,7599.0,4507.0,1.0
k_r[9],-0.02,0.012,-0.04,-0.0,0.0,0.0,5319.0,3089.0,1.0
k_r[10],-0.009,0.007,-0.023,-0.0,0.0,0.0,6355.0,4142.0,1.0
k_r[11],-0.019,0.012,-0.039,-0.0,0.0,0.0,5888.0,4464.0,1.0
k_r[12],-0.052,0.014,-0.078,-0.025,0.0,0.0,8989.0,5825.0,1.0
k_r[13],-0.013,0.009,-0.029,-0.0,0.0,0.0,5721.0,3641.0,1.0
k_r[14],-0.014,0.01,-0.032,-0.0,0.0,0.0,5659.0,3704.0,1.0
k_r[15],-0.051,0.016,-0.081,-0.023,0.0,0.0,9049.0,4276.0,1.0
k_r0,-0.009,0.002,-0.014,-0.005,0.0,0.0,6610.0,4891.0,1.0
mu_p[0],-0.212,0.051,-0.31,-0.117,0.001,0.0,9177.0,5165.0,1.0
mu_p[1],0.009,0.021,-0.031,0.048,0.0,0.0,8908.0,6001.0,1.0
mu_p[2],-0.153,0.022,-0.194,-0.112,0.0,0.0,10655.0,5596.0,1.0
mu_p[3],-0.094,0.021,-0.132,-0.053,0.0,0.0,11835.0,6223.0,1.0
mu_p[4],0.143,0.027,0.095,0.196,0.0,0.0,11032.0,6352.0,1.0
mu_p[5],-0.049,0.044,-0.131,0.033,0.0,0.0,10190.0,5782.0,1.0
mu_p[6],0.05,0.094,-0.125,0.225,0.001,0.001,7125.0,4983.0,1.0
mu_p[7],0.093,0.034,0.031,0.158,0.0,0.0,9434.0,6461.0,1.0
